"month","south_lake_union_street_car_ridership_rolling_12_month_avg_riders_per_revenue_hour"
"2008-12-01T00:00:00.000","37.3"
"2009-01-01T00:00:00.000","37.7"
"2009-02-01T00:00:00.000","38.1"
"2009-03-01T00:00:00.000","38.4"
"2009-04-01T00:00:00.000","38.9"
"2009-05-01T00:00:00.000","39.3"
"2009-06-01T00:00:00.000","39.4"
"2009-07-01T00:00:00.000","39.4"
"2009-08-01T00:00:00.000","39.5"
"2009-09-01T00:00:00.000","39.5"
"2009-10-01T00:00:00.000","39.7"
"2009-11-01T00:00:00.000","40.0"
"2009-12-01T00:00:00.000","40.3"
"2010-01-01T00:00:00.000","40.4"
"2010-02-01T00:00:00.000","40.6"
"2010-03-01T00:00:00.000","41.0"
"2010-04-01T00:00:00.000","41.3"
"2010-05-01T00:00:00.000","41.6"
"2010-06-01T00:00:00.000","41.9"
"2010-07-01T00:00:00.000","42.4"
"2010-08-01T00:00:00.000","43.2"
"2010-09-01T00:00:00.000","44.1"
"2010-10-01T00:00:00.000","44.9"
"2010-11-01T00:00:00.000","45.8"
"2010-12-01T00:00:00.000","46.5"
"2011-01-01T00:00:00.000","47.5"
"2011-02-01T00:00:00.000","48.4"
"2011-03-01T00:00:00.000","49.8"
"2011-04-01T00:00:00.000","51.2"
"2011-05-01T00:00:00.000","52.9"
"2011-06-01T00:00:00.000","55.1"
"2011-07-01T00:00:00.000","56.6"
"2011-08-01T00:00:00.000","58.3"
"2011-09-01T00:00:00.000","59.2"
"2011-10-01T00:00:00.000","60.2"
"2011-11-01T00:00:00.000","61.1"
"2011-12-01T00:00:00.000","62.0"
"2012-01-01T00:00:00.000","62.6"
"2012-02-01T00:00:00.000","63.6"
"2012-03-01T00:00:00.000","64.1"
"2012-04-01T00:00:00.000","64.4"
"2012-05-01T00:00:00.000","64.4"
"2012-06-01T00:00:00.000","63.8"
"2012-07-01T00:00:00.000","63.5"
"2012-08-01T00:00:00.000","63.2"
"2012-09-01T00:00:00.000","63.5"
"2012-10-01T00:00:00.000","63.8"
"2012-11-01T00:00:00.000","64.1"
"2012-12-01T00:00:00.000","63.8"
"2013-01-01T00:00:00.000","64.4"
"2013-02-01T00:00:00.000","64.5"
"2013-03-01T00:00:00.000","64.7"
"2013-04-01T00:00:00.000","64.7"
"2013-05-01T00:00:00.000","64.8"
"2013-06-01T00:00:00.000","64.9"
"2013-07-01T00:00:00.000","65.2"
"2013-08-01T00:00:00.000","64.9"
"2013-09-01T00:00:00.000","64.5"
"2013-10-01T00:00:00.000","64.3"
"2013-11-01T00:00:00.000","64.0"
"2013-12-01T00:00:00.000","63.8"
"2014-01-01T00:00:00.000","63.2"
"2014-02-01T00:00:00.000","62.9"
"2014-03-01T00:00:00.000","62.3"
"2014-04-01T00:00:00.000","61.8"
"2014-05-01T00:00:00.000","61.2"
"2014-06-01T00:00:00.000","60.6"
"2014-07-01T00:00:00.000","60.2"
"2014-08-01T00:00:00.000","59.7"
"2014-09-01T00:00:00.000","59.4"
"2014-10-01T00:00:00.000","59.0"
"2014-11-01T00:00:00.000","58.6"
"2014-12-01T00:00:00.000","58.3"
"2015-01-01T00:00:00.000","58.0"
"2015-02-01T00:00:00.000","57.3"
"2015-03-01T00:00:00.000","57.2"
"2015-04-01T00:00:00.000","57.0"
"2015-05-01T00:00:00.000","56.3"
"2015-06-01T00:00:00.000","55.9"
