"month","of_high_priority_bridges_that_have_undergone_seismic_retrofits"
"2006-01-01T00:00:00.000","40.00"
"2007-01-01T00:00:00.000","42.00"
"2008-01-01T00:00:00.000","53.00"
"2009-01-01T00:00:00.000","55.00"
"2010-01-01T00:00:00.000","55.00"
"2011-01-01T00:00:00.000","62.00"
"2012-01-01T00:00:00.000","68.00"
"2013-01-01T00:00:00.000","73.00"
"2014-01-01T00:00:00.000","81.00"
"2015-01-01T00:00:00.000","85.00"
