"month","of_citizens_who_are_moderately_to_extremely_satisfied_with_sdot_s_service"
"2008-01-01T00:00:00.000","68"
"2010-01-01T00:00:00.000","70"
"2012-01-01T00:00:00.000","71"
"2014-01-01T00:00:00.000","71"
