"month","accumulated_number_of_major_stairways_rehabilitated_with_move_seattle_dollars"
"2016-01-31T00:00:00.000","1"
"2016-02-29T00:00:00.000","1"
"2016-03-30T00:00:00.000","1"
"2016-04-30T00:00:00.000","1"
"2016-05-31T00:00:00.000","1"
"2016-06-30T00:00:00.000","1"
"2016-07-31T00:00:00.000","3"
"2016-08-31T00:00:00.000","4"
"2016-09-30T00:00:00.000","6"
