"month","of_citywide_bike_network_completed"
"2016-01-31T00:00:00.000","21.0"
"2016-02-28T00:00:00.000","21.0"
"2016-03-30T00:00:00.000","21.0"
"2016-04-30T00:00:00.000","21.0"
"2016-05-31T00:00:00.000","21.0"
"2016-06-30T00:00:00.000","21.0"
"2016-07-31T00:00:00.000","21.0"
"2016-08-31T00:00:00.000","21.0"
"2016-09-30T00:00:00.000","21.0"
