"month","increase_in_traveller_miles_on_pavement_in_fair_or_better_condition_due_to_move_seattle"
"2016-01-31T00:00:00.000","0.0"
"2016-02-28T00:00:00.000","0.0"
"2016-03-30T00:00:00.000","0.2"
"2016-04-30T00:00:00.000","0.2"
"2016-05-31T00:00:00.000","0.2"
"2016-06-30T00:00:00.000","0.3"
