"month","accumulated_miles_of_arterials"
"2018-01-01T00:00:00.000","0.0"
"2018-03-30T00:00:00.000","0.6"
"2018-06-30T00:00:00.000","3.6"
"2018-09-30T00:00:00.000","6.0"
"2018-12-31T00:00:00.000","8.4"
