"month","accumulated_miles_of_protected_bike_lanes_built"
"2016-01-01T00:00:00.000","0.00"
"2016-03-30T00:00:00.000","0.00"
"2016-06-30T00:00:00.000","0.00"
"2016-09-30T00:00:00.000","2.92"
"2016-12-31T00:00:00.000","3.63"
"2017-10-01T00:00:00.000","5.62"
"2017-04-01T00:00:00.000","3.63"
"2017-07-01T00:00:00.000","3.97"
"2017-12-31T00:00:00.000","7.54"
