"month","move_seattle_levy_spending_by_month_m"
"2016-01-31T00:00:00.000","0.2"
"2016-02-28T00:00:00.000","1.6"
"2016-03-30T00:00:00.000","3.2"
"2016-04-30T00:00:00.000","3.5"
