"month","accumulated_miles_of_greenways_built"
"2016-01-31T00:00:00.000","0.0"
"2016-02-29T00:00:00.000","0.0"
"2016-03-30T00:00:00.000","0.3"
"2016-04-30T00:00:00.000","0.3"
"2016-05-31T00:00:00.000","0.9"
