"month","rapidride_d_line_headway_adherence"
"2012-12-31T00:00:00.000","79.6"
"2013-01-31T00:00:00.000","79.6"
"2013-02-28T00:00:00.000","79.6"
"2013-03-30T00:00:00.000","81.8"
"2013-04-30T00:00:00.000","82.9"
"2013-05-31T00:00:00.000","82.7"
"2013-06-30T00:00:00.000","82.0"
"2013-07-31T00:00:00.000","80.1"
"2013-08-31T00:00:00.000","81.2"
"2013-09-30T00:00:00.000","80.6"
"2013-10-31T00:00:00.000","81.0"
"2013-11-30T00:00:00.000","79.7"
"2013-12-31T00:00:00.000","80.6"
"2014-01-31T00:00:00.000","80.8"
"2014-02-28T00:00:00.000","82.6"
"2014-03-30T00:00:00.000","82.4"
"2014-04-30T00:00:00.000","82.4"
"2014-05-31T00:00:00.000","80.8"
"2014-06-30T00:00:00.000","79.9"
"2014-07-31T00:00:00.000","81.0"
"2014-08-31T00:00:00.000","80.3"
"2014-09-30T00:00:00.000","80.1"
"2014-10-31T00:00:00.000","80.2"
"2014-11-30T00:00:00.000","80.2"
"2014-12-31T00:00:00.000","80.8"
"2015-01-31T00:00:00.000","82.2"
"2015-02-28T00:00:00.000","81.5"
"2015-03-30T00:00:00.000","80.7"
"2015-04-30T00:00:00.000","81.4"
"2015-05-31T00:00:00.000","80.2"
"2015-06-30T00:00:00.000","80.1"
"2015-07-31T00:00:00.000","79.1"
"2015-08-31T00:00:00.000","79.9"
"2015-09-30T00:00:00.000","80.2"
"2015-10-31T00:00:00.000","80.1"
"2015-11-30T00:00:00.000","80.7"
"2015-12-31T00:00:00.000","79.3"
"2016-01-31T00:00:00.000","79.6"
"2016-02-28T00:00:00.000","80.3"
"2016-03-30T00:00:00.000","80.3"
"2016-04-30T00:00:00.000","86.7"
"2016-05-31T00:00:00.000","92.2"
"2016-06-30T00:00:00.000","83.1"
"2016-07-31T00:00:00.000","83.7"
"2016-08-31T00:00:00.000","83.2"
"2016-09-30T00:00:00.000","81.9"
"2016-10-31T00:00:00.000","83.1"
"2016-11-30T00:00:00.000","83.1"
"2016-12-01T00:00:00.000","83.1"
"2017-01-01T00:00:00.000","83.6"
"2017-02-01T00:00:00.000","82.7"
"2017-03-01T00:00:00.000","83.3"
"2017-04-01T00:00:00.000","83.7"
"2017-05-01T00:00:00.000","82.4"
"2017-06-01T00:00:00.000","81.8"
"2017-07-01T00:00:00.000","82.2"
"2017-08-01T00:00:00.000","82.4"
"2017-09-30T00:00:00.000","82.1"
"2017-10-31T00:00:00.000","80.5"
"2017-11-30T00:00:00.000","80.1"
"2017-12-31T00:00:00.000","80.4"
