"week_beginning_year","week_beginning_month","week_beginning_date","year","month","date","number_of_meals_delivered","number_of_agencies"
"2020","June","2020-06-29T00:00:00.000","2020","June","2020-06-30T00:00:00.000","1140","8"
"2020","June","2020-06-29T00:00:00.000","2020","July","2020-07-01T00:00:00.000","665","8"
"2020","June","2020-06-29T00:00:00.000","2020","July","2020-07-02T00:00:00.000","1115","9"
"2020","June","2020-06-29T00:00:00.000","2020","July","2020-07-03T00:00:00.000","1190","8"
"2020","July","2020-07-06T00:00:00.000","2020","July","2020-07-07T00:00:00.000","1140","8"
"2020","July","2020-07-06T00:00:00.000","2020","July","2020-07-08T00:00:00.000","665","8"
"2020","July","2020-07-06T00:00:00.000","2020","July","2020-07-09T00:00:00.000","1115","9"
"2020","July","2020-07-06T00:00:00.000","2020","July","2020-07-10T00:00:00.000","1190","8"
"2020","July","2020-07-13T00:00:00.000","2020","July","2020-07-14T00:00:00.000","1190","8"
"2020","July","2020-07-13T00:00:00.000","2020","July","2020-07-15T00:00:00.000","665","8"
"2020","July","2020-07-13T00:00:00.000","2020","July","2020-07-16T00:00:00.000","890","9"
"2020","July","2020-07-13T00:00:00.000","2020","July","2020-07-17T00:00:00.000","1190","8"
"2020","July","2020-07-20T00:00:00.000","2020","July","2020-07-21T00:00:00.000","1140","8"
"2020","July","2020-07-20T00:00:00.000","2020","July","2020-07-22T00:00:00.000","665","8"
"2020","July","2020-07-20T00:00:00.000","2020","July","2020-07-23T00:00:00.000","1115","9"
"2020","July","2020-07-20T00:00:00.000","2020","July","2020-07-24T00:00:00.000","1190","8"
"2020","July","2020-07-27T00:00:00.000","2020","July","2020-07-28T00:00:00.000","1115","8"
"2020","July","2020-07-27T00:00:00.000","2020","July","2020-07-29T00:00:00.000","665","8"
"2020","July","2020-07-27T00:00:00.000","2020","July","2020-07-30T00:00:00.000","1090","9"
"2020","July","2020-07-27T00:00:00.000","2020","July","2020-07-31T00:00:00.000","1190","8"
"2020","August","2020-08-03T00:00:00.000","2020","August","2020-08-04T00:00:00.000","1115","8"
"2020","August","2020-08-03T00:00:00.000","2020","August","2020-08-05T00:00:00.000","665","8"
"2020","August","2020-08-03T00:00:00.000","2020","August","2020-08-06T00:00:00.000","1090","9"
"2020","August","2020-08-03T00:00:00.000","2020","August","2020-08-07T00:00:00.000","1190","8"
"2020","August","2020-08-10T00:00:00.000","2020","August","2020-08-11T00:00:00.000","1242","10"
"2020","August","2020-08-10T00:00:00.000","2020","August","2020-08-12T00:00:00.000","790","8"
"2020","August","2020-08-10T00:00:00.000","2020","August","2020-08-13T00:00:00.000","1263","10"
"2020","August","2020-08-10T00:00:00.000","2020","August","2020-08-14T00:00:00.000","1362","9"
"2020","August","2020-08-17T00:00:00.000","2020","August","2020-08-18T00:00:00.000","1262","10"
"2020","August","2020-08-17T00:00:00.000","2020","August","2020-08-19T00:00:00.000","805","8"
"2020","August","2020-08-17T00:00:00.000","2020","August","2020-08-20T00:00:00.000","1037","10"
"2020","August","2020-08-17T00:00:00.000","2020","August","2020-08-21T00:00:00.000","1362","9"
"2020","August","2020-08-24T00:00:00.000","2020","August","2020-08-25T00:00:00.000","1262","10"
"2020","August","2020-08-24T00:00:00.000","2020","August","2020-08-26T00:00:00.000","805","8"
"2020","August","2020-08-24T00:00:00.000","2020","August","2020-08-27T00:00:00.000","1262","10"
"2020","August","2020-08-24T00:00:00.000","2020","August","2020-08-28T00:00:00.000","1362","9"
"2020","August","2020-08-31T00:00:00.000","2020","September","2020-09-01T00:00:00.000","1262","10"
"2020","August","2020-08-31T00:00:00.000","2020","September","2020-09-02T00:00:00.000","805","8"
"2020","August","2020-08-31T00:00:00.000","2020","September","2020-09-03T00:00:00.000","1262","10"
"2020","August","2020-08-31T00:00:00.000","2020","September","2020-09-04T00:00:00.000","1362","9"
"2020","September","2020-09-07T00:00:00.000","2020","September","2020-09-08T00:00:00.000","1242","10"
"2020","September","2020-09-07T00:00:00.000","2020","September","2020-09-09T00:00:00.000","785","8"
"2020","September","2020-09-07T00:00:00.000","2020","September","2020-09-10T00:00:00.000","1242","10"
"2020","September","2020-09-07T00:00:00.000","2020","September","2020-09-11T00:00:00.000","1342","9"
"2020","September","2020-09-14T00:00:00.000","2020","September","2020-09-15T00:00:00.000","1342","11"
"2020","September","2020-09-14T00:00:00.000","2020","September","2020-09-16T00:00:00.000","885","9"
"2020","September","2020-09-14T00:00:00.000","2020","September","2020-09-17T00:00:00.000","1117","11"
"2020","September","2020-09-14T00:00:00.000","2020","September","2020-09-18T00:00:00.000","1442","10"
"2020","September","2020-09-21T00:00:00.000","2020","September","2020-09-22T00:00:00.000","1242","11"
"2020","September","2020-09-21T00:00:00.000","2020","September","2020-09-23T00:00:00.000","885","9"
"2020","September","2020-09-21T00:00:00.000","2020","September","2020-09-24T00:00:00.000","1242","11"
"2020","September","2020-09-21T00:00:00.000","2020","September","2020-09-25T00:00:00.000","1442","10"
"2020","September","2020-09-28T00:00:00.000","2020","September","2020-09-29T00:00:00.000","1353","11"
"2020","September","2020-09-28T00:00:00.000","2020","September","2020-09-30T00:00:00.000","903","9"
"2020","September","2020-09-28T00:00:00.000","2020","October","2020-10-01T00:00:00.000","1353","11"
"2020","September","2020-09-28T00:00:00.000","2020","October","2020-10-02T00:00:00.000","1453","10"
"2020","October","2020-10-05T00:00:00.000","2020","October","2020-10-06T00:00:00.000","1253","11"
"2020","October","2020-10-05T00:00:00.000","2020","October","2020-10-07T00:00:00.000","803","9"
"2020","October","2020-10-05T00:00:00.000","2020","October","2020-10-08T00:00:00.000","1253","11"
"2020","October","2020-10-05T00:00:00.000","2020","October","2020-10-09T00:00:00.000","1353","10"
"2020","October","2020-10-12T00:00:00.000","2020","October","2020-10-13T00:00:00.000","1325","11"
"2020","October","2020-10-12T00:00:00.000","2020","October","2020-10-14T00:00:00.000","875","9"
"2020","October","2020-10-12T00:00:00.000","2020","October","2020-10-15T00:00:00.000","1100","11"
"2020","October","2020-10-12T00:00:00.000","2020","October","2020-10-16T00:00:00.000","1725","10"
"2020","October","2020-10-19T00:00:00.000","2020","October","2020-10-20T00:00:00.000","1425","11"
"2020","October","2020-10-19T00:00:00.000","2020","October","2020-10-21T00:00:00.000","975","9"
"2020","October","2020-10-19T00:00:00.000","2020","October","2020-10-22T00:00:00.000","1425","11"
"2020","October","2020-10-19T00:00:00.000","2020","October","2020-10-23T00:00:00.000","1425","10"
"2020","October","2020-10-26T00:00:00.000","2020","October","2020-10-27T00:00:00.000","1425","11"
"2020","October","2020-10-26T00:00:00.000","2020","October","2020-10-28T00:00:00.000","975","9"
"2020","October","2020-10-26T00:00:00.000","2020","October","2020-10-29T00:00:00.000","1425","11"
"2020","October","2020-10-26T00:00:00.000","2020","October","2020-10-30T00:00:00.000","1425","10"
"2020","November","2020-11-02T00:00:00.000","2020","November","2020-11-03T00:00:00.000","1425","11"
"2020","November","2020-11-02T00:00:00.000","2020","November","2020-11-04T00:00:00.000","975","9"
"2020","November","2020-11-02T00:00:00.000","2020","November","2020-11-05T00:00:00.000","1425","11"
"2020","November","2020-11-02T00:00:00.000","2020","November","2020-11-06T00:00:00.000","1425","10"
"2020","November","2020-11-09T00:00:00.000","2020","November","2020-11-10T00:00:00.000","1425","11"
"2020","November","2020-11-09T00:00:00.000","2020","November","2020-11-11T00:00:00.000","750","9"
"2020","November","2020-11-09T00:00:00.000","2020","November","2020-11-12T00:00:00.000","1425","11"
"2020","November","2020-11-09T00:00:00.000","2020","November","2020-11-13T00:00:00.000","1425","10"
"2020","November","2020-11-16T00:00:00.000","2020","November","2020-11-17T00:00:00.000","1425","11"
"2020","November","2020-11-16T00:00:00.000","2020","November","2020-11-18T00:00:00.000","750","9"
"2020","November","2020-11-16T00:00:00.000","2020","November","2020-11-19T00:00:00.000","1425","11"
"2020","November","2020-11-16T00:00:00.000","2020","November","2020-11-20T00:00:00.000","1405","10"
"2020","November","2020-11-23T00:00:00.000","2020","November","2020-11-24T00:00:00.000","1305","11"
"2020","November","2020-11-23T00:00:00.000","2020","November","2020-11-25T00:00:00.000","755","9"
"2020","November","2020-11-30T00:00:00.000","2020","December","2020-12-01T00:00:00.000","1305","11"
"2020","November","2020-11-30T00:00:00.000","2020","December","2020-12-02T00:00:00.000","955","9"
"2020","November","2020-11-30T00:00:00.000","2020","December","2020-12-03T00:00:00.000","1305","11"
"2020","November","2020-11-30T00:00:00.000","2020","December","2020-12-04T00:00:00.000","1305","10"
"2020","December","2020-12-07T00:00:00.000","2020","December","2020-12-08T00:00:00.000","1305","11"
"2020","December","2020-12-07T00:00:00.000","2020","December","2020-12-09T00:00:00.000","855","9"
"2020","December","2020-12-07T00:00:00.000","2020","December","2020-12-10T00:00:00.000","1305","11"
"2020","December","2020-12-07T00:00:00.000","2020","December","2020-12-11T00:00:00.000","1405","10"
"2020","December","2020-12-14T00:00:00.000","2020","December","2020-12-15T00:00:00.000","0",
"2020","December","2020-12-14T00:00:00.000","2020","December","2020-12-16T00:00:00.000","0",
"2020","December","2020-12-14T00:00:00.000","2020","December","2020-12-17T00:00:00.000","0",
"2020","December","2020-12-14T00:00:00.000","2020","December","2020-12-18T00:00:00.000","0",
