"rowid","account","month","year","activity_date","page_title","pageviews","unique_pageviews","average_time_on_page","entrances","bounce_rate_percent","exit_percent","users","new_users","sessions","city","network_location","browser","device_category","region","avg_session_duration"
"2022-01-25Purchasing | City of Mesa874","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","9","1","11","1","0","11.11","1","1","1","Tempe","(not set)","Chrome","desktop","Arizona","90"
"2022-01-25Purchasing | City of Mesa875","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Tucson","(not set)","Chrome","desktop","Arizona","0"
"2022-01-25Purchasing | City of Mesa876","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","6","1","0","33.33","1","1","1","Peoria","(not set)","Edge","desktop","Arizona","11"
"2022-01-25Purchasing | City of Mesa877","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","12","3","50","2","0","16.67","3","1","2","Phoenix","(not set)","Edge","desktop","Arizona","242.5"
"2022-01-25Purchasing | City of Mesa878","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","225","1","0","0","1","0","1","Yuma","(not set)","Edge","desktop","Arizona","677"
"2022-01-25Purchasing | City of Mesa879","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Phoenix","(not set)","Firefox","desktop","Arizona","2"
"2022-01-25Purchasing | City of Mesa880","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","6","1","11","1","0","16.67","1","1","1","Scottsdale","(not set)","Firefox","desktop","Arizona","818"
"2022-01-25Purchasing | City of Mesa881","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Mesa","(not set)","Internet Explorer","tablet","Arizona","0"
"2022-01-25Purchasing | City of Mesa882","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","West Hollywood","(not set)","Chrome","desktop","California","0"
"2022-01-25Purchasing | City of Mesa883","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","New Orleans","(not set)","Edge","desktop","Louisiana","0"
"2022-01-25Purchasing | City of Mesa884","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","4","1","1","1","0","25","1","1","1","Houston","(not set)","Edge","desktop","Texas","1"
"2022-01-26Purchasing | City of Mesa885","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-26Purchasing | City of Mesa886","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","12","2","132","1","0","8.33","2","0","1","Apache Junction","(not set)","Chrome","desktop","Arizona","114"
"2022-01-26Purchasing | City of Mesa887","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","46","1","0","33.33","1","0","1","Avondale","(not set)","Chrome","desktop","Arizona","91"
"2022-01-26Purchasing | City of Mesa888","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","6","1","365","1","0","16.67","1","1","1","Gilbert","(not set)","Chrome","desktop","Arizona","1930"
"2022-01-26Purchasing | City of Mesa889","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","91","0","0","33.33","1","0","0","Glendale","(not set)","Chrome","desktop","Arizona","0"
"2022-01-26Purchasing | City of Mesa890","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","21","5","53","4","0","14.29","4","0","4","Mesa","(not set)","Chrome","desktop","Arizona","199.5"
"2022-01-26Purchasing | City of Mesa891","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","12","4","23","3","0","25","4","2","3","Phoenix","(not set)","Chrome","desktop","Arizona","62"
"2022-01-26Purchasing | City of Mesa892","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","8","1","0","33.33","1","1","1","Scottsdale","(not set)","Chrome","desktop","Arizona","15"
"2022-01-26Purchasing | City of Mesa893","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","1","1","Tempe","(not set)","Chrome","desktop","Arizona","5"
"2022-01-26Purchasing | City of Mesa894","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Village of Oak Creek","(not set)","Chrome","desktop","Arizona","0"
"2022-01-26Purchasing | City of Mesa895","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Gilbert","(not set)","Edge","desktop","Arizona","0"
"2022-01-26Purchasing | City of Mesa896","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","6","2","7","0","0","16.67","2","0","0","Mesa","(not set)","Edge","desktop","Arizona","0"
"2022-01-26Purchasing | City of Mesa897","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","9","3","1","3","0","33.33","3","3","3","Phoenix","(not set)","Safari","mobile","Arizona","1"
"2022-01-26Purchasing | City of Mesa898","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","6","0","0","0","1","0","0","Phoenix","(not set)","Samsung Internet","mobile","Arizona","0"
"2022-01-26Purchasing | City of Mesa899","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","68","0","0","33.33","1","0","0","Rogers","(not set)","Edge","desktop","Arkansas","0"
"2022-01-26Purchasing | City of Mesa900","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","266","1","0","0","1","0","1","San Francisco","(not set)","Chrome","desktop","California","806"
"2022-01-26Purchasing | City of Mesa901","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","4","0","0","33.33","1","0","0","Johns Creek","(not set)","Chrome","desktop","Georgia","0"
"2022-01-26Purchasing | City of Mesa902","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","53","0","0","0","1","0","0","Chicago","(not set)","Chrome","desktop","Illinois","0"
"2022-01-26Purchasing | City of Mesa903","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","3","1","11","0","0","0","1","0","0","Las Vegas","(not set)","Chrome","tablet","Nevada","0"
"2022-01-26Purchasing | City of Mesa904","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-26T00:00:00.000","Purchasing | City of Mesa","0","0","0","0","0","0","1","0","1","Cleveland","(not set)","Chrome","desktop","Ohio","0"
"2022-01-27Purchasing | City of Mesa905","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-27Purchasing | City of Mesa906","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","6","2","6","2","0","33.33","2","0","2","Chandler","(not set)","Chrome","desktop","Arizona","11.5"
"2022-01-27Purchasing | City of Mesa907","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","9","3","2","3","0","33.33","3","2","3","Goodyear","(not set)","Chrome","desktop","Arizona","5"
"2022-01-27Purchasing | City of Mesa908","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","12","3","24","2","0","16.67","3","0","2","Mesa","(not set)","Chrome","desktop","Arizona","710.5"
"2022-01-27Purchasing | City of Mesa909","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","6","1","38","1","0","16.67","1","0","1","Peoria","(not set)","Chrome","desktop","Arizona","191"
"2022-01-27Purchasing | City of Mesa910","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","15","5","21","3","0","33.33","5","1","3","Phoenix","(not set)","Chrome","desktop","Arizona","6.33"
"2022-01-27Purchasing | City of Mesa911","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","35","1","0","33.33","1","0","1","Queen Creek","(not set)","Chrome","desktop","Arizona","69"
"2022-01-27Purchasing | City of Mesa912","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","0","1","0","1","Scottsdale","(not set)","Chrome","desktop","Arizona","196"
"2022-01-27Purchasing | City of Mesa913","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","7","1","0","33.33","1","1","1","Yuma","(not set)","Chrome","desktop","Arizona","14"
"2022-01-27Purchasing | City of Mesa914","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Avondale","(not set)","Edge","desktop","Arizona","3"
"2022-01-27Purchasing | City of Mesa915","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","6","2","4","1","0","16.67","2","0","1","Mesa","(not set)","Edge","desktop","Arizona","16"
"2022-01-27Purchasing | City of Mesa916","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","8","0","0","0","1","0","0","Phoenix","(not set)","Edge","desktop","Arizona","0"
"2022-01-27Purchasing | City of Mesa917","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","43","1","0","0","1","1","1","Apache Junction","(not set)","Firefox","desktop","Arizona","152"
"2022-01-27Purchasing | City of Mesa918","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mesa","(not set)","Firefox","desktop","Arizona","0"
"2022-01-27Purchasing | City of Mesa919","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Mesa","(not set)","Internet Explorer","desktop","Arizona","0"
"2022-01-27Purchasing | City of Mesa920","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Casa Grande","(not set)","Safari","desktop","Arizona","4"
"2022-01-27Purchasing | City of Mesa921","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","0","1","1","1","Show Low","(not set)","Safari","desktop","Arizona","709"
"2022-01-27Purchasing | City of Mesa922","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","12","2","33","1","0","16.67","2","1","1","Gilbert","(not set)","Safari","mobile","Arizona","100"
"2022-01-27Purchasing | City of Mesa923","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","4","0","0","33.33","1","0","0","Charlotte","(not set)","Safari","desktop","North Carolina","0"
"2022-01-27Purchasing | City of Mesa924","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","4","0","0","33.33","1","0","0","Austin","(not set)","Chrome","desktop","Texas","0"
"2022-01-27Purchasing | City of Mesa925","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","6","1","2","1","0","0","1","0","1","Houston","(not set)","Edge","desktop","Texas","50"
"2022-01-27Purchasing | City of Mesa926","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Purchasing | City of Mesa","3","1","2","0","0","33.33","1","0","0","Norfolk","(not set)","Chrome","mobile","Virginia","0"
"2022-01-28Purchasing | City of Mesa927","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","6","2","45","2","0","33.33","1","0","2","(not set)","(not set)","Chrome","desktop","(not set)","90"
"2022-01-28Purchasing | City of Mesa928","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-28Purchasing | City of Mesa929","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","6","1","24","0","0","0","1","0","0","Buckeye","(not set)","Chrome","desktop","Arizona","0"
"2022-01-28Purchasing | City of Mesa930","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","12","3","50","2","0","16.67","2","1","2","Chandler","(not set)","Chrome","desktop","Arizona","250.5"
"2022-01-28Purchasing | City of Mesa931","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","6","1","0","33.33","1","1","1","Gilbert","(not set)","Chrome","desktop","Arizona","11"
"2022-01-28Purchasing | City of Mesa932","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","0","1","Mesa","(not set)","Chrome","desktop","Arizona","6"
"2022-01-28Purchasing | City of Mesa933","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","15","4","102","3","0","20","3","2","4","Phoenix","(not set)","Chrome","desktop","Arizona","314.75"
"2022-01-28Purchasing | City of Mesa934","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","1","1","Scottsdale","(not set)","Chrome","desktop","Arizona","6"
"2022-01-28Purchasing | City of Mesa935","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","0","0","0","33.33","1","0","0","Tucson","(not set)","Chrome","desktop","Arizona","0"
"2022-01-28Purchasing | City of Mesa936","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","337","1","0","33.33","1","1","1","Mesa","(not set)","Chrome","tablet","Arizona","674"
"2022-01-28Purchasing | City of Mesa937","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","0","0","0","33.33","1","0","0","Los Angeles","(not set)","Chrome","desktop","California","0"
"2022-01-28Purchasing | City of Mesa938","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","6","1","49","1","0","16.67","1","1","1","Los Angeles","(not set)","Safari","mobile","California","243"
"2022-01-28Purchasing | City of Mesa939","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","4","0","0","0","1","0","0","Brooksville","(not set)","Chrome","desktop","Florida","0"
"2022-01-28Purchasing | City of Mesa940","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Doral","(not set)","Chrome","desktop","Florida","4"
"2022-01-28Purchasing | City of Mesa941","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","1","1","Pompano Beach","(not set)","Safari","tablet","Florida","5"
"2022-01-28Purchasing | City of Mesa942","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Brno","(not set)","Firefox","desktop","South Moravian Region","4"
"2022-01-28Purchasing | City of Mesa943","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Maryville","(not set)","Safari","desktop","Tennessee","0"
"2022-01-28Purchasing | City of Mesa944","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","7","1","0","33.33","1","0","1","Houston","(not set)","Edge","desktop","Texas","14"
"2022-01-28Purchasing | City of Mesa945","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Purchasing | City of Mesa","3","1","14","1","0","33.33","1","1","1","Greenfield","(not set)","Firefox","desktop","Wisconsin","28"
"2022-01-29Purchasing | City of Mesa946","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Purchasing | City of Mesa","3","1","6","1","0","0","1","0","1","Mesa","(not set)","Chrome","desktop","Arizona","17"
"2022-01-29Purchasing | City of Mesa947","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Orlando","(not set)","Chrome","desktop","Florida","0"
