"confirmation_code","barcode","event","performance","performance_year","performance_month","ticket_type","venue_name","venue_street","venue_city","venue_region","venue_postal_code","venue_country","currency","face_value","ticketleap_fees_paid_by_buyer","ticketleap_fees_paid_by_seller","ticket_order_total","ticket_net_proceeds","refunded","buyer_city","buyer_region","buyer_postal_code","buyer_country","date_of_purchase","year_of_purchase","month_of_purchase","purchase_point","order_method","card_type","payment_type","tickets_in_order","order_total","order_id","payment_processor_id","referrer","redeemed","redeemed_date","redeemed_year","redeemed_month","redemption_method","billing_postal_code","billing_country"
"BU-0187-5357-8EA","QZK4S5S","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T19:47:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","2","0","63ae2813-bfd3-4de9-a032-9f89f9bea560","'d148ad16-29f3-4b35-b762-8e388a21c6fb'",,"true","2017-12-19T19:47:31.000","2017","Dec","iOS",,
"BU-0188-0200-4D8","16B79R4","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T18:03:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","fdf3bb3a-9c86-4def-8d62-1dbba814bf91","'ec79a600-3923-476a-8c06-d07e303e1e37'",,"true","2017-12-05T18:03:18.000","2017","Dec","iOS",,
"BU-0195-3247-B42","6VXWHS0","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T17:38:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","43881852-2217-4271-b955-c4af323c59f3","'436f41c8-6ed0-429f-86c9-2c786c75e96c'",,"true","2017-12-05T17:39:04.000","2017","Dec","iOS",,
"BU-0210-9628-9CF","498YJ5C","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T18:59:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","f4ef39cc-6fa7-4d5e-92cd-e3fe1ddf3570","'c1ab340e-83f0-42d1-930f-09d4728c7612'",,"false",,,,,,
"BU-0215-2355-DB5","EW3OD76","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T17:07:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","59d1fb21-c7b7-4da9-ad53-84721d951eff","'fa77152e-efc9-4b5f-a7cd-2dfb1fbba785'",,"false",,,,,,
"BU-0220-1648-434","I9OS805","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-11-28T18:02:00.000","2017","Nov","Onsite","iOS-iPad",,"Cash","19","10","b788890d-38e2-48e4-a6c9-12b95c38be34","'dce0d96a-1922-48e1-902a-30d93555c0c8'",,"false",,,,,,
"BU-0237-1493-A3A","CRYRTZF","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T18:10:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","fb9c5246-7219-4110-950b-5adb07762af9","'e7e45a03-f818-4387-b103-d8578b6c5b72'",,"true","2017-12-12T18:10:27.000","2017","Dec","iOS",,
"BU-0261-1159-9C5","R1GCHTQ","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T16:49:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","2","0","68f211d3-e986-4bf8-8c6a-16f4214480ad","'981f3d03-8d09-47ec-9fde-210a8a49649a'",,"true","2017-12-05T16:50:04.000","2017","Dec","iOS",,
"BU-0262-4578-24F","94R1SW6","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T16:56:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","3","0","cedb6d48-06c4-4d7f-90ee-a3379001667b","'3a180ac0-dfbd-425c-ab0a-77086a32b75d'",,"false",,,,,,
"BU-0265-0754-D42","FI9LKXP","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T18:20:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","a2634b11-8af2-453f-82f3-530bae644b2b","'188ee3d2-2b00-461b-baa8-44c7f4f63243'",,"false",,,,,,
"BU-0267-4366-E22","7Z1LXTU","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T19:14:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","9","0","5a76c5d6-c0cb-4a2d-bad5-16e285b6464e","'081d94ef-5712-46cb-ad47-2eb757ea309d'",,"true","2017-12-05T19:17:00.000","2017","Dec","iOS",,
"BU-0273-0664-D37","Q4PJKXM","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T19:06:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","5","0","2763773b-2a01-4050-8b9c-eba5daae34a3","'2ad788b8-14a8-4e64-b846-8d0d7c3245ae'",,"false",,,,,,
"BU-0280-2999-A97","Z3T5UYY","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T18:52:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","95a3d44d-47ee-404f-917c-012f58e6d223","'8b26aeac-c7e2-4a4c-9424-49ccebe3f8f7'",,"false",,,,,,
"BU-0284-1795-DCC","J1MKZL1","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T17:04:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","a9c217dc-2c0e-4285-ab1d-f71fe7db9a39","'e3ed3b8e-4048-4ca3-8319-7daec5b4017e'",,"true","2017-12-05T17:05:15.000","2017","Dec","iOS",,
"BU-0317-1354-F97","K6C4KPJ","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T18:07:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","7","0","6ebfb8d5-2237-4d3e-b12b-851a5a03f912","'64a61878-1bdf-449d-a481-5425b0008873'",,"true","2017-12-05T18:07:33.000","2017","Dec","iOS",,
"BU-0334-2899-211","C6QQBFQ","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-11-28T18:02:00.000","2017","Nov","Onsite","iOS-iPad",,"Cash","19","10","b788890d-38e2-48e4-a6c9-12b95c38be34","'dce0d96a-1922-48e1-902a-30d93555c0c8'",,"false",,,,,,
"BU-0340-0732-2F6","I7ERAP3","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-11-28T17:13:00.000","2017","Nov","Onsite","iOS-iPad",,"Free","3","0","407cc47c-3f3c-4722-99f3-2931fff10cca","'428550f0-5044-467b-b6c8-f17b477d1b4a'",,"false",,,,,,
"BU-0344-5487-988","O2ZMKQN","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T19:16:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","c1b2fbfa-1e29-4d3b-b808-912cc18c777d","'a7084131-4d1d-4820-addf-40fa0c35ec1b'",,"false",,,,,,
"BU-0354-2836-479","5QSZO89","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T18:33:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","5","0","64b2bd0d-7c8e-4694-a154-28fa08f67122","'ad741112-74e4-4170-8dd5-9b29f5fbe8d1'",,"true","2017-12-12T18:34:01.000","2017","Dec","iOS",,
"BU-0390-8193-874","TD478JL","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T17:02:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","7","0","1e1d333a-8c4a-4e68-aa88-77dd1a6632cc","'256ae780-ffaf-4177-841a-02d554fd9128'",,"false",,,,,,
"BU-0394-7345-32D","9XYURJU","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T18:18:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","9","0","30c99ba1-5b32-457a-8556-de0f1a08378e","'27aa32b4-6f46-4d3d-bd09-037d0ca455da'",,"true","2017-12-05T18:18:58.000","2017","Dec","iOS",,
"BU-0389-3759-438","GQI8C4S","2018 Winter Wonderland Ice Rink","2018-11-23T17:00:00.000","2018","Nov","Skate Assist","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","5","0","0","5","5","false",,,,,"2018-11-24T20:16:00.000","2018","Nov","Onsite","iOS-iPad",,"Cash","6","50","7119a635-3292-4a0e-80e1-d04052dab3cc","'3e89a3a7-735d-449a-a612-9829109cf2fa'",,"false",,,,,,
"BU-0395-9358-97B","1VBECXN","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T18:03:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","2","0","96707f66-e370-44d3-9150-a0554119dedf","'324a845f-da06-499b-bba8-5b00ca1b83e0'",,"true","2017-12-12T18:03:28.000","2017","Dec","iOS",,
"BU-0419-2764-77E","FAEZTGY","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T17:52:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","6","0","230bd710-34b1-4d02-b08e-c14c38f3dc02","'d27d484d-fecc-4417-960e-3a1b241559f7'",,"true","2017-12-05T17:53:00.000","2017","Dec","iOS",,
"BU-0421-4132-597","M0B8OXA","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T18:29:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","2","0","e9675d16-aa02-4018-a6a7-94ad5ea0aa4a","'5510b48d-cd35-4d7a-803f-9c58b4808a47'",,"true","2017-12-12T18:29:55.000","2017","Dec","iOS",,
"BU-0442-3295-6BF","JZLY56E","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T17:47:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","6","0","cdc58af7-3329-41f7-a4a7-78bfc895fa82","'4a9e3e92-9ad5-43f1-86bc-b334a0b7e1d0'",,"false",,,,,,
"BU-1158-3153-00C","PA21AIF","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T18:59:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","2","0","2aba7440-99ce-4df7-ae3f-85b712bb1682","'6b577f46-73c6-4ffa-b4ea-e7ebc0860f1b'",,"false",,,,,,
"BU-0472-5270-E48","7CLF33H","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T19:38:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","ea66c324-0dd7-482b-92f3-a24a99f4f2e6","'9c64a57b-3a06-4cbe-9007-2a54aaa21ae6'",,"true","2017-12-12T19:38:45.000","2017","Dec","iOS",,
"BU-0479-5735-AAD","LRYE3TT","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T16:59:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","2","0","cfe14b6c-9fa5-4d58-b672-5791dc453407","'253aba80-0c9d-43fa-b29c-0a2590ed9daa'",,"false",,,,,,
"BU-0491-1964-5F6","3ALW8E8","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T18:33:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","5","0","64b2bd0d-7c8e-4694-a154-28fa08f67122","'ad741112-74e4-4170-8dd5-9b29f5fbe8d1'",,"true","2017-12-12T18:34:01.000","2017","Dec","iOS",,
"BU-0494-9686-C08","1FYAI51","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T19:01:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","2","0","9dfea3f8-48f3-4405-909e-198bf41df504","'f387e3c2-584d-4665-9505-1e1b68631e4f'",,"true","2017-12-12T19:01:34.000","2017","Dec","iOS",,
"BU-0544-2846-46D","AEZ2U0V","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T18:02:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","7e439343-6f2c-445d-af1d-38d9150a3440","'e9d62269-e642-4514-b6f0-66b3b11c2711'",,"true","2017-12-12T18:02:40.000","2017","Dec","iOS",,
"BU-0567-0340-C5D","A5AEEH0","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T17:47:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","a8fac6c5-079e-4cc9-bdd8-aae023b1936e","'96295a1b-e88d-4f11-a185-ed8f7cd0299a'",,"false",,,,,,
"BU-0599-1011-0E6","E6GUF7O","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T16:56:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","3","0","cedb6d48-06c4-4d7f-90ee-a3379001667b","'3a180ac0-dfbd-425c-ab0a-77086a32b75d'",,"false",,,,,,
"BU-0603-0460-9C5","8NUE48S","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-11-28T17:47:00.000","2017","Nov","Onsite","iOS-iPad",,"Free","8","0","b8d0a98e-7fe1-402b-9135-757ff6abdf6d","'593451d6-fad5-4b53-b234-3cc84b7f782d'",,"false",,,,,,
"BU-0613-5064-643","IKQ4873","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T19:14:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","5","0","9df5f145-5383-479f-863a-321b6c167ed3","'809e44d4-616e-4472-ac2c-0e474fb3e126'",,"true","2017-12-12T19:14:42.000","2017","Dec","iOS",,
"BU-0615-5779-737","EVOB530","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-05T16:31:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","6","0","e3fef415-fd37-407e-a148-78873b7bbffa","'ed8941a2-8520-42d9-b659-e05a17b5ef66'",,"true","2017-12-05T16:31:31.000","2017","Dec","iOS",,
"BU-0672-2558-9CB","XX0B8PC","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T19:05:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","4","0","1033b8e6-5008-4caa-af11-250b7af08a3a","'aacb06d8-6276-4352-97b5-9c1ea1fb7d5a'",,"false",,,,,,
"BU-0696-0219-42A","DFIXW5W","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-19T19:03:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","3","0","900bb580-35a4-474a-8b1b-c85b73291c1f","'89dad964-c121-47e7-847e-6d2f34d7bf43'",,"false",,,,,,
"BU-0712-1007-34F","U2NYBAQ","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T17:22:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","5","0","05781f72-406e-4e09-92e4-aa98b1b1610b","'db0c9325-ccf6-469e-8f5c-926c676e3065'",,"false",,,,,,
"BU-0727-5585-280","2Q8QCF7","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-11-28T19:29:00.000","2017","Nov","Onsite","iOS-iPad",,"Free","8","0","7ed7804a-358c-4a68-b153-77a7d174e96d","'4744cc57-f611-49aa-a4a4-899a33170f0e'",,"false",,,,,,
"BU-0727-7486-4F3","FXC1I2M","2017 Winter Wonderland Ice Rink","2017-11-24T18:00:00.000","2017","Nov","City Employee/Family Member Free Skate","Mesa City Plaza - East Parking Lot","20 E Main Street","Mesa","AZ","85201","USA","USD","0","0","0","0","0","false",,,,,"2017-12-12T19:57:00.000","2017","Dec","Onsite","iOS-iPad",,"Free","7","0","f890bdbe-e625-423b-9a03-5e79c6b72fc3","'41453572-433b-456e-8a85-92c939593230'",,"true","2017-12-12T19:56:59.000","2017","Dec","iOS",,
