"intersection_number","intersection_name","target_completion","date_complete","longitude","latitude","target_completion_year","target_completion_month","year_complete","month_complete","met_target","geocoded_column"
"950","Mclellan & Country Club","2021-09-30T00:00:00.000","2021-09-16T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"975","Mclellan & Center","2021-09-30T00:00:00.000","2021-09-16T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"990","Mclellan & Recker","2021-09-30T00:00:00.000","2021-09-20T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"991","Mclellan & Power","2021-09-30T00:00:00.000","2021-09-20T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"995","Huber & Lindsay","2021-09-30T00:00:00.000","2021-09-20T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1000","1249 North & Lindsay","2021-09-30T00:00:00.000","2021-09-20T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1079","Red Mountain Freeway & Dobson","2021-09-30T00:00:00.000","2021-09-20T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1090","Stadium Connector & Country Club","2021-09-30T00:00:00.000","2021-09-20T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1091","Stadium Connector Canal & Center","2021-09-30T00:00:00.000","2021-09-20T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1150","Brown & Country Club","2021-09-30T00:00:00.000","2021-09-21T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1180","Brown & 164 West HAWK","2021-09-30T00:00:00.000","2021-09-21T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1200","Brown & Center","2021-09-30T00:00:00.000","2021-09-21T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1235","Brown & 262 East HAWK","2021-09-30T00:00:00.000","2021-09-21T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1250","Brown & Mesa Drive","2021-09-30T00:00:00.000","2021-09-21T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1290","Brown & Porter Park Pathway","2021-09-30T00:00:00.000","2021-09-21T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1300","Brown & Horne","2021-09-30T00:00:00.000","2021-09-22T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1330","Brown & Consolidated Canal Crosswalk","2021-09-30T00:00:00.000","2021-09-22T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1350","Brown & Stapley","2021-09-30T00:00:00.000","2021-09-22T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1400","Brown & Harris","2021-09-30T00:00:00.000","2021-09-22T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1750","Brown & Higley","2021-09-30T00:00:00.000","2021-09-23T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1800","Brown & Alta Mesa","2021-09-30T00:00:00.000","2021-09-23T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"2150","Rio Salado & Country Club","2021-09-30T00:00:00.000","2021-09-23T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"2200","8th Street & Mesa Drive","2021-09-30T00:00:00.000","2021-09-23T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"2250","8th Street & Stapley","2021-09-30T00:00:00.000","2021-09-23T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1850","Brown & Recker","2021-09-30T00:00:00.000","2021-09-27T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1880","Brown & 64th Street","2021-09-30T00:00:00.000","2021-09-27T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1900","Brown & Power","2021-09-30T00:00:00.000","2021-09-27T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1925","Brown & 72nd Street","2021-09-30T00:00:00.000","2021-09-28T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1950","Brown & Sun Valley Boulevard","2021-09-30T00:00:00.000","2021-09-28T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1960","Brown & Sterling","2021-09-30T00:00:00.000","2021-09-29T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1962","Brown & 80th Street","2021-09-30T00:00:00.000","2021-09-29T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"1965","Brown & Ellsworth","2021-09-30T00:00:00.000","2021-09-29T00:00:00.000",,,"2021","Sep","2021","Sep","true",
"2","SR202 (Red Mountain) & Val Vista","2021-06-30T00:00:00.000","2021-05-18T00:00:00.000",,,"2021","Jun","2021","May","true",
"3","SR202 (Red Mountain) & Greenfield","2021-06-30T00:00:00.000","2021-05-18T00:00:00.000",,,"2021","Jun","2021","May","true",
"4","SR202 (Red Mountain) & Higley","2021-06-30T00:00:00.000","2021-05-19T00:00:00.000",,,"2021","Jun","2021","May","true",
"5","Thomas & Val Vista","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"7","Thomas & Higley","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"9","Thomas & Recker","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"10","Thomas & Power","2021-06-30T00:00:00.000","2021-05-24T00:00:00.000",,,"2021","Jun","2021","May","true",
"189","McDowell & SR202 (Red Mountain) - East","2021-06-30T00:00:00.000","2021-05-19T00:00:00.000",,,"2021","Jun","2021","May","true",
"190","Eagle & Higley","2021-06-30T00:00:00.000","2021-05-19T00:00:00.000",,,"2021","Jun","2021","May","true",
"191","Red Mountain Freeway & Country Club","2021-06-30T00:00:00.000","2021-05-19T00:00:00.000",,,"2021","Jun","2021","May","true",
"192","McDowell & Boulder Canyon","2021-06-30T00:00:00.000","2021-05-19T00:00:00.000",,,"2021","Jun","2021","May","true",
"197","2125 N. Power","2021-06-30T00:00:00.000","2021-05-19T00:00:00.000",,,"2021","Jun","2021","May","true",
"200","McKellips & Country Club","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"250","McKellips & Center","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"300","McKellips & Mesa Drive","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"350","McKellips & Horne","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"400","McKellips & Stapley","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"420","McKellips & Harris","2021-06-30T00:00:00.000","2021-05-20T00:00:00.000",,,"2021","Jun","2021","May","true",
"450","McKellips & Gilbert","2021-06-30T00:00:00.000","2021-05-24T00:00:00.000",,,"2021","Jun","2021","May","true",
"475","McKellips & Eastern Canal","2021-06-30T00:00:00.000","2021-05-24T00:00:00.000",,,"2021","Jun","2021","May","true",
"500","McKellips & Lindsay","2021-06-30T00:00:00.000","2021-05-24T00:00:00.000",,,"2021","Jun","2021","May","true",
"530","McKellips & 32nd Street","2021-06-30T00:00:00.000","2021-05-24T00:00:00.000",,,"2021","Jun","2021","May","true",
"550","McKellips & Val Vista","2021-06-30T00:00:00.000","2021-05-24T00:00:00.000",,,"2021","Jun","2021","May","true",
"600","McKellips & Greenfield","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"625","McKellips & Fire Station 208","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"825","McKellips & 64th Street","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"850","McKellips & Power","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"852","McKellips & MCC","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"853","McKellips & Terripin","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"857","McKellips & Hawes","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"858","McKellips & Mountain Bridge","2021-06-30T00:00:00.000","2021-05-25T00:00:00.000",,,"2021","Jun","2021","May","true",
"11","Thomas & Raftriver","2021-06-30T00:00:00.000","2021-06-07T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"20","Virginia & Greenfield","2021-06-30T00:00:00.000","2021-06-07T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"22","Virginia & Recker","2021-06-30T00:00:00.000","2021-06-07T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"24","SR202 (Red Mountain) & Recker","2021-06-30T00:00:00.000","2021-06-07T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"25","SR202 (Red Mountain) & Power","2021-06-30T00:00:00.000","2021-06-16T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"26","Preston & Power","2021-06-30T00:00:00.000","2021-06-16T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"27","Preston & Recker","2021-06-30T00:00:00.000","2021-06-16T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"28","Boeing & Higley","2021-06-30T00:00:00.000","2021-06-16T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"31","McDowell & Lehi","2021-06-30T00:00:00.000","2021-06-16T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"33","Hermosa Vista & Gilbert","2021-06-30T00:00:00.000","2021-06-17T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"29","McDowell & Gilbert","2021-06-30T00:00:00.000","2021-06-21T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"30","McDowell & SR202 (Red Mountain) - West","2021-06-30T00:00:00.000","2021-06-21T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"175","McDowell & Recker","2021-06-30T00:00:00.000","2021-06-22T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"184","SR202 (Red Mountain) & Gilbert","2021-06-30T00:00:00.000","2021-06-22T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"185","McDowell & Power","2021-06-30T00:00:00.000","2021-06-22T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"35","Hermosa Vista & Val Vista","2021-06-30T00:00:00.000","2021-06-22T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"39","Hermosa Vista & Power","2021-06-30T00:00:00.000","2021-06-22T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"186","McDowell & Ridgecrest","2021-06-30T00:00:00.000","2021-06-23T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"187","Hermosa Vista & Lindsay","2021-06-30T00:00:00.000","2021-06-23T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"188","Old Gilbert & Gilbert","2021-06-30T00:00:00.000","2021-06-23T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"50","McDowell & Val Vista","2021-06-30T00:00:00.000","2021-06-23T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"650","McKellips & Falcon Drive","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"700","McKellips & Higley","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"750","McKellips & 56th Street","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"800","McKellips & Recker","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"982","Eastern Canal & Lindsay","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"40","McDowell & Lindsay","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"100","McDowell & Greenfield","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"150","McDowell & Higley","2021-06-30T00:00:00.000","2021-06-24T00:00:00.000",,,"2021","Jun","2021","Jun","true",
"9500","Keating & Dobson","2021-03-31T00:00:00.000","2021-02-17T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"982","Eastern Canal & Lindsay","2021-03-31T00:00:00.000","2021-01-26T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9490","Steven Pollard & Ellsworth","2021-03-31T00:00:00.000","2021-01-26T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9494","Desert Ridge HS (North) & Crismon","2021-03-31T00:00:00.000","2021-01-27T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9495","Desert Ridge HS (South) & Crismon","2021-03-31T00:00:00.000","2021-01-27T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9498","Monterey & Power","2021-03-31T00:00:00.000","2021-01-27T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9887","Guadalupe & Joslyn","2021-03-31T00:00:00.000","2021-01-27T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9889","Guadalupe & Clubhouse/Skyline","2021-03-31T00:00:00.000","2021-01-28T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9890","Guadalupe & Signal Butte","2021-03-31T00:00:00.000","2021-01-28T00:00:00.000",,,"2021","Mar","2021","Jan","true",
"9895","Fire Station 219 & Signal Butte","2021-03-31T00:00:00.000","2021-02-02T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9898","Elliot & SanTan Freeway","2021-03-31T00:00:00.000","2021-02-02T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9900","Elliot & Ellsworth","2021-03-31T00:00:00.000","2021-02-02T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9905","Elliot & Crismon","2021-03-31T00:00:00.000","2021-02-02T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9910","Elliot & Signal Butte","2021-03-31T00:00:00.000","2021-02-03T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9925","3741 South & Signal Butte","2021-03-31T00:00:00.000","2021-02-03T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9950","Point Twenty-Two / Warner & Signal Butte","2021-03-31T00:00:00.000","2021-02-03T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9952","SR202 (SanTan) & Hawes","2021-03-31T00:00:00.000","2021-02-09T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9954","SR202 (SanTan) & Power","2021-03-31T00:00:00.000","2021-02-09T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9968","Galveston & Power","2021-03-31T00:00:00.000","2021-02-09T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9969","Williams Field & Power","2021-03-31T00:00:00.000","2021-02-09T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9974","Pecos & Sossaman","2021-03-31T00:00:00.000","2021-02-09T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9970","Pecos & Ellsworth (North)","2021-03-31T00:00:00.000","2021-02-10T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9971","Cadence & Ellsworth","2021-03-31T00:00:00.000","2021-02-10T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9972","Ray & Eastmark","2021-03-31T00:00:00.000","2021-02-10T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9973","RWCD Canal & Power NB","2021-03-31T00:00:00.000","2021-02-10T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9975","Pecos & Ellsworth (South)","2021-03-31T00:00:00.000","2021-02-10T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9550","Guadalupe & Carriage Lane","2021-03-31T00:00:00.000","2021-02-17T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9600","Guadalupe & Dobson","2021-03-31T00:00:00.000","2021-02-18T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9650","Guadalupe & Pennington","2021-03-31T00:00:00.000","2021-02-18T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9680","Guadalupe & St. Timothy's","2021-03-31T00:00:00.000","2021-02-18T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9700","Guadalupe & Longmore","2021-03-31T00:00:00.000","2021-02-22T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9750","Guadalupe & Rogers","2021-03-31T00:00:00.000","2021-02-22T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9880","Pampa & Dobson","2021-03-31T00:00:00.000","2021-02-23T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9881","Guadalupe & Hawes","2021-03-31T00:00:00.000","2021-02-23T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9882","Guadalupe & Farnsworth","2021-03-31T00:00:00.000","2021-02-24T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9883","Guadalupe & SanTan","2021-03-31T00:00:00.000","2021-02-24T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9884","Guadalupe & Ellsworth","2021-03-31T00:00:00.000","2021-02-24T00:00:00.000",,,"2021","Mar","2021","Feb","true",
"9885","Guadalupe & Crismon","2021-03-31T00:00:00.000","2021-03-02T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9886","Guadalupe & 96th Street","2021-03-31T00:00:00.000","2021-03-02T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9955","Orchid & Power","2021-03-31T00:00:00.000","2021-03-15T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9958","Point Twenty-Two & Ellsworth","2021-03-31T00:00:00.000","2021-03-15T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9800","Guadalupe & Alma School","2021-03-31T00:00:00.000","2021-03-30T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9850","Guadalupe & Extension","2021-03-31T00:00:00.000","2021-03-30T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9876","Guadalupe & Highland Jr High","2021-03-31T00:00:00.000","2021-03-30T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9878","Guadalupe & Power","2021-03-31T00:00:00.000","2021-03-30T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9879","Guadalupe & Sossaman","2021-03-31T00:00:00.000","2021-03-31T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9976","Ray & Inspirian / Crismon","2021-03-31T00:00:00.000","2021-03-31T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9959","Point Twenty-Two & Eastmark","2021-03-31T00:00:00.000","2021-03-17T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9960","Ray & Power","2021-03-31T00:00:00.000","2021-03-17T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9961","Ray & Sossaman","2021-03-31T00:00:00.000","2021-03-23T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9963","Ray & Ellsworth (South)","2021-03-31T00:00:00.000","2021-03-23T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9964","Ray & Elllsworth (North)","2021-03-31T00:00:00.000","2021-03-29T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9965","Tahoe & Sossaman","2021-03-31T00:00:00.000","2021-03-29T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9977","Ray & Copernicus","2021-03-31T00:00:00.000","2021-03-31T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9966","Texas & Sossaman","2021-03-31T00:00:00.000","2021-03-30T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9978","Ray & Signal Butte","2021-03-31T00:00:00.000","2021-03-31T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9967","SR24 & Ellsworth","2021-03-31T00:00:00.000","2021-03-30T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9979","Terminal & Sossman","2021-03-31T00:00:00.000","2021-03-31T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"9980","Germann & Ellsworth","2021-03-31T00:00:00.000","2021-03-31T00:00:00.000",,,"2021","Mar","2021","Mar","true",
"8594","US 60 & Signal Butte","2020-12-31T00:00:00.000","2020-11-16T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8600","Isabella & Dobson","2020-12-31T00:00:00.000","2020-11-16T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8630","Isabella & Longmore","2020-12-31T00:00:00.000","2020-11-16T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8650","Isabella & Alma School","2020-12-31T00:00:00.000","2020-11-16T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8680","Iron & Country Club","2020-12-31T00:00:00.000","2020-11-16T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8700","Juanita & Country Club","2020-12-31T00:00:00.000","2020-11-17T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8710","Auto Center & Mesa Drive","2020-12-31T00:00:00.000","2020-11-17T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8714","Juanita & Greenfield","2020-12-31T00:00:00.000","2020-11-17T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8715","Inverness & Stapley","2020-12-31T00:00:00.000","2020-11-17T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8720","Inverness & Gilbert","2020-12-31T00:00:00.000","2020-11-17T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8722","Inverness & Val Vista","2020-12-31T00:00:00.000","2020-11-17T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8723","Test Drive & Superstition Springs","2020-12-31T00:00:00.000","2020-11-17T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8725","Superstition Springs & Power Road","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8730","Superstition Springs & Clearview","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8735","1650 S. Sossaman (HAWK)","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8740","Javelina & Mesa Drive","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8745","1840 S. Sossaman (HAWK)","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8748","1750 S. Crismon","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8749","1750 S. Signal Butte","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8750","Baseline & Don Carlos","2020-12-31T00:00:00.000","2020-11-18T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8800","Baseline & Dobson","2020-12-31T00:00:00.000","2020-11-19T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8850","Baseline & Pennington","2020-12-31T00:00:00.000","2020-11-19T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8900","Baseline & Longmore","2020-12-31T00:00:00.000","2020-11-19T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"8950","Baseline & Alma School","2020-12-31T00:00:00.000","2020-11-19T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"9000","Baseline & Extension","2020-12-31T00:00:00.000","2020-11-19T00:00:00.000",,,"2020","Dec","2020","Nov","true",
"9030","Baseline & Vineyard","2020-12-31T00:00:00.000","2020-12-22T00:00:00.000",,,"2020","Dec","2020","Dec","true",
"9050","Baseline & Country Club","2020-12-31T00:00:00.000","2020-12-22T00:00:00.000",,,"2020","Dec","2020","Dec","true",
"9060","Baseline & Fiesta Blvd.","2020-12-31T00:00:00.000","2020-12-22T00:00:00.000",,,"2020","Dec","2020","Dec","true",
"9070","Baseline & MacDonald","2020-12-31T00:00:00.000","2020-12-22T00:00:00.000",,,"2020","Dec","2020","Dec","true",
"9100","Baseline & Mesa Drive","2020-12-31T00:00:00.000","2020-12-23T00:00:00.000",,,"2020","Dec","2020","Dec","true",
"9115","Baseline & Hobson","2020-12-31T00:00:00.000","2020-12-23T00:00:00.000",,,"2020","Dec","2020","Dec","true",
"9125","Baseline & Horne","2020-12-31T00:00:00.000","2020-12-23T00:00:00.000",,,"2020","Dec","2020","Dec","true",
"9140","Baseline & Solomon","2020-12-31T00:00:00.000","2020-11-19T00:00:00.000",,,"2020","Dec","2020","Nov","true",
