"objectid","line","class","fraddl","toaddl","fraddr","toaddr","munl","munr","addtyp","dirpre","feanme","featyp","dirsuf","platl","platr","gridl","gridr","riskcost","turn_mask","weight","height","width","speedlimit","status","citycode","fullname","revdate","blockage_mask","obstacle_mask","source","nsf","timefactor","aldirpre1","alfeanme1","alfeatyp1","aldirsuf1","aldirpre2","alfeanme2","alfeatyp2","aldirsuf2","flipped","rev_date","facilityid","delta","segid","fraddl_int","toaddl_int","fraddr_int","toaddr_int","shield_txt","delta_date","hundred_blk","hundred_dir","serv_time","speed","serv_side","elev_start","elev_end","cross_pen","travel_res","travel_dir","park_res_l","park_res_r","miles","drive_time","streetid","shape_length"
"1081223","LINESTRING (-111.7205058539 33.2219387328, -111.72024252 33.2219368051, -111.72021456210001 33.2219365139, -111.7201866043 33.2219356997, -111.7201586809 33.2219343913, -111.7201307919 33.221932561, -111.7201029361 33.2219302635, -111.720075147 33.2219274432, -111.7200474566 33.2219241288, -111.7200198659 33.2219203196, -111.7199923419 33.2219160163, -111.719964982 33.2219112182, -111.7199377219 33.2219059532, -111.7199105928 33.2219001653, -111.7198836288 33.2218939116, -111.7195352589 33.2218096135)","RES","3200","3244","3199","3243","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA24","CA24","1","0","0","0","0","25","E","3","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000062","3200","3244","3199","3243",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.05731108567993117","12.104101181030273","49","302.6031375996567"
"1081222","LINESTRING (-111.7205058539 33.2219387328, -111.720499349 33.2212768586, -111.7204809963 33.2192423935)","ARTL","7051","7199","7052","7200","GILB","GILB","0","S","HIGLEY","RD",,"506","505","CA24","CA23","1","0","0","0","0","45","E","2","S HIGLEY RD","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"true",,,"NO","3000061","7051","7199","7052","7200",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.1858063681630909","21.801280975341797","48","981.0595860205538"
"1081221","LINESTRING (-111.7210266132 33.2219378205, -111.7205058539 33.2219387328)","RES","3176","3198","3175","3197","GILB","GILB","0","E","COUNTRY SHADOWS","ST",,"505","505","CA23","CA23","1","0","0","0","0","25","E","2","E COUNTRY SHADOWS ST","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000060","3176","3198","3175","3197",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.030161222862819474","6.370049953460693","47","159.2515752155951"
"1081220","LINESTRING (-111.7217623806 33.2219365847, -111.7210266132 33.2219378205)","RES","3140","3174","3139","3173","GILB","GILB","0","E","COUNTRY SHADOWS","ST",,"505","505","CA23","CA23","1","0","0","0","0","25","E","2","E COUNTRY SHADOWS ST","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000059","3140","3174","3139","3173",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.042613993785315385","9.000075340270996","46","225.00233719373458"
"1081219","LINESTRING (-111.7230213616 33.2219345919, -111.7217623806 33.2219365847)","RES","3080","3138","3079","3137","GILB","GILB","0","E","COUNTRY SHADOWS","ST",,"505","505","CA23","CA23","1","0","0","0","0","25","E","2","E COUNTRY SHADOWS ST","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000057","3080","3138","3079","3137",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.07291734175350205","15.400142669677734","45","385.004334466465"
"1081218","LINESTRING (-111.7073367056 33.2218594445, -111.7070991084 33.2218708356, -111.7068896932 33.2218851602)","RES","3810","3828","3809","3827","GILB","GILB","0","E","JAGUAR","AVE",,"506","506","CA25","CA25","1","0","0","0","0","25","E","2","E JAGUAR AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000056","3810","3828","3809","3827",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.025952406179094417","5.4811482429504395","44","137.0289786819029"
"1081217","LINESTRING (-111.7078150372 33.2218658833, -111.7077619352 33.2218632377, -111.7077088342 33.2218610601, -111.7076556999 33.2218593766, -111.7076025311 33.2218581881, -111.7075493623 33.2218574666, -111.70749619130001 33.2218572393, -111.7074430202 33.22185747990001, -111.7073898468 33.2218582147, -111.7073367056 33.2218594445)","RES","3788","3808","3787","3807","GILB","GILB","0","E","JAGUAR","AVE",,"506","506","CA25","CA25","1","0","0","0","0","25","E","2","E JAGUAR AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000055","3788","3808","3787","3807",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.02771828030626973","5.854101181030273","43","146.3528127261164"
"1081216","LINESTRING (-111.7195352589 33.2218096135, -111.7194940784 33.2217996535, -111.71947760570002 33.2217959168, -111.719461002 33.2217926749, -111.7194442652 33.2217899278, -111.7194274298 33.2217876747, -111.7194105267 33.2217858887, -111.7193935581 33.2217846255, -111.719376523 33.2217838284, -111.7193594868 33.2217835543, -111.7190315992 33.2217829239)","RES","3246","3264","3245","3263","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA24","CA24","1","0","0","0","0","25","E","3","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000053","3246","3264","3245","3263",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.029371267169122663","6.203211784362793","42","155.08060081221765"
"1081215","LINESTRING (-111.7190315992 33.2217829239, -111.7181486554 33.2217812432)","RES","3266","3308","3265","3307","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA24","CA24","1","0","0","0","0","25","E","3","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000051","3266","3308","3265","3307",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.051138253259069816","10.800398826599121","41","270.0105172297303"
"1081214","LINESTRING (-111.7181486554 33.2217812432, -111.716464549 33.2217779947)","RES","3310","3384","3309","3383","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA24","CA24","1","0","0","0","0","25","E","3","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000050","3310","3384","3309","3383",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.09753992800876175","20.600431442260742","40","515.0118499067564"
"1081213","LINESTRING (-111.716464549 33.2217779947, -111.71540178560001 33.221775951)","RES","3386","3440","3385","3439","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA24","CA24","1","0","0","0","0","25","E","3","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000049","3386","3440","3385","3439",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.06155303564908009","13.000000953674316","39","325.00067823073897"
"1081212","LINESTRING (-111.72708719190001 33.2216941771, -111.7266130379 33.2216924095)","RES","2886","2914","2885","2913","GILB","GILB","0","E","COUNTRY SHADOWS","ST",,"505","505","CA23","CA23","1","0","0","0","0","25","E","2","E COUNTRY SHADOWS ST","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000047","2886","2914","2885","2913",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.027462222690413318","5.800021171569824","38","145.0008258053266"
"1081211","LINESTRING (-111.7266130379 33.2216924095, -111.7266097677 33.2216924866, -111.7260734831 33.221690567)","RES","2916","2938","2915","2937","GILB","GILB","0","E","COUNTRY SHADOWS","ST",,"505","505","CA23","CA23","1","0","0","0","0","25","E","2","E COUNTRY SHADOWS ST","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000046","2916","2938","2915","2937",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.031250176383905856","6.600037097930908","37","165.00126130627"
"1081210","LINESTRING (-111.7260734831 33.221690567, -111.7240460628 33.2216833221)","RES","2940","3034","2939","3033","GILB","GILB","0","E","COUNTRY SHADOWS","ST",,"505","505","CA23","CA23","1","0","0","0","0","25","E","2","E COUNTRY SHADOWS ST","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000045","2940","3034","2939","3033",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.11742478619031307","24.80011558532715","36","620.0041110960675"
"1081209","LINESTRING (-111.7112571021 33.2215716683, -111.7110730263 33.2215454187, -111.7110323625 33.2215388374, -111.7109955908 33.2215319054, -111.7109664036 33.2215256731, -111.7109373817 33.2215189189, -111.7108996026 33.22150923680001, -111.7108569245 33.221496963, -111.7100867652 33.2212600035)","RES","3626","3678","3625","3677","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA25","CA25","1","0","0","0","0","25","E","2","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000042","3626","3678","3625","3677",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.07128389321066675","15.055158615112305","35","376.37970891272016"
"1081208","LINESTRING (-111.7027052716 33.2215016264, -111.7023001186 33.221526187500004, -111.7020720109 33.2215354139, -111.7018439116 33.2215412053, -111.7016156228 33.2215437235, -111.7013873435 33.2215428067, -111.7011590722 33.2215386459)","RES","4020","4094","4019","4093","GILB","GILB","0","E","LAFAYETTE","AVE",,"507","507","CA26","CA26","1","0","0","0","0","25","E","2","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000040","4020","4094","4019","4093",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.08963938455844701","18.931838989257812","34","473.2968970610456"
"1081207","LINESTRING (-111.7011590722 33.2215386459, -111.6992633484 33.2214898338)","RES","4096","4178","4095","4177","GILB","GILB","0","E","LAFAYETTE","AVE",,"507","507","CA26","CA26","1","0","0","0","0","25","E","2","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000039","4096","4178","4095","4177",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.1098479977116227","23.19989776611328","33","579.998587912903"
"1081206","LINESTRING (-111.6992633484 33.2214898338, -111.6988810062 33.2214798746, -111.698797624 33.2214783544, -111.6987140104 33.221478043, -111.6986306212 33.221478914, -111.69854723 33.2214810213, -111.69846383550001 33.2214844757, -111.6983804384 33.2214889751, -111.6982580181 33.221498022)","RES","4180","4228","4179","4227","GILB","GILB","0","E","LAFAYETTE","AVE",,"507","507","CA26","CA26","1","0","0","0","0","25","E","2","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000035","4180","4228","4179","4227",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.058284244218861594","12.309632301330566","32","307.7414249600378"
"1081205","LINESTRING (-111.7100867652 33.2212600035, -111.7089058944 33.2208968041)","RES","3680","3738","3679","3737","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA25","CA25","1","0","0","0","0","25","E","2","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000032","3680","3738","3679","3737",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.07282933443734114","15.381555557250977","31","384.5396549057014"
"1081204","LINESTRING (-111.7048509979 33.2210055684, -111.7047534505 33.2210337663, -111.7047037433 33.2210486062, -111.7046049473 33.2210793583, -111.7045313141 33.221103282, -111.7041952752 33.2212155893, -111.7041860475 33.221218322, -111.704175839 33.221220695, -111.7041615104 33.2212232549, -111.704149473 33.2212246086, -111.7041374051 33.2212252751, -111.7041214481 33.2212250829, -111.7041024534 33.2212233182, -111.7040867311 33.2212205428, -111.7040707837 33.2212163929, -111.7040567015 33.221211559, -111.70404383100002 33.22120604, -111.7040307672 33.2211993115, -111.7040191432 33.2211920904, -111.70400771850001 33.2211836613, -111.7039961017 33.2211734988, -111.7039856971 33.2211624871, -111.7039777429 33.2211523317, -111.7039728554 33.2211451221, -111.7039645206 33.2211299912)","RES","3926","3964","3925","3963","GILB","GILB","0","E","LAFAYETTE","AVE",,"506","506","CA25","CA25","1","0","0","0","0","25","E","2","E LAFAYETTE AVE","2011-08-10T00:00:00.000","0","0","GFD","0","0",,,,,,,,,"false",,,"NO","3000030","3926","3964","3925","3963",,"2016-04-27T00:00:00.000",,,,,"0",,,"0","3",,,,"0.05683128779619116","12.002768516540527","30","300.069799703424"
