"location_id","roadway","block","direction","year","traffic_direction","count","bidirection_count","date","standard_count_year","location"
"2-002-73-74","DOBSON","1000","N","2016","NORTH","10793","21085","0216-10-29T00:00:00.000","EVEN","(33.43331, -111.8711)"
"2-002-73-74","DOBSON","1000","N","2016","SOUTH","10292","21085","0216-10-29T00:00:00.000","EVEN","(33.43331, -111.8711)"
"1-067-04-05","08 AVE","1000","W","2005","WEST","5981","11484","2005-03-22T00:00:00.000","ODD","(33.40036, -111.8544)"
"1-067-06-08","08 AVE","200","W","2005","EAST","4838","9656","2005-03-22T00:00:00.000","ODD","(33.40069, -111.8379)"
"1-067-02-04","08 AVE","1600","W","2005","WEST","4305","6650","2005-03-22T00:00:00.000","ODD","(33.40078, -111.8671)"
"1-067-10-12","08 AVE","1600","E","2005","EAST","2472","4916","2005-03-22T00:00:00.000","ODD","(33.40084, -111.7952)"
"1-067-00-02","08 AVE","2300","W","2005","WEST","2773","4081","2005-03-22T00:00:00.000","ODD","(33.40039, -111.88)"
"1-067-00-02","08 AVE","2300","W","2005","EAST","1308","4081","2005-03-22T00:00:00.000","ODD","(33.40039, -111.88)"
"1-067-10-12","08 AVE","1600","E","2005","WEST","2444","4916","2005-03-22T00:00:00.000","ODD","(33.40084, -111.7952)"
"1-067-06-08","08 AVE","200","W","2005","WEST","4818","9656","2005-03-22T00:00:00.000","ODD","(33.40069, -111.8379)"
"1-067-08-10","08 AVE","800","E","2005","EAST","1901","3687","2005-03-22T00:00:00.000","ODD","(33.40059, -111.8133)"
"1-067-04-05","08 AVE","1000","W","2005","EAST","5503","11484","2005-03-22T00:00:00.000","ODD","(33.40036, -111.8544)"
"1-067-05-06","08 AVE","600","W","2005","EAST","4490","9191","2005-03-22T00:00:00.000","ODD","(33.40045, -111.8452)"
"1-067-08-10","08 AVE","800","E","2005","WEST","1786","3687","2005-03-22T00:00:00.000","ODD","(33.40059, -111.8133)"
"1-067-05-06","08 AVE","600","W","2005","WEST","4701","9191","2005-03-22T00:00:00.000","ODD","(33.40045, -111.8452)"
"1-067-02-04","08 AVE","1600","W","2005","EAST","2345","6650","2005-03-22T00:00:00.000","ODD","(33.40078, -111.8671)"
"1-008-64-65","MESA DR","1800","S","2005","NORTH","20879","44982","2005-03-23T00:00:00.000","ODD","(33.38444, -111.8231)"
"1-008-74-76","MESA DR","1600","N","2005","SOUTH","7429","17652","2005-03-23T00:00:00.000","ODD","(33.44057, -111.8225)"
"1-076-16-18","MCKELLIPS","4000","E","2005","WEST","12465","24156","2005-03-23T00:00:00.000","ODD","(33.45176, -111.7441)"
"1-076-08-10","MCKELLIPS","800","E","2005","WEST","15257","29675","2005-03-23T00:00:00.000","ODD","(33.4514, -111.8112)"
"1-076-30-32","MCKELLIPS","9300","E","2005","WEST","3177","7255","2005-03-23T00:00:00.000","ODD","(33.45133, -111.6301)"
"1-008-65-66","MESA DR","1400","S","2005","NORTH","17802","36806","2005-03-23T00:00:00.000","ODD","(33.38923, -111.8228)"
"1-076-25-26","MCKELLIPS","7400","E","2005","WEST","6072","10700","2005-03-23T00:00:00.000","ODD","(33.4514, -111.6697)"
"1-076-07-08","MCKELLIPS","200","E","2005","EAST","17085","34955","2005-03-23T00:00:00.000","ODD","(33.45136, -111.8273)"
"1-076-28-30","MCKELLIPS","8800","E","2005","WEST","4159","9758","2005-03-23T00:00:00.000","ODD","(33.45134, -111.6428)"
"1-076-06-07","MCKELLIPS","200","W","2005","WEST","18840","34338","2005-03-23T00:00:00.000","ODD","(33.45133, -111.834)"
"1-008-68-70","MESA DR","200","S","2005","NORTH","16912","32263","2005-03-23T00:00:00.000","ODD","(33.41023, -111.8228)"
"1-076-07-08","MCKELLIPS","200","E","2005","WEST","17870","34955","2005-03-23T00:00:00.000","ODD","(33.45136, -111.8273)"
"1-076-06-07","MCKELLIPS","200","W","2005","EAST","15498","34338","2005-03-23T00:00:00.000","ODD","(33.45133, -111.834)"
"1-076-20-22","MCKELLIPS","5600","E","2005","EAST","12885","25151","2005-03-23T00:00:00.000","ODD","(33.4518, -111.709)"
"1-076-30-32","MCKELLIPS","9300","E","2005","EAST","4078","7255","2005-03-23T00:00:00.000","ODD","(33.45133, -111.6301)"
"1-076-16-18","MCKELLIPS","4000","E","2005","EAST","11691","24156","2005-03-23T00:00:00.000","ODD","(33.45176, -111.7441)"
"1-076-26-28","MCKELLIPS","8000","E","2005","WEST","6072","10700","2005-03-23T00:00:00.000","ODD","(33.45135, -111.6582)"
"1-008-68-70","MESA DR","200","S","2005","SOUTH","15351","32263","2005-03-23T00:00:00.000","ODD","(33.41023, -111.8228)"
"1-008-70-72","MESA DR","200","N","2005","NORTH","12410","25025","2005-03-23T00:00:00.000","ODD","(33.41924, -111.8229)"
"1-076-24-25","MCKELLIPS","7000","E","2005","EAST","8411","16259","2005-03-23T00:00:00.000","ODD","(33.45133, -111.6771)"
"1-076-14-16","MCKELLIPS","3200","E","2005","EAST","12212","24575","2005-03-23T00:00:00.000","ODD","(33.45169, -111.7605)"
"1-008-64-65","MESA DR","1800","S","2005","SOUTH","24103","44982","2005-03-23T00:00:00.000","ODD","(33.38444, -111.8231)"
"1-076-08-10","MCKELLIPS","800","E","2005","EAST","14418","29675","2005-03-23T00:00:00.000","ODD","(33.4514, -111.8112)"
"1-008-74-76","MESA DR","1600","N","2005","NORTH","10223","17652","2005-03-23T00:00:00.000","ODD","(33.44057, -111.8225)"
"1-076-12-14","MCKELLIPS","2400","E","2005","WEST","15749","31480","2005-03-23T00:00:00.000","ODD","(33.4518, -111.7786)"
"1-008-76-78","MESA DR","2300","N","2005","SOUTH","1558","3049","2005-03-23T00:00:00.000","ODD","(33.45585, -111.8223)"
"1-076-22-24","MCKELLIPS","6400","E","2005","EAST","10808","21969","2005-03-23T00:00:00.000","ODD","(33.4518, -111.6902)"
"1-076-10-12","MCKELLIPS","1600","E","2005","EAST","13428","26834","2005-03-23T00:00:00.000","ODD","(33.45157, -111.7942)"
"1-076-12-14","MCKELLIPS","2400","E","2005","EAST","15731","31480","2005-03-23T00:00:00.000","ODD","(33.4518, -111.7786)"
"1-076-10-12","MCKELLIPS","1600","E","2005","WEST","13406","26834","2005-03-23T00:00:00.000","ODD","(33.45157, -111.7942)"
"1-076-28-30","MCKELLIPS","8800","E","2005","EAST","5599","9758","2005-03-23T00:00:00.000","ODD","(33.45134, -111.6428)"
"1-076-20-22","MCKELLIPS","5600","E","2005","WEST","12266","25151","2005-03-23T00:00:00.000","ODD","(33.4518, -111.709)"
"1-008-72-74","MESA DR","800","N","2005","NORTH","8006","18187","2005-03-23T00:00:00.000","ODD","(33.43011, -111.8227)"
"1-008-72-74","MESA DR","800","N","2005","SOUTH","10181","18187","2005-03-23T00:00:00.000","ODD","(33.43011, -111.8227)"
"1-076-18-20","MCKELLIPS","4800","E","2005","WEST","12275","26797","2005-03-23T00:00:00.000","ODD","(33.45177, -111.726)"
"1-076-25-26","MCKELLIPS","7400","E","2005","EAST","4628","10700","2005-03-23T00:00:00.000","ODD","(33.4514, -111.6697)"
"1-076-05-06","MCKELLIPS","600","W","2005","EAST","17592","31738","2005-03-23T00:00:00.000","ODD","(33.45123, -111.8439)"
"1-076-24-25","MCKELLIPS","7000","E","2005","WEST","7848","16259","2005-03-23T00:00:00.000","ODD","(33.45133, -111.6771)"
"1-008-76-78","MESA DR","2300","N","2005","NORTH","1491","3049","2005-03-23T00:00:00.000","ODD","(33.45585, -111.8223)"
