"month_date","month","calendar_year","fiscal_year","location","base_percentage_of_pms","adjusted_total_percentage"
"2018-07-01T00:00:00.000","July","2018","FY18-19","Both","0.8955","1.0665"
"2018-07-01T00:00:00.000","July","2018","FY18-19","EM","0.8846","1.1666"
"2018-07-01T00:00:00.000","July","2018","FY18-19","FS","0.9019","1.0075"
"2018-08-01T00:00:00.000","August","2018","FY18-19","Both","0.9009","1.0613"
"2018-08-01T00:00:00.000","August","2018","FY18-19","EM","0.9012","1.1419"
"2018-08-01T00:00:00.000","August","2018","FY18-19","FS","0.9008","1.0114"
"2018-09-01T00:00:00.000","September","2018","FY18-19","Both","0.88","0.9494"
"2018-09-01T00:00:00.000","September","2018","FY18-19","EM","0.9012","1.0123"
"2018-09-01T00:00:00.000","September","2018","FY18-19","FS","0.869","0.9169"
"2018-10-01T00:00:00.000","October","2018","FY18-19","Both","0.9302","1.0471"
"2018-10-01T00:00:00.000","October","2018","FY18-19","EM","0.9536","1.1391"
"2018-10-01T00:00:00.000","October","2018","FY18-19","FS","0.9167","0.994"
"2018-11-01T00:00:00.000","November","2018","FY18-19","Both","0.8526","1.0375"
"2018-11-01T00:00:00.000","November","2018","FY18-19","EM","0.8148","1.0666"
"2018-11-01T00:00:00.000","November","2018","FY18-19","FS","0.8768","1.0189"
"2018-12-01T00:00:00.000","December","2018","FY18-19","Both","0.8237","0.9084"
"2018-12-01T00:00:00.000","December","2018","FY18-19","EM","0.8268","0.9608"
"2018-12-01T00:00:00.000","December","2018","FY18-19","FS","0.8216","0.8736"
"2019-01-01T00:00:00.000","January","2019","FY18-19","Both","0.8965","1.0705"
"2019-01-01T00:00:00.000","January","2019","FY18-19","EM","0.9302","1.1395"
"2019-01-01T00:00:00.000","January","2019","FY18-19","FS","0.8735","1.0237"
"2019-02-01T00:00:00.000","February","2019","FY18-19","Both","0.8571","1.0054"
"2019-02-01T00:00:00.000","February","2019","FY18-19","EM","0.9338","1.1985"
"2019-02-01T00:00:00.000","February","2019","FY18-19","FS","0.8114","0.8903"
"2019-03-01T00:00:00.000","March","2019","FY18-19","Both","0.8908","1.0276"
"2019-03-01T00:00:00.000","March","2019","FY18-19","EM","0.8599","1.0764"
"2019-03-01T00:00:00.000","March","2019","FY18-19","FS","0.906","1.0031"
"2019-04-01T00:00:00.000","April","2019","FY18-19","Both","0.8677","1.0162"
"2019-04-01T00:00:00.000","April","2019","FY18-19","EM","0.8304","0.9415"
"2019-04-01T00:00:00.000","April","2019","FY18-19","FS","0.8923","1.0654"
"2019-05-01T00:00:00.000","May","2019","FY18-19","Both","0.864","0.9844"
"2019-05-01T00:00:00.000","May","2019","FY18-19","EM","0.8547","1.0465"
"2019-05-01T00:00:00.000","May","2019","FY18-19","FS","0.871","0.946"
"2019-06-01T00:00:00.000","June","2019","FY18-19","Both","0.9083","1.0619"
"2019-06-01T00:00:00.000","June","2019","FY18-19","EM","0.9141","1.1595"
"2019-06-01T00:00:00.000","June","2019","FY18-19","FS","0.9048","1.0036"
"2019-07-01T00:00:00.000","July","2019","FY19-20","Both","0.8894","1.0721"
"2019-07-01T00:00:00.000","July","2019","FY19-20","EM","0.8982","1.1317"
"2019-07-01T00:00:00.000","July","2019","FY19-20","FS","0.8835","1.0321"
"2019-08-01T00:00:00.000","August","2019","FY19-20","Both","0.8099","0.9843"
"2019-08-01T00:00:00.000","August","2019","FY19-20","EM","0.8049","0.9695"
"2019-08-01T00:00:00.000","August","2019","FY19-20","FS","0.8136","0.9954"
"2019-09-01T00:00:00.000","September","2019","FY19-20","Both","0.8354","0.9329"
"2019-09-01T00:00:00.000","September","2019","FY19-20","EM","0.8362","1.0225"
"2019-09-01T00:00:00.000","September","2019","FY19-20","FS","0.8349","0.8825"
"2019-10-01T00:00:00.000","October","2019","FY19-20","Both","0.8543","0.9718"
"2019-10-01T00:00:00.000","October","2019","FY19-20","EM","0.8163","0.9693"
"2019-10-01T00:00:00.000","October","2019","FY19-20","FS","0.8543","0.9735"
"2019-11-01T00:00:00.000","November","2019","FY19-20","Both","0.727","0.8031"
"2019-11-01T00:00:00.000","November","2019","FY19-20","EM","0.7081","0.795"
"2019-11-01T00:00:00.000","November","2019","FY19-20","FS","0.7409","0.809"
"2019-12-01T00:00:00.000","December","2019","FY19-20","Both","0.7725","0.8583"
"2019-12-01T00:00:00.000","December","2019","FY19-20","EM","0.8315","1.0224"
"2019-12-01T00:00:00.000","December","2019","FY19-20","FS","0.7361","0.7569"
"2020-01-01T00:00:00.000","January","2020","FY19-20","Both","0.8218","0.9413"
"2020-01-01T00:00:00.000","January","2020","FY19-20","EM","0.8136","1.0565"
"2020-01-01T00:00:00.000","January","2020","FY19-20","FS","0.8267","0.8733"
"2020-02-01T00:00:00.000","February","2020","FY19-20","Both","0.7825","0.9125"
"2020-02-01T00:00:00.000","February","2020","FY19-20","EM","0.8","1.0571"
"2020-02-01T00:00:00.000","February","2020","FY19-20","FS","0.7722","0.827"
"2020-03-01T00:00:00.000","March","2020","FY19-20","Both","0.7936","0.9446"
"2020-03-01T00:00:00.000","March","2020","FY19-20","EM","0.7692","0.9763"
"2020-03-01T00:00:00.000","March","2020","FY19-20","FS","0.8073","0.9269"
"2020-04-01T00:00:00.000","April","2020","FY19-20","Both","0.8194","0.9648"
"2020-04-01T00:00:00.000","April","2020","FY19-20","EM","0.8765","1.1111"
"2020-04-01T00:00:00.000","April","2020","FY19-20","FS","0.7877","0.8836"
"2020-05-01T00:00:00.000","May","2020","FY19-20","Both","0.7834","0.8942"
"2020-05-01T00:00:00.000","May","2020","FY19-20","EM","0.7655","0.9655"
"2020-05-01T00:00:00.000","May","2020","FY19-20","FS","0.7937","0.8531"
"2020-06-01T00:00:00.000","June","2020","FY19-20","Both","0.7626","0.8927"
"2020-06-01T00:00:00.000","June","2020","FY19-20","EM","0.7232","0.9492"
"2020-06-01T00:00:00.000","June","2020","FY19-20","FS","0.7893","0.8544"
"2020-07-01T00:00:00.000","July","2020","FY20-21","Both","0.7965","0.9217"
"2020-07-01T00:00:00.000","July","2020","FY20-21","EM","0.8223","1.0305"
"2020-07-01T00:00:00.000","July","2020","FY20-21","FS","0.7803","0.8535"
"2020-08-01T00:00:00.000","August","2020","FY20-21","Both","0.7801","0.8858"
"2020-08-01T00:00:00.000","August","2020","FY20-21","EM","0.8211","0.9526"
"2020-08-01T00:00:00.000","August","2020","FY20-21","FS","0.7527","0.8409"
"2020-09-01T00:00:00.000","September","2020","FY20-21","Both","0.7529","0.856"
"2020-09-01T00:00:00.000","September","2020","FY20-21","EM","0.7527","0.8817"
"2020-09-01T00:00:00.000","September","2020","FY20-21","FS","0.753","0.8414"
"2020-10-01T00:00:00.000","October","2020","FY20-21","Both","0.7734","0.8398"
"2020-10-01T00:00:00.000","October","2020","FY20-21","EM","0.7675","0.8684"
"2020-10-01T00:00:00.000","October","2020","FY20-21","FS","0.7772","0.8217"
"2020-11-01T00:00:00.000","November","2020","FY20-21","Both","0.684","0.7229"
"2020-11-01T00:00:00.000","November","2020","FY20-21","EM","0.7554","0.8695"
"2020-11-01T00:00:00.000","November","2020","FY20-21","FS","0.6367","0.5971"
"2020-12-01T00:00:00.000","December","2020","FY20-21","Both","0.6888","0.7358"
"2020-12-01T00:00:00.000","December","2020","FY20-21","EM","0.7616","0.9709"
"2020-12-01T00:00:00.000","December","2020","FY20-21","FS","0.6519","0.6165"
"2021-01-01T00:00:00.000","January","2021","FY20-21","Both","0.8134","0.8134"
"2021-01-01T00:00:00.000","January","2021","FY20-21","EM","0.8263","0.8263"
"2021-01-01T00:00:00.000","January","2021","FY20-21","FS","0.8059","0.8059"
"2021-02-01T00:00:00.000","February","2021","FY20-21","Both","0.7261","1.4833"
"2021-02-01T00:00:00.000","February","2021","FY20-21","EM","0.8571","2.3595"
"2021-02-01T00:00:00.000","February","2021","FY20-21","FS","0.6403","1.1137"
"2021-03-01T00:00:00.000","March","2021","FY20-21","Both","0.837","0.8765"
"2021-03-01T00:00:00.000","March","2021","FY20-21","EM","0.8735","1.1325"
"2021-03-01T00:00:00.000","March","2021","FY20-21","FS","0.8225","0.7745"
"2021-04-01T00:00:00.000","April","2021","FY20-21","Both","0.73","0.7852"
"2021-04-01T00:00:00.000","April","2021","FY20-21","EM","0.8253","0.994"
"2021-04-01T00:00:00.000","April","2021","FY20-21","FS","0.6861","0.6889"
"2021-05-01T00:00:00.000","May","2021","FY20-21","Both","0.7542","0.8022"
"2021-05-01T00:00:00.000","May","2021","FY20-21","EM","0.8377","0.9738"
"2021-05-01T00:00:00.000","May","2021","FY20-21","FS","0.7086","0.7086"
"2021-06-01T00:00:00.000","June","2021","FY20-21","Both","0.7605","0.8669"
"2021-06-01T00:00:00.000","June","2021","FY20-21","EM","0.7941","1.0706"
"2021-06-01T00:00:00.000","June","2021","FY20-21","FS","0.7444","0.7697"
"2021-07-01T00:00:00.000","July","2021","FY21-22","Both","0.7211","0.778"
