"row_id","date","year","month","users","new_users","sessions","session_duration","bounces","city","region","network_location","device_category","host_name"
"1","2021-01-07T00:00:00.000","2021","January","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"2","2021-01-11T00:00:00.000","2021","January","2","0","0","0","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"3","2021-01-12T00:00:00.000","2021","January","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"4","2021-01-25T00:00:00.000","2021","January","2","2","2","22","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"5","2021-01-26T00:00:00.000","2021","January","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"6","2021-01-27T00:00:00.000","2021","January","5","2","5","934","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"7","2021-01-28T00:00:00.000","2021","January","2","0","2","0","2","Mesa","Arizona","(not set)","tablet","appsinside.mesaaz.gov"
"8","2021-02-02T00:00:00.000","2021","February","3","0","3","1655","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"9","2021-02-03T00:00:00.000","2021","February","5","2","5","356","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"10","2021-02-04T00:00:00.000","2021","February","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"11","2021-02-04T00:00:00.000","2021","February","2","0","2","0","2","Mesa","Arizona","(not set)","tablet","appsinside.mesaaz.gov"
"12","2021-02-10T00:00:00.000","2021","February","2","0","0","0","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"13","2021-02-11T00:00:00.000","2021","February","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"14","2021-02-17T00:00:00.000","2021","February","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"15","2021-02-18T00:00:00.000","2021","February","2","2","2","0","2","Chandler","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"16","2021-02-22T00:00:00.000","2021","February","5","0","5","81","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"17","2021-02-23T00:00:00.000","2021","February","3","0","3","0","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"18","2021-02-25T00:00:00.000","2021","February","2","0","3","1882","2","Mesa","Arizona","(not set)","tablet","appsinside.mesaaz.gov"
"19","2021-03-02T00:00:00.000","2021","March","3","2","3","907","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"20","2021-03-03T00:00:00.000","2021","March","2","0","2","753","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"21","2021-03-04T00:00:00.000","2021","March","2","2","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"22","2021-03-08T00:00:00.000","2021","March","2","2","2","0","2","Mesa","Arizona","(not set)","mobile","appsinside.mesaaz.gov"
"23","2021-03-09T00:00:00.000","2021","March","5","3","6","1642","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"24","2021-03-10T00:00:00.000","2021","March","5","0","6","81","5","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"25","2021-03-11T00:00:00.000","2021","March","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"26","2021-03-15T00:00:00.000","2021","March","2","0","2","1987","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"27","2021-03-16T00:00:00.000","2021","March","5","0","5","2032","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"28","2021-03-17T00:00:00.000","2021","March","3","0","6","5329","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"29","2021-03-22T00:00:00.000","2021","March","2","2","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"30","2021-03-23T00:00:00.000","2021","March","2","2","2","2190","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"31","2021-03-24T00:00:00.000","2021","March","2","0","3","0","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"32","2021-03-25T00:00:00.000","2021","March","3","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"33","2021-03-29T00:00:00.000","2021","March","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"34","2021-03-30T00:00:00.000","2021","March","2","0","3","0","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"35","2021-04-01T00:00:00.000","2021","April","3","0","3","3045","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"36","2021-04-07T00:00:00.000","2021","April","2","0","5","283","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"37","2021-04-08T00:00:00.000","2021","April","2","0","2","146","0","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"38","2021-04-13T00:00:00.000","2021","April","2","0","3","0","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"39","2021-04-14T00:00:00.000","2021","April","3","0","3","635","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"40","2021-04-14T00:00:00.000","2021","April","2","0","2","0","2","Mesa","Arizona","(not set)","tablet","appsinside.mesaaz.gov"
"41","2021-04-19T00:00:00.000","2021","April","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"42","2021-04-20T00:00:00.000","2021","April","3","2","3","11","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"43","2021-04-22T00:00:00.000","2021","April","3","2","3","0","3","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"44","2021-04-26T00:00:00.000","2021","April","2","0","2","0","2","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"45","2021-04-28T00:00:00.000","2021","April","5","2","8","0","8","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"46","2021-04-29T00:00:00.000","2021","April","5","0","8","1868","6","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
"47","2021-05-04T00:00:00.000","2021","May","5","2","5","0","5","Mesa","Arizona","(not set)","desktop","appsinside.mesaaz.gov"
