"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"10147388","HY336414","2015-07-11T13:29:00.000","014XX W DEVON AVE","031A","ROBBERY","ARMED: HANDGUN","TAVERN/LIQUOR STORE","false","false","2432","024","40","1","03","1165635","1942615","2015","2016-09-17T15:44:51.000","41.998129171","-87.666038464","(41.998129171, -87.666038464)"
"10161309","HY350331","2015-07-21T22:47:00.000","008XX N LARAMIE AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","VEHICLE - OTHER RIDE SERVICE","true","false","1531","015","37","25","15","1141537","1905054","2015","2016-02-02T15:56:29.000","41.895539363","-87.755618907","(41.895539363, -87.755618907)"
"10193758","HY380702","2015-08-08T03:54:00.000","010XX S LARAMIE AVE","0820","THEFT","$500 AND UNDER","OTHER","true","false","1522","015","29","25","06","1141875","1895136","2015","2016-02-02T15:56:29.000","41.868316883","-87.754623131","(41.868316883, -87.754623131)"
"10229018","HY392331","2015-08-21T21:05:00.000","067XX S HERMITAGE AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","true","false","0725","007","15","67","15","1165843","1859929","2015","2016-04-15T15:49:27.000","41.771227939","-87.66763288","(41.771227939, -87.66763288)"
"10272809","HY460974","2015-10-13T21:10:00.000","0000X W POLK ST","0460","BATTERY","SIMPLE","SIDEWALK","true","false","0123","001","2","32","08B","1175980","1896835","2015","2016-02-02T15:56:29.000","41.87227988","-87.629365941","(41.87227988, -87.629365941)"
"10289372","HY477471","2015-10-26T16:07:00.000","084XX S EAST END AVE","3800","INTERFERENCE WITH PUBLIC OFFICER","INTERFERENCE JUDICIAL PROCESS","STREET","true","false","0412","004","8","45","26","1189060","1849479","2015","2016-02-11T15:45:37.000","41.742027557","-87.582862646","(41.742027557, -87.582862646)"
"10289638","HY477868","2015-10-26T21:21:00.000","064XX S RACINE AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","STREET","true","false","0724","007","16","68","18","1169429","1862028","2015","2016-02-03T15:52:18.000","41.776910935","-87.654427131","(41.776910935, -87.654427131)"
"10312007","HY500753","2015-11-12T18:00:00.000","069XX N GREENVIEW AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","2431","024","49","1","05","1165104","1946387","2015","2016-02-02T15:56:29.000","42.008490958","-87.667883978","(42.008490958, -87.667883978)"
"10316648","HY505618","2015-11-17T23:44:00.000","018XX W 103RD ST","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","APARTMENT","true","true","2212","022","19","72","04B","1165898","1836379","2015","2016-02-02T15:56:29.000","41.706602086","-87.668098564","(41.706602086, -87.668098564)"
"10344480","HY535540","2015-12-13T02:00:00.000","013XX N ROCKWELL ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","true","false","1423","014","26","24","26","1158828","1908753","2015","2016-02-02T15:56:29.000","41.90535268","-87.692011234","(41.90535268, -87.692011234)"
"10348956","HY539696","2015-12-16T15:45:00.000","059XX N KENMORE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","ALLEY","true","false","2433","024","48","77","03","1168162","1939832","2015","2016-04-15T15:49:27.000","41.99043815","-87.656823418","(41.99043815, -87.656823418)"
"10352702","HY543778","2015-12-20T05:42:00.000","067XX S DORCHESTER AVE","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","APARTMENT","true","true","0332","003","5","43","04B","1186707","1860391","2015","2016-02-02T15:56:29.000","41.772027099","-87.591138947","(41.772027099, -87.591138947)"
"10355304","HY546281","2015-11-30T00:30:00.000","099XX S LOWE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true","2232","022","34","73","08B","1173725","1838900","2015","2016-02-02T15:56:29.000","41.71335058","-87.639361956","(41.71335058, -87.639361956)"
"10372201","HZ108010","2016-01-02T08:00:00.000","071XX N MANKATO AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","true","false","1621","016","41","12","26","1135130","1947162","2016","2016-02-02T15:56:29.000","42.011203975","-87.77814883","(42.011203975, -87.77814883)"
"10375758","HZ111926","2016-01-11T15:27:00.000","076XX N SHERIDAN RD","0820","THEFT","$500 AND UNDER","SIDEWALK","true","false","2422","024","49","1","06","1165527","1950516","2016","2016-02-02T15:56:29.000","42.019811963","-87.666209262","(42.019811963, -87.666209262)"
"10376371","HZ112605","2016-01-11T23:30:00.000","004XX E 48TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false","0223","002","3","38","07","1180055","1873293","2016","2016-02-02T15:56:29.000","41.807586328","-87.615127788","(41.807586328, -87.615127788)"
"10378473","HZ114778","2016-01-13T21:30:00.000","023XX W TOUHY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","false","2411","024","49","2","08B","1159245","1947721","2016","2016-02-02T15:56:29.000","42.012274439","-87.689403816","(42.012274439, -87.689403816)"
"10380488","HZ116467","2016-01-06T15:50:00.000","091XX S PAXTON AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","true","true","0413","004","7","48","26","1192434","1844707","2016","2016-02-02T15:56:29.000","41.728851343","-87.570655525","(41.728851343, -87.570655525)"
"10380619","HZ116583","2016-01-10T09:41:00.000","091XX S PAXTON AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","true","true","0413","004","7","48","26","1192434","1844707","2016","2016-02-02T15:56:29.000","41.728851343","-87.570655525","(41.728851343, -87.570655525)"
"10381182","HZ117152","2016-01-15T20:25:00.000","048XX W DIVERSEY AVE","0460","BATTERY","SIMPLE","BARBERSHOP","true","false","2521","025","31","19","08B","1143662","1918181","2016","2016-02-02T15:56:29.000","41.931521715","-87.747484859","(41.931521715, -87.747484859)"
