"incident_number","call_time","call_type","race","age","gender","stop_location","veh_state","prior_bpd_involvements","count_tickets","count_warnings","stop_type","stop_outcome","search","contraband","viol_dls","viol_dui","viol_ls","viol_miss","viol_moving","viol_other","viol_vehicle","viol_muni","viol_civil"
"18BU001349","2018-01-19T08:56:00.000","Traffic","White","25","Male - M","Colchester Ave At Chase St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001351","2018-01-19T09:15:00.000","Traffic","White","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001359","2018-01-19T10:54:00.000","Traffic","White","20","Male - M","St Paul St At Kilburn St, Burlington, Vt","VT","0","1","1","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001365","2018-01-19T11:29:00.000","Traffic","White","34","Male - M","S Winooski Ave At King St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001368","2018-01-19T11:46:00.000","Traffic","White","35","Female - F","Riverside Ave At Hillside Ter, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001385","2018-01-19T14:32:00.000","Traffic","White","26","Female - F","North Ave At Saratoga Ave, Burlington, Vt","VT","30","1","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001386","2018-01-19T14:35:00.000","Traffic","White","23","Male - M","N Champlain St At North St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001388","2018-01-19T14:52:00.000","Traffic","White","28","Male - M","Main St At S Winooski Ave, Burlington, Vt","VT","10","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001429","2018-01-19T22:19:00.000","Traffic","White","43","Male - M","Battery St At College St, Burlington, Vt","VT","5","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001434","2018-01-19T23:05:00.000","Traffic","Black","30","Male - M","Manhattan Dr At Ward St, Burlington, Vt","VT","8","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001438","2018-01-20T00:53:00.000","Traffic","Black","22","Female - F","Colchester Ave At East Ave, Burlington, Vt","VT","8","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001449","2018-01-20T03:44:00.000","Traffic","White","50","Female - F","Williston Rd At Dorset St, S Burlington, Vt","PQ","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001454","2018-01-20T09:25:00.000","Traffic","White","25","Male - M","Oak St At Walnut St, Burlington, Vt","VT","7","1","0","V = Vehicle Equipment","Ticket","0","NA","1","0","0","0","0","0","0","0","0"
"18BU001455","2018-01-20T09:27:00.000","Traffic","White","35","Male - M","Buell St At Orchard Ter, Burlington, Vt","VT","0","1","0","M = Moving violation","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001456","2018-01-20T09:55:00.000","Traffic","White","35","Female - F","North Ave At Lakeview Terr, Burlington, Vt","IA","2","1","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001459","2018-01-20T10:36:00.000","Traffic","White","71","Male - M","N Willard St At Charles St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001460","2018-01-20T10:49:00.000","Traffic","White","47","Female - F","S Winooski Ave At Cherry St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001471","2018-01-20T12:53:00.000","Traffic","White","25","Male - M","N Champlain St At Manhattan Dr, Burlington, Vt","VT","3","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001474","2018-01-20T13:34:00.000","Traffic","White","27","Male - M","Ethan Allen Pkwy At Farrington Pkwy, Burlington, Vt","VT","6","1","1","V = Vehicle Equipment","Ticket","0","NA","1","0","0","1","0","0","0","0","0"
"18BU001476","2018-01-20T14:36:00.000","DUI","White","24","Male - M","Rt 127 At North Ave, Burlington, Vt","VT","4","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001480","2018-01-20T16:17:00.000","Traffic","White","54","Female - F","Battery St At Cherry St, Burlington, Vt","VT","2","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001493","2018-01-20T21:09:00.000","Traffic","White","23","Male - M","Main St At St Paul St, Burlington, Vt","VT","6","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001498","2018-01-20T21:44:00.000","Traffic","White","23","Male - M","S Winooski Ave At Buell St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001508","2018-01-21T00:00:00.000","Traffic","Black","45","Male - M","Church St At Main St, Burlington Vt 05401,","NA","7","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001513","2018-01-21T00:54:00.000","Traffic","White","23","Male - M","Church St At Main St, Burlington Vt 05401,","NA","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001530","2018-01-21T10:54:00.000","Traffic","White","51","Female - F","Manhattan Dr At Spring St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001536","2018-01-21T12:44:00.000","Traffic","White","41","Male - M","Maple St At S Union St, Burlington, Vt","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001537","2018-01-21T13:15:00.000","Traffic","White","54","Female - F","N Winooski Ave At North St, Burlington, Vt","VT","11","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001540","2018-01-21T13:24:00.000","Traffic","Black","28","Female - F","North St At N Champain St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001550","2018-01-21T19:09:00.000","Traffic","Hispanic","31","Male - M","N Willard St At Pomeroy St, Burlington, Vt","VT","4","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001553","2018-01-21T19:44:00.000","Traffic","White","34","Male - M","N Champlain St At North St, Burlington, Vt","VT","7","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001562","2018-01-21T23:28:00.000","Traffic","White","26","Female - F","North St At Mansfield Ave, Burlington, Vt","VT","10","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001572","2018-01-22T09:12:00.000","Traffic","White","37","Female - F","St Paul St At S Union St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001578","2018-01-22T11:06:00.000","Traffic","White","56","Male - M","Shelburne Rd At Ledge Rd, Burlington, Vt","VT","8","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001580","2018-01-22T11:24:00.000","Traffic","White","53","Male - M","Howard St At S Union St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001582","2018-01-22T11:35:00.000","Traffic","White","39","Male - M","Riverside Ave At N Prospect St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001592","2018-01-22T12:23:00.000","Traffic","White","42","Male - M","S Prospect St At College St, Burlington, Vt","VT","6","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001594","2018-01-22T12:42:00.000","Traffic","Hispanic","25","Male - M","Pearl St At Clark St, Burlington, Vt","VT","5","1","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001603","2018-01-22T14:56:00.000","Traffic","Asian","79","Female - F","Shelburne Rd At Ledge Rd, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001604","2018-01-22T15:18:00.000","Traffic","White","41","Female - F","Caroline St At Locust St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001605","2018-01-22T15:31:00.000","Traffic","White","28","Male - M","S Prospect St At College St, Burlington, Vt","VT","3","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001627","2018-01-22T22:14:00.000","Traffic","White","20","Male - M","Pearl St At Handy Ct, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001634","2018-01-22T23:22:00.000","Traffic","Black","22","Male - M","Colchester Ave At Fletcher Pl, Burlington, Vt","VT","6","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001637","2018-01-23T00:30:00.000","Traffic","White","23","Male - M","St Paul St At Main St, Burlington, Vt","MA","3","1","1","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","1"
"18BU001643","2018-01-23T07:53:00.000","Operations","White","49","Male - M","Haydenberry Dr At Strawberry Ln, Milton, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001643","2018-01-23T07:53:00.000","Operations","White","40","Male - M","Haydenberry Dr At Strawberry Ln, Milton, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001643","2018-01-23T07:53:00.000","Operations","White","25","Male - M","Haydenberry Dr At Strawberry Ln, Milton, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001643","2018-01-23T07:53:00.000","Operations","White","30","Female - F","1 North Ave, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001643","2018-01-23T07:53:00.000","Operations","White","43","Male - M","Haydenberry Dr At Strawberry Ln, Milton, Vt","VT","4","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001643","2018-01-23T07:53:00.000","Operations","White","51","Male - M","Haydenberry Dr At Strawberry Ln, Milton, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001643","2018-01-23T07:53:00.000","Operations","White","29","Female - F","Haydenberry Dr At Strawberry Ln, Milton, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001677","2018-01-23T15:08:00.000","Traffic","White","40","Male - M","Pearl St At N Union St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001681","2018-01-23T15:29:00.000","Traffic","White","22","Male - M","S Willard St At Pearl St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001700","2018-01-23T23:05:00.000","Traffic","Black","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001717","2018-01-24T10:04:00.000","Traffic","White","27","Female - F","Mahattan Dr At Voltz St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001719","2018-01-24T10:24:00.000","Traffic","White","37","Female - F","North Ave At Sherman St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001720","2018-01-24T10:42:00.000","Traffic","White","29","Male - M","North Ave At North St, Burlington, Vt","VT","3","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU006105","2018-03-24T09:58:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001730","2018-01-24T12:37:00.000","Traffic","White","27","Female - F","Oak St At Willow St, Burlington, Vt","VT","29","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001731","2018-01-24T12:45:00.000","Traffic","White","53","Male - M","Main St At St Paul St, Burlington, Vt","MA","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001765","2018-01-24T18:10:00.000","Traffic","White","48","Male - M","Rt 127 At North Ave, Burlington, Vt","VT","4","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001776","2018-01-24T19:15:00.000","Traffic","Black","41","Male - M","Riverside Ave At Hillside Ter, Burlington, Vt","VT","0","1","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001781","2018-01-24T22:23:00.000","Traffic","White","49","Female - F","Manhattan Dr At Rose St, Burlington, Vt","VT","18","0","1","M = Moving violation","Warning","1","0","0","0","1","0","0","0","0","0","0"
"18BU001784","2018-01-24T23:57:00.000","Traffic","White","51","Female - F","North St At North Ave, Burlington, Vt","VT","3","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001785","2018-01-25T00:28:00.000","Traffic","White","36","Male - M","Shelburne Rd At Flynn Ave, Burlington, Vt","VT","9","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001786","2018-01-25T00:45:00.000","Traffic","White","26","Male - M","S Union St At Howard St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001787","2018-01-25T01:02:00.000","Traffic","White","28","Male - M","Shelburne Rd At Hoover St, Burlington, Vt","VT","1","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001790","2018-01-25T03:47:00.000","Traffic","White","19","Female - F","N Winooski Ave At Pearl St, Burlington, Vt","VT","25","1","0","M = Moving violation","Ticket","0","NA","1","0","0","0","0","0","0","0","0"
"18BU001793","2018-01-25T07:35:00.000","Traffic","White","59","Male - M","North Ave At Crowley St, Burlington, Vt","VT","6","2","0","M = Moving violation","Ticket","0","NA","1","0","0","1","0","0","0","0","0"
"18BU001796","2018-01-25T08:21:00.000","Traffic","White","22","Male - M","Shelburne Rd At Lyman Ave, Burlington, Vt","VT","4","1","1","M = Moving violation","Ticket","0","NA","1","0","0","1","0","0","0","0","0"
"18BU001798","2018-01-25T08:48:00.000","Traffic","White","23","Male - M","Shelburne Rd At Alfred St, Burlington, Vt","VT","3","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001801","2018-01-25T09:01:00.000","Traffic","White","47","Male - M","136 Locust St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001806","2018-01-25T10:10:00.000","Traffic","White","61","Female - F","S Willard St At Cliff St, Burlington, Vt","VT","2","0","1","M = Moving violation","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001808","2018-01-25T10:19:00.000","Traffic","White","71","Female - F","Maple St At S Willard St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001810","2018-01-25T10:44:00.000","Traffic","Asian","23","Female - F","Pearl St At Hungerford Terr, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001815","2018-01-25T11:13:00.000","Traffic","White","27","Female - F","Riverside Ave At N Winooski Ave, Burlington, Vt","MA","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001824","2018-01-25T12:33:00.000","Traffic","White","23","Female - F","Riverside Ave At N Prospect St, Burlington, Vt","PA","3","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001827","2018-01-25T13:16:00.000","Traffic","White","44","Male - M","Spring St At Manhattan Dr, Burlington, Vt","VT","4","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001828","2018-01-25T13:25:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001843","2018-01-25T16:14:00.000","Traffic","White","44","Male - M","Shelburne Rd At Birchcliff Pkwy, Burlington, Vt","NY","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001850","2018-01-25T17:47:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001854","2018-01-25T19:09:00.000","Traffic","White","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001856","2018-01-25T19:54:00.000","Traffic","Asian","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001861","2018-01-25T21:45:00.000","Traffic","White","21","Male - M","Riverside Ave At Hillside Ter, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001862","2018-01-25T22:34:00.000","Traffic","White","28","Male - M","Rt 127 At North Ave, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001864","2018-01-25T23:26:00.000","Traffic","White","48","Female - F","Intervale Ave At North St, Burlington, Vt","VT","16","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001865","2018-01-25T23:28:00.000","Traffic","Black","55","Male - M","N Prospect St At Pearl St, Burlington, Vt","VT","17","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001867","2018-01-25T23:47:00.000","Traffic","White","19","Male - M","N Prospect St At Wilson St, Burlington, Vt","MA","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001876","2018-01-26T03:57:00.000","Traffic","White","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001884","2018-01-26T09:55:00.000","Traffic","Hispanic","35","Female - F","Oak St At Walnut St, Burlington, Vt","VT","3","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001885","2018-01-26T09:56:00.000","Traffic","Asian","39","Female - F","North Ave At Institute Rd, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001887","2018-01-26T09:58:00.000","Traffic","White","25","Male - M","S Union St At Howard St, Burlington, Vt","MA","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001890","2018-01-26T10:34:00.000","Traffic","White","42","Male - M","Park St At Monroe St, Burlington, Vt","VT","5","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001891","2018-01-26T10:45:00.000","Traffic","White","70","Female - F","Riverside Ave At Bright St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001897","2018-01-26T12:15:00.000","Traffic","White","23","Female - F","Manhattan Dr At N Champlain St, Burlington, Vt","VT","3","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001900","2018-01-26T13:08:00.000","Traffic","Asian","67","Male - M","North Ave At Rt 127, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001902","2018-01-26T13:15:00.000","Traffic","White","33","Male - M","Pearl St At N Winooski Ave, Burlington, Vt","VT","1","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001903","2018-01-26T13:16:00.000","Traffic","White","37","Male - M","North Ave At 127 Ramp, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001904","2018-01-26T13:32:00.000","Traffic","White","21","Female - F","N Prospect St At Henry St, Burlington, Vt","VT","0","0","1","D = Susp DUI","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001906","2018-01-26T13:52:00.000","Traffic","White","33","Female - F","North St At N Prospect St, Burlington, Vt","VT","0","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001909","2018-01-26T14:02:00.000","Traffic","White","50","Female - F","S Willard St At Cliff St, Burlington, Vt","VT","2","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001910","2018-01-26T14:14:00.000","Traffic","White","42","Male - M","S Willard St At Pearl St, Burlington, Vt","VT","18","1","1","O = Other","Ticket","0","NA","1","0","0","1","0","0","0","0","0"
"18BU001916","2018-01-26T15:29:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001938","2018-01-26T18:34:00.000","Traffic","White","20","Male - M","Main St At S Willard St, Burlington, Vt","NA","0","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001939","2018-01-26T18:56:00.000","Traffic","White","50","Female - F","Battery St At Maple St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001942","2018-01-26T19:40:00.000","Traffic","White","25","Male - M","Pearl St At St Paul St, Burlington, Vt","CT","2","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001943","2018-01-26T19:52:00.000","Traffic","White","23","Male - M","Main St At S Willard St, Burlington, Vt","NC","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001948","2018-01-26T20:45:00.000","Traffic","White","58","Female - F","Park St At North St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001950","2018-01-26T21:18:00.000","Traffic","Hispanic","38","Male - M","Main St At S Willard St, Burlington, Vt","VT","4","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001952","2018-01-26T21:29:00.000","Traffic","White","22","Male - M","Main St At Summit St, Burlington, Vt","RI","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001953","2018-01-26T21:36:00.000","Traffic","White","21","Male - M","Route 7 At Winter Haven Ln, Shelburne, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001954","2018-01-26T21:55:00.000","Traffic","White","39","Female - F","Route 7 At Maple Leaf Ln, Shelburne, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001955","2018-01-26T21:56:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU001959","2018-01-26T22:18:00.000","Traffic","White","51","Male - M","Route 7 At Champlain Drive, Shelburne, Vt","VT","1","0","1","O = Other","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU001961","2018-01-26T23:26:00.000","Traffic","Asian","52","Male - M","North Ave At North St, Burlington, Vt","VT","10","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001962","2018-01-26T23:38:00.000","Traffic","White","31","Female - F","North St At N Champlain St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001964","2018-01-26T23:48:00.000","Traffic","White","26","Female - F","N Champlain St At Monroe St, Burlington, Vt","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001967","2018-01-27T00:22:00.000","Traffic","White","29","Male - M","Main St At S Willard St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU001978","2018-01-27T09:41:00.000","Traffic","White","27","Female - F","Riverside Ave At Bright St, Burlington, Vt","VT","3","1","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001980","2018-01-27T09:54:00.000","Traffic","White","26","Male - M","Plattsburg Ave At Rt 127 Exit, Burlington, Vt","VT","4","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001983","2018-01-27T11:31:00.000","Traffic","White","24","Female - F","Main St At Battery St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001987","2018-01-27T12:34:00.000","Traffic","Asian","23","Male - M","S Union St At Bayview St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU001989","2018-01-27T12:51:00.000","Traffic","White","29","Male - M","Pine St At Kilburn St, Burlington, Vt","VT","7","2","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001997","2018-01-27T15:02:00.000","Traffic","White","30","Male - M","Spring St At Manhattan Dr, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU001999","2018-01-27T15:42:00.000","Traffic","White","36","Female - F","Park St At Pearl St, Burlington, Vt","VT","19","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU002008","2018-01-27T17:05:00.000","Traffic","Black","NA","NA","Main St At University Ter, Burlington, Vt","MA","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU002009","2018-01-27T17:11:00.000","Crash - Property damage only","White","16","Female - F","Shelburne Rd At 189, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU002012","2018-01-27T18:02:00.000","Traffic","White","26","Male - M","Colchester Ave At East Ave, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU002013","2018-01-27T18:44:00.000","Traffic","White","21","Male - M","Shelburne Rd At Flynn Ave, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU002015","2018-01-27T19:20:00.000","Traffic","White","22","Female - F","S Winooski Ave At Bank St, Burlington, Vt","VT","0","1","0","M = Moving violation","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU002017","2018-01-27T19:57:00.000","Traffic","White","53","Female - F","Maple St At Pine St, Burlington, Vt","VT","24","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU002019","2018-01-27T20:10:00.000","Traffic","Black","17","Male - M","College St At S Prospect St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU002020","2018-01-27T20:56:00.000","Traffic","White","28","Female - F","N Champlain St At Peru St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU002021","2018-01-27T21:32:00.000","Traffic","White","60","Female - F","Pine St At Ferguson Ave, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
