"name","gender","count","year","year_rank"
"Mary","F","7065","1880-01-01T00:00:00.000","1"
"Anna","F","2604","1880-01-01T00:00:00.000","2"
"Emma","F","2003","1880-01-01T00:00:00.000","3"
"Elizabeth","F","1939","1880-01-01T00:00:00.000","4"
"Minnie","F","1746","1880-01-01T00:00:00.000","5"
"Margaret","F","1578","1880-01-01T00:00:00.000","6"
"Ida","F","1472","1880-01-01T00:00:00.000","7"
"Alice","F","1414","1880-01-01T00:00:00.000","8"
"Bertha","F","1320","1880-01-01T00:00:00.000","9"
"Sarah","F","1288","1880-01-01T00:00:00.000","10"
"Annie","F","1258","1880-01-01T00:00:00.000","11"
"Clara","F","1226","1880-01-01T00:00:00.000","12"
"Ella","F","1156","1880-01-01T00:00:00.000","13"
"Florence","F","1063","1880-01-01T00:00:00.000","14"
"Cora","F","1045","1880-01-01T00:00:00.000","15"
"Martha","F","1040","1880-01-01T00:00:00.000","16"
"Laura","F","1012","1880-01-01T00:00:00.000","17"
"Nellie","F","995","1880-01-01T00:00:00.000","18"
"Grace","F","982","1880-01-01T00:00:00.000","19"
"Carrie","F","949","1880-01-01T00:00:00.000","20"
"Maude","F","858","1880-01-01T00:00:00.000","21"
"Mabel","F","808","1880-01-01T00:00:00.000","22"
"Bessie","F","796","1880-01-01T00:00:00.000","23"
"Jennie","F","793","1880-01-01T00:00:00.000","24"
"Gertrude","F","787","1880-01-01T00:00:00.000","25"
"Julia","F","783","1880-01-01T00:00:00.000","26"
"Hattie","F","769","1880-01-01T00:00:00.000","27"
"Edith","F","768","1880-01-01T00:00:00.000","28"
"Mattie","F","704","1880-01-01T00:00:00.000","29"
"Rose","F","700","1880-01-01T00:00:00.000","30"
"Catherine","F","688","1880-01-01T00:00:00.000","31"
"Lillian","F","672","1880-01-01T00:00:00.000","32"
"Ada","F","652","1880-01-01T00:00:00.000","33"
"Lillie","F","647","1880-01-01T00:00:00.000","34"
"Helen","F","636","1880-01-01T00:00:00.000","35"
"Jessie","F","635","1880-01-01T00:00:00.000","36"
"Louise","F","635","1880-01-01T00:00:00.000","37"
"Ethel","F","633","1880-01-01T00:00:00.000","38"
"Lula","F","621","1880-01-01T00:00:00.000","39"
"Myrtle","F","615","1880-01-01T00:00:00.000","40"
"Eva","F","614","1880-01-01T00:00:00.000","41"
"Frances","F","605","1880-01-01T00:00:00.000","42"
"Lena","F","603","1880-01-01T00:00:00.000","43"
"Lucy","F","590","1880-01-01T00:00:00.000","44"
"Edna","F","588","1880-01-01T00:00:00.000","45"
"Maggie","F","582","1880-01-01T00:00:00.000","46"
"Pearl","F","569","1880-01-01T00:00:00.000","47"
"Daisy","F","564","1880-01-01T00:00:00.000","48"
