"run_id","age","sex","date","peak"
"3","22.0","female","2013-06-21T00:00:00.000","PM"
"5","21.0","female","2013-06-20T00:00:00.000","PM"
"6","23.0","female","2013-06-20T00:00:00.000","AM"
"7","24.0","female","2013-06-21T00:00:00.000","AM"
"8","36.0","female","2013-06-27T00:00:00.000","PM"
"9","27.0","female","2013-07-30T00:00:00.000","PM"
"10","35.0","female","2013-07-10T00:00:00.000","AM"
"11","20.0","female","2013-07-11T00:00:00.000","AM"
"12","25.0","female","2013-07-31T00:00:00.000","AM"
"13","19.0","female","2013-07-16T00:00:00.000","AM"
"14","25.0","female","2013-07-23T00:00:00.000","PM"
"16","22.0","female","2013-08-28T00:00:00.000","AM"
"17","51.0","female","2013-06-17T00:00:00.000","PM"
"18","50.0","female","2013-06-25T00:00:00.000","AM"
"19","48.0","female","2013-06-24T00:00:00.000","PM"
"20","63.0","female","2013-06-26T00:00:00.000","PM"
"22","66.0","female","2013-07-23T00:00:00.000","AM"
"23","70.0","female","2013-08-12T00:00:00.000","PM"
"24","54.0","female","2013-07-09T00:00:00.000","PM"
"25","63.0","female","2013-07-29T00:00:00.000","PM"
"26","46.0","female","2013-07-15T00:00:00.000","AM"
"27","70.0","female","2013-07-15T00:00:00.000","PM"
"28","62.0","female","2013-07-16T00:00:00.000","PM"
"29","60.0","female","2013-07-18T00:00:00.000","PM"
"31","64.0","female","2013-08-27T00:00:00.000","PM"
"32","57.0","female","2013-08-29T00:00:00.000","PM"
"34","18.0","male","2013-07-19T00:00:00.000","PM"
"35","42.0","male","2013-06-19T00:00:00.000","PM"
"36","21.0","male","2013-06-24T00:00:00.000","AM"
"37","24.0","male","2013-07-24T00:00:00.000","PM"
"38","23.0","male","2013-07-11T00:00:00.000","PM"
"39","20.0","male","2013-07-08T00:00:00.000","PM"
"40","20.0","male","2013-08-23T00:00:00.000","AM"
"41","22.0","male","2013-07-26T00:00:00.000","AM"
"42","28.0","male","2013-07-30T00:00:00.000","AM"
"43",,,"2013-08-28T00:00:00.000","PM"
"44","26.0","male","2013-08-09T00:00:00.000","AM"
"45","21.0","male","2013-07-25T00:00:00.000","AM"
"46","30.0","male","2013-08-05T00:00:00.000","PM"
"47","27.0","male","2013-08-26T00:00:00.000","PM"
"48","22.0","male","2013-08-13T00:00:00.000","PM"
"49","71.0","male","2013-06-18T00:00:00.000","AM"
"50","55.0","male","2013-06-19T00:00:00.000","AM"
"51","48.0","male","2013-06-26T00:00:00.000","AM"
"52","48.0","male","2013-06-27T00:00:00.000","AM"
"53","50.0","male","2013-06-25T00:00:00.000","PM"
"54","60.0","male","2013-07-29T00:00:00.000","AM"
"55","71.0","male","2013-07-26T00:00:00.000","PM"
"56","67.0","male","2013-08-30T00:00:00.000","PM"
"57","49.0","male","2013-07-09T00:00:00.000","AM"
"58","69.0","male","2013-07-25T00:00:00.000","PM"
"59","67.0","male","2013-08-08T00:00:00.000","PM"
"60","70.0","male","2013-08-07T00:00:00.000","PM"
"61","51.0","male","2013-08-14T00:00:00.000","AM"
"62","46.0","male","2013-08-21T00:00:00.000","AM"
"63","47.0","male","2013-08-08T00:00:00.000","AM"
"64","58.0","male","2013-08-27T00:00:00.000","AM"
"65","24.0","male","2013-08-29T00:00:00.000","AM"
"66","27.0","male","2013-08-30T00:00:00.000","AM"
