"id","datetime","month","year","time_min_sec_to_make_10km_trip_peak_driving_conditions","time_min_sec_to_make_10km_trip_typical_driving_conditions","_2018_target_50_of_the_time","_2018_target_85_of_the_time"
"4","2017-12-31T00:00:00.000","December","2017","10.09","13.35","<12:30","<16:00"
"2","2015-12-31T00:00:00.000","December","2015","10.55","14.2","<12:30","<16:00"
"3","2016-12-31T00:00:00.000","December","2016","10.41","14.07","<12:30","<16:00"
"1","2014-12-31T00:00:00.000","December","2014","11.11","14.45","<12:30","<16:00"
