"id","datetime","month","year","_2007__millions__basic_prices","_2018_target"
"3","2013-12-31T00:00:00.000","December","2013","93418.8218","98750"
"4","2014-12-31T00:00:00.000","December","2014","98842.97897499999","98750"
"5","2015-12-31T00:00:00.000","December","2015","95595.685925","98750"
"6","2016-12-22T00:00:00.000","December","2016","92257.82664999999","98750"
"7","2017-12-31T00:00:00.000","December","2017","95174.40375000001","98750"
"8","2018-12-31T00:00:00.000","December","2018","97388.4473","98750"
