"id","datetime","month_number","month","year","report_period","monthly_attendance","target"
"1","2012-01-01T00:00:00.000","1","JANUARY","2012","12-Jan","0","0"
"2","2012-01-31T00:00:00.000","1","JANUARY","2012","12-Jan","282755","230367"
"3","2012-02-29T00:00:00.000","2","FEBRUARY","2012","12-Feb","329109","271124"
"4","2012-03-31T00:00:00.000","3","MARCH","2012","12-Mar","382587","337191"
"5","2012-04-30T00:00:00.000","4","APRIL","2012","12-Apr","355250","323137"
"6","2012-05-31T00:00:00.000","5","MAY","2012","12-May","359504","314676"
"7","2012-06-30T00:00:00.000","6","JUNE","2012","12-Jun","362206","304455"
"8","2012-07-31T00:00:00.000","7","JULY","2012","12-Jul","342683","320698"
"9","2012-08-31T00:00:00.000","8","AUGUST","2012","12-Aug","453891","291265"
"10","2012-09-30T00:00:00.000","9","SEPTEMBER","2012","12-Sep","283996","243688"
"11","2012-10-31T00:00:00.000","10","OCTOBER","2012","12-Oct","357780","304427"
"12","2012-11-30T00:00:00.000","11","NOVEMBER","2012","12-Nov","370789","119179"
"13","2012-12-31T00:00:00.000","12","DECEMBER","2012","12-Dec","270756","263062"
"14","2013-01-01T00:00:00.000","1","JANUARY","2013","13-Jan","0","0"
"15","2013-01-31T00:00:00.000","1","JANUARY","2013","13-Jan","353591","282755"
"16","2013-02-28T00:00:00.000","2","FEBRUARY","2013","13-Feb","339873","329109"
"17","2013-03-31T00:00:00.000","3","MARCH","2013","13-Mar","381396","382587"
"18","2013-04-30T00:00:00.000","4","APRIL","2013","13-Apr","416776","355250"
"19","2013-05-31T00:00:00.000","5","MAY","2013","13-May","592611","359504"
"20","2013-06-30T00:00:00.000","6","JUNE","2013","13-Jun","491484","362206"
"21","2013-07-31T00:00:00.000","7","JULY","2013","13-Jul","405649","342683"
"22","2013-08-31T00:00:00.000","8","AUGUST","2013","13-Aug","384024","453891"
"23","2013-09-30T00:00:00.000","9","SEPTEMBER","2013","13-Sep","276541","283996"
"24","2013-10-31T00:00:00.000","10","OCTOBER","2013","13-Oct","351036","357780"
"25","2013-11-30T00:00:00.000","11","NOVEMBER","2013","13-Nov","381012","370789"
"26","2013-12-31T00:00:00.000","12","DECEMBER","2013","13-Dec","268112","270756"
"27","2014-01-01T00:00:00.000","1","JANUARY","2014","14-Jan","0","0"
"28","2014-01-31T00:00:00.000","1","JANUARY","2014","14-Jan","351448","353591"
"29","2014-02-28T00:00:00.000","2","FEBRUARY","2014","14-Feb","365523","339873"
"30","2014-03-31T00:00:00.000","3","MARCH","2014","14-Mar","424831","381396"
"32","2014-05-31T00:00:00.000","5","MAY","2014","14-May","393330","592611"
"31","2014-04-30T00:00:00.000","4","APRIL","2014","14-Apr","389360","416776"
"33","2014-06-30T00:00:00.000","6","JUNE","2014","14-Jun","347269","349480"
"34","2014-07-31T00:00:00.000","7","JULY","2014","14-Jul","375803","369214"
"35","2014-08-31T00:00:00.000","8","AUGUST","2014","14-Aug","321728","384024"
"36","2014-09-30T00:00:00.000","9","SEPTEMBER","2014","14-Sep","309213","276541"
"37","2014-10-31T00:00:00.000","10","OCTOBER","2014","14-Oct","368624","351036"
"38","2014-11-30T00:00:00.000","11","NOVEMBER","2014","14-Nov","393159","381012"
"39","2014-12-31T00:00:00.000","12","DECEMBER","2014","14-Dec","371324","268112"
"41","2015-01-31T00:00:00.000","1","JANUARY","2015","15-Jan","494916","280628"
"43","2015-03-31T00:00:00.000","3","MARCH","2015","15-Mar","530963","339951"
"40","2015-01-01T00:00:00.000","1","JANUARY","2015","15-Jan","0","0"
"42","2015-02-28T00:00:00.000","2","FEBRUARY","2015","15-Feb","492377","292040"
"45","2015-05-31T00:00:00.000","5","MAY","2015","15-May","472335","474088"
"44","2015-04-30T00:00:00.000","4","APRIL","2015","15-Apr","487311","333420"
"46","2015-06-30T00:00:00.000","6","JUNE","2015","15-Jun","432268","347269"
"48","2015-08-31T00:00:00.000","8","AUGUST","2015","15-Aug","513189","321728"
"47","2015-07-31T00:00:00.000","7","JULY","2015","15-Jul","523272","375803"
"50","2015-10-31T00:00:00.000","10","OCTOBER","2015","15-Oct","432367","368624"
"49","2015-09-30T00:00:00.000","9","SEPTEMBER","2015","15-Sep","376550","309231"
"53","2016-01-01T00:00:00.000","1","JANUARY","2016","16-Jan","0","0"
"51","2015-11-30T00:00:00.000","11","NOVEMBER","2015","15-Nov","462637","393159"
"54","2016-01-31T00:00:00.000","1","JANUARY","2016","16-Jan","510308","503447"
"52","2015-12-31T00:00:00.000","12","DECEMBER","2015","15-Dec","402371","371324"
"77","2017-11-30T00:00:00.000","11","NOVEMBER","2017","17-Nov","514650","545393"
"71","2017-05-30T00:00:00.000","5","MAY","2017","17-May","510143","499505"
"89","2018-10-31T00:00:00.000","10","OCTOBER","2018","18-Oct","502159","493083"
"67","2017-01-31T00:00:00.000","1","JANUARY","2017","17-Jan","516207","510308"
"60","2016-07-31T00:00:00.000","7","JULY","2016","16-Jul","487693","523272"
"90","2018-11-30T00:00:00.000","11","NOVEMBER","2018","18-Nov","530066","514650"
"65","2016-12-31T00:00:00.000","12","DECEMBER","2016","16-Dec","424747","402371"
"79","2018-01-31T00:00:00.000","1","JANUARY","2018","18-Jan","0","0"
"75","2017-09-30T00:00:00.000","9","SEPTEMBER","2017","17-Sep","401078","399049"
"74","2017-08-31T00:00:00.000","8","AUGUST","2017","17-Aug","472682","466961"
"69","2017-03-31T00:00:00.000","3","MARCH","2017","17-Mar","558245","516119"
"87","2018-08-31T00:00:00.000","8","AUGUST","2018","18-Aug","488414","472682"
"83","2018-04-30T00:00:00.000","4","APRIL","2018","18-Apr","604706","521738"
"88","2018-09-30T00:00:00.000","9","SEPTEMBER","2018","18-Sep","431773","401078"
"62","2016-09-30T00:00:00.000","9","SEPTEMBER","2016","16-Sep","399049","376928"
"72","2017-06-30T00:00:00.000","6","JUNE","2017","17-Jun","463141","436490"
"78","2017-12-31T00:00:00.000","12","DECEMBER","2017","17-Dec","439434","424747"
"57","2016-04-30T00:00:00.000","4","APRIL","2016","16-Apr","507983","496258"
"76","2017-10-31T00:00:00.000","10","OCTOBER","2017","17-Oct","493083","475462"
"59","2016-06-30T00:00:00.000","6","JUNE","2016","16-Jun","436490","432268"
"84","2018-05-31T00:00:00.000","5","MAY","2018","18-May","510243","510143"
"61","2016-08-31T00:00:00.000","8","AUGUST","2016","16-Aug","466961","514467"
"85","2018-06-30T00:00:00.000","6","JUNE","2018","18-Jun","476640","463141"
"80","2018-01-31T00:00:00.000","1","JANUARY","2018","18-Jan","525807","516207"
"63","2016-10-31T00:00:00.000","10","OCTOBER","2016","16-Oct","475462","432620"
"55","2016-02-29T00:00:00.000","2","FEBRUARY","2016","16-Feb","509315","501420"
"68","2017-02-28T00:00:00.000","2","FEBRUARY","2017","17-Feb","501590","509315"
"64","2016-11-30T00:00:00.000","11","NOVEMBER","2016","16-Nov","545393","462637"
"82","2018-03-31T00:00:00.000","3","MARCH","2018","18-Mar","588608","558245"
"73","2017-07-31T00:00:00.000","7","JULY","2017","17-Jul","460095","487693"
"81","2018-02-28T00:00:00.000","2","FEBRUARY","2018","18-Feb","500776","501590"
"58","2016-05-31T00:00:00.000","5","MAY","2016","16-May","499505","480389"
"56","2016-03-31T00:00:00.000","3","MARCH","2016","16-Mar","516119","541733"
"66","2017-01-31T00:00:00.000","1","JANUARY","2017","17-Jan","0","0"
"70","2017-04-30T00:00:00.000","4","APRIL","2017","17-Apr","521738","507983"
