"id","datetime","month","year","_visits_per_capita","_2018_target"
"1","2011-12-31T00:00:00.000","December","2011","10.7","12"
"6","2016-12-31T00:00:00.000","December","2016","12.5","12"
"5","2015-12-31T00:00:00.000","December","2015","12.6","12"
"7","2017-12-31T00:00:00.000","December","2017","11.8","12"
"3","2013-12-31T00:00:00.000","December","2013","11.1","12"
"2","2012-12-31T00:00:00.000","December","2012","10.9","12"
"4","2014-12-31T00:00:00.000","December","2014","11.1","12"
