"id","datetime","month","year","commercial_in_millons","industrial","institutional","total_current_dollars"
"2","2010-12-31T00:00:00.000","DECEMBER","2010","705.6","96.2","124.6","926.4"
"3","2011-12-31T00:00:00.000","DECEMBER","2011","790.3","47.6","116.3","954.2"
"4","2012-12-31T00:00:00.000","DECEMBER","2012","800.8","153.8","209.3","1163.9"
"5","2013-12-31T00:00:00.000","DECEMBER","2013","768.5","56.9","550.7","1376.1"
"6","2014-12-31T00:00:00.000","DECEMBER","2014","1043.2","58.9","448.6","1550.7"
"1","2009-12-31T00:00:00.000","DECEMBER","2009","747.5","83.6","280.2","1111.3"
"7","2016-12-31T00:00:00.000","DECEMBER","2015","1048.80","66","370.30","1485.20"
"8","2016-12-31T00:00:00.000","DECEMBER","2016","1107.90","240.90","377.70","1726.50"
"9","2017-12-31T00:00:00.000","December","2017","666.0","53.2","397.3","1116.5"
