"id","datetime","month","year","_agree__strongly_agree","_2018_target"
"1","2010-12-31T00:00:00.000","December","2010","42","55"
"2","2012-12-31T00:00:00.000","Decmeber","2012","42","55"
"3","2013-12-31T00:00:00.000","December","2013","38","55"
"4","2014-12-31T00:00:00.000","December","2014","46","55"
"5","2015-12-31T00:00:00.000","December","2015","50","55"
"6","2016-12-31T00:00:00.000","December","2016","53","55"
"7","2017-12-31T00:00:00.000","December","2017","53","55"
