"id","datetime","month","year","rides_capita","_2018_target"
"1","2010-12-31T00:00:00.000","<p>December</p>","<p>2010</p>","93.5","105"
"2","2011-12-31T00:00:00.000","<p>December</p>","<p>2011</p>","98.9","105"
"3","2012-12-31T00:00:00.000","<p>December</p>","<p>2012</p>","101.3","105"
"4","2013-12-31T00:00:00.000","<p>December</p>","<p>2013</p>","102.7","105"
"5","2014-12-31T00:00:00.000","<p>December</p>","<p>2014</p>","101.7","105"
"6","2015-12-31T00:00:00.000","<p>December</p>","<p>2015</p>","99.1","105"
"7","2016-12-31T00:00:00.000","<p>December</p>","<p>2016</p>","96.9","105"
"8","2017-12-31T00:00:00.000","December","2017","91.6","105.0"
