"id","datetime","month","year","consumer_bankruptcy_rate","business_bankruptcy_rate"
"6","2015-12-31T00:00:00.000","December","2015","1.1","0.2"
"8","2017-12-31T00:00:00.000","December","2017","1.5","0.2"
"7","2016-12-31T00:00:00.000","December","2016","1.5","0.2"
