"corridor","corridor_description","corridor_num_and_description","fy","clean_corridor","type","detailed_type","midpoint_times","side_of_street","supdistrict","dpw_zone","representative_street_segment","cnn_route_id","evaluation_date","evaluator_name","inspector","_11_score_10_20_or_30_score","_21_litter_10_20_or_30_score","_22_grime_leaks_spills_of_sidewalk_w_out","_24_illegal_dumping_y_n_where_y_none","_251_feces_needles_condoms_y_n_where_y_none","_252_broken_glass_y_n_where_y_none","_26_odors_dpw","_27_odors_nondpw","_31_public_dpw","_32_public_nondpw","_33_private_please_indicate_nearest_address_on_attached_work_s","_34_sidewalk_on_sidewalk_preiously_23","total_trash_receptacles","_41_fullness","_42_cleanliness_of_trash_receptacles","_43_cleanliness_around_trash_receptacles","_44_painting","_45_structural_integrity_function","_46_doors","total_trees","_51_cleanliness","_52_tree_appearance","_53_weediness","_54_clearance","_11_pass","_21_pass","_22_pass","_31_pass","_32_pass","_33_pass","_34_pass","_41_pass","_42_pass","_43_pass","_44_pass","_45_pass","_46_pass","_51_pass","_52_pass","_53_pass","_54_pass","longitude","latitude","location","priority"
,"Campbell Ave -- San Bruno to Delta",,"2017-18",,"Residential","Residential","Mon 12PM to 5PM","L","10","E","Campbell Ave  :  Holyoke St  -  Alpha St","3642000","2018-05-14T00:00:00.000","Jordan","JBR","1","1","0.9685","1","1","1","1","1","0","1.266666667","0","0.446031746","0",,,,,,,"7","1","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4035066","37.71435723",,"Regular"
"28","Geary A: Arguello - 7th","#28 Geary A: Arguello - 7th","2017-18","Clean Corridor","Commercial","Commercial","Fri 12PM to 5PM","R","1","C","Geary Blvd  :  Arguello Blvd  -  02nd Ave","6057101","2018-05-18T00:00:00.000","Jordan","JBR","1.5","1.166666667","0.96","1","1","1","1","1","0","7","0","1.583333333","2","1","1","1","1","1","1","20","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","-122.4588587","37.78125706",,"Regular"
,"Cortland Ave -- Folsom to Bradford",,"2017-18",,"Residential","Residential","Thur 1st, 3rd 8AM to 10AM","L","9","D","Cortland Ave  :  Prentiss St  -  Nevada St","4433000","2018-06-07T00:00:00.000","Jordan","JBR","1","1.071428571","0.9571428571","1","1","1","1","1","0","2","0","0.2142857143","0",,,,,,,"12","0.9","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4119916","37.73971001",,"Regular"
,"Lyon St -- Hayes to Turk",,"2017-18",,"Residential","Residential","Mon 8AM to 12PM","L","5","C","Lyon St  :  Grove St  -  Fulton St","8558000","2018-06-25T00:00:00.000","Jordan","JBR","1.2","1","0.967","1","1","1","1","1","0","3.2","0","0.5","0",,,,,,,"35","0.8211111111","1","1","1","1","1","1","1","0","1","0",,,,,,,"0","1","1","1","-122.4429454","37.77529553",,"Regular"
,"Eucalyptus Dr -- 19th to 23rd Ave",,"2017-18",,"Residential","Residential","Tue 1st, 3rd 10AM to 12PM","R","7","F","Eucalyptus Dr  :  19th Ave  -  20th Ave","5269000","2018-05-15T00:00:00.000","Jordan","JBR","1","1","0.972","1","1","1","1","1","0","1","0","0.1","0",,,,,,,"0",,,,,"1","1","1","1","0","1","0",,,,,,,,,,,"-122.4748566","37.73106575",,"Regular"
,"25th Ave -- Lawton to Ortega",,"2017-18",,"Residential","Residential","Thu 2nd, 4th  8AM to 10AM","L","4","F","25th Ave  :  Lawton St  -  Moraga St","1385000","2018-06-14T00:00:00.000","Jordan","JBR","1","1","0.9726666667","1","1","1","1","1","0","0.7333333333","0","0.0666666667","0",,,,,,,"26","1","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4831615","37.75768385",,"Priority"
,"Kirkham St -- 30th to 35th Ave",,"2017-18",,"Residential","Residential","Fri 2nd, 4th 9AM to 11AM","R","4","F","Kirkham St  :  34th Ave  -  35th Ave","7872000","2018-06-08T00:00:00.000","Jordan","JBR","1","1.2","0.956","1","1","1","1","1","0","1.8","0","0.2","0",,,,,,,"7","1","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4929369","37.75912292",,"Priority"
,"03rd Ave: Hugo St - Irving St",,"2017-18",,"Residential","Residential","Fri 2nd, 4th 11AM to 1PM","L","5","C","03rd Ave  :  Hugo St  -  Irving St","161000","2018-06-08T00:00:00.000","Jordan","JBR","1","1","0.9619444444","1","1","1","1","1","0","1.805555556","0","0.1111111111","0",,,,,,,"16","1","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.459953","37.76525678",,"Priority"
"89","6th St: Market - Folsom","#89 6th St: Market - Folsom","2017-18","Clean Corridor","Commercial","Commercial","Wed 12PM to 5PM","L","6","B","06th St  :  Market St  -  Stevenson St","326000","2018-05-23T00:00:00.000","Jordan","JBR","1","1","0.9527777778","1","1","1","1","1","0.1111111111","3.111111111","0","0.1111111111","0",,,,,,,"22","1","1","1","1","1","1","1","0","0","1","0",,,,,,,"1","1","1","1","-122.410292","37.78223058",,"Regular"
"96","Fillmore B: O'Farrell","#96 Fillmore B: O'Farrell","2017-18",,"Commercial","Residential/Commercial","Mon 8AM to 12PM","L","5","C","Ofarrell St  :  Fillmore St  -  Steiner St","9738000","2018-06-11T00:00:00.000","Jordan","JBR","1","1","0.98","1","1","1","1","1","0","1.25","0","0","0",,,,,,,"9","0.7777777778","1","1","1","1","1","1","1","0","1","1",,,,,,,"0","1","1","1","-122.4327062","37.78329259",,"Priority"
"48","3rd St E: Oakdale - Williams","#48 3rd St E: Oakdale - Williams","2017-18","Clean Corridor","Commercial","Commercial","Wed 12PM to 5PM","L","10","E","03rd St  :  Oakdale Ave  -  Palou Ave","212101","2018-05-23T00:00:00.000","Jordan","JBR","1","1","0.9585714286","1","1","1","1","1","0","1.642857143","0","0.0714285714","7","1","1","1","1","1","1","34","0.9306122449","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","-122.3906938","37.73479736",,"Regular"
"5","24th B: Folsom - Valencia","#5 24th B: Folsom - Valencia","2017-18","Clean Corridor","Commercial","Commercial","Thu 12PM to 5PM","L","9","D","24th St  :  Folsom St  -  Shotwell St","1340000","2018-06-21T00:00:00.000","Jordan","JBR","1.4","1.2","0.956","1","1","1","1","1","0.5","8.1","0","1.5","8","1","1","1","1","1","1","32","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","-122.414086","37.75250607",,"Regular"
,"Bush St -- Mason to Larkin",,"2017-18",,"Residential","Residential","Mon 8AM to 12PM","L","3","A","Bush St  :  Jones St  -  Leavenworth St","3440000","2018-06-04T00:00:00.000","Jordan","JBR","1.8","1.75","0.955","1","1","1","1","1","0","4.55","0","0.55","0",,,,,,,"18","0.7466666667","1","1","1","1","1","1","1","0","1","0",,,,,,,"0","1","1","1","-122.4137284","37.78952932",,"Priority"
,"Silliman St -- Brussels to Bowdoin",,"2017-18",,"Residential","Residential","Fri 12PM to 5PM","L","9","D","Silliman St  :  Hamilton St  -  Bowdoin St","11879000","2018-05-11T00:00:00.000","Jordan","JBR","1","1","0.966","1","1","1","1","1","0","0.6666666667","0","0.1666666667","0",,,,,,,"28","0.96","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4110145","37.72968772",,"Regular"
"56","Fremont","#56 Fremont","2017-18",,"Commercial","Commercial","Tue 12PM to 5PM","R","6","B","Fremont St  :  Mission St  -  Transbay Hump","5861001","2018-06-05T00:00:00.000","Jordan","JBR","1","1","0.973","1","1","1","1","1","0","0.5","0","0","0",,,,,,,"4","1","1","1","1","1","1","1","1","0","1","1",,,,,,,"1","1","1","1","-122.3966897","37.79046107",,"Priority"
"71","Van Ness 2: 22nd - 18th","#71 Van Ness 2: 22nd - 18th","2017-18","Clean Corridor","Commercial","Residential","Fri 12PM to 5PM","L","9","D","South Van Ness Ave  :  18th St  -  19th St","12025000","2018-06-15T00:00:00.000","Jordan","JBR","1.1875","1.5","0.959375","1","1","1","1","1","0","3.0625","0","0.5","2","1","1","1","1","1","1","54","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","-122.4171789","37.76196753",,"Priority"
"38","Church St: Duboce - 18th","#38 Church St: Duboce - 18th","2017-18","Clean Corridor","Commercial","Public","Thu 12PM to 5PM","R","8","D","18th St  :  Dolores St  -  Church St","887000","2018-06-14T00:00:00.000","Jordan","JBR","1.3","1.20625","0.9635","1","1","1","1","1","0","5.44375","0","0.71875","8","1","1","1","1","1","1","69","0.9338972431","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","-122.4260765","37.76142713",,"Priority"
,"Goettingen St -- Ordway to Campbell",,"2017-18",,"Residential","Residential","Tue 12PM to 5PM, Wed 8AM to 12PM","R","10","E","Goettingen St  :  Wilde Ave  -  Alpha St","6246000","2018-06-05T00:00:00.000","Jordan","JBR","1","1.083333333","0.9775","1","1","1","1","1","0","1","0","0.0833333333","0",,,,,,,"15","1","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4021212","37.7161345",,"Priority"
,"Prague St -- Geneva to Pope",,"2017-18",,"Residential","Residential","Mon 8AM to 12PM","R","11","E","Prague St  :  Drake St  -  Curtis St","10737000","2018-05-14T00:00:00.000","Jordan","JBR","1.035714286","1.035714286","0.9702380952","1","1","1","1","1","0","1.5","0","0.0476190476","0",,,,,,,"28","0.9444444444","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4366877","37.71002343",,"Regular"
"20","West Portal: Ulloa - 15th Ave","#20 West Portal: Ulloa - 15th Ave","2017-18","Clean Corridor","Commercial","Commercial","Fri 12PM to 5PM","L","7","F","West Portal Ave  :  Ulloa St  -  Vicente St","13577101","2018-06-22T00:00:00.000","Jordan","JBR","1","1","0.972","1","1","1","1","1","0","1.895238095","0","0","5","1","1","1","1","1","1","60","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","-122.465829","37.74089198",,"Regular"
"95","Fillmore A: along Sutter","#95 Fillmore A: along Sutter","2017-18",,"Commercial","Residential","Thu 12PM to 5PM","L","5","C","Sutter St  :  Laguna St  -  Buchanan St","12335000","2018-05-17T00:00:00.000","Jordan","JBR","1.375","1","0.9685","1","1","1","1","1","0","2.108333333","0","0","4","1","1","1","1","1","1","44","0.9305555556","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","-122.4283356","37.78671266",,"Regular"
"51","Noriega B: 30th - 33rd","#51 Noriega B: 30th - 33rd","2017-18","Clean Corridor","Commercial","Commercial","Thu 12PM to 5PM","R","4","F","Noriega St  :  30th Ave  -  31st Ave","9664000","2018-06-28T00:00:00.000","Jordan","JBR","1.5","1.166666667","0.9483333333","1","1","1","1","1","0","1.5","0","0","4","1","1","1","1","1","1","10","0.8","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","-122.4882641","37.7537209",,"Regular"
,"Liberty St -- Guerrero to Rayburn",,"2017-18",,"Residential","Residential","Mon 8AM to 12PM","L","8","D","Liberty St  :  Sanchez St  -  Sanchez St","8325000","2018-06-18T00:00:00.000","Jordan","JBR","1","1","0.9683333333","1","1","1","1","1","0","0.4666666667","0","0.1","0",,,,,,,"51","0.9583333333","0.96875","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4302602","37.75715468",,"Priority"
"78","Van Ness 9: Greenwich - North Point","#78 Van Ness 9: Greenwich - North Point","2017-18","Clean Corridor","Commercial","Residential","Fri 12PM to 5PM","R","2","A","Van Ness Ave  :  Greenwich St  -  Lombard St","13169101","2018-06-01T00:00:00.000","Jordan","JBR","1.1","1.2","0.957","1","1","1","1","1","0","3.5","0","0.6","4","1","1","1","1","1","1","22","0.7866666667","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","-122.4243587","37.80041503",,"Priority"
,"Judah St -- 10th to 15th Ave",,"2017-18",,"Residential","Residential","Fri 12PM to 5PM","L","5","C","Judah St  :  10th Ave  -  11th Ave","7645201","2018-05-21T00:00:00.000","Jordan","JBR","1.2","1","0.969","1","1","1","1","1","0","1","0","0.2","0",,,,,,,"9","1","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4672531","37.76212798",,"Regular"
"97","Fillmore C: Geary, Scott - Webster","#97 Fillmore C: Geary, Scott - Webster","2017-18",,"Commercial","Commercial","Thu 12PM to 5PM","R","5","C","Geary Blvd  :  Webster St  -  Fillmore St","6041102","2018-06-07T00:00:00.000","Jordan","JBR","1.25","1","0.9613214286","1","1","1","1","1","0","8.325","0","0.725","2","1","1","1","1","1","1","45","0.6759259259","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","-122.4312049","37.78456824",,"Regular"
,"Douglass St -- Market to 20th St",,"2017-18",,"Residential","Residential","Mon 8AM to 12PM","L","8","D","Douglass St  :  19th St  -  Carson St","4945000","2018-06-25T00:00:00.000","Jordan","JBR","1","1","0.9733333333","1","1","1","1","1","0","1","0","0.0833333333","0",,,,,,,"36","1","0.9791666667","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4391673","37.75902775",,"Regular"
,"Peru Ave -- Lisbon to Athens",,"2017-18",,"Residential","Residential","Mon 8AM to 12PM","L","11","E","Peru Ave  :  Lisbon St  -  Madrid St","10376000","2018-06-04T00:00:00.000","Jordan","JBR","1","1","0.958","1","1","1","1","1","0","1","0","0","0",,,,,,,"22","0.96","1","1","1","1","1","1","1","0","1","1",,,,,,,"1","1","1","1","-122.428903","37.72822171",,"Priority"
,"24th Ave -- Traval to Wawona",,"2017-18",,"Residential","Residential","Tues 1st, 3rd  8AM to 10AM","L","4","F","24th Ave  :  Vicente St  -  Wawona St","1312000","2018-05-15T00:00:00.000","Jordan","JBR","1","1","0.972","1","1","1","1","1","0","1.733333333","0","0.2","0",,,,,,,"45","0.875","1","1","1","1","1","1","1","0","1","0",,,,,,,"0","1","1","1","-122.4807868","37.73908876",,"Regular"
,"26th Ave -- Seacliff to California",,"2017-18",,"Residential","Residential","Mon 1st, 3rd 9AM to 11AM","L","1","C","26th Ave  :  Lake St  -  California St","1470000","2018-05-21T00:00:00.000","Jordan","JBR","1","1.1","0.9785","1","1","1","1","1","0","0.45","0","0.225","0",,,,,,,"30","1","1","1","1","1","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4862238","37.78569713",,"Regular"
,"Missouri St -- Mariposa to 22nd St",,"2017-18",,"Residential","Residential","Thurs 12PM to 5pm","L","10","E","Missouri St  :  Mariposa St  -  18th St","9209000","2018-06-14T00:00:00.000","Jordan","JBR","1","1","0.9633333333","1","1","1","1","1","0","2.19","0","0","0",,,,,,,"45","1","1","1","1","1","1","1","1","0","1","1",,,,,,,"1","1","1","1","-122.3966445","37.76385062",,"Regular"
"21","Glen Park: Diamond - Chenery - San Jose","#21 Glen Park: Diamond - Chenery - San Jose","2017-18","Clean Corridor","Commercial","Commercial","Wed 12PM to 5PM","L","8","D","Diamond St  :  Chenery St  -  Wilder St","4770000","2018-05-16T00:00:00.000","Jordan","JBR","1","1.214285714","0.9647619048","1","1","1","1","1","0","1.761904762","0","0.1904761905","2","1","1","1","1","1","1","21","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","-122.4338791","37.73450782",,"Regular"
"27","Leland Avenue - Bayshore to Cora","#27 Leland Avenue - Bayshore to Cora","2017-18","Clean Corridor","Commercial","Commercial","Thu 12PM to 5PM","L","10","E","Leland Ave  :  Bay Shore Blvd  -  Desmond St","8292000","2018-06-21T00:00:00.000","Jordan","JBR","1.066666667","1.366666667","0.9626666667","1","1","1","1","1","0","1","0","0.1","1","1","1","1","1","1","1","39","0.975","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","-122.4036501","37.71118857",,"Priority"
"70","Van Ness 1: Cesar Chavez - 22nd","#70 Van Ness 1: Cesar Chavez - 22nd","2017-18","Clean Corridor","Commercial","Residential","Fri 12PM to 5PM","L","9","D","South Van Ness Ave  :  22nd St  -  23rd St","12029000","2018-06-15T00:00:00.000","Jordan","JBR","1.15","1.5","0.961","1","1","1","1","1","0","1.75","0.75","0.45","2","1","1","1","1","1","1","55","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","-122.4165666","37.75556828",,"Regular"
,"Webster St -- Bromley Pl to Green",,"2013-14",,"Residential","Residential","Mon 1st, 3rd  9AM to 11AM","L","2","A","Webster St  :  Vallejo St  -  Green St","13553000",,,"JBR","2.55","1.0625","0.98","1","1","1","1","1","0","0","0","0.15",,,,,,,,,"0.75","1","1","1","0","1","1","1","1","1","0",,,,,,,"0","1","1","1","-122.4334691","37.79543518",,"Regular"
,"Cabrillo St -- 27th to 32nd Ave",,"2013-14",,"Residential","Residential","Thur 1st, 3rd 12PM to 2PM","R","1","C","Cabrillo St  :  27th Ave  -  28th Ave","3494000",,,"JBR","2.1","1.3","1","0","0","1","1","1","0","0.5","0","0.2",,,,,,,,,"0.92","1","1","1","0","1","1","1","0","1","0",,,,,,,"1","1","1","1","-122.4864686","37.77433877",,"Regular"
,"Cabrillo St -- 42nd to 47th Ave",,"2013-14",,"Residential","Residential","Thur 1st, 3rd 12PM to 2PM","R","1","C","Cabrillo St  :  43rd Ave  -  44th Ave","3510000",,,"JBR","2.7","1.5","1","1","0","0","1","1","0","0.1","0","0",,,,,,,,,"0.92","1","1","0.975","0","1","1","1","0","1","1",,,,,,,"1","1","1","1","-122.5036086","37.77355433",,"Regular"
,"Noe St -- Hancock to 21st St",,"2017-18",,"Residential","Residential","Mon 12PM to 5PM","R","8","D","Noe St  :  20th St  -  Liberty St","9620000","2018-03-05T00:00:00.000","Jordan","JBR","1","1","0.975625","1","1","1","1","1","0","0.9375","0","0","0",,,,,,,"53","0.875","1","1","1","1","1","1","1","0","1","1",,,,,,,"0","1","1","1","-122.4324322","37.75727913",,"Regular"
"19","Mission E:  France - Rolph","#19 Mission E:  France - Rolph","2014-15","Clean Corridor","Commercial","Commercial","Fri 12PM to 5PM","R","11","E","Mission St  :  France Ave  -  Kenny Aly","9173101","2015-03-27T00:00:00.000","Rheka","JBR","2.933333333333333","2.75","0.85","0","1","1","1","1","0","4.633333333333334","2","0.06666666666666667","2","1","1","0","1","1","1","24","0.04","0.9","1","1",,,,,,,,,,,,,,,,,,"-122.4383294","37.72001553",,"Regular"
"39","Potrero A: 15th - 20th","#39 Potrero A: 15th - 20th","2013-14","Clean Corridor","Commercial","Mixed Use/Commercial","Thu 12PM to 5PM","R","10","E","Potrero Ave  :  15th St  -  16th St","10660000",,,"JBR","2.01190476190476","1.21428571428571","0.877380952380952","1","1","1","1","1","0.166666666666667","0.238095238095238","0.130952380952381","0.523809523809524",,"1","1","1","1","1","0.8",,"0.861111111111111","0.837962962962963","0.972222222222222","0.972222222222222","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0","1","1","-122.407685","37.76708198",,"Regular"
,"Chestnut St -- Van Ness to Laguna",,"2014-15",,"Residential","Residential","Tue 2nd, 4th 9AM to 11AM","R","2","A","Chestnut St  :  Franklin St  -  Gough St","3971000","2015-03-10T00:00:00.000","Rheka","JBR","2.8541666666666665","2.375","0.8000000000000002","0","1","1","1","1","0.25","0.25","0.5833333333333334","0","3","1","1","1","0.6666666666666666","1","1","10","0.3","1","1","1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","1","-122.4263773","37.80207187",,"Regular"
"75","Van Ness 6: Golden Gate - Bush","#75 Van Ness 6: Golden Gate - Bush","2013-14","Clean Corridor","Commercial","Residential","Fri 12PM to 5PM","L","5","C","Van Ness Ave  :  Golden Gate Ave  -  Turk St","13148101",,,"JBR","2.58888888888889","2.4","0.838055555555556","1","1","1","0","1","0","0.283333333333333","0","0.266666666666667",,"1","1","1","1","1","1",,"0.191137566137566","0.979166666666667","0.918981481481482","1","0","0","0","1","0","1","0","1","1","1","1","1","1","0","1","1","1","-122.4204395","37.78103084",,"Regular"
"53","Potrero B: 20th - Cesar Chavez","#53 Potrero B: 20th - Cesar Chavez","2013-14","Clean Corridor","Commercial","Residential/Commercial","Thu 12PM to 5PM","R","10","E","Potrero Ave  :  23rd St  -  24th St","10671000",,,"JBR","2.15833333333333","1.8","0.847916666666667","1","1","1","1","1","0.1","0.225","0.0666666666666667","0.425",,"0.75","1","0.75","1","1","1",,"0.31547619047619","0.80952380952381","0.93452380952381","0.93452380952381","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","1","1","-122.4064526","37.75427693",,"Regular"
,"Webster St -- Bromley Pl to Green",,"2014-15",,"Residential","Residential","Mon 1st, 3rd  9AM to 11AM","L","2","A","Webster St  :  Vallejo St  -  Green St","13553000","2014-11-10T00:00:00.000","Lan","JBR","2.25","1.625","0.89375","1","0","0","1","1","0","2.25","0","0.5","1","1","1","1","1","1","1","11","0.875","1","0.7708333333333333","1","0","1","0","1","0","1","0","1","1","1","1","1","1","0","1","0","1","-122.4334691","37.79543518",,"Regular"
,"Silver Ave -- Mission Ave to Cambridge",,"2013-14",,"Residential","Residential","Mon 8AM to 12PM","L","11","E","Silver Ave  :  Vienna St  -  Madison St","11901000",,,"JBR","2.03571428571429","1.72619047619048","0.881547619047619","0","0","1","1","1","0","0","0","0",,"1","1","1","1","1","1",,"0.4","0.802380952380952","0.585714285714286","0.964285714285714","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","-122.4241987","37.72873555",,"Regular"
,"Sacramento St -- Taylor to Polk",,"2013-14",,"Residential","Residential","Thurs 12PM to 5pm","L","3","A","Sacramento St  :  Taylor St  -  Jones St","11240000",,,"JBR","2.64","2.35","0.8055","0","0","0","1","1","0","0.08","0.04","0.26",,,,,,,,,"0.248571428571429","0.971428571428572","0.957142857142857","0.971428571428572","0","0","0","1","0","0","0",,,,,,,"0","1","1","1","-122.4126497","37.79255234",,"Regular"
