"month","mobile","web","phone","twitter","summary"
"2019-05-09T16:30:00.000","29590","10702","18344","271","58907"
"2019-04-04T17:01:00.000","28987","8855","18259","249","56350"
"2019-03-11T08:34:00.000","25482","8156","17132","301","51071"
"2019-02-01T08:30:00.000","21501","8387","16155","274","46317"
"2019-01-08T17:42:00.000","28853","9009","19574","290","57726"
"2018-12-01T17:08:53.000","24095","8066","16598","239","48998"
"2018-11-06T19:42:41.000","25444","8434","17948","225","52051"
"2018-10-04T06:22:00.000","28841","9458","20714","295","59308"
"2018-09-10T19:57:00.000","26260","7642","18779","341","53022"
"2018-08-07T14:04:00.000","27929","9429","20051","314","57723"
"2018-07-03T07:15:19.000","27301","9176","19456","328","56261"
"2018-06-10T10:24:16.000","27968","9484","18454","249","56155"
"2018-05-06T13:13:00.000","29978","12525","19032","280","61815"
"2018-04-01T07:22:00.000","27114","10927","17789","267","56097"
"2018-03-06T12:17:00.000","21871","10500","15779","220","48370"
"2018-02-08T11:13:00.000","21593","9517","14814","201","46125"
"2018-01-03T08:10:00.000","25403","9185","16936","243","51767"
"2017-12-06T18:34:47.000","19507","8540","15785","257","44089"
"2017-11-10T17:30:46.000","20685","8921","16769","237","46612"
"2017-10-18T07:59:00.000","21665","10747","17424","235","50071"
"2017-09-10T06:56:00.000","23591","9939","17127","260","50917"
"2017-08-02T06:38:24.000","23931","10848","18433","248","53460"
"2017-07-20T20:15:04.000","21850","9652","17342","215","49059"
"2017-06-01T06:07:21.000","20817","10350","16921","183","48271"
"2017-05-14T05:36:29.000","19178","11640","16394","158","47370"
"2017-04-01T09:08:32.000","18438","8944","15655","114","43151"
"2017-03-01T14:30:31.000","19426","9917","17265","154","46762"
"2017-02-01T07:14:33.000","16497","8654","15081","170","40402"
"2017-01-04T10:42:21.000","19380","7873","17557","172","44982"
"2016-12-18T08:55:08.000","16021","6806","15091","149","38067"
"2016-11-02T08:45:22.000","18926","7754","15789","187","42656"
"2016-10-05T11:55:33.000","18908","8319","16948","179","44354"
"2016-09-07T11:27:14.000","19029","8468","17068","231","44796"
"2016-08-11T07:44:10.000","21261","9718","17999","190","49168"
"2016-07-14T09:34:32.000","16263","8528","16003","161","40955"
"2016-06-01T12:14:47.000","18185","9864","16827","210","45086"
"2016-05-17T17:03:13.000","19142","11350","15989","196","46677"
"2016-04-02T19:04:20.000","17011","8286","15286","155","40738"
"2016-03-02T15:18:56.000","16622","7957","16831","165","41575"
"2016-02-01T07:43:03.000","16582","8025","15297","139","40043"
"2016-01-01T08:10:02.000","16334","7499","15934","142","39909"
"2015-12-01T11:11:47.000","11602","6638","15315","82","33637"
"2015-11-09T12:26:34.000","12633","6075","15158","133","33999"
"2015-10-07T16:17:48.000","13208","7585","16953","145","37891"
"2015-09-04T09:14:02.000","10975","7031","16417","148","34571"
"2015-08-03T16:51:42.000","9370","6861","16452","135","32818"
"2015-07-16T15:02:46.000","10453","6832","16291","132","33708"
"2015-06-08T15:06:34.000","10366","5922","15378","129","31795"
"2015-05-01T16:27:29.000","8079","5285","15244","106","28714"
"2015-04-13T10:21:10.000","8860","5398","16054","152","30464"
"2015-03-26T13:17:36.000","10090","5539","16490","132","32251"
"2015-02-04T08:58:43.000","9473","4819","15135","118","29545"
"2015-01-02T15:32:39.000","8928","5397","17998","146","32469"
"2014-12-01T07:42:31.000","6084","5018","17979","265","29346"
"2014-11-13T08:06:02.000","7033","5487","16000","540","29060"
"2014-10-13T11:38:03.000","5986","7187","18489","150","31812"
"2014-09-11T05:26:06.000","6022","6813","17541","574","30950"
"2014-08-09T18:03:37.000","6517","6180","17232","667","30596"
"2014-07-04T09:32:57.000","6418","6178","18113","680","31389"
"2014-06-01T09:23:07.000","5746","5670","16661","676","28753"
"2014-05-15T12:39:28.000","5606","5948","17431","256","29241"
"2014-04-29T06:47:19.000","4956","5978","17163","150","28247"
"2014-03-11T08:18:54.000","4565","5614","17728","181","28088"
"2014-02-06T08:03:33.000","3707","4564","16419","233","24923"
"2014-01-07T06:37:34.000","5183","4356","17447","274","27260"
"2013-12-06T12:52:48.000","3970","4585","15897","96","24548"
"2013-11-21T09:50:20.000","3156","5073","16763","159","25151"
"2013-10-12T11:24:26.000","2209","6386","18600","265","27460"
"2013-09-03T15:41:40.000","1672","4719","17868","177","24436"
"2013-08-06T10:33:31.000","1279","5884","17563","276","25002"
"2013-07-09T10:24:21.000","593","5563","17030","349","23535"
"2013-06-12T07:29:24.000","575","4615","16811","314","22315"
"2013-05-06T08:38:22.000","558","6249","18493","389","25689"
"2013-04-01T13:11:11.000","547","5675","18951","440","25613"
"2013-03-01T12:18:39.000","501","5844","18641","496","25482"
"2013-02-16T14:40:43.000","391","4960","17219","620","23190"
"2013-01-08T15:43:11.000","410","5529","17523","443","23905"
"2012-12-09T15:15:39.000","304","4053","15164","135","19656"
"2012-11-01T13:06:13.000","376","4154","16074","164","20768"
"2012-10-06T09:22:54.000","256","3969","16962","171","21358"
"2012-09-02T10:56:09.000","248","3736","15185","127","19296"
"2012-08-01T07:38:29.000","359","4724","14758","223","20064"
"2012-07-31T16:12:15.000","273","5271","13812","242","19598"
"2012-06-04T11:27:27.000","182","4871","13225","302","18580"
"2012-05-15T15:14:02.000","247","4351","13341","510","18449"
"2012-04-07T21:06:18.000","283","3891","12835","821","17830"
"2012-03-04T12:32:37.000","331","4311","13002","1459","19103"
"2012-02-01T09:08:00.000","0","4536","12785","632","17953"
"2012-01-02T15:30:13.000","0","5319","14729","277","20325"
"2011-12-06T12:57:38.000","0","4311","13457","144","17912"
"2011-11-02T10:11:20.000","0","3932","13472","156","17560"
"2011-10-01T09:24:55.000","0","4087","15358","141","19586"
"2011-09-13T06:25:26.000","0","4199","15000","178","19377"
"2011-08-01T07:48:55.000","0","4336","15099","134","19569"
"2011-07-21T21:19:02.000","0","4297","13960","158","18415"
"2011-06-02T16:19:03.000","0","3923","14141","229","18293"
"2011-05-04T11:54:26.000","0","3451","13583","200","17234"
"2011-04-03T09:30:10.000","0","4012","13620","219","17851"
"2011-03-02T11:34:42.000","0","3790","13650","183","17623"
"2011-02-03T09:55:01.000","0","3213","12054","370","15637"
"2011-01-07T16:54:13.000","0","3345","13818","372","17535"
"2010-12-09T15:42:20.000","0","2954","12407","324","15685"
"2010-11-07T10:32:24.000","0","2824","13136","273","16233"
"2010-10-08T14:47:49.000","0","3465","14072","299","17836"
"2010-09-22T07:58:42.000","0","3085","14667","502","18254"
"2010-08-10T15:40:32.000","0","2780","14930","402","18112"
"2010-07-06T12:14:43.000","0","2991","14229","350","17570"
"2010-06-02T17:12:32.000","0","2655","14314","497","17466"
"2010-05-04T07:54:26.000","0","2785","13382","500","16667"
"2010-04-04T11:57:05.000","0","2660","13609","146","16415"
"2010-03-05T09:50:08.000","0","2846","14385","126","17357"
"2010-02-09T14:33:50.000","0","2577","13936","115","16628"
"2010-01-07T08:13:35.000","0","2782","15654","94","18530"
"2009-12-02T08:41:01.000","0","2296","14061","90","16447"
"2009-11-01T14:48:18.000","0","2385","14326","130","16841"
"2009-10-05T16:12:33.000","0","2611","16134","57","18802"
"2009-09-01T08:56:15.000","0","1967","14466","70","16503"
"2009-08-06T15:45:06.000","0","2064","14329","69","16462"
"2009-07-25T19:22:55.000","0","2380","14603","92","17075"
"2009-06-10T12:20:28.000","0","2305","14448","312","17065"
"2009-05-11T07:15:41.000","0","2587","14461","0","17048"
"2009-04-02T03:17:23.000","0","2373","15852","0","18225"
"2009-03-05T10:10:13.000","0","2364","15228","0","17592"
"2009-02-04T16:28:11.000","0","1776","13694","0","15470"
"2009-01-08T12:38:35.000","0","2024","17165","0","19189"
"2008-12-05T17:01:06.000","0","1066","16912","0","17978"
"2008-11-05T08:09:11.000","0","261","13710","0","13971"
"2008-10-02T15:42:19.000","0","250","14678","0","14928"
"2008-09-04T09:26:42.000","0","294","14584","0","14878"
"2008-08-01T10:32:50.000","0","310","14069","0","14379"
"2008-07-01T10:58:22.000","0","259","15002","0","15261"
"2008-06-08T08:47:12.000","0","263","14864","0","15127"
"2008-05-04T08:59:13.000","0","233","14936","0","15169"
"2008-04-02T13:52:44.000","0","17","14737","0","14754"
"2008-03-09T19:19:40.000","0","0","12826","0","12826"
"2008-02-04T11:26:42.000","0","0","10908","0","10908"
"2008-01-12T09:55:37.000","0","0","13078","0","13078"
"2007-12-20T09:07:38.000","0","0","10096","0","10096"
"2007-11-04T09:51:58.000","0","0","10833","0","10833"
"2007-10-11T11:42:40.000","0","0","12403","0","12403"
"2007-09-06T15:46:24.000","0","0","11390","0","11390"
"2007-08-01T08:19:15.000","0","0","11950","0","11950"
"2007-07-21T09:25:48.000","0","0","11413","0","11413"
"2007-06-02T12:57:41.000","0","0","10828","0","10828"
"2007-05-21T14:07:07.000","0","1","10286","0","10287"
"2007-04-02T11:59:40.000","0","0","9606","0","9606"
"2007-03-22T06:59:20.000","0","2","7422","0","7424"
