"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
"202108","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","1","142198"
"202108","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-","13","7202000"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-","45","24930000"
"202108","Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-","30","2253000"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","28","3981544"
"202108","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-","5","2350000"
"202108","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-","12","1650161"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A332","-","8","3209928"
"202108","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","31","13175000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","113","48025000"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","5","720000"
"202108","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-","31","2323667"
"202108","Qatar Airways","QR","Qatar Airways","QR","International","Asia","Passenger","Wide Body","Airbus","A350","-","31","15923987"
"202108","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","32","5587392"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","1","129200"
"202108","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","3","403446"
"202108","Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Boeing","B773","-","21","11634000"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B744","-","4","2612000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","26","3697148"
"202108","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Passenger","Wide Body","Airbus","A359","-","12","5476284"
"202108","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","127","18863234"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B764","-","1","350000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Airbus","A333","-","3","1236788"
"202108","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","1","171520"
"202108","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","568","42575576"
"202108","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-","5","3260000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","2","343040"
"202108","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","62","26350000"
"202108","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","664","49771448"
"202108","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B773","-","3","1662000"
"202108","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B78X","-","14","6230000"
"202108","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-","2","1108000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","98","21952000"
"202108","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-","63","20452000"
"202108","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","266","19938562"
"202108","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","613","45948641"
"202108","Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-","49","15962000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-","6","2100000"
"202107","ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","B762","-","29","8086000"
"202107","Qatar Airways","QR","Qatar Airways","QR","International","Asia","Passenger","Wide Body","Airbus","A359","-","1","456357"
"202107","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A359","-","9","4107213"
"202107","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ7","-","30","2010000"
"202107","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-","11","517000"
"202107","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-","15","7380000"
"202107","Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-","30","16620000"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","47","6876100"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","69","15456000"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","150","23595000"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-","5","1750000"
"202107","Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Boeing","B773","-","18","9972000"
"202107","EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-","40","22160000"
"202107","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","31","5412786"
"202107","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","37","5261326"
"202107","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","662","49621534"
"202107","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","429","73699348"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","69","15456000"
"202107","Qatar Airways","QR","Qatar Airways","QR","International","Asia","Passenger","Wide Body","Airbus","A350","-","30","15410310"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","240","76800000"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B764","-","3","1050000"
"202107","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","61","9595300"
"202107","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","1","144000"
"202107","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-","14","7756000"
"202107","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","88","12672000"
"202107","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-","22","16786000"
"202107","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A333","-","21","8564955"
"202107","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-","30","13690710"
"202107","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B772","-","1","470000"
"202107","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Boeing","B748","-","1","688000"
"202107","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-","27","17608000"
"202107","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-","29","16066000"
"202107","WestJet Airlines","WS","WestJet Airlines","WS","International","Canada","Passenger","Narrow Body","Boeing","B737","-","2","258400"
"202107","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","44","18700000"
"202107","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Passenger","Wide Body","Boeing","B773","-","3","1662000"
"202107","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Passenger","Wide Body","Airbus","A359","-","15","6845355"
"202107","Iberia","IB","Iberia","IB","Domestic","Europe","Passenger","Wide Body","Airbus","A332","-","6","2380992"
"202107","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-","31","12438471"
"202107","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-","31","13175000"
"202107","Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-","39","12714000"
"202107","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","126","18689065"
"202107","Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-","79","5932900"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Airbus","A333","-","9","3710348"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","66","13068000"
"202107","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","134","19087602"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","36","6174720"
"202107","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Airbus","A333","-","14","5709970"
"202107","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B789","-","7","2975000"
"202107","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Boeing","B773","-","1","554000"
"202107","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-","31","17174000"
"202107","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-","2","793664"
"202107","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B772","-","17","9775000"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","1","134482"
"202107","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-","5","2125000"
"202107","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A359","-","14","6388998"
"202107","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B773","-","24","13296000"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","11","1564178"
"202107","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","B773","-","2","1108000"
"202107","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","31","4414752"
"202107","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","268","20088697"
"202107","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","546","93654530"
"202107","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","294","42820000"
"202107","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-","16","7231168"
"202107","WestJet Airlines","WS","WestJet Airlines","WS","International","Canada","Passenger","Narrow Body","Boeing","B738","-","1","146300"
"202107","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","62","26350000"
"202107","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","31","13175000"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","31","11780000"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","101","42925000"
"202107","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-","93","39525000"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","72","33840000"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","155","30690000"
"202107","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B772","-","1","470000"
"202107","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","220","34320000"
"202107","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","35","5450500"
"202107","Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-","19","3317514"
"202107","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B788","-","1","380000"
"202107","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-","18","9972000"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-","182","100828000"
"202107","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","14","5950000"
"202107","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-","58","18846000"
"202107","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","48","6825504"
"202107","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-","8","5216000"
"202107","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","31","4408138"
"202107","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Boeing","B739","-","4","629200"
"202107","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B772","-","2","920000"
"202107","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B789","-","41","17425000"
"202107","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-","48","26592000"
"202107","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","33","4674898"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-","179","20048000"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","503","73588900"
"202107","Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","83","11952000"
"202107","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-","15","2060221"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","379","51967392"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","267","37962457"
"202107","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A321","-","2","343040"
"202107","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B773","-","9","4986000"
"202107","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-","37","15725000"
"202107","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","92","13082216"
"202107","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Passenger","Wide Body","Airbus","A339","-","14","5895162"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","12","1755600"
"202107","Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-","48","15642000"
"202107","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Boeing","B738","-","16","2444800"
"202107","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","61","9008546"
"202107","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","321","41088000"
"202107","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","224","32570800"
"202107","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-","157","50240000"
"202107","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-","1","74957"
"202107","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","80","11704000"
"202107","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","619","46398383"
"202107","Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-","14","7756000"
"202107","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-","1163","54661000"
"202107","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","133","8911000"
"202107","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","153","10251000"
"202107","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-","5","2039275"
"202107","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Airbus","A359","-","31","14010357"
"202107","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","564","89014200"
"202107","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-","7","3290000"
"202107","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B78X","-","15","6675000"
"202107","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","518","38827726"
"202107","Iberia","IB","Iberia","IB","International","Europe","Passenger","Wide Body","Airbus","A332","-","2","793664"
"202107","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A332","-","1","401241"
"202107","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-","1","137789"
"202107","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Bombardier","BCS3","-","40","5080000"
"202106","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","728","54568696"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-","5","1600000"
"202106","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","519","38902683"
"202106","Qatar Airways","QR","Qatar Airways","QR","International","Middle East","Freighter","Wide Body","Boeing","B772","-","1","575000"
"202106","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Airbus","A359","-","13","5932641"
"202106","Qatar Airways","QR","Qatar Airways","QR","International","Asia","Passenger","Wide Body","Airbus","A350","-","22","11300894"
"202106","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E75L","-","1","74957"
"202106","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","28","11900000"
"202106","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B789","-","9","3825000"
"202106","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-","7","3290000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","1","224000"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","118","16838890"
"202106","Iberia","IB","Iberia","IB","Domestic","Europe","Passenger","Wide Body","Airbus","A332","-","1","396832"
"202106","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B744","-","1","653000"
"202106","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-","30","2248710"
"202106","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","116","17208445"
"202106","Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-","38","12388000"
"202106","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-","3","141000"
"202106","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","422","31631854"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS3","-","15","1905000"
"202106","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B773","-","2","1108000"
"202106","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-","4","1631420"
"202106","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","306","22936842"
"202106","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","133","8911000"
"202106","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-","11","1509065"
"202106","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-","922","43334000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-","4","1400000"
"202106","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B789","-","21","8925000"
"202106","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","201","29263600"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","128","25344000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","10","1573000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-","126","14112000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","21","3072300"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","3","403446"
"202106","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Boeing","B773","-","5","2770000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","46","6541108"
"202106","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Airbus","A359","-","2","912714"
"202106","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-","10","6520000"
"202106","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B744","-","1","666000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","194","33274880"
"202106","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","542","92959212"
"202106","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-","30","16620000"
"202106","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","256","37330400"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","1","144000"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Airbus","A333","-","1","412260"
"202106","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","1","460000"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","30","4265940"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","32","4978600"
"202106","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-","30","13690710"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","81","11664000"
"202106","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B78X","-","5","2225000"
"202106","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","13","5525000"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","221","34444300"
"202106","ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","B762","-","30","8369000"
"202106","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-","60","19440000"
"202106","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-","13","6396000"
"202106","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-","27","17534000"
"202106","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-","18","8135064"
"202106","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A359","-","13","5932641"
"202106","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-","27","11475000"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","59","8389682"
