"facility_id","common_name","address","city","zip_code","block_lot","owned_leased","dept_id","department_name","gross_sq_ft","longitude","latitude","supervisor_district","city_tenants"
"2027.0","1155 Market St Building","1155 Market St","San Francisco","94103","3702820","Lease","9","Non-City",,"-122.41340897899994","37.77922259600007","6","Mayor: Public Works: Human Resources: Assessor-Recorder: Treasurer-Tax Collector: Controller"
"485.0","City Hall","1 Dr Carlton B Goodlett Pl","San Francisco","94102","0787001","Own","63","Gsa - Real Estate Division","516484","-122.41922597499996","37.77927511900003","5","Mayor: Gsa - City Administrator's Office: Controller: Elections: Mayor: Treasurer-Tax Collector: Assessor-Recorder: City Attorney: Board Of Supervisors: Public Works: Sheriff: Gsa - County Clerk"
"26.0","One South Van Ness","1 South Van Ness Ave","San Francisco","94103","3506001","Own","63","Gsa - Real Estate Division","639220","-122.41879779199996","37.77469120200004","6","Municipal Transportation Agency: Technology: 311: Human Resources: Mayor: Controller: Mayor: Community Investment And Infrastructure"
