"polygon_number","point_order","longitude","latitude","tractce10","aland10","geom"
"21","328","-122.44627","37.80668","012700","434518","(37.8066780004894, -122.446266000276)"
"21","240","-122.4441","37.8073","012700","434518","(37.8073010004409, -122.444103000353)"
"37","2","-122.41435","37.78424","012502","61278","(37.7842390008293, -122.414345000421)"
"21","401","-122.44672","37.80555","012700","434518","(37.8055480005398, -122.446721000574)"
"9","6","-122.42906","37.78491","015500","312624","(37.7849100002964, -122.429063000157)"
"21","968","-122.44285","37.80699","012700","434518","(37.8069850002576, -122.442854000312)"
"31","8","-122.41465","37.79411","010800","226074","(37.7941100000765, -122.414648000005)"
"29","13","-122.42305","37.79394","011000","239937","(37.7939350001002, -122.423048999811)"
"21","1005","-122.44345","37.80671","012700","434518","(37.8067140003509, -122.443453000056)"
"21","1000","-122.4435","37.80665","012700","434518","(37.8066520001897, -122.443504999756)"
"28","31","-122.41582","37.79154","011100","246649","(37.7915420003631, -122.415818000001)"
"36","157","-122.50168","37.78816","980200","1022567","(37.7881620000763, -122.50167799974)"
"21","714","-122.44387","37.80623","012700","434518","(37.8062340006986, -122.443867000262)"
"21","956","-122.44309","37.80709","012700","434518","(37.8070850003725, -122.443089000357)"
"21","741","-122.44427","37.80618","012700","434518","(37.8061840001915, -122.444267999868)"
"9","19","-122.43785","37.78372","015500","312624","(37.7837180001856, -122.437848000585)"
"33","13","-122.40787","37.7987","010600","187222","(37.7986970002664, -122.407869000354)"
"39","16","-122.41462","37.78558","012301","92147","(37.7855820007088, -122.414617000374)"
"23","1","-122.41664","37.78725","012000","124978","(37.7872450000568, -122.41663900009)"
"21","830","-122.44503","37.80622","012700","434518","(37.8062210000991, -122.445030999981)"
"9","38","-122.43227","37.78621","015500","312624","(37.7862120000838, -122.432271000606)"
"34","64","-122.36783","37.73207","980600","2132295","(37.7320680006378, -122.367829000208)"
"17","18","-122.44652","37.79334","013200","546680","(37.7933370004023, -122.446524000482)"
"21","721","-122.44396","37.80622","012700","434518","(37.8062240002375, -122.4439610001)"
"34","407","-122.37333","37.71883","980600","2132295","(37.7188319999968, -122.373325000049)"
"34","291","-122.36166","37.71316","980600","2132295","(37.7131610001801, -122.361655999725)"
"32","34","-122.41291","37.80218","010700","183165","(37.8021840000916, -122.412907999804)"
"36","96","-122.50605","37.78819","980200","1022567","(37.7881920005605, -122.506052)"
"21","884","-122.44401","37.80657","012700","434518","(37.8065720000978, -122.444011999754)"
"30","7","-122.41846","37.79629","010900","249763","(37.7962870006446, -122.418462000521)"
"36","90","-122.50618","37.78784","980200","1022567","(37.7878420006079, -122.506178000414)"
"13","3","-122.42188","37.78763","015100","174315","(37.7876280006318, -122.421878999816)"
"25","43","-122.40785","37.78549","011700","556044","(37.7854920001557, -122.407853000516)"
"34","27","-122.36994","37.73248","980600","2132295","(37.732476000567, -122.369944999762)"
"2","9","-122.44149","37.77644","016400","309097","(37.7764350006748, -122.441488000271)"
"28","14","-122.42226","37.78949","011100","246649","(37.7894920002557, -122.42225700016)"
"21","873","-122.44409","37.80634","012700","434518","(37.8063420002832, -122.444086000469)"
"21","620","-122.44294","37.806","012700","434518","(37.8059970005612, -122.442939999781)"
"21","1058","-122.44248","37.80684","012700","434518","(37.8068370006271, -122.442482000244)"
"34","422","-122.37434","37.71959","980600","2132295","(37.7195850005474, -122.374336999953)"
"34","296","-122.36109","37.71285","980600","2132295","(37.712847000089, -122.36109099975)"
"21","583","-122.44356","37.80592","012700","434518","(37.8059210006537, -122.443555000263)"
"21","978","-122.44314","37.80699","012700","434518","(37.8069850002576, -122.443137999919)"
"21","837","-122.44494","37.80625","012700","434518","(37.8062470003988, -122.444941000327)"
"1","25","-122.44149","37.77644","016500","370459","(37.7764350006748, -122.441488000271)"
"21","609","-122.44318","37.80607","012700","434518","(37.8060710003764, -122.443181000103)"
"36","140","-122.50238","37.78813","980200","1022567","(37.7881270002609, -122.502376000452)"
"27","24","-122.40949","37.79356","011200","177414","(37.793556000609, -122.409488000371)"
"21","6","-122.44207","37.80456","012700","434518","(37.804556000659, -122.442066999992)"
"36","228","-122.49878","37.78824","980200","1022567","(37.7882410001221, -122.498780000097)"
"8","18","-122.45525","37.77469","015600","293492","(37.774687000105, -122.455253000126)"
"35","18","-122.41103","37.71506","980501","1585076","(37.7150570003803, -122.411025000204)"
"10","62","-122.4454","37.78744","015400","719856","(37.7874379999638, -122.445402000002)"
"21","983","-122.44321","37.80691","012700","434518","(37.8069090003501, -122.443211000587)"
"40","97","-122.40371","37.7472","980900","3586378","(37.7472020006718, -122.403712000209)"
"3","2","-122.42918","37.77418","016300","245867","(37.7741810001531, -122.429178000065)"
"21","410","-122.44602","37.80558","012700","434518","(37.8055780001247, -122.446017000484)"
"21","764","-122.44489","37.80622","012700","434518","(37.806220000053, -122.444886000489)"
"21","79","-122.44166","37.80791","012700","434518","(37.8079090006, -122.441659000063)"
"40","53","-122.40207","37.73938","980900","3586378","(37.7393810006327, -122.402071000077)"
"40","112","-122.4028","37.7502","980900","3586378","(37.7502010004758, -122.402801000466)"
"21","642","-122.44252","37.80651","012700","434518","(37.8065080007437, -122.44252200029)"
"40","70","-122.40695","37.73869","980900","3586378","(37.7386940004278, -122.406945000012)"
"1","14","-122.45468","37.77476","016500","370459","(37.7747550005429, -122.45468299992)"
"22","4","-122.41253","37.78777","012100","123393","(37.7877670007466, -122.412531000405)"
"34","494","-122.37928","37.72307","980600","2132295","(37.7230660000959, -122.379279000326)"
"34","219","-122.36529","37.72539","980600","2132295","(37.7253880001562, -122.36529100008)"
"36","187","-122.50027","37.78843","980200","1022567","(37.7884280006518, -122.500273000598)"
"40","44","-122.39781","37.73885","980900","3586378","(37.7388470002889, -122.397810000531)"
"36","300","-122.49538","37.78766","980200","1022567","(37.7876640004933, -122.495382999925)"
"17","23","-122.44357","37.79511","013200","546680","(37.7951080002341, -122.443573000194)"
"25","32","-122.40458","37.78673","011700","556044","(37.7867310006352, -122.404582999905)"
"21","785","-122.44529","37.80608","012700","434518","(37.8060830000305, -122.445292000326)"
"36","6","-122.49345","37.78163","980200","1022567","(37.7816269999861, -122.493446000532)"
"36","85","-122.50634","37.78765","980200","1022567","(37.787650000747, -122.506343999976)"
"30","25","-122.42391","37.7977","010900","249763","(37.7976970000166, -122.423914000131)"
"32","6","-122.40667","37.79787","010700","183165","(37.7978650005693, -122.406667999828)"
"7","12","-122.44885","37.7755","015700","836550","(37.7754990006784, -122.448849999828)"
"35","62","-122.42583","37.7193","980501","1585076","(37.7193020000873, -122.425830000354)"
"25","0","-122.3963","37.79326","011700","556044","(37.7932560002643, -122.396302000237)"
"39","7","-122.41278","37.78487","012301","92147","(37.7848660000659, -122.412782000289)"
"21","1015","-122.44327","37.80669","012700","434518","(37.8066860008583, -122.443274999941)"
"21","653","-122.44269","37.80636","012700","434518","(37.8063570000755, -122.442693000082)"
"38","12","-122.41499","37.78745","012302","92648","(37.7874540007016, -122.414994999819)"
"35","31","-122.41562","37.71359","980501","1585076","(37.7135940003629, -122.415623000001)"
"21","74","-122.44142","37.80782","012700","434518","(37.807817000854, -122.441422999971)"
"34","230","-122.35913","37.71933","980600","2132295","(37.7193260002948, -122.359131000195)"
"21","140","-122.44291","37.8077","012700","434518","(37.8076960006699, -122.442908000104)"
"36","317","-122.4947","37.78814","980200","1022567","(37.7881380007682, -122.494700999951)"
"34","160","-122.35924","37.73001","980600","2132295","(37.7300100001614, -122.359236000541)"
"36","26","-122.51051","37.78212","980200","1022567","(37.7821220003301, -122.510506000352)"
"10","45","-122.459","37.78319","015400","719856","(37.7831890000724, -122.458998000158)"
"15","13","-122.44116","37.79163","013400","354173","(37.7916309999707, -122.441155000203)"
"27","8","-122.41588","37.79187","011200","177414","(37.7918720002926, -122.415884000346)"
"36","332","-122.49427","37.78781","980200","1022567","(37.7878110000776, -122.494266999722)"
"5","7","-122.4209","37.78298","016000","158236","(37.7829770001885, -122.420901000581)"
"35","72","-122.41839","37.72377","980501","1585076","(37.7237680000932, -122.418391999991)"
"28","17","-122.42246","37.79047","011100","246649","(37.7904720004825, -122.422455000298)"
"34","392","-122.3718","37.71901","980600","2132295","(37.7190069999731, -122.371798999824)"
"21","685","-122.44321","37.8063","012700","434518","(37.8063020002372, -122.443209000495)"
"34","335","-122.36511","37.71614","980600","2132295","(37.7161430000994, -122.365109999827)"
"26","27","-122.40843","37.7967","011300","102297","(37.7967040000896, -122.40843100019)"
"21","619","-122.44297","37.80599","012700","434518","(37.8059940004229, -122.442965000035)"
"34","108","-122.36516","37.73277","980600","2132295","(37.732769000589, -122.365157000195)"
"18","8","-122.42957","37.79593","013000","366103","(37.7959310004154, -122.42957400034)"
"21","678","-122.44311","37.80631","012700","434518","(37.8063130007445, -122.443106000242)"
"39","24","-122.40987","37.78715","012301","92147","(37.7871490001263, -122.409874000185)"
"20","5","-122.44023","37.79553","012800","497841","(37.795533000048, -122.440233999999)"
"21","193","-122.4434","37.80759","012700","434518","(37.8075900002784, -122.443396000125)"
"21","866","-122.44425","37.80634","012700","434518","(37.8063380000987, -122.444246999799)"
"34","165","-122.36142","37.72895","980600","2132295","(37.728952999981, -122.361421000579)"
"21","272","-122.44506","37.80704","012700","434518","(37.807040000096, -122.445061000465)"
"21","57","-122.44055","37.80835","012700","434518","(37.8083450000218, -122.440552000275)"
"21","106","-122.44225","37.80783","012700","434518","(37.8078280004619, -122.442249000291)"
"21","157","-122.44326","37.80765","012700","434518","(37.8076530004856, -122.443262000241)"
"5","22","-122.42189","37.77989","016000","158236","(37.7798900008229, -122.421892000415)"
"10","17","-122.4502","37.78218","015400","719856","(37.7821770001685, -122.450198999984)"
"35","46","-122.42418","37.71027","980501","1585076","(37.7102650006293, -122.424181999899)"
"39","1","-122.40867","37.78539","012301","92147","(37.7853880007557, -122.408667000282)"
"25","66","-122.40216","37.79388","011700","556044","(37.7938800002619, -122.402160000584)"
"21","668","-122.44298","37.80642","012700","434518","(37.8064200002829, -122.442977000588)"
"21","634","-122.44262","37.80614","012700","434518","(37.8061410000072, -122.442619000267)"
"34","76","-122.36698","37.73218","980600","2132295","(37.7321770002684, -122.366982999866)"
"21","932","-122.44386","37.80647","012700","434518","(37.8064740000751, -122.443855000608)"
"21","810","-122.44546","37.80618","012700","434518","(37.8061780008142, -122.445456999841)"
"34","453","-122.37592","37.72215","980600","2132295","(37.7221540003069, -122.375920000108)"
"37","3","-122.41443","37.78466","012502","61278","(37.7846570003204, -122.414429999845)"
"34","379","-122.37096","37.71873","980600","2132295","(37.7187339999742, -122.370959999804)"
"25","72","-122.39639","37.79366","011700","556044","(37.7936640001935, -122.396389999799)"
"36","168","-122.50101","37.78828","980200","1022567","(37.7882840003064, -122.501006000227)"
"21","289","-122.44501","37.80687","012700","434518","(37.8068670002119, -122.445007999819)"
"10","30","-122.45521","37.78154","015400","719856","(37.7815360002862, -122.455210999988)"
"21","546","-122.4442","37.80584","012700","434518","(37.8058390004696, -122.444197000191)"
"30","32","-122.42088","37.7999","010900","249763","(37.7999020000773, -122.420882999751)"
"34","357","-122.36865","37.71781","980600","2132295","(37.7178060003467, -122.368651000343)"
"34","17","-122.3737","37.72806","980600","2132295","(37.7280570000306, -122.373700000255)"
"7","24","-122.45522","37.7776","015700","836550","(37.7775990003936, -122.455217000264)"
"21","817","-122.44532","37.80618","012700","434518","(37.8061840001915, -122.445316000533)"
"21","414","-122.44653","37.8056","012700","434518","(37.8056020003321, -122.446526999721)"
"21","487","-122.44525","37.80582","012700","434518","(37.8058240006771, -122.445254000372)"
"36","314","-122.49475","37.78789","980200","1022567","(37.7878940003079, -122.494754000597)"
"21","304","-122.44538","37.80668","012700","434518","(37.8066830007199, -122.445381999979)"
"36","16","-122.50523","37.78108","980200","1022567","(37.7810770007031, -122.505226000579)"
"34","462","-122.37627","37.72315","980600","2132295","(37.723147000234, -122.376269000014)"
"34","247","-122.36323","37.71949","980600","2132295","(37.7194940008475, -122.363232000456)"
"16","30","-122.45099","37.79132","013300","581310","(37.7913230001564, -122.450994999819)"
"13","27","-122.42514","37.7876","015100","174315","(37.7875970001015, -122.425141000057)"
"6","15","-122.43447","37.78422","015900","295388","(37.7842220000453, -122.43446500016)"
"35","67","-122.42283","37.72394","980501","1585076","(37.7239440001156, -122.422830000504)"
"21","900","-122.44405","37.80678","012700","434518","(37.806775000466, -122.444053999892)"
"34","311","-122.36334","37.71404","980600","2132295","(37.7140430003842, -122.363340000041)"
"29","0","-122.41629","37.79389","011000","239937","(37.7938920008152, -122.416292000276)"
"21","172","-122.44312","37.80748","012700","434518","(37.8074820006938, -122.443115999804)"
"35","55","-122.42731","37.71507","980501","1585076","(37.7150700000805, -122.427306000072)"
"21","257","-122.44428","37.80711","012700","434518","(37.8071100006261, -122.444278000329)"
"17","12","-122.44116","37.79163","013200","546680","(37.7916309999707, -122.441155000203)"
"37","13","-122.41095","37.78414","012502","61278","(37.7841410008066, -122.410952000434)"
"25","40","-122.40733","37.78463","011700","556044","(37.7846299999746, -122.407326000494)"
"35","77","-122.41556","37.72223","980501","1585076","(37.7222260000299, -122.415558000601)"
"20","24","-122.4373","37.80068","012800","497841","(37.8006840001665, -122.437300000495)"
"21","208","-122.44371","37.8074","012700","434518","(37.8073980004174, -122.443707000078)"
"28","2","-122.41556","37.79025","011100","246649","(37.7902540003219, -122.415558999748)"
"21","734","-122.44417","37.8062","012700","434518","(37.806197000791, -122.444167000607)"
"36","128","-122.50321","37.78809","980200","1022567","(37.7880850001227, -122.503209000195)"
"34","60","-122.36839","37.73229","980600","2132295","(37.7322920001757, -122.368387999906)"
"34","294","-122.36127","37.71293","980600","2132295","(37.7129330004577, -122.361265000579)"
"21","442","-122.44601","37.80561","012700","434518","(37.8056080006088, -122.446008000069)"
"21","869","-122.44421","37.80633","012700","434518","(37.8063260004446, -122.444214000076)"
"7","17","-122.45468","37.77476","015700","836550","(37.7747550005429, -122.45468299992)"
"1","20","-122.44807","37.7756","016500","370459","(37.7755990007933, -122.448067999738)"
"21","502","-122.44491","37.80574","012700","434518","(37.8057400004008, -122.444908000604)"
"21","602","-122.44327","37.80606","012700","434518","(37.8060590007224, -122.443272999849)"
"32","16","-122.40885","37.79665","010700","183165","(37.7966500002973, -122.408849000581)"
"34","443","-122.37579","37.72116","980600","2132295","(37.7211600003338, -122.3757920005)"
"21","674","-122.44305","37.80632","012700","434518","(37.8063190001218, -122.443047000219)"
"21","1059","-122.44251","37.80689","012700","434518","(37.806888000281, -122.442513999921)"
"12","11","-122.43549","37.7887","015200","279195","(37.7886970004662, -122.435486000479)"
"21","225","-122.44369","37.8073","012700","434518","(37.8072990003486, -122.443690000193)"
"28","0","-122.41575","37.79121","011100","246649","(37.7912060001568, -122.415750000462)"
"36","38","-122.50748","37.78219","980200","1022567","(37.7821850005374, -122.507484000386)"
"21","834","-122.44497","37.80624","012700","434518","(37.8062440002604, -122.444968999819)"
"2","18","-122.43283","37.77563","016400","309097","(37.7756260002398, -122.432830000304)"
"21","964","-122.44288","37.80715","012700","434518","(37.8071470005337, -122.442880000612)"
"21","324","-122.44613","37.80672","012700","434518","(37.8067170004892, -122.446132000391)"
"4","16","-122.43325","37.78131","016100","368901","(37.781310000656, -122.433250999934)"
"34","264","-122.36426","37.71629","980600","2132295","(37.7162900005831, -122.364264000383)"
"18","27","-122.4241","37.79863","013000","366103","(37.798633000013, -122.4241039999)"
"21","702","-122.44358","37.80627","012700","434518","(37.8062660003757, -122.443583999802)"
"21","927","-122.44385","37.80655","012700","434518","(37.8065510000287, -122.443854000562)"
"21","368","-122.4469","37.80606","012700","434518","(37.806056000584, -122.44689600055)"
"40","65","-122.40581","37.73834","980900","3586378","(37.7383380001986, -122.405814000016)"
"9","2","-122.42648","37.78524","015500","312624","(37.7852420003181, -122.42648299989)"
"21","125","-122.44288","37.80753","012700","434518","(37.8075310002555, -122.442884999943)"
"23","18","-122.41576","37.78927","012000","124978","(37.78927000081, -122.415764000208)"
"21","753","-122.44464","37.80615","012700","434518","(37.8061450001916, -122.444639999936)"
"21","236","-122.44402","37.80732","012700","434518","(37.8073160002333, -122.444024000307)"
"36","355","-122.49309","37.78773","980200","1022567","(37.7877260006545, -122.493090000303)"
"12","6","-122.43327","37.78609","015200","279195","(37.7860850005224, -122.433272000003)"
"21","470","-122.44552","37.80567","012700","434518","(37.805673000009, -122.445520000048)"
"34","526","-122.38205","37.7222","980600","2132295","(37.7222020007218, -122.382053000546)"
"36","200","-122.49988","37.78849","980200","1022567","(37.7884890007668, -122.499879000415)"
"9","43","-122.42505","37.78713","015500","312624","(37.7871300001494, -122.425047000219)"
"29","9","-122.42295","37.79294","011000","239937","(37.7929440002654, -122.422954999973)"
"6","10","-122.43325","37.78131","015900","295388","(37.781310000656, -122.433250999934)"
"21","923","-122.44387","37.8066","012700","434518","(37.8066040006742, -122.443866000216)"
"36","285","-122.49625","37.78735","980200","1022567","(37.7873460002178, -122.496248000245)"
"34","411","-122.37383","37.71882","980600","2132295","(37.7188240005273, -122.373828999908)"
"36","1","-122.49334","37.7874","980200","1022567","(37.7874030001484, -122.493338000049)"
"7","56","-122.44583","37.78251","015700","836550","(37.7825120003286, -122.44582599977)"
"34","49","-122.36885","37.73193","980600","2132295","(37.7319300005692, -122.368847000389)"
"31","22","-122.41557","37.79868","010800","226074","(37.7986800003818, -122.415572000347)"
"21","996","-122.44352","37.80682","012700","434518","(37.8068240000276, -122.443516000263)"
"9","7","-122.42952","37.78486","015500","312624","(37.784855000458, -122.429519000501)"
"25","13","-122.39925","37.791","011700","556044","(37.7909970004113, -122.399254999718)"
"13","15","-122.42128","37.78486","015100","174315","(37.7848570005502, -122.421276999934)"
"34","192","-122.35996","37.72815","980600","2132295","(37.7281530008603, -122.359962999893)"
"25","55","-122.40734","37.7913","011700","556044","(37.7912960007099, -122.407340000241)"
"21","849","-122.44468","37.80627","012700","434518","(37.8062660003757, -122.444681000028)"
"3","7","-122.43265","37.77469","016300","245867","(37.7746930003817, -122.432649000051)"
"36","260","-122.49752","37.78771","980200","1022567","(37.7877050005853, -122.497516000263)"
"9","34","-122.43821","37.78546","015500","312624","(37.7854590004326, -122.438206000007)"
"21","717","-122.4439","37.80623","012700","434518","(37.806229000468, -122.443899999985)"
"30","3","-122.41693","37.79705","010900","249763","(37.7970510008031, -122.416931000066)"
"40","29","-122.38896","37.73994","980900","3586378","(37.7399400003308, -122.38896099985)"
"4","1","-122.42345","37.77921","016100","368901","(37.7792130001799, -122.423448000225)"
"27","12","-122.41567","37.79397","011200","177414","(37.7939709999617, -122.415674000555)"
"25","18","-122.40138","37.78926","011700","556044","(37.7892640005333, -122.401375000356)"
"36","123","-122.50337","37.78802","980200","1022567","(37.7880180006303, -122.50337400061)"
"40","80","-122.40584","37.74239","980900","3586378","(37.7423920000908, -122.405838000224)"
"34","279","-122.36401","37.71455","980600","2132295","(37.7145500003822, -122.364014000546)"
"34","424","-122.37443","37.71972","980600","2132295","(37.7197180003855, -122.374433999929)"
"21","455","-122.44583","37.80576","012700","434518","(37.8057630005621, -122.445829999955)"
"8","22","-122.45846","37.77562","015600","293492","(37.7756180007702, -122.458462999768)"
"21","587","-122.4435","37.80593","012700","434518","(37.8059280000772, -122.443497000286)"
"40","117","-122.40123","37.75063","980900","3586378","(37.7506320005664, -122.401232000057)"
"40","107","-122.4032","37.74953","980900","3586378","(37.7495340002939, -122.403203000118)"
"26","14","-122.41007","37.79469","011300","102297","(37.794690000743, -122.410073000369)"
"2","1","-122.43411","37.77355","016400","309097","(37.7735490006859, -122.43410899993)"
"36","100","-122.50552","37.78825","980200","1022567","(37.7882480004449, -122.505520999794)"
"34","347","-122.36614","37.71661","980600","2132295","(37.7166130001899, -122.366137000422)"
"31","5","-122.41166","37.79449","010800","226074","(37.7944900005132, -122.411662999947)"
"34","69","-122.36743","37.73195","980600","2132295","(37.7319510006382, -122.367425000463)"
"34","113","-122.36578","37.73177","980600","2132295","(37.7317730005236, -122.365780000147)"
"7","44","-122.45105","37.78207","015700","836550","(37.7820730007684, -122.451046000373)"
"21","844","-122.4448","37.80633","012700","434518","(37.8063330007674, -122.444802000212)"
"36","221","-122.49896","37.78835","980200","1022567","(37.7883520007443, -122.498955000073)"
"34","128","-122.3634","37.73112","980600","2132295","(37.7311150007567, -122.363404000294)"
"21","770","-122.44501","37.80612","012700","434518","(37.8061230000765, -122.44500500058)"
"14","2","-122.4322","37.78912","013500","235184","(37.7891150008567, -122.432196999892)"
"21","279","-122.44504","37.80694","012700","434518","(37.8069420000733, -122.445037000257)"
"34","507","-122.37999","37.72225","980600","2132295","(37.7222500002374, -122.3799870006)"
"29","24","-122.42011","37.7961","011000","239937","(37.7960950007837, -122.420110000076)"
"15","1","-122.43713","37.78849","013400","354173","(37.7884880007207, -122.437128999803)"
"6","22","-122.43105","37.78467","015900","295388","(37.7846680008277, -122.431053000196)"
"21","820","-122.44523","37.80628","012700","434518","(37.8062790000758, -122.445233000303)"
"21","657","-122.44276","37.80635","012700","434518","(37.8063510006982, -122.442760000474)"
"21","111","-122.44235","37.80778","012700","434518","(37.8077840002315, -122.442354999783)"
"21","1019","-122.44318","37.8067","012700","434518","(37.8067000006046, -122.443179000011)"
"36","65","-122.50779","37.78642","980200","1022567","(37.7864170005442, -122.50778699997)"
"34","215","-122.3653","37.7256","980600","2132295","(37.7255960007549, -122.365295000264)"
"22","9","-122.41537","37.78932","012100","123393","(37.7893200004177, -122.415372000118)"
"31","25","-122.41294","37.79901","010800","226074","(37.7990140004958, -122.41293500015)"
"40","48","-122.39975","37.73991","980900","3586378","(37.7399080006538, -122.399752000155)"
"21","144","-122.44291","37.80774","012700","434518","(37.8077440001855, -122.442914000381)"
"33","36","-122.40405","37.79917","010600","187222","(37.7991720005874, -122.404052999746)"
"36","346","-122.49346","37.78763","980200","1022567","(37.7876280006318, -122.493462000371)"
"25","51","-122.40787","37.79028","011700","556044","(37.790275000391, -122.407869000354)"
"7","7","-122.44313","37.77623","015700","836550","(37.7762260000299, -122.443132000541)"
"21","805","-122.44555","37.80617","012700","434518","(37.8061660002608, -122.445547000394)"
"33","21","-122.40855","37.80147","010600","187222","(37.8014730005785, -122.408552000374)"
"18","12","-122.43511","37.79523","013000","366103","(37.7952260002797, -122.435113000365)"
"21","728","-122.4441","37.80631","012700","434518","(37.8063080005139, -122.444101000261)"
"36","267","-122.49722","37.78759","980200","1022567","(37.7875930008164, -122.497215999918)"
"13","10","-122.42137","37.78617","015100","174315","(37.7861660006604, -122.421372999864)"
"28","21","-122.42278","37.79207","011100","246649","(37.792068000338, -122.422777999905)"
"36","53","-122.50857","37.7858","980200","1022567","(37.7857950006388, -122.508565999921)"
"21","395","-122.44681","37.80563","012700","434518","(37.8056320008162, -122.446809000135)"
"21","464","-122.44567","37.80579","012700","434518","(37.8057860007234, -122.445665000439)"
"36","164","-122.50144","37.78824","980200","1022567","(37.788240000076, -122.50143900041)"
"21","987","-122.4433","37.80688","012700","434518","(37.8068840000966, -122.443302000287)"
"9","39","-122.43155","37.7863","015500","312624","(37.7863040007291, -122.431551999825)"
"34","360","-122.3692","37.7178","980600","2132295","(37.71780000007, -122.369202999719)"
"10","49","-122.45806","37.78582","015400","719856","(37.7858240001775, -122.458062000161)"
"34","150","-122.36082","37.73004","980600","2132295","(37.7300400006455, -122.360822999981)"
"40","12","-122.38341","37.73918","980900","3586378","(37.7391770002184, -122.383410000171)"
"35","14","-122.41043","37.71641","980501","1585076","(37.7164140000061, -122.410432999883)"
"21","773","-122.44508","37.80611","012700","434518","(37.8061120004685, -122.445080000442)"
"34","342","-122.36553","37.71599","980600","2132295","(37.7159900002384, -122.365534000494)"
"34","127","-122.36262","37.73201","980600","2132295","(37.7320060004766, -122.362623000251)"
"20","9","-122.44673","37.79471","012800","497841","(37.7947060005815, -122.446727999997)"
"21","689","-122.44331","37.80629","012700","434518","(37.806289000537, -122.443314999987)"
"7","39","-122.45225","37.78191","015700","836550","(37.7819130005846, -122.45225200023)"
"21","1","-122.44212","37.80655","012700","434518","(37.8065520000748, -122.442120999784)"
"8","14","-122.45485","37.77569","015600","293492","(37.7756850002626, -122.454847000289)"
"36","151","-122.50188","37.78814","980200","1022567","(37.7881380007682, -122.50187799997)"
"21","1037","-122.44274","37.80683","012700","434518","(37.8068330004427, -122.442738000358)"
"14","12","-122.43292","37.79268","013500","235184","(37.7926800006815, -122.432917999866)"
"21","491","-122.44518","37.80583","012700","434518","(37.8058310001006, -122.445184999888)"
"21","189","-122.44339","37.80754","012700","434518","(37.8075420007628, -122.443386000563)"
"26","25","-122.40885","37.79665","011300","102297","(37.7966500002973, -122.408849000581)"
"27","1","-122.41082","37.79184","011200","177414","(37.791835000385, -122.41081800055)"
"34","13","-122.37828","37.72896","980600","2132295","(37.7289640004883, -122.37827800003)"
"5","3","-122.4211","37.78392","016000","158236","(37.7839150002771, -122.421097999773)"
"7","66","-122.44115","37.78029","015700","836550","(37.7802930005216, -122.441148999926)"
"25","68","-122.40015","37.79413","011700","556044","(37.7941340002839, -122.400149000476)"
"36","196","-122.50006","37.78847","980200","1022567","(37.7884690007438, -122.500065)"
"30","18","-122.42354","37.79584","010900","249763","(37.7958380006233, -122.423538999925)"
"5","18","-122.42043","37.78058","016000","158236","(37.7805830004052, -122.420425000214)"
"16","2","-122.44576","37.78925","013300","581310","(37.7892480006947, -122.445758000231)"
"21","506","-122.44484","37.80576","012700","434518","(37.8057560002393, -122.444840000166)"
"21","292","-122.44506","37.8069","012700","434518","(37.8068950006038, -122.445058000326)"
"34","182","-122.35787","37.72895","980600","2132295","(37.728950000742, -122.357874999831)"
"21","738","-122.44423","37.8062","012700","434518","(37.806197000791, -122.444229999915)"
"21","375","-122.44689","37.80598","012700","434518","(37.8059810007227, -122.446894000458)"
"10","21","-122.45206","37.78195","015400","719856","(37.7819470003539, -122.452061000415)"
"17","27","-122.43695","37.79595","013200","546680","(37.7959490003461, -122.436950000542)"
"34","145","-122.36105","37.73004","980600","2132295","(37.730035000415, -122.361053999842)"
"21","1032","-122.44283","37.80675","012700","434518","(37.8067490001663, -122.442829000058)"
"34","431","-122.37477","37.71998","980600","2132295","(37.7199840000616, -122.374765999951)"
"32","1","-122.41095","37.80083","010700","183165","(37.8008330007424, -122.410954000527)"
"30","0","-122.41722","37.79847","010900","249763","(37.7984720006824, -122.417217999811)"
"34","446","-122.37588","37.72127","980600","2132295","(37.7212689999644, -122.3758830002)"
"21","161","-122.44325","37.80761","012700","434518","(37.8076060001169, -122.443254999918)"
"4","7","-122.42915","37.77801","016100","368901","(37.7780070003229, -122.429151999765)"
"37","7","-122.41337","37.78478","012502","61278","(37.7847830007349, -122.413367000287)"
"21","936","-122.44362","37.80694","012700","434518","(37.8069360006959, -122.443621000609)"
"10","26","-122.45327","37.78178","015400","719856","(37.7817790007004, -122.453268000318)"
"34","226","-122.36381","37.7221","980600","2132295","(37.7221020006069, -122.363810000131)"
"21","321","-122.44559","37.80664","012700","434518","(37.8066360003512, -122.445589000532)"
"36","48","-122.50927","37.78534","980200","1022567","(37.7853380002485, -122.509271000057)"
"40","1","-122.37611","37.74148","980900","3586378","(37.7414770001635, -122.376113000015)"
"21","538","-122.44432","37.80582","012700","434518","(37.8058210005388, -122.444320000468)"
"21","638","-122.44303","37.80596","012700","434518","(37.8059580005613, -122.443029000288)"
"33","4","-122.40289","37.7974","010600","187222","(37.7973960005251, -122.402886999935)"
"21","406","-122.4467","37.80548","012700","434518","(37.8054769999636, -122.446698000412)"
"21","176","-122.44311","37.80743","012700","434518","(37.8074330002328, -122.443106000242)"
"31","15","-122.41674","37.79611","010800","226074","(37.7961100005761, -122.416741000297)"
"21","260","-122.44455","37.80718","012700","434518","(37.8071780001646, -122.444547000144)"
"14","7","-122.43567","37.78963","013500","235184","(37.7896290002782, -122.435673000109)"
