"respnum","ccgid","runid","intdate","day","gate","barea","strata","peak","meth","saq","airline","destination","flight","airline_code","dest_code","destgeo","destmark","arrtime","deptime","q2purp1","q2purp2","q2purp3","q3getto1","q3getto2","q3getto3","q3park","q4bags","q4store","q4food","q4wifi","q5timesflown","q5firsttime","q6longuse","q7art","q7food","q7store","q7sign","q7walkway","q7screens","q7infodown","q7infoup","q7wifi","q7roads","q7park","q7airtrain","q7ltparking","q7rental","q7all","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q9boarding","q9airtrain","q9rental","q9food","q9restroom","q9all","q9_1","q9_2","q9_3","q10safe","q10_1","q10_2","q10_3","q11tsapre","q12precheckrate","q12_1","q12_2","q12_3","q13county","q13getrate","q14find","q14passthru","q15problem","q15a","q15_1","q15_2","q15_3","netpro","q17live","q18county","q18zip","q18country","home","q19clear","q20age","q21gender","q22income","q23fly","q24sjc","q24oak","lang","weight"
"1633","1901","173","17","5","11","A","2","3","1","2","KOREAN AIR","SEOUL","24","23","63","8","4","1899-12-31T10:00:00.000","1899-12-31T12:45:00.000","2","3",,"5",,,,"1","2","2","1","3","1","1","5","0","4","4","4","5","5","5","5","5","5","5","5","5","5","0",,,,,,"5","5","6","5","5","5","0",,,"5","0",,,"0",,,,,"1","5","5","5","0",,,,,"7","1","ALAMEDA COUNTY","94710","US","1","2","2","1","4","2","2","2","1","0.6704842"
"834","1596","132","13","1","54","D","1","1","1","2","ALASKA","SEATTLE","1747","7","62","1","4","1899-12-31T09:00:00.000","1899-12-31T10:35:00.000","2",,,"3",,,,"2","1","2","2","1","2","1","3","3","3","3","3","3","3","3","3","6","6","6","6","6","4","0",,,,,,"5","5","5","5","5","5","0",,,"5","0",,,"0",,,,,"11","0","5","5","0",,,,,"7","3","KING COUNTY","98118","US","10","2","3","2","2","2","2","2","1","1.1063322"
"2392","267","31","2","4","99","G","1","3","1","2","UNITED INTL","BEIJING","888","31","7","8","4","1899-12-31T09:00:00.000","1899-12-31T10:45:00.000","2",,,"3",,,,"2","2","1","2","2","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BLANK","0",,,,,,"4","0","0","0","0","4","0",,,"5","0",,,"4",,,,,"11","0","5","6","0",,,,,"7","3","KALAMAZOO COUNTY","49024","US","11","2","4","2","0","1","2","2","1","1.4869248"
"2074","1034","110","11","6","10","A","3","2","1","2","JETBLUE","LONG BEACH","1635","22","33","1","1","1899-12-31T14:00:00.000","1899-12-31T17:49:00.000","2",,,"3",,,,"2","2","1","1","3","1","4","5","3","3","4","4","4","6","6","3","5","3","3","3","6","4","202","35",,,,,"4","6","6","3","3","3","0",,,"5","0",,,"2",,,,,"7","3","5","2","0",,,,,"7","1","SANTA CLARA COUNTY","95050","US","7","2","4","1","3","2","1","2","1","0.6704842"
"3112","585","624","29","3","77","F","1","1","1","2","UNITED","SPOKANE","500","30","66","1","1","1899-12-31T09:15:00.000","1899-12-31T10:37:00.000","2",,,"3",,,,"2","2","2","2","1","1","4","4","4","4","4","4","4","4","4","4","0","0","0","0","0","BLANK","0",,,,,,"4","4","4","4","4","4","0",,,"0","0",,,"2",,,,,"11","4","4","4","0",,,,,"7","3",,,,"99","2","7","1","5","2","2","2","1","1.4869248"
"642","1527","517","15","3","50","D","3","2","1","2","ALASKA","WASHINGTON,DC-DULLES","1090","7","72","2","2","1899-12-31T19:00:00.000","1899-12-31T21:05:00.000","3",,,"2",,,,"2","1","2","1","2","1","2","3","3","3","3","6","3","6","6","4","3","6","6","6","6","3","0",,,,,,"4","6","6","6","4","4","0",,,"3","0",,,"2",,,,,"5","2","2","2","0",,,,,"7","3","FAIRFAX COUNTY","22309","US","12","2","2","1","1","3","2","2","1","1.1063322"
"1342","91","80","8","3","96","G","2","3","1","2","UNITED INTL","KANSAI","35","31","29","8","4","1899-12-31T09:00:00.000","1899-12-31T11:05:00.000","3",,,"3",,,,"2","1","2","1","0","1","3","3","3","3","1","4","4","1","1","3","3","0","0","0","0","3","0",,,,,,"5","6","6","6","5","5","0",,,"0","0",,,"2",,,,,"11","3","1","6","0",,,,,"7","3",,,"JAPAN","16","2","5","2","3","2","1","1","4","1.4869248"
"1341","58","82","8","3","93","G","2","3","1","2","UNITED INTL","SHANGHAI","857","31","64","8","4","1899-12-31T01:00:00.000","1899-12-31T13:20:00.000","4",,,"3",,,,"1","2","2","2","2","1","2","6","6","6","6","6","6","6","6","6","6","6","6","6","6","BLANK","0",,,,,,"4","4","4","4","4","4","0",,,"4","0",,,"1","3","0",,,"11","0","0","0","0",,,,,"7","3",,,"CHINA","16","2","4","1","4","1","2","2","3","1.4869248"
"3092","2008","208","20","1","2","A","3","3","1","2","COPA","PANAMA CITY","385","15","46","5","2","1899-12-31T20:00:00.000","1899-12-31T22:53:00.000","1",,,"2",,,,"1","2","1","2","1","1","4","3","3","6","2","5","4","6","6","6","5","6","6","6","6","3","71","65","64",,,,"4","6","6","3","3","3","0",,,"4","1",,,"2",,,,,"8","3","3","5","1","REFER TO QUESTION 8","1",,,"7","1","SOLANO COUNTY","94571","US","8","2","4","1","1","2","2","2","1","0.6704842"
"2895","1745","205","20","1","7","A","3","3","1","2","WOW","REYKJAVIK","162","33","54","6","1","1899-12-31T16:15:00.000","1899-12-31T18:55:00.000","2","3",,"2",,,,"2","2","2","2","3","1","4","3","3","3","3","4","4","4","4","4","5","5","5","5","5","4","14",,,,,,"5","4","4","4","3","4","0",,,"5","16",,,"2",,,,,"11","4","3","5","1","AT INTERNATIONAL BOARDINGS THE SIGN FOR WOW AIRLINES WAS AT 4 BUT THE KIOSK WAS AT 11.","1",,,"7","3","HONOLULU COUNTY","96816","US","10","2","2","2","1","2","2","2","1","0.6088813"
"691","2462","175","17","5","9","A","2","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T11:50:00.000","1899-12-31T15:05:00.000","2","3",,"2",,,,"1","2","2","2","1","2","1","6","6","6","3","3","3","6","6","1","3","6","6","6","6","BLANK","11",,,,,,"3","6","6","6","3","3","0",,,"3","0",,,"2",,,,,"7","5","3","4","1","LONG LINES BEFORE TSA SIGNS CONFUSED","1","32",,"7","1","SANTA CLARA COUNTY","95124","US","7","2","2","2","2","2","2","2","1","0.2863575"
"525","2374","648","31","5","50","D","2","3","1","2","ALASKA","PUERTO VALLARTA","1272","7","51","4","1","1899-12-31T08:00:00.000","1899-12-31T11:00:00.000","2",,,"5",,,,"1","2","1","1","3","1","4","4","4","3","3","4","3","4","4","4","4","3","4","6","6","4","0",,,,,,"4","4","6","3","3","3","10",,,"4","0",,,"2",,,,,"5","3","3","4","1","WAS AT THE INTERNATIONAL TERMINAL WITH SIGNAGE FOR ALASKA CHECK IN THAT WAS ACTUALLY TERMINAL 2 BUT THIS WAS CLEARLY MARKED ON BOARD","1",,,"7","1","SAN FRANCISCO COUNTY","94121","US","5","2","3","2","3","2","1","2","1","1.1063322"
"724","2364","638","30","4","6","A","2","3","1","2","CATHAY PACIFIC","HONG KONG","879","12","23","8","4","1899-12-31T09:18:00.000","1899-12-31T13:05:00.000","2",,,"3",,,,"1","1","1","1","1","2","1","4","5","3","2","4","4","6","3","5","6","6","6","6","6","4","56","60",,,,,"4","6","6","5","4","4","0",,,"5","1",,,"2",,,,,"11","6","1","3","1","FINDING MY WAY AROUND WAS CHALLENGING BECAUSE WHEN I WOULD ASK ONE PERSON, THEY WOULD SEND ME TO SOMEONE ELSE.","1","3",,"7","3","ST. LOUIS COUNTY","63135","US","11","2","2","2","1","2","2","2","1","0.3191648"
"381","2604","64","4","6","54","D","2","3","1","2","ALASKA","SAN JOSE DEL CABO","1276","7","58","4","1","1899-12-31T08:30:00.000","1899-12-31T11:15:00.000","2",,,"2",,,,"1","1","1","1","2","1","4","3","3","4","2","3","3","2","4","4","4","6","6","6","6","4","0",,,,,,"4","4","6","4","5","5","0",,,"3","16",,,"1","3","0",,,"5","3","2","3","1","IT WAS CONFUSING GETTING TO THE ALASKA BOARDING AREA.","5",,,"7","1","SAN FRANCISCO COUNTY","94122","US","5","2","4","2","2","2","2","2","1","1.1063322"
"1760","1939","554","21","2","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T18:30:00.000","1899-12-31T20:55:00.000","2",,,"3",,,,"0","1","0","0","1","1","4","4","4","4","1","5","5","6","6","1","6","6","6","6","6","4","54",,,,,,"5","6","6","3","2","3","0",,,"4","0",,,"2",,,,,"11","4","3","6","1","BIGGER SIGN FOR INTERNATIONAL TERMINAL","5",,,"7","2","PLACER COUNTY","95648","US","10","2","6","0","0","2","2","2","1","0.3607733"
"1707","1986","206","20","1","6","A","3","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","85","5","47","6","4","1899-12-31T17:00:00.000","1899-12-31T20:30:00.000","4",,,"6",,,,"1","2","2","1","3","2","1","6","6","6","4","4","4","4","4","4","6","6","5","6","6","4","21",,,,,,"3","4","6","6","6","3","0",,,"5","0",,,"2",,,,,"1","5","4","0","1","FIND INTERNATIONAL BOARDING","5",,,"7","3",,,"FRANCE","15","2","2","1","1","2","2","2","1","0.2863575"
"1624","1892","173","17","5","11","A","2","3","1","2","KOREAN AIR","SEOUL","24","23","63","8","4","1899-12-31T12:00:00.000","1899-12-31T12:45:00.000","3",,,"3",,,,"1","2","1","1","1","1","2","6","4","6","4","5","4","6","6","5","6","6","6","6","6","4","6",,,,,,"5","6","6","4","4","4","0",,,"5","2",,,"2",,,,,"11","3","3","3","1","GETTING TO TERMINAL WAS DIFFICULT FROM 1 TO INTERNATIONAL, THE AIRTRAIN SIGN WAS CONFUSING. TOOK SHUTTLE AND THAT WAS CONFUSING.","7",,,"7","3",,,"INDIA","16","2","2","1","1","2","1","2","1","0.6704842"
"1943","1846","196","19","7","3","A","2","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T12:00:00.000","1899-12-31T15:05:00.000","2",,,"8",,,,"1","1","1","1","1","1","1","3","2","2","3","4","4","4","4","5","3","6","5","4","4","3","153","102",,,,,"5","5","5","4","4","4","1",,,"5","4",,,"3",,,,,"6","5","4","3","1","ALMOST EVERYTHING IS WRITTEN IN ENGLISH ONLY. NOT EASY FOR FOREIGN TRAVELERS.","9",,,"7","3",,,"FRANCE","15","2","3","1","2","2","2","2","1","0.2863575"
"1120","1295","92","10","5","42","C","1","2","1","2","DELTA","MINNEAPOLIS-ST. PAUL","1581","16","38","3","4","1899-12-31T05:45:00.000","1899-12-31T07:45:00.000","6",,,"6",,,,"2","1","2","1","4","1","2","4","6","3","3","3","3","3","3","4","2","6","6","6","4","4","6",,,,,,"3","6","3","6","4","3","0",,,"3","5",,,"2",,,,,"2","3","3","4","1","LONG LINES AT THE COFFEE CAFE IN TERMINAL 1.","12",,,"7","1","CONTRA COSTA COUNTY","94597","US","2","2","6","1","4","2","2","1","1","1.1789461"
"2202","819","526","16","4","97","G","3","3","1","2","AER LINGUS","DUBLIN","146","1","18","6","3","1899-12-31T13:45:00.000","1899-12-31T17:30:00.000","2",,,"9",,,,"1","1","1","1","1","2","1","2","2","2","3","3","4","4","4","4","4","4","4","4","4","4","102",,,,,,"5","5","5","5","5","5","0",,,"4","0",,,"2",,,,,"18","5","4","4","1","NO FOOD CHOICES - LIMITED","13",,,"7","3",,,"IRELAND","15","2","4","2","2","3","2","2","1","0.6704842"
"3290","2712","88","9","4","24","B","1","1","1","2","SOUTHWEST","DENVER","2085","28","14","1","4","1899-12-31T08:00:00.000","1899-12-31T10:05:00.000","1",,,"6",,,,"2","2","1","1","3","1","4","2","0","3","3","3","3","3","3","4","4","6","3","6","4","BLANK","34",,,,,,"4","3","6","3","3","3","0",,,"4","0",,,"1","4","4",,,"5","3","4","4","1","BLUE LINE OUT OF OPERATION","23",,,"7","3","ADAMS COUNTY","80234","US","10","2","7","1","3","2","1","1","1","0.9942748"
"927","1385","544","18","6","92","G","3","3","1","2","AIR CANADA","TORONTO","754","3","70","4","4","1899-12-31T20:30:00.000","1899-12-31T22:30:00.000","2",,,"9",,,,"1","2","2","1","2","1","4","3","2","6","3","5","5","6","6","5","6","6","1","1","4","3","8","23",,,,,"3","6","5","5","5","5","0",,,"5","0",,,"2",,,,,"4","3","3","3","1","AIRTRAIN NOT WORKING","23",,,"7","3",,,"CANADA","13","2","3","2","0","1","2","2","1","0.3461202"
"2572","1031","155","15","3","12","A","1","2","1","2","JETBLUE","LONG BEACH","735","22","33","1","1","1899-12-31T04:15:00.000","1899-12-31T06:00:00.000","3",,,"9",,,,"2","2","2","1","1","1","4","3","3","3","3","2","3","3","3","4","3","6","2","3","4","3","23",,,,,,"5","5","5","6","3","4","0",,,"4","0",,,"2",,,,,"21","4","4","3","1","ESCALATOR TO GATE NOT WORKIN TSA ORENRY AT 4:40 NO RESTAURANTS OPEN FOR COFFEE.","23","11",,"7","3","RIVERSIDE COUNTY","92883","US","10","2","5","2","4","2","1","2","1","0.6704842"
"308","2565","54","3","5","81","F","3","2","1","2","UNITED","SAN DIEGO","460","30","57","1","2","1899-12-31T18:12:00.000","1899-12-31T19:32:00.000","1",,,"1",,,"3","2","2","2","2","3","1","4","5","4","4","4","4","5","6","6","1","3","3","6","4","6","4","201",,,,,,"5","6","6","5","5","5","0",,,"5","0",,,"1","2","4",,,"3","3","5","1","1","TSA LINE","32",,,"7","1","MARIN COUNTY","94947","US","3","2","6","2","4","2","2","2","1","1.4869248"
"1068","1316","540","18","6","94","G","3","3","1","2","AIR CANADA","CALGARY","8590","3","10","4","2","1899-12-31T14:30:00.000","1899-12-31T18:55:00.000","1",,,"6",,,,"2","2","1","1","1","1","2","6","4","6","4","4","5","6","0","5","6","6","5","6","3","4","101","5",,,,,"5","5","5","5","4","5","0",,,"3","0",,,"2",,,,,"5","4","5","3","1","SOMEONE CUT THE LINE AT SECURITY, DID STILL GET THRU.","32",,,"7","3",,,"CANADA","13","2","2","1","2","2","2","2","1","0.3461202"
"344","2143","182","18","6","101","G","2","3","1","2","LUFTHANSA","FRANKFURT","455","24","20","6","4","1899-12-31T11:00:00.000","1899-12-31T15:00:00.000","1",,,"5",,,,"1","1","1","1","1","2","1","6","4","2","2","4","3","6","6","4","6","6","6","6","6","3","151","52",,,,,"3","6","6","4","4","4","0",,,"4","1",,,"3",,,,,"5","5","2","2","1","1. NOT ENOUGH TIME TO GET ELECTRONICS FROM BACKPACK AT SECURITY LINE. 2. GOT LOST.","32","1",,"7","3",,,"POLAND","15","2","3","1","0","2","2","2","1","0.3607733"
"1729","1964","556","21","2","101","G","3","3","1","2","AIR CANADA","TORONTO","754","3","70","4","4","1899-12-31T20:00:00.000","1899-12-31T22:30:00.000","2",,,"6",,,,"1","1","1","1","1","1","2","3","3","4","4","4","3","3","3","5","3","6","3","6","3","3","202","203",,,,,"4","3","4","4","3","3","0",,,"4","0",,,"2",,,,,"5","1","3","1","1","SECURITY WAS SLOW","32",,,"7","3",,,"CANADA","13","2","5","2","0","2","2","2","1","0.3461202"
"2702","1195","104","11","6","83","F","2","2","1","2","UNITED","ORLANDO","292","30","45","2","4","1899-12-31T08:00:00.000","1899-12-31T13:02:00.000","2",,,"3",,,,"1","1","2","1","1","2","1","3","6","4","4","4","3","2","3","5","6","6","6","6","6","4","0",,,,,,"3","6","6","6","3","3","0",,,"3","0",,,"1","4","1",,,"11","3","3","3","1","TO TRANSLATE","32",,,"7","3",,,"JAPAN","16","2","2","2","5","3","2","2","4","1.4869248"
"3057","2024","209","20","1","11","A","1","3","1","2","PHILIPPINE AIRLINES","MANILA","105","25","35","8","2","1899-12-31T19:00:00.000","1900-01-01T00:35:00.000","2",,,"2",,,,"1","2","1","1","3","1","4","4","3","3","4","4","4","4","4","4","4","3","4","3","3","4","206","35",,,,,"4","4","4","4","4","4","0",,,"4","10",,,"1","1","4",,,"25","3","4","2","1","SLOW TSA","32",,,"7","2","SAN JOAQUIN COUNTY","95207","US","10","2","6","1","4","1","2","1","1","0.6704842"
"599","2445","174","17","5","12","A","2","2","1","2","JETBLUE","BOSTON","534","22","8","2","3","1899-12-31T11:00:00.000","1899-12-31T13:42:00.000","2",,,"9",,,,"1","1","1","2","1","1","2","6","3","3","2","3","3","6","6","6","3","6","4","6","3","3","202","211","212",,,,"3","4","3","3","3","3","0",,,"5","0",,,"2",,,,,"5","3","3","1","1","SECURITY WAS SLOW AND UNORGANIZED.","32",,,"7","3","MIDDLESEX COUNTY","2143","US","12","2","3","1","3","2","1","2","1","0.6704842"
"2352","910","160","15","3","43","C","2","1","1","2","DELTA","MINNEAPOLIS-ST. PAUL","756","16","38","3","4","1899-12-31T08:30:00.000","1899-12-31T11:05:00.000","2",,,"9",,,,"2","2","2","1","1","2","1","6","6","6","4","4","4","3","3","5","5","6","5","6","4","4","74",,,,,,"5","5","5","6","4","5","1",,,"5","5",,,"0",,,,,"0","4","5","3","1","LONG WAIT FOR A BAG CHECK BY TSA, BUT THAT'S PRETTY NORMAL","32",,,"7","3","COOK COUNTY","60438","US","11","2","4","1","2","2","2","2","1","1.1789461"
"1570","294","33","2","4","95","G","2","3","1","2","UNITED INTL","HONG KONG","869","31","23","8","4","1899-12-31T10:30:00.000","1899-12-31T13:00:00.000","2",,,"6",,,,"1","2","1","2","4","1","2","4","3","3","4","4","3","6","6","3","6","6","4","6","6","4","206",,,,,,"5","5","6","5","5","5","0",,,"4","11",,,"2",,,,,"5","4","4","2","1","SECURITY WAS SLOW DUE TO PASSNGERS NOT FOLLOWING DIRECTIONS AND DISGRUNTLED TSA.","32",,,"7","1","SAN FRANCISCO COUNTY","94108","US","5","2","3","2","0","2","2","1","1","1.4869248"
"3118","1758","549","20","1","51","D","3","2","1","2","ALASKA","NEWARK","1182","7","43","2","4","1899-12-31T20:00:00.000","1899-12-31T21:35:00.000","3","6",,"2",,,,"2","2","2","2","3","1","4","3","3","3","3","4","3","6","6","2","2","2","6","6","6","2","6","31","102","151",,,"3","6","6","6","2","3","5",,,"3","9",,,"2",,,,,"6","4","2","3","1","WAITED A FEW MIN FOR 2ND SECURITY CHECK","32",,,"7","3","NEW YORK COUNTY","10036","US","12","2","3","2","2","2","2","2","1","1.1063322"
"2766","1251","96","10","5","43","C","2","1","1","2","DELTA","ATLANTA","2049","16","2","2","4","1899-12-31T10:00:00.000","1899-12-31T11:30:00.000","3",,,"7",,,,"1","0","1","1","2","1","1","3","2","0","4","4","4","6","3","6","0","0","0","0","0","3","105",,,,,,"5","6","6","3","3","3","0",,,"5","5",,,"2",,,,,"4","3","3","3","1","JUST RUDNESS VERY RUDE TSA -- TALL CHINESE AGENT -- YELLED @ MAN IN FRONT OF ME. MAN WAS VERY EMBARESSED. WAS ONLY ONLY ASKING ABOUT HIS GATE.","32",,,"7","3","PAULDING COUNTY","30132","US","12","2","7","2","1","2","2","2","1","1.1789461"
"706","2355","638","30","4","6","A","2","3","1","2","CATHAY PACIFIC","HONG KONG","879","12","23","8","4","1899-12-31T09:00:00.000","1899-12-31T13:05:00.000","3",,,"7",,,,"1","1","1","1","2","1","2","5","4","3","5","5","5","4","4","5","5","5","5","5","5","5","17","205",,,,,"4","4","4","5","4","4","7",,,"5","0",,,"0",,,,,"5","4","5","3","1","SECURITY CHECK WITH BABY IS A HEADACHE.","32",,,"7","2",,,"US","91","2","3","0","4","2","1","2","1","0.3191648"
"1911","1817","196","19","7","3","A","2","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T13:00:00.000","1899-12-31T15:05:00.000","3",,,"12",,,,"1","1","2","1","3","1","4","4","2","3","4","4","3","4","4","4","2","3","3","3","2","3","0",,,,,,"3","3","3","3","4","3","0",,,"3","7",,,"2",,,,,"3","4","3","1","1","TSA - VER DISRUPTIVE(FROM 12A) ; TSA IS NOT EFFICIENT AND IS TOO DISRUPTIVE. NEED TO SIMPLIFY AND FOCUS ON RISKS.","32",,,"7","1","MARIN COUNTY","94941","US","3","2","7","1","3","3","2","2","1","0.2863575"
"704","2466","175","17","5","9","A","2","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T12:00:00.000","1899-12-31T15:05:00.000","3",,,"1",,,"3","1","2","2","1","3","1","2","4","6","3","4","4","4","3","3","3","2","2","2","6","6","3","0",,,,,,"4","4","6","6","4","3","0",,,"4","0",,,"2",,,,,"7","4","3","1","1","I CANNOT GO THROUGH THE BODY SCAN FOR MEDICAL REASONS AND I HAD TO WAIT 20 MINS FOR A PAT DOWN","32",,,"7","1","SANTA CLARA COUNTY","95126","US","7","2","3","2","4","2","2","2","1","0.2863575"
"2567","1030","155","15","3","12","A","1","2","1","2","JETBLUE","LONG BEACH","735","22","33","1","1","1899-12-31T04:00:00.000","1899-12-31T06:00:00.000","3",,,"2",,,,"1","0","0","0","3","1","4","5","4","4","5","5","5","5","5","6","4","4","5","3","6","4","0",,,,,,"5","5","5","5","5","5","0",,,"5","1",,,"2",,,,,"2","5","5","3","1","YESTERDAY I MISSED MY FLIGHT BC SECURITY WAS NOT MOVING","32","52",,"7","3","LOS ANGELES COUNTY","90802","US","10","2","2","2","2","2","2","2","1","0.6704842"
"3127","684","616","24","5","41","C","2","2","1","2","DELTA","SALT LAKE CITY","1241","16","55","1","2","1899-12-31T15:00:00.000","1899-12-31T16:45:00.000","1",,,"5","6",,,"2","2","2","2","1","1","1","4","4","6","5","4","5","6","6","6","4","4","4","6","6","5","0",,,,,,"5","5","5","5","5","0","0",,,"4","3",,,"0",,,,,"5","3","5","3","1","PAPER TEMP LICENSE GAVE ISSUES AT SECURITY.","35",,,"7","3","MADISON COUNTY","83440","US","10","2","3","1","2","2","2","2","1","1.1789461"
"1250","146","49","3","5","7","A","2","3","1","2","CHINA EASTERN","SHANGHAI","590","13","64","8","4","1899-12-31T07:00:00.000","1899-12-31T12:00:00.000","2",,,"3",,,,"0","0","1","1","1","2","1","3","3","6","2","3","3","4","6","4","6","6","6","6","6","4","0",,,,,,"5","5","5","5","5","5","0",,,"5","0",,,"2",,,,,"11","0","0","0","1","SCREEN SHOT OF TICKET WOULDN'T SCAN, REQUIRED TO GET A PAPER TICKET. EAST CHINA AIR SERVICES CLOSED UNTIL 8:30 AM.","36",,,"7","3","SALT LAKE COUNTY","84109","US","10","0","3","1","2","2","2","2","1","0.6704842"
"2663","1167","118","12","7","11","A","2","1","1","2","JETBLUE","BOSTON","334","22","8","2","3","1899-12-31T09:10:00.000","1899-12-31T11:42:00.000","2",,,"6",,,,"2","2","1","2","3","1","2","3","2","2","5","5","4","4","4","4","3","4","4","6","6","4","105","35",,,,,"5","5","5","5","5","5","0",,,"4","0",,,"2",,,,,"1","4","4","4","1","BAG WAS CHECKED","43",,,"7","1","ALAMEDA COUNTY","94610","US","1","2","2","1","2","2","2","2","1","0.6704842"
"2080","2088","172","17","5","45","D","1","1","1","2","AMERICAN","PHILADELPHIA","841","8","48","2","3","1899-12-31T08:55:00.000","1899-12-31T10:57:00.000","2",,,"2","5",,,"1","1","2","2","3","1","3","3","2","2","4","4","4","1","3","6","4","6","3","6","6","4","102",,,,,,"4","4","6","4","3","4","0",,,"4","16",,,"2",,,,,"5","3","3","4","1","ISSUE W/ AA KIOSK KIOSK POORLY CALIBRATED","45",,,"7","1","SAN FRANCISCO COUNTY","94107","US","5","2","3","2","2","2","2","2","1","1.0611394"
"229","2240","609","23","4","45","D","3","2","1","2","AMERICAN","LOS ANGELES","6025","8","34","1","4","1899-12-31T16:30:00.000","1899-12-31T17:40:00.000","2",,,"5",,,,"2","1","1","2","5","1","2","5","3","2","5","5","5","4","4","1","0","0","0","0","0","3","501","61","504","36",,,"5","5","5","5","5","5","15",,,"5","0",,,"2",,,,,"5","4","5","3","1","THE AMERICANAIRLINE LADY AT THE COUNTER JUST PLAY WITH HER PHONE AND REFUSED TO HELP US AFTER WE TOLD HER MACHINE DIDNT PRINT OUT BOARDING PASS ","45",,,"7","1","SAN FRANCISCO COUNTY","94188","US","5","0","3","2","4","1","1","1","1","1.0611394"
"1787","2771","66","5","7","88","F","1","1","1","2","UNITED","RALEIGH-DURHAM","1445","30","53","2","2","1899-12-31T07:20:00.000","1899-12-31T09:30:00.000","5",,,"8",,,,"1","2","2","1","1","2","1","4","6","6","3","4","3","6","6","4","4","6","6","6","6","BLANK","52",,,,,,"5","6","6","6","4","4","0",,,"4","3","2",,"2",,,,,"5","4","4","2","1","PRE-CHECKED BAG, BUT STILL HAD TO GENERATE OWN TAG AND THEN WAIT IN LINE TO CHECK IT.","45",,,"7","3","WAKE COUNTY","27518","US","12","2","4","1","2","2","2","2","1","1.4869248"
"2942","1419","524","15","3","24","B","3","2","1","2","SOUTHWEST","SAN DIEGO","5698","28","57","1","2","1899-12-31T19:15:00.000","1899-12-31T20:45:00.000","1",,,"9",,,,"2","1","1","2","6","1","4","5","2","3","3","2","2","3","3","5","5","3","4","6","3","4","101",,,,,,"2","2","2","3","2","2","0",,,"5","0",,,"1","4","0",,,"5","5","4","4","1","COULD NOT FIND AFFORDABLE FOOD IN THE RESTAURANT. ARRIVED TOO LATE TO GO TO AMEX CENTURIAN LOUNGE.","46","14",,"7","3","SAN DIEGO COUNTY","92011","US","10","2","6","1","4","1","1","1","1","0.9942748"
"2749","774","535","16","4","4","A","3","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","85","5","47","6","4","1899-12-31T17:30:00.000","1899-12-31T20:30:00.000","2",,,"5",,,,"1","2","2","1","1","2","1","3","2","2","4","3","3","3","3","3","6","6","6","6","6","3","202",,,,,,"4","6","6","6","5","4","1",,,"5","0",,,"3",,,,,"5","3","4","4","1","HE HAVE TO RESOLVE AN ISSUE ABOUT OUR SEATS IN THE FLIGHT. INDEED, WE ARE NOT TOGETHER. THE PROBLEM HAS BEEN RESOLVED AFTER FEW DISCUSSION WITH AIR FRANCE.","47",,,"7","3",,,"FRANCE","15","2","4","2","2","2","2","2","1","0.2863575"
"2691","1192","104","11","6","83","F","2","2","1","2","UNITED","ORLANDO","292","30","45","2","4","1899-12-31T06:55:00.000","1899-12-31T13:02:00.000","2",,,"5",,,,"1","1","1","1","3","1","4","4","4","3","4","4","3","6","6","4","3","4","6","6","6","3","206","202","5",,,,"3","6","6","3","3","3","0",,,"3","20",,,"1","2","4",,,"6","4","3","2","1","FLIGHT MISSED SO ALASKA REBOOKED US W/ UNITED BUT UNITED CHARGED US EXTRA $75 DUE TO CHANGE OF FLIGHT EVEN THOUGH WE WERE NOT @ FAULT","52",,,"7","1","SAN MATEO COUNTY","94403","US","6","2","2","2","3","2","2","1","1","1.4869248"
"287","2546","57","3","5","90","F","3","2","1","2","UNITED","BALTIMORE","1153","30","6","2","2","1899-12-31T12:00:00.000","1899-12-31T21:44:00.000","1",,,"6",,,,"2","1","2","1","3","1","3","4","4","4","4","3","3","6","6","3","3","6","4","6","6","4","5",,,,,,"4","4","6","4","3","4","0",,,"4","4","12",,"1","5","1",,,"2","4","4","4","1","AIRCRAFT MAINTENANCE ON A 1:15 PM FLIGHT FORCED ME TO BE REBOOKED ON A RED EYE","53",,,"7","3","ANNE ARUNDEL COUNTY","21401","US","12","2","4","2","4","2","2","2","1","1.4869248"
"909","1377","544","18","6","92","G","3","3","1","2","AIR CANADA","TORONTO","754","3","70","4","4","1899-12-31T20:00:00.000","1899-12-31T22:30:00.000","2",,,"5",,,,"0","0","0","1","4","1","2","6","3","6","3","3","2","1","1","4","5","4","4","6","6","3","14","5",,,,,"4","4","6","3","3","4","0",,,"4","0",,,"2",,,,,"7","3","4","3","1","FLIGHT DELAYS","53",,,"7","1",,,"US","90","2","3","1","4","3","1","0","1","0.3461202"
