"objectid","cnn","streetname","from_st","to_st","facility_t","direct","surface_tr","barrier","notes","dir","double","fy","qtr","street_","length","number_","install_yr","install_mo","update_yr","update_mo","globalid","symbology","sharrow","buffered","raised","contraflow","greenwave","biap","sm_sweeper","shape"
"2240","1198000.0","22ND ST","QUANE ST","DOLORES ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.03488715","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42482 37.755074, -122.42546 37.755028)"
"4391","1187000.0","22ND ST","FOLSOM ST","SHOTWELL ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.05961934","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41439 37.7557, -122.415474 37.755634)"
"2390","1179000.0","22ND ST","POTRERO AV","HAMPSHIRE ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.05305108","40","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40664 37.75617, -122.4076 37.756107)"
"3742","1187000.0","22ND ST","FOLSOM ST","SHOTWELL ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.05961934","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41439 37.7557, -122.415474 37.755634)"
"4898","1189000.0","22ND ST","SOUTH VAN NESS AV","CAPP ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.05998633","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.416565 37.75557, -122.417656 37.7555)"
"1873","1195000.0","22ND ST","GUERRERO ST","AMES ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.03163413","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42318 37.75517, -122.42376 37.75514)"
"1320","1196000.0","22ND ST","AMES ST","FAIR OAKS ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.02923964","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42376 37.75514, -122.42429 37.755104)"
"3864","1193000.0","22ND ST","VALENCIA ST","SAN JOSE AV","CLASS III","2W",,,,"W","0","0","0","22nd St","0.02586431","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42097 37.755295, -122.42143 37.75527)"
"2341","1184000.0","22ND ST","ALABAMA ST","HARRISON ST","CLASS III","2W",,,,"W","0","0","0","23rd St","0.05080747","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41127 37.755886, -122.4122 37.755833)"
"3682","1182000.0","22ND ST","BRYANT ST","FLORIDA ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.05163545","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40943 37.755997, -122.41037 37.755943)"
"1248","1180000.0","22ND ST","HAMPSHIRE ST","YORK ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.04927895","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4076 37.756107, -122.4085 37.756054)"
"579","1196000.0","22ND ST","AMES ST","FAIR OAKS ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.02923964","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42376 37.75514, -122.42429 37.755104)"
"2167","1192000.0","22ND ST","BARTLETT ST","VALENCIA ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.06076745","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41986 37.755367, -122.42097 37.755295)"
"4941","1195000.0","22ND ST","GUERRERO ST","AMES ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.03163413","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42318 37.75517, -122.42376 37.75514)"
"4527","1185000.0","22ND ST","HARRISON ST","TREAT AV","CLASS III","2W",,,,"E","1","0","0","22nd St","0.06019804","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4122 37.755833, -122.41329 37.755764)"
"5158","1192000.0","22ND ST","BARTLETT ST","VALENCIA ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.06076745","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41986 37.755367, -122.42097 37.755295)"
"1484","1199000.0","22ND ST","DOLORES ST","CHATTANOOGA ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.06460517","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42546 37.755028, -122.426636 37.754963)"
"540","1191000.0","22ND ST","MISSION ST","BARTLETT ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.06099918","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41875 37.755436, -122.41986 37.755367)"
"4416","1186000.0","22ND ST","TREAT AV","FOLSOM ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.06005521","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41329 37.755764, -122.41439 37.7557)"
"175","1194000.0","22ND ST","SAN JOSE AV","GUERRERO ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.09583423","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42143 37.75527, -122.42318 37.75517)"
"1408","1186000.0","22ND ST","TREAT AV","FOLSOM ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.06005521","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41329 37.755764, -122.41439 37.7557)"
"3158","1190000.0","22ND ST","CAPP ST","MISSION ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.05977929","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.417656 37.7555, -122.41875 37.755436)"
"3416","1197000.0","22ND ST","FAIR OAKS ST","QUANE ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.02925921","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42429 37.755104, -122.42482 37.755074)"
"1714","1194000.0","22ND ST","SAN JOSE AV","GUERRERO ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.09583423","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42143 37.75527, -122.42318 37.75517)"
"2277","1191000.0","22ND ST","MISSION ST","BARTLETT ST","CLASS III","2W",,,,"E","1","0","0","22nd St","0.06099918","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41875 37.755436, -122.41986 37.755367)"
"4738","1189000.0","22ND ST","SOUTH VAN NESS AV","CAPP ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.05998633","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.416565 37.75557, -122.417656 37.7555)"
"4717","1183000.0","22ND ST","FLORIDA ST","ALABAMA ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.04938308","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41037 37.755943, -122.41127 37.755886)"
"546","1198000.0","22ND ST","QUANE ST","DOLORES ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.03488715","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42482 37.755074, -122.42546 37.755028)"
"623","1185000.0","22ND ST","HARRISON ST","TREAT AV","CLASS III","2W",,,,"W","0","0","0","22nd St","0.06019804","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4122 37.755833, -122.41329 37.755764)"
"4749","1197000.0","22ND ST","FAIR OAKS ST","QUANE ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.02925921","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42429 37.755104, -122.42482 37.755074)"
"3487","1182000.0","22ND ST","BRYANT ST","FLORIDA ST","CLASS III","2W",,,,"W","0","0","0","22nd St","0.05163545","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40943 37.755997, -122.41037 37.755943)"
"4017","1215000.0","23RD AVE","ANZA ST","BALBOA ST","CLASS III","2W",,,,"W","0","0","0","23rd Ave","0.12869759","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48245 37.778263, -122.482315 37.7764)"
"3272","1211000.0","23RD AVE","LAKE ST","CALIFORNIA ST","CLASS III","2W",,,,"W","0","0","0","23rd Ave","0.12817082","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.483 37.785835, -122.48287 37.783978)"
"4388","1211000.0","23RD AVE","LAKE ST","CALIFORNIA ST","CLASS III","2W",,,,"E","1","0","0","23rd Ave","0.12817082","95","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.483 37.785835, -122.48287 37.783978)"
"604","1217000.0","23RD AVE","CABRILLO ST","FULTON ST","CLASS III","2W",,,,"W","0","0","0","23rd Ave","0.12899689","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.482185 37.774536, -122.48205 37.772667)"
"2725","1212000.0","23RD AVE","CALIFORNIA ST","CLEMENT ST","CLASS III","2W",,,,"W","0","0","0","23rd Ave","0.12832082","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48287 37.783978, -122.482735 37.782124)"
"2234","1213000.0","23RD AVE","CLEMENT ST","GEARY BLVD","CLASS III","2W",,,,"W","0","0","0","23rd Ave","0.13349741","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.482735 37.782124, -122.48259 37.78019)"
"2791","1215000.0","23RD AVE","ANZA ST","BALBOA ST","CLASS III","2W",,,,"E","1","0","0","23rd Ave","0.12869759","60","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48245 37.778263, -122.482315 37.7764)"
"1490","1214000.0","23RD AVE","GEARY BLVD","ANZA ST","CLASS III","2W",,,,"E","1","0","0","23rd Ave","0.13308874","85","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48259 37.78019, -122.48245 37.778263)"
"1506","1212000.0","23RD AVE","CALIFORNIA ST","CLEMENT ST","CLASS III","2W",,,,"E","1","0","0","23rd Ave","0.12832082","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48287 37.783978, -122.482735 37.782124)"
"4866","1217000.0","23RD AVE","CABRILLO ST","FULTON ST","CLASS III","2W",,,,"E","1","0","0","23rd Ave","0.12899689","530","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.482185 37.774536, -122.48205 37.772667)"
"1732","1213000.0","23RD AVE","CLEMENT ST","GEARY BLVD","CLASS III","2W",,,,"E","1","0","0","23rd Ave","0.13349741","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.482735 37.782124, -122.48259 37.78019)"
"1254","1216000.0","23RD AVE","BALBOA ST","CABRILLO ST","CLASS III","2W",,,,"W","0","0","0","23rd Ave","0.12886334","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.482315 37.7764, -122.482185 37.774536)"
"3239","1214000.0","23RD AVE","GEARY BLVD","ANZA ST","CLASS III","2W",,,,"W","0","0","0","23rd Ave","0.13308874","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48259 37.78019, -122.48245 37.778263)"
"1570","1216000.0","23RD AVE","BALBOA ST","CABRILLO ST","CLASS III","2W",,,,"E","1","0","0","23rd Ave","0.12886334","75","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.482315 37.7764, -122.482185 37.774536)"
"581","1250000.0","23RD ST","SAN BRUNO AV","UNNAMED #175","CLASS III","2W",,,,"W","0","0","0","23rd St","0.03007348","525","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40449 37.754395, -122.40503 37.754364)"
"1158","1286000.0","23RD ST","HOFFMAN AVE","DOUGLASS ST","CLASS III","2W",,,,"W","0","0","0","23rd St","0.11784454","49","2012",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.44077 37.7525, -122.43863 37.75263)"
"3376","1284000.0","23RD ST","DIAMOND ST","EUREKA ST","CLASS III","2W",,,,"W","0","0","0","23rd St","0.05707621","49","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.436455 37.752758, -122.43749 37.752697)"
"2915","1236000.0","23RD ST","MINNESOTA ST","INDIANA ST","CLASS III","2W",,,,"W","0","0","0","23rd St","0.05125535","7","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38999 37.755272, -122.39092 37.755215)"
"3038","1249000.0","23RD ST","VERMONT ST","SAN BRUNO AV","CLASS II","2W",,,,"E","1","0","0","23rd St","0.05278907","525","2012",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40353 37.754456, -122.40449 37.754395)"
"3929","1249000.0","23RD ST","VERMONT ST","SAN BRUNO AV","CLASS II","2W",,,,"W","0","0","0","23rd St","0.05278907","525","2012",,"0",,,"BIKE LANE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40353 37.754456, -122.40449 37.754395)"
"4430","1285000.0","23RD ST","DOUGLASS ST","EUREKA ST","CLASS III","2W",,,,"W","0","0","0","23rd St","0.06228524","75","2012",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.43863 37.75263, -122.43749 37.752697)"
"2763","1251000.0","23RD ST","UNNAMED #175","UTAH ST","CLASS III","2W",,,,"W","0","0","0","23Rd St","0.02318494","525","2012",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40503 37.754364, -122.40546 37.754337)"
"1329","1251000.0","23RD ST","UNNAMED #175","UTAH ST","CLASS II","2W",,,,"E","1","0","0","23rd St","0.02318494","525","2012",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40503 37.754364, -122.40546 37.754337)"
"2217","1248000.0","23RD ST","KANSAS ST","VERMONT ST","CLASS II","2W",,,,"W","0","0","0","23rd St","0.05302684","525","2012",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40256 37.754513, -122.40353 37.754456)"
"3957","1252000.0","23RD ST","UTAH ST","POTRERO AV","CLASS III","2W",,,,"E","0","0","0","23rd St","0.05483116","525","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40546 37.754337, -122.406456 37.754276)"
"3903","1285000.0","23RD ST","DOUGLASS ST","EUREKA ST","CLASS III","2W",,,,"E","1","0","0","23rd St","0.06228524","M","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.43863 37.75263, -122.43749 37.752697)"
"3051","1252000.0","23RD ST","UTAH ST","POTRERO AV","CLASS II","2W",,,,"W","1","0","0","23rd St","0.05483116","525","2012",,"0",,,"BIKE LANE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40546 37.754337, -122.406456 37.754276)"
"474","1236000.0","23RD ST","MINNESOTA ST","INDIANA ST","CLASS III","2W",,,,"E","1","0","0","23rd St","0.05125535","7","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38999 37.755272, -122.39092 37.755215)"
"4682","1286000.0","23RD ST","HOFFMAN AVE","DOUGLASS ST","CLASS III","2W",,,,"E","1","0","0","23rd St","0.11784454","75","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.44077 37.7525, -122.43863 37.75263)"
"3258","1284000.0","23RD ST","DIAMOND ST","EUREKA ST","CLASS III","2W",,,,"E","1","0","0","23rd St","0.05707621","44","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.436455 37.752758, -122.43749 37.752697)"
"2392","1250000.0","23RD ST","SAN BRUNO AV","UNNAMED #175","CLASS II","2W",,,,"E","1","0","0","23rd St","0.03007348","25","2012",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40449 37.754395, -122.40503 37.754364)"
"3217","1248000.0","23RD ST","KANSAS ST","VERMONT ST","CLASS II","2W",,,,"E","1","0","0","23rd St","0.05302684","44","2012",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40256 37.754513, -122.40353 37.754456)"
"181","1372000.0","25TH AVE","EL CAMINO DEL MAR","LAKE ST","CLASS II","2W",,,,"N","0","0","0","25th Ave","0.12889578","65","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48528 37.787613, -122.485146 37.785748)"
"5060","1372000.0","25TH AVE","EL CAMINO DEL MAR","LAKE ST","CLASS II","2W",,,,"S","1","0","0","25th Ave","0.12889578","90","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48528 37.787613, -122.485146 37.785748)"
"4337","1513000.0","26TH ST","FLORIDA ST","ALABAMA ST","CLASS III","2W",,,,"E","1","0","0","26th St","0.04922044","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40976 37.749546, -122.41066 37.74949)"
"590","1513000.0","26TH ST","FLORIDA ST","ALABAMA ST","CLASS III","2W",,,,"W","0","0","0","26th St","0.04922044","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40976 37.749546, -122.41066 37.74949)"
"2225","1511000.0","26TH ST","YORK ST","BRYANT ST","CLASS III","2W",,,,"E","1","0","0","26th St","0.05167433","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40788 37.749657, -122.40883 37.7496)"
"1809","1511000.0","26TH ST","YORK ST","BRYANT ST","CLASS III","2W",,,,"W","0","0","0","26th St","0.05167433","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40788 37.749657, -122.40883 37.7496)"
"3580","1512000.0","26TH ST","BRYANT ST","FLORIDA ST","CLASS III","2W",,,,"E","1","0","0","26th St","0.0514303","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40883 37.7496, -122.40976 37.749546)"
"2446","1510000.0","26TH ST","HAMPSHIRE ST","YORK ST","CLASS III","2W",,,,"W","0","0","0","26th St","0.05425455","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4069 37.749718, -122.40788 37.749657)"
"3145","1512000.0","26TH ST","BRYANT ST","FLORIDA ST","CLASS III","2W",,,,"W","0","0","0","26th St","0.0514303","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40883 37.7496, -122.40976 37.749546)"
"3063","1508000.0","26TH ST","KANSAS ST","UNNAMED #176","CLASS III","2W",,,,"W","0","0","0","26th St","0.02312518","525","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40218 37.75058, -122.4026 37.750557)"
"491","1514000.0","26TH ST","ALABAMA ST","HARRISON ST","CLASS III","2W",,,,"E","1","0","0","26th St","0.05133018","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41066 37.74949, -122.41159 37.749435)"
"2347","1510000.0","26TH ST","HAMPSHIRE ST","YORK ST","CLASS III","2W",,,,"E","1","0","0","26th St","0.05425455","55","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4069 37.749718, -122.40788 37.749657)"
"4726","1514000.0","26TH ST","ALABAMA ST","HARRISON ST","CLASS III","2W",,,,"W","0","0","0","26th St","0.05133018","60","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41066 37.74949, -122.41159 37.749435)"
"1323","1508000.0","26TH ST","KANSAS ST","UNNAMED #176","CLASS III","2W",,,,"E","1","0","0","26th St","0.02312518","40","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40218 37.75058, -122.4026 37.750557)"
"1071","1630000.0","29TH ST","SAN JOSE AV","DOLORES ST","CLASS III","2W",,,,"E","1","0","0","29th St","0.09422023","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42267 37.743942, -122.424385 37.74384)"
"438","1630000.0","29TH ST","SAN JOSE AV","DOLORES ST","CLASS III","2W",,,,"W","0","0","0","29th St","0.09422023","45","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42267 37.743942, -122.424385 37.74384)"
"1754","1629000.0","29TH ST","TIFFANY AV","SAN JOSE AV","CLASS III","2W",,,,"E","1","0","0","29th St","0.03802206","60","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.421974 37.74398, -122.42267 37.743942)"
"1186","1629000.0","29TH ST","TIFFANY AV","SAN JOSE AV","CLASS II","2W",,,,"W","0","0","0","29th St","0.03802206","45","2010",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.421974 37.74398, -122.42267 37.743942)"
"843","133000.0","2ND ST","MINNA ST","NATOMA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.03634315","25","0",,"2019","4",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.399254 37.78758, -122.39879 37.787205)"
"842","129000.0","2ND ST","STEVENSON ST","MARKET ST","CLASS II","2W","GREEN PAINT",,,"S","1","0","0","2nd St","0.0436848","33","0",,"2019","4",,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40081 37.788815, -122.401375 37.789265)"
"4751","141000.0","2ND ST","STILLMAN ST","BRYANT ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.04136652","11","0",,"2021","5",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.39415 37.783504, -122.393616 37.783077)"
"834","132000.0","2ND ST","MISSION ST","MINNA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.04188166","11","0",,"2019","4",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.399796 37.788006, -122.399254 37.78758)"
"845","131000.0","2ND ST","JESSIE ST","MISSION ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","2nd St","0.04233889","11","0",,"2019","4",,"SEPARATED BIKEWAY","1","NO","YES","NO","NO","NO","NO","LINESTRING (-122.400345 37.78844, -122.399796 37.788006)"
"3886","144000.0","2ND ST","FEDERAL ST","SOUTH PARK","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.01871385","11","0",,"2021","5",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.39308 37.78265, -122.392845 37.782455)"
"833","134000.0","2ND ST","NATOMA ST","HOWARD ST","CLASS IV","2W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.04131725","11","0",,"2019","4",,"SEPARATED BIKEWAY","1","NO","YES","NO","NO","NO","NO","LINESTRING (-122.39879 37.787205, -122.398254 37.786777)"
"4752","148000.0","2ND ST","TOWNSEND ST","KING ST","CLASS II","2W",,,,"N","1","0","0","2nd St","0.07260502","5","0",,"2016","5",,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.390526 37.780605, -122.38959 37.77986)"
"3585","140000.0","2ND ST","HARRISON ST","STILLMAN ST","CLASS IV","2W","GREEN PAINT","CONCRETE ISLAND; SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.07847633","11","0",,"2021","5",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.39516 37.78431, -122.39415 37.783504)"
"828","131000.0","2ND ST","JESSIE ST","MISSION ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","2nd St","0.04233889","61","0",,"2019","4",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.400345 37.78844, -122.399796 37.788006)"
"825","136000.0","2ND ST","TEHAMA ST","CLEMENTINA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.0364612","11","0",,"2019","4",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.397705 37.78634, -122.39723 37.785965)"
"478","138000.0","2ND ST","FOLSOM ST","DOW PL","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.06279499","11","0",,"2021","5",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.396706 37.78554, -122.3959 37.784897)"
"1123","145000.0","2ND ST","SOUTH PARK","DE BOOM ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.01778919","11","0",,"2021","5",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.392845 37.782455, -122.39262 37.782272)"
"815","133000.0","2ND ST","MINNA ST","NATOMA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.03634315","11","0",,"2019","4",,"SEPARATED BIKEWAY","1","NO","YES","NO","NO","NO","NO","LINESTRING (-122.399254 37.78758, -122.39879 37.787205)"
"812","137000.0","2ND ST","CLEMENTINA ST","FOLSOM ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.04105845","11","0",,"2019","4",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.39723 37.785965, -122.396706 37.78554)"
"831","130000.0","2ND ST","STEVENSON ST","JESSIE ST","CLASS IV","2W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"S","1","0","0","2nd St","0.03633685","11","0",,"2019","4",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.40081 37.788815, -122.400345 37.78844)"
