"organization_group_code","job_family_code","job_code","year_type","year","organization_group","department_code","department","union_code","union","job_family","job","employee_identifier","salaries","overtime","other_salaries","total_salary","retirement","health_and_dental","other_benefits","total_benefits","total_compensation"
"01","1000","1021","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IS Administrator 1","37730","57534.65","0.00","0.00","57534.65","11253.16","11961.34","4532.63","27747.13","85281.78"
"01","1000","1023","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IS Administrator 3","26574","57678.50","0.00","0.00","57678.50","10284.88","7176.80","4755.14","22216.82","79895.32"
"01","1000","1031","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IS Trainer-Assistant","8148","63532.93","0.00","0.00","63532.93","12495.83","12918.24","4702.71","30116.78","93649.71"
"01","1000","1054","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IS Business Analyst-Principal","27436","101274.51","0.00","-7058.59","94215.92","19644.45","12918.24","7458.76","40021.45","134237.37"
"01","1000","1062","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IS Programmer Analyst","37730","5084.00","0.00","0.00","5084.00","1083.90","956.91","387.50","2428.31","7512.31"
"01","1000","1064","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IS Prg Analyst-Principal","36223","34456.00","0.00","0.00","34456.00","7346.00","3827.63","2579.95","13753.58","48209.58"
"01","1000","1070","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IS Project Director","51426","139889.00","0.00","0.00","139889.00","26799.23","12918.24","9791.54","49509.01","189398.01"
"01","1000","1094","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Information Systems","IT Operations Support Admin IV","26574","46572.00","0.00","0.00","46572.00","9929.16","5741.44","3822.28","19492.88","66064.88"
"01","1200","1232","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Personnel","Training Officer","37983","84681.53","0.00","0.00","84681.53","16661.84","12918.24","6838.44","36418.52","121100.05"
"01","1600","1654","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Payroll, Billing & Accounting","Accountant III","16858","10611.01","0.00","0.00","10611.01","1879.20","1435.36","827.09","4141.65","14752.66"
"01","1600","1654","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Payroll, Billing & Accounting","Accountant III","32693","43171.50","0.00","0.00","43171.50","9061.62","6698.35","3502.18","19262.15","62433.65"
"01","1600","1654","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Payroll, Billing & Accounting","Accountant III","43501","3155.01","0.00","0.00","3155.01","574.53","0.00","218.78","793.31","3948.32"
"01","1600","1657","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Payroll, Billing & Accounting","Accountant IV","16858","10611.00","0.00","0.00","10611.00","1879.20","1435.36","804.35","4118.91","14729.91"
"01","1800","1823","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Senior Administrative Analyst","21653","38491.83","0.00","0.00","38491.83","8161.75","6028.51","3094.21","17284.47","55776.30"
"01","1800","1823","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Senior Administrative Analyst","34205","54645.50","0.00","0.00","54645.50","10473.72","8612.16","4389.44","23475.32","78120.82"
"01","1800","1823","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Senior Administrative Analyst","35965","91826.22","0.00","0.00","91826.22","18072.56","12918.24","7811.62","38802.42","130628.64"
"01","1800","1823","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Senior Administrative Analyst","39039","77486.52","0.00","0.00","77486.52","14861.12","10047.52","6402.01","31310.65","108797.17"
"01","1800","1823","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Senior Administrative Analyst","45754","40380.11","0.00","0.00","40380.11","7872.99","5262.99","3227.20","16363.18","56743.29"
"01","1800","1823","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Senior Administrative Analyst","46770","88016.50","0.00","0.00","88016.50","17332.00","12918.24","6760.28","37010.52","125027.02"
"01","1800","1823","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Senior Administrative Analyst","48264","91540.61","0.00","0.00","91540.61","18011.68","12918.24","7268.43","38198.35","129738.96"
"01","1800","1824","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Pr Administrative Analyst","33068","101787.06","0.00","0.00","101787.06","20042.02","12918.24","7988.47","40948.73","142735.79"
"01","1800","1824","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Pr Administrative Analyst","45754","3503.00","0.00","0.00","3503.00","637.90","478.45","299.49","1415.84","4918.84"
"01","1800","1824","Calendar","2013","Public Protection","ADP","ADP Adult Probation","021","Prof & Tech Engineers - Miscellaneous, Local 21","Budget, Admn & Stats Analysis","Pr Administrative Analyst","5021","104022.86","0.00","0.00","104022.86","20458.35","12918.24","7878.74","41255.33","145278.19"
"01","1200","1244","Calendar","2013","Public Protection","ADP","ADP Adult Probation","022","Prof & Tech Engineers - Personnel, Local 21","Personnel","Senior Personnel Analyst","20957","104250.50","0.00","0.00","104250.50","20214.04","12918.24","8498.47","41630.75","145881.25"
"01","1200","1246","Calendar","2013","Public Protection","ADP","ADP Adult Probation","022","Prof & Tech Engineers - Personnel, Local 21","Personnel","Principal Personnel Analyst","17388","133022.51","0.00","0.00","133022.51","25483.48","12918.24","9759.01","48160.73","181183.24"
"01","1400","1454","Calendar","2013","Public Protection","ADP","ADP Adult Probation","022","Prof & Tech Engineers - Personnel, Local 21","Clerical, Secretarial & Steno","Executive Secretary 3","19930","67071.60","0.00","2077.06","69148.66","12973.88","10744.27","5439.34","29157.49","98306.15"
"01","0900","0923","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Manager II","1815","145343.93","0.00","0.00","145343.93","27869.24","12918.24","12335.56","53123.04","198466.97"
"01","0900","0923","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Manager II","3034","123825.66","0.00","0.00","123825.66","23728.23","12918.24","9480.88","46127.35","169953.01"
"01","0900","0932","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Manager IV","43208","155934.26","0.00","0.00","155934.26","29873.14","0.00","18500.13","48373.27","204307.53"
"01","0900","8435","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Div Director, Adult Probation","14308","122302.25","0.00","0.00","122302.25","21538.39","12918.24","10318.94","44775.57","167077.82"
"01","0900","8435","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Div Director, Adult Probation","15189","122302.27","0.00","0.00","122302.27","21538.37","12918.24","10890.91","45347.52","167649.79"
"01","0900","8435","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Div Director, Adult Probation","17353","122302.26","0.00","0.00","122302.26","21538.37","12918.24","10493.35","44949.96","167252.22"
"01","0900","8435","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Div Director, Adult Probation","30068","122302.24","0.00","0.00","122302.24","21538.36","12918.24","10811.11","45267.71","167569.95"
"01","0900","8436","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Management","Chief Adult Probation Officer","43952","209697.02","0.00","0.00","209697.02","36944.94","12918.24","12228.03","62091.21","271788.23"
"01","8400","8438","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Probation & Parole","Chief Deputy Adlt Probation Of","5635","69257.89","0.00","0.00","69257.89","0.00","6653.49","5361.94","12015.43","81273.32"
"01","8400","8592","Calendar","2013","Public Protection","ADP","ADP Adult Probation","351","Municipal Executive Association - Miscellaneous","Probation & Parole","Chief Dep Adlt Prob Of (SFERS)","41629","162953.50","0.00","0.00","162953.50","31217.66","12918.24","2608.57","46744.47","209697.97"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","10922","93300.65","0.00","0.00","93300.65","16454.93","12537.33","1585.09","30577.35","123878.00"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","10988","66139.71","0.00","0.00","66139.71","11647.69","12918.24","1099.15","25665.08","91804.79"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","11294","96595.64","0.00","0.00","96595.64","17020.61","12918.25","1600.19","31539.05","128134.69"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","12948","76487.01","0.00","0.00","76487.01","13469.78","12918.25","1300.28","27688.31","104175.32"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","12968","92562.17","0.00","0.00","92562.17","16322.99","12437.88","1467.33","30228.20","122790.37"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","1307","96152.53","0.00","0.00","96152.53","16940.51","12918.24","1633.57","31492.32","127644.85"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","13679","5985.32","0.00","0.00","5985.32","0.00","799.91","463.38","1263.29","7248.61"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","14004","96152.51","0.00","0.00","96152.51","16940.51","12918.24","1631.07","31489.82","127642.33"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","14500","80200.02","0.00","6717.80","86917.82","14056.28","10765.20","1461.11","26282.59","113200.41"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","14573","96152.52","0.00","0.00","96152.52","16940.51","12918.24","1633.57","31492.32","127644.84"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","15267","76266.22","0.00","0.00","76266.22","13432.05","12918.24","1246.26","27596.55","103862.77"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","1556","96329.75","0.00","0.00","96329.75","16972.55","12918.24","1584.15","31474.94","127804.69"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","15592","96061.33","0.00","0.00","96061.33","16926.67","12906.29","1632.02","31464.98","127526.31"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","1563","90576.60","0.00","0.00","90576.60","15953.40","12918.24","1538.78","30410.42","120987.02"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","15876","82212.71","0.00","0.00","82212.71","14480.22","12918.24","1396.59","28795.05","111007.76"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","17248","86962.10","0.00","0.00","86962.10","15278.85","11677.86","1424.91","28381.62","115343.72"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","1754","66139.71","0.00","0.00","66139.71","11647.69","12918.24","1100.86","25666.79","91806.50"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","18905","66139.73","0.00","0.00","66139.73","11647.71","12918.31","1048.44","25614.46","91754.19"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","19512","52834.50","0.00","15691.14","68525.64","9538.33","7128.95","1125.12","17792.40","86318.04"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","20603","96152.54","0.00","0.00","96152.54","16940.51","12918.25","1616.45","31475.21","127627.75"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","21729","96152.51","0.00","0.00","96152.51","16940.51","12918.24","1633.57","31492.32","127644.83"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","21991","76487.00","0.00","0.00","76487.00","13469.77","12918.24","1280.79","27668.80","104155.80"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","22421","71064.60","0.00","0.00","71064.60","12516.89","12918.25","1182.92","26618.06","97682.66"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","23072","96152.50","0.00","0.00","96152.50","16940.51","12918.24","1633.57","31492.32","127644.82"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","23404","71064.61","0.00","0.00","71064.61","12516.89","12918.24","1207.08","26642.21","97706.82"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","25784","96152.53","0.00","0.00","96152.53","16940.51","12918.25","232.52","30091.28","126243.81"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","25825","96152.51","0.00","0.00","96152.51","16940.51","12918.24","1633.57","31492.32","127644.83"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","29835","96242.01","0.00","100.00","96342.01","16973.38","12918.24","237.99","30129.61","126471.62"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","32375","96152.50","0.00","0.00","96152.50","16940.51","12918.24","1633.57","31492.32","127644.82"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","32918","72020.52","0.00","0.00","72020.52","12687.75","12918.24","1199.86","26805.85","98826.37"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","33094","51760.51","0.00","4099.55","55860.06","9354.81","6985.42","938.27","17278.50","73138.56"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","33614","71543.51","0.00","300.00","71843.51","12655.55","0.00","1221.34","13876.89","85720.40"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","33629","71986.90","0.00","0.00","71986.90","12604.43","9661.11","1222.49","23488.03","95474.93"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","36193","96526.65","0.00","0.00","96526.65","17006.20","12918.24","1692.90","31617.34","128143.99"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","38724","96152.51","0.00","0.00","96152.51","16940.51","12918.24","1633.57","31492.32","127644.83"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","39810","96242.00","0.00","0.00","96242.00","16955.79","12918.24","1635.09","31509.12","127751.12"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","4017","84172.82","0.00","0.00","84172.82","14825.02","12918.25","1427.88","29171.15","113343.97"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","40308","96242.00","0.00","0.00","96242.00","16955.80","12918.24","1622.30","31496.34","127738.34"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","40383","96152.53","0.00","0.00","96152.53","16940.51","12918.25","1525.31","31384.07","127536.60"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","42999","96152.50","0.00","0.00","96152.50","16940.51","12918.24","240.01","30098.76","126251.26"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","43132","96241.16","0.00","0.00","96241.16","16956.53","12918.24","1526.82","31401.59","127642.75"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","43337","96152.50","0.00","0.00","96152.50","16940.51","12918.24","1633.57","31492.32","127644.82"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","43625","95509.16","0.00","0.00","95509.16","16829.13","12832.06","1622.63","31283.82","126792.98"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","43878","86221.21","0.00","0.00","86221.21","15186.48","12918.24","1135.05","29239.77","115460.98"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","4398","96152.50","0.00","0.00","96152.50","16940.51","12918.24","1632.09","31490.84","127643.34"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","46629","35267.00","0.00","0.00","35267.00","0.00","4736.69","2730.36","7467.05","42734.05"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","46637","86221.22","0.00","0.00","86221.22","15186.49","12918.24","1435.42","29540.15","115761.37"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","46714","78183.64","0.00","0.00","78183.64","13769.94","12918.24","1316.83","28005.01","106188.65"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","47110","79526.57","0.00","0.00","79526.57","14009.91","12918.24","1350.93","28279.08","107805.65"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","47541","64888.20","0.00","0.00","64888.20","11528.79","10047.52","1102.28","22678.59","87566.79"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","47802","96152.51","0.00","0.00","96152.51","16940.51","12918.24","224.31","30083.06","126235.57"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","48056","95663.21","0.00","0.00","95663.21","16853.91","12852.46","1625.26","31331.63","126994.84"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","48373","96152.56","0.00","0.00","96152.56","16940.51","12918.24","1633.57","31492.32","127644.88"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","48620","76487.01","0.00","0.00","76487.01","13469.77","12918.24","1246.83","27634.84","104121.85"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","48708","96242.03","0.00","0.00","96242.03","16955.80","12918.24","1635.09","31509.13","127751.16"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","48997","76487.02","0.00","0.00","76487.02","13469.77","12918.24","1273.25","27661.26","104148.28"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","49370","64523.45","0.00","0.00","64523.45","11381.51","12316.65","1073.94","24772.10","89295.55"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","49580","96460.50","0.00","0.00","96460.50","16998.39","12912.27","1637.33","31547.99","128008.49"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","50368","2685.01","0.00","0.00","2685.01","0.00","358.84","207.87","566.71","3251.72"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","50802","96152.51","0.00","0.00","96152.51","16940.51","12918.24","1581.14","31439.89","127592.40"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","52533","93962.69","0.00","0.00","93962.69","16545.23","12754.55","1577.88","30877.66","124840.35"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","52859","0.00","0.00","11204.86","11204.86","0.00","7.59","162.47","170.06","11374.92"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","53635","61938.37","0.00","0.00","61938.37","10961.42","8328.02","1049.90","20339.34","82277.71"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","55468","96152.53","0.00","0.00","96152.53","16940.51","12918.24","228.02","30086.77","126239.30"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","5560","96106.00","0.00","0.00","96106.00","16934.31","12912.27","1631.31","31477.89","127583.89"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","55669","70308.22","0.00","0.00","70308.22","12322.65","11014.24","1150.02","24486.91","94795.13"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","55815","66139.71","0.00","0.00","66139.71","11647.69","12918.25","1100.86","25666.80","91806.51"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","56336","66139.72","0.00","0.00","66139.72","11647.69","12918.24","1100.86","25666.79","91806.51"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","6285","51402.50","0.00","2210.65","53613.15","9293.63","6937.57","126.86","16358.06","69971.21"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","6462","59164.84","0.00","0.00","59164.84","10354.94","9625.17","960.58","20940.69","80105.53"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","6763","86221.22","0.00","0.00","86221.22","15186.48","12918.24","1433.94","29538.66","115759.88"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","6867","89674.60","0.00","0.00","89674.60","15790.32","12918.24","1468.87","30177.43","119852.03"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","721","76266.20","0.00","0.00","76266.20","13432.04","12918.24","1295.51","27645.79","103911.99"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","830","96152.50","0.00","0.00","96152.50","16940.51","12918.24","1581.14","31439.89","127592.39"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","8606","96154.29","0.00","0.00","96154.29","16939.04","12918.24","1615.14","31472.42","127626.71"
"01","8400","8444","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer","8727","96152.51","0.00","0.00","96152.51","16940.51","12918.24","240.23","30098.98","126251.49"
"01","8400","8530","Calendar","2013","Public Protection","ADP","ADP Adult Probation","651","Deputy Probation Officers' Association","Probation & Parole","Deputy Probation Officer SFERS","17958","60164.00","0.00","0.00","60164.00","11840.67","12918.24","1021.77","25780.68","85944.68"
