"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","activity_type_code","cargo_type_code","cargo_aircraft_type","cargo_weight_lbs","cargo_metric_tons"
"202109","Swiss International","LX","Swiss International","LX","International","Europe","Enplaned","Cargo","Passenger","381460","173.03"
"202109","United Airlines","UA","United Airlines","UA","International","Middle East","Enplaned","Mail","Passenger","40440","18.344"
"202109","EVA Airways","BR","EVA Airways","BR","International","Asia","Deplaned","Cargo","Passenger","1644700","746.036"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Enplaned","Mail","Passenger","98811","44.821"
"202109","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Enplaned","Cargo","Passenger","961","0.436"
"202109","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","International","Asia","Enplaned","Cargo","Freighter","1425856","646.768"
"202109","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Enplaned","Cargo","Passenger","1712507","776.793"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Deplaned","Cargo","Passenger","4036","1.831"
"202109","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Mail","Freighter","89","0.04"
"202109","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Deplaned","Cargo","Passenger","271900","123.334"
"202109","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Enplaned","Cargo","Passenger","735527","333.635"
"202109","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Deplaned","Cargo","Passenger","2603918","1181.137"
"202109","United Airlines","UA","United Airlines","UA","International","Europe","Deplaned","Express","Passenger","3453","1.566"
"202109","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Deplaned","Cargo","Passenger","576111","261.324"
"202109","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Cargo","Freighter","1566662","710.638"
"202109","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Mail","Passenger","24028","10.899"
"202109","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Cargo","Passenger","1796241","814.775"
"202109","Air India Limited","AI","Air India Limited","AI","International","Asia","Deplaned","Express","Passenger","4959","2.249"
"202109","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Mail","Passenger","31640","14.352"
"202109","Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Enplaned","Cargo","Freighter","2676180","1213.915"
"202109","China Southern","CZ","China Southern","CZ","International","Asia","Deplaned","Cargo","Passenger","1043111","473.155"
"202109","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Cargo","Freighter","719104","326.186"
"202109","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Enplaned","Express","Passenger","1548","0.702"
"202109","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Cargo","Freighter","1441110","653.687"
"202109","United Airlines","UA","United Airlines","UA","International","Asia","Deplaned","Cargo","Passenger","5706774","2588.593"
"202109","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Enplaned","Cargo","Freighter","2262034","1026.059"
"202109","British Airways","BA","British Airways","BA","International","Europe","Enplaned","Mail","Passenger","36197","16.419"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Deplaned","Cargo","Passenger","142222","64.512"
"202109","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Deplaned","Cargo","Freighter","2478314","1124.163"
"202109","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Deplaned","Mail","Passenger","4524","2.052"
"202109","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Enplaned","Cargo","Freighter","736480","334.067"
"202109","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Enplaned","Cargo","Passenger","274500","124.513"
"202109","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Cargo","Passenger","259628","117.767"
"202109","United Airlines","UA","United Airlines","UA","International","Middle East","Enplaned","Express","Passenger","14432","6.546"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Express","Passenger","48","0.022"
"202109","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Mail","Passenger","99609","45.183"
"202109","Air India Limited","AI","Air India Limited","AI","International","Asia","Deplaned","Cargo","Passenger","217898","98.839"
"202109","Air France","AF","Air France","AF","International","Europe","Deplaned","Mail","Passenger","24414","11.074"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Cargo","Passenger","4278001","1940.501"
"202109","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Enplaned","Mail","Passenger","657","0.298"
"202109","United Airlines","UA","United Airlines","UA","International","Asia","Deplaned","Express","Passenger","2931","1.33"
"202109","United Airlines","UA","United Airlines","UA","International","Europe","Enplaned","Cargo","Passenger","1579492","716.458"
"202109","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Enplaned","Express","Passenger","195488","88.673"
"202109","United Airlines","UA","United Airlines","UA","International","Asia","Deplaned","Mail","Passenger","107214","48.632"
"202109","Air Canada","AC","Air Canada","AC","International","Canada","Deplaned","Express","Passenger","9489","4.304"
"202109","Federal Express","FX","Federal Express","FX","Domestic","US","Enplaned","Cargo","Freighter","2392649","1085.306"
"202109","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Express","Passenger","75357","34.182"
"202109","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Enplaned","Express","Passenger","2909","1.32"
"202109","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Deplaned","Mail","Passenger","51211","23.229"
"202109","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Cargo","Freighter","1001124","454.11"
"202109","Emirates","EK","Emirates","EK","International","Middle East","Enplaned","Cargo","Passenger","318415","144.433"
"202109","EVA Airways","BR","EVA Airways","BR","International","Asia","Deplaned","Express","Passenger","102622","46.549"
"202109","China Eastern","MU","China Eastern","MU","International","Asia","Deplaned","Cargo","Passenger","530987","240.856"
"202109","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Mail","Passenger","37670","17.087"
"202109","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Enplaned","Mail","Passenger","1984","0.9"
"202109","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Mail","Passenger","19919","9.035"
"202109","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Cargo","Passenger","806693","365.916"
"202109","Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Deplaned","Cargo","Freighter","326931","148.296"
"202109","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Mail","Passenger","200307","90.859"
"202109","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Cargo","Passenger","118346","53.682"
"202109","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Mail","Passenger","34652","15.718"
"202109","Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Enplaned","Mail","Freighter","10288","4.667"
"202109","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Cargo","Passenger","109113","49.494"
"202109","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Cargo","Freighter","692713","314.215"
"202109","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Deplaned","Express","Passenger","1855","0.841"
"202109","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Cargo","Passenger","2028027","919.913"
"202109","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Deplaned","Mail","Passenger","252538","114.551"
"202109","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Deplaned","Cargo","Passenger","27520","12.483"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Deplaned","Cargo","Passenger","11733","5.322"
"202109","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Mail","Passenger","15490","7.026"
"202109","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Deplaned","Cargo","Passenger","627557","284.66"
"202109","United Airlines","UA","United Airlines","UA","International","Europe","Enplaned","Mail","Passenger","99994","45.357"
"202109","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Cargo","Passenger","1641129","744.416"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Deplaned","Mail","Passenger","17538","7.955"
"202109","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Deplaned","Cargo","Passenger","17503","7.939"
"202109","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Cargo","Passenger","351214","159.311"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Cargo","Passenger","878","0.398"
"202109","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Enplaned","Cargo","Passenger","26128","11.852"
"202109","ABX Air","GB","ABX Air","GB","Domestic","US","Deplaned","Cargo","Freighter","1901273","862.417"
"202109","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Enplaned","Cargo","Passenger","158955","72.102"
"202109","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Express","Passenger","192","0.087"
"202109","Emirates","EK","Emirates","EK","International","Middle East","Deplaned","Cargo","Passenger","520392","236.05"
"202109","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Cargo","Passenger","813634","369.064"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Mail","Passenger","1669","0.757"
"202109","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Express","Passenger","37738","17.118"
"202108","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Enplaned","Mail","Passenger","2036","0.924"
"202108","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Express","Passenger","3449","1.564"
"202108","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Enplaned","Express","Passenger","1288","0.584"
"202108","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Deplaned","Cargo","Passenger","14646","6.643"
"202108","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Enplaned","Express","Passenger","1543","0.7"
"202108","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Mail","Passenger","15685","7.115"
"202108","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Deplaned","Mail","Passenger","201858","91.563"
"202108","China Eastern","MU","China Eastern","MU","International","Asia","Deplaned","Cargo","Passenger","48927","22.193"
"202108","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Deplaned","Express","Passenger","3909","1.773"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Mail","Passenger","27778","12.6"
"202108","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Cargo","Passenger","1956168","887.318"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Express","Passenger","49870","22.621"
"202108","Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Deplaned","Cargo","Freighter","4301778","1951.287"
"202108","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Enplaned","Cargo","Passenger","90772","41.174"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Cargo","Passenger","175480","79.598"
"202108","Air Canada","AC","Air Canada","AC","International","Canada","Deplaned","Cargo","Passenger","3772","1.711"
"202108","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Cargo","Passenger","406727","184.491"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Cargo","Freighter","1698899","770.621"
"202108","United Airlines","UA","United Airlines","UA","International","Middle East","Deplaned","Cargo","Passenger","652434","295.944"
"202108","Air Canada","AC","Air Canada","AC","International","Canada","Enplaned","Express","Passenger","10364","4.701"
"202108","Air India Limited","AI","Air India Limited","AI","International","Asia","Deplaned","Cargo","Passenger","127105","57.655"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Enplaned","Express","Passenger","12786","5.8"
"202108","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Deplaned","Mail","Passenger","252538","114.551"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Cargo","Passenger","273827","124.208"
"202108","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Enplaned","Cargo","Passenger","1308234","593.415"
"202108","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Deplaned","Mail","Passenger","3215","1.458"
"202108","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Deplaned","Cargo","Passenger","927344","420.643"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Cargo","Passenger","3966323","1799.124"
"202108","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Cargo","Passenger","1572067","713.09"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Cargo","Passenger","2032386","921.89"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Deplaned","Express","Passenger","4207","1.908"
"202108","British Airways","BA","British Airways","BA","International","Europe","Enplaned","Mail","Passenger","29306","13.293"
"202108","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Enplaned","Cargo","Passenger","284237","128.93"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Mail","Passenger","145531","66.013"
"202108","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Cargo","Passenger","194448","88.202"
"202108","Emirates","EK","Emirates","EK","International","Middle East","Enplaned","Cargo","Passenger","430463","195.258"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Cargo","Freighter","1563486","709.197"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Express","Passenger","83601","37.921"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Mail","Passenger","1090694","494.739"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Cargo","Passenger","6351881","2881.213"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Enplaned","Mail","Passenger","301276","136.659"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Cargo","Freighter","1562166","708.598"
"202108","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Deplaned","Cargo","Freighter","736061","333.877"
"202108","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Express","Passenger","1769","0.802"
"202108","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Mail","Passenger","14076","6.385"
"202108","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Cargo","Passenger","1774493","804.91"
"202108","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Enplaned","Cargo","Passenger","151188","68.579"
"202108","China Southern","CZ","China Southern","CZ","International","Asia","Enplaned","Cargo","Passenger","88286","40.047"
"202108","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Deplaned","Express","Passenger","3899","1.769"
"202108","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Enplaned","Cargo","Passenger","98694","44.768"
"202108","China Eastern","MU","China Eastern","MU","International","Asia","Enplaned","Cargo","Passenger","12789","5.801"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Mail","Passenger","492285","223.3"
"202108","China Southern","CZ","China Southern","CZ","International","Asia","Deplaned","Cargo","Passenger","757938","343.801"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Cargo","Passenger","1122525","509.177"
"202108","Air Canada","AC","Air Canada","AC","International","Canada","Deplaned","Mail","Passenger","2008","0.911"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Mail","Freighter","48935","22.197"
"202108","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Enplaned","Cargo","Passenger","599764","272.053"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Cargo","Passenger","2127295","964.941"
"202108","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Deplaned","Cargo","Passenger","642214","291.308"
"202108","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Mail","Freighter","12147","5.51"
"202108","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Deplaned","Mail","Passenger","15433","7"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Mail","Passenger","28991","13.15"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Enplaned","Cargo","Passenger","3071994","1393.456"
"202108","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Mail","Passenger","98017","44.461"
"202108","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Deplaned","Cargo","Passenger","721679","327.354"
