"map_label","acres","longitude","latitude","tma_propertyid","tma_property_name","shape"
"South of Mansell","175.98404977","-122.41919219","37.71594984","28","John McLaren Park","MULTIPOLYGON (((-122.41545706040239 37.71339354537586, -122.41539883454743 37.71353195710911, -122.41543277624592 37.71344813279541, -122.41545706040239 37.71339354537586)), ((-122.41539883454743 37.71353195710911, -122.4156664652331 37.71354415032995, -122.41589315903401 37.713674602576845, -122.41611107913491 37.71388741866777, -122.41624732646336 37.71410156670325, -122.41630612464367 37.71426937188459, -122.41631580622318 37.71443364934433, -122.41629348654882 37.714624409942445, -122.41675962685791 37.71453460479817, -122.41685096082827 37.71448551934831, -122.41709663071863 37.71429544951756, -122.4174183881175 37.71388778141559, -122.41767013589815 37.71351154510404, -122.41765402857546 37.71303734414167, -122.4217714301829 37.71420382281714, -122.42201360338233 37.713692996961676, -122.42368403853658 37.71416447758169, -122.42426614953301 37.71273632439463, -122.42264194660491 37.71226619128332, -122.42319378752111 37.71112235630336, -122.42256983637299 37.71090595964273, -122.42257091345004 37.7109046199607, -122.42257199846462 37.71090328014908, -122.42263621194523 37.71082577813069, -122.4229703740007 37.7109144300325, -122.42297476677494 37.71090716291241, -122.42297863148087 37.71090105798506, -122.42298263046436 37.71089501305, -122.42298676127118 37.71088902093743, -122.42299102623893 37.71088308431288, -122.42299541990785 37.71087721137659, -122.42299994336506 37.71087140030821, -122.42300458987695 37.710865653921445, -122.42300936284526 37.7108599721607, -122.42301426004879 37.71085435686467, -122.42301927917295 37.7108488062687, -122.4230244205441 37.71084333298464, -122.42302968286502 37.71083793072505, -122.423035062734 37.710832599545405, -122.42304055464452 37.7108273458443, -122.42304616410301 37.710822163223106, -122.42305188926107 37.710817067934144, -122.42305772065119 37.71081204481109, -122.42306367000877 37.710807108983204, -122.42306971909768 37.710802257143285, -122.42307587694278 37.71079748734153, -122.42308213674043 37.71079279968901, -122.42308849652579 37.71078820593371, -122.42309495831037 37.710783696129305, -122.42310152235052 37.7107792801851, -122.42310817272457 37.71077495655853, -122.42311492526093 37.710770723188766, -122.4231217721154 37.71076658380873, -122.42312869868664 37.7107625440642, -122.4231357207099 37.71075859829082, -122.42314283022434 37.710754745717416, -122.42315001283848 37.71075100009731, -122.42315728296711 37.71074734857797, -122.42316463410971 37.71074380298148, -122.42317205816562 37.71074035713146, -122.42317956207823 37.71073701632191, -122.42318713450828 37.710733780737996, -122.4231947776304 37.71073064673926, -122.4232024905671 37.710727624253494, -122.42321026746227 37.71072470616655, -122.4232181049841 37.710721895236446, -122.42322600095791 37.71071919510362, -122.42323395654101 37.71071660665039, -122.42324197272755 37.710714124453155, -122.4232500407257 37.710711759470136, -122.42397906269416 37.71068532715454, -122.42396013029955 37.710350622952866, -122.42444721859522 37.71053846980278, -122.42440485977241 37.710625804155875, -122.42455256203391 37.71073521338033, -122.42490693363537 37.710921175857216, -122.42526553558129 37.71109840013112, -122.42564032025642 37.71124228369256, -122.42604083609106 37.711372063773744, -122.4265873547306 37.711588335376945, -122.42655700866548 37.71165464213629, -122.42530498531389 37.714390602254845, -122.42725261398584 37.71489202050018, -122.42702133658865 37.715616103568614, -122.42710616758875 37.715634562563096, -122.42655563471934 37.71708877865818, -122.42664655192775 37.717132241253424, -122.42621677345527 37.718253736787126, -122.42606836857873 37.71817905085104, -122.42591906295787 37.718105494277125, -122.42589756500155 37.71809468406397, -122.4258843816599 37.718087715022854, -122.4258713571415 37.718080570347986, -122.42585848329811 37.71807324206164, -122.42584578056578 37.71806573073091, -122.42583324487524 37.718058054446956, -122.42582087474241 37.7180501997157, -122.42580867720496 37.71804217543437, -122.42579666591806 37.71803398318228, -122.42578482734332 37.71802562588446, -122.42577318413821 37.71801710226936, -122.42576172637641 37.71800842331397, -122.42575045616272 37.71799958267542, -122.4257393885897 37.71799059362541, -122.42572851442164 37.71798145000636, -122.42571784287091 37.717972157075096, -122.42570738523132 37.71796271284464, -122.42569713051236 37.717953131013076, -122.4256870831103 37.7179434061012, -122.42567726012896 37.71793354143441, -122.42566765268273 37.71792354436783, -122.42565826072496 37.71791341309982, -122.42564910147614 37.71790315545994, -122.42564016257856 37.71789277615645, -122.42563145634318 37.71788226867949, -122.42562297967129 37.717871644795736, -122.42561473483086 37.717860904468154, -122.4256067332089 37.717850049313135, -122.42559897047919 37.71783908751252, -122.42559144782244 37.71782802084939, -122.42558417544491 37.71781684915708, -122.42557713987803 37.717805578063086, -122.42557035824903 37.71779421179361, -122.42556383060446 37.717782752150406, -122.42507135293012 37.71687162828137, -122.42465618099077 37.71713189361854, -122.42425982230561 37.71708438929141, -122.42402141563844 37.71710121716434, -122.42378157537296 37.71716764265864, -122.42362091896413 37.717252174380704, -122.42257465998743 37.71786865882044, -122.42241757776168 37.71796121361, -122.42136722885216 37.718580085150975, -122.4210296167843 37.71874940736885, -122.42058857429267 37.71890748241114, -122.42022664153983 37.718975891984165, -122.41982040708885 37.719010535252636, -122.41958126647005 37.71899934416429, -122.41914556615188 37.718943934432886, -122.41867630765192 37.718850267433766, -122.41836247098023 37.71878424870552, -122.4158336501144 37.7182886962699, -122.41506734787704 37.71814811820144, -122.4146437262831 37.71813991533292, -122.4142570960784 37.718197932032034, -122.41414977225118 37.71823312143701, -122.41393266282245 37.71827025140497, -122.41176067239641 37.71884724607254, -122.41167631440624 37.71887036527339, -122.41108701867257 37.71904539117547, -122.41096993266652 37.71876151700455, -122.40899285217729 37.719276374073246, -122.40884142130156 37.718907057933684, -122.40875254005533 37.71888497715066, -122.40898913543994 37.718371098227834, -122.40830410505737 37.71818335544706, -122.40883766983464 37.71693508312935, -122.40834742969881 37.71680072951944, -122.40831963915858 37.716865739827114, -122.40799281738404 37.71677617307877, -122.4080206034786 37.71671115661479, -122.40813176354773 37.71645110214042, -122.40845858871235 37.71654067293873, -122.40854195573218 37.71634562932877, -122.4093590139248 37.716569550530735, -122.40938680441742 37.71650453365049, -122.4097136313753 37.71659410276794, -122.4096858422691 37.71665911970599, -122.4098492532766 37.71670390175618, -122.40987704237241 37.71663888928428, -122.4099048324379 37.716573872282524, -122.40998653909276 37.71659626586855, -122.41006824352883 37.71661865943464, -122.41014995009695 37.71664104570042, -122.41023165463145 37.716663439152995, -122.41031501827119 37.71646839427379, -122.41048200202425 37.71651415661703, -122.41055184874415 37.716352048837145, -122.41219154075247 37.716796659129166, -122.41221244610914 37.71678532211372, -122.41223360632486 37.716774278361264, -122.41225499987658 37.716763529122275, -122.41227662789835 37.71675307437821, -122.41229847576398 37.716742918872484, -122.41232055289333 37.71673307597049, -122.41234283399056 37.7167235325644, -122.41236532974875 37.7167143074062, -122.41238802510121 37.716705388123195, -122.41241090569987 37.716696790269104, -122.41243397705291 37.71668850744578, -122.41245722004437 37.71668054627209, -122.4124806416872 37.71667291474508, -122.41251879714571 37.716661274167286, -122.41318279964347 37.71645502552938, -122.41317912348431 37.71631219691993, -122.41366426137618 37.7163043162859, -122.41385590640967 37.716247504935446, -122.41392964075908 37.71622729194125, -122.41405061409534 37.71619161141727, -122.41404469940805 37.71596191313017, -122.4142211951418 37.71555225357887, -122.41433527603483 37.71528744636723, -122.4154756729978 37.715596826033256, -122.4154743784168 37.71542234818991, -122.41547008325882 37.714842664113725, -122.41546878879345 37.71466814569279, -122.41546654196354 37.71436527126427, -122.41544005490363 37.71435806680719, -122.41546906054218 37.71429373246643, -122.41549821477442 37.71422909108627, -122.41552736215209 37.7141644498089, -122.41555629401424 37.71410029598591, -122.41558544115158 37.71403564928776, -122.41561575267903 37.71396842416285, -122.4156441219175 37.713905511439584, -122.41567257264735 37.713842417137585, -122.41531274700797 37.71374458538949, -122.41539883454743 37.71353195710911), (-122.41312696346328 37.716602746458804, -122.41309706019564 37.716614376677626, -122.41306691019106 37.716625589122685, -122.4130365156949 37.71663638285608, -122.41300589249104 37.71664675401644, -122.41297504393573 37.71665670074662, -122.41294397995732 37.716666212070514, -122.41291271330883 37.71667529859558, -122.41288125153471 37.71668394487828, -122.41284960833656 37.7166921543009, -122.41281778373805 37.71669992776415, -122.41278579903113 37.716707255008664, -122.41275365544305 37.716714139619235, -122.41272136419877 37.71672057690741, -122.4126889343478 37.71672656582489, -122.41265638049397 37.71673210072714, -122.41262371414038 37.71673718773575, -122.4125651391593 37.71674513863025, -122.4125394169903 37.71675366188738, -122.4125138891185 37.716762549683885, -122.41248856183775 37.7167717820907, -122.41246343304192 37.71678136545068, -122.41243852640632 37.71679129397226, -122.41241384079662 37.71680156767395, -122.41238938417393 37.716812187327946, -122.41236516299453 37.716823139311074, -122.4123374479915 37.7168362253337, -122.4127866213257 37.7169580146739, -122.41277788618328 37.71699114495263, -122.4131964236218 37.71698434869231, -122.41318597123445 37.7165782498737, -122.41315660425641 37.71659070412941, -122.41312696346328 37.716602746458804)))"
"North of Mansell","136.5526018","-122.41891734","37.72083474","28","John McLaren Park","MULTIPOLYGON (((-122.41993643907976 37.72460701558736, -122.41944160274396 37.72340775748927, -122.41846335615688 37.72366715225798, -122.41795566036414 37.7224654480469, -122.41696941464426 37.72272005363453, -122.41664110346227 37.72194290820073, -122.41547134377228 37.72224880161411, -122.41545050386334 37.722234586597814, -122.41534621454922 37.721979551357016, -122.41515315337261 37.72177969208939, -122.41476305573252 37.72151735954073, -122.41428633678491 37.72139375837382, -122.4136099892832 37.72139877308425, -122.41298838257948 37.721486487120195, -122.41216607492574 37.72166142019516, -122.41108701867257 37.71904539117547, -122.41167631440624 37.71887036527339, -122.41176067239641 37.71884724607254, -122.41393266282245 37.71827025140497, -122.41414977225118 37.71823312143701, -122.4142570960784 37.718197932032034, -122.4146437262831 37.71813991533292, -122.41506734787704 37.71814811820144, -122.4158336501144 37.7182886962699, -122.41836247098023 37.71878424870552, -122.41867630765192 37.718850267433766, -122.41914556615188 37.718943934432886, -122.41958126647005 37.71899934416429, -122.41982040708885 37.719010535252636, -122.42022664153983 37.718975891984165, -122.42058857429267 37.71890748241114, -122.4210296167843 37.71874940736885, -122.42136722885216 37.718580085150975, -122.42241757776168 37.71796121361, -122.42257465998743 37.71786865882044, -122.42362091896413 37.717252174380704, -122.42378157537296 37.71716764265864, -122.42402141563844 37.71710121716434, -122.42425982230561 37.71708438929141, -122.42465618099077 37.71713189361854, -122.42462350986895 37.71715237339693, -122.42312825779179 37.71809479348046, -122.42289652193958 37.71824603260236, -122.42320115580881 37.7186474746903, -122.42325050355946 37.71870553531797, -122.42326028546512 37.71871978441923, -122.42326879986565 37.71873275284325, -122.42327702788258 37.71874583408974, -122.42328496944579 37.718759025456244, -122.42329261427888 37.718772324406864, -122.42329997265796 37.718785733477596, -122.42330702944412 37.71879923759478, -122.42331378919663 37.7188128375853, -122.42332025529423 37.718826532492784, -122.42332641266775 37.71884030994613, -122.42333226703391 37.718854171654534, -122.42333781952667 37.71886811759955, -122.42334306190436 37.71888213619974, -122.42334800080809 37.71889622103822, -122.42335262378633 37.71891037321951, -122.42335693648586 37.71892459175021, -122.42336093865015 37.71893886672103, -122.42336462328822 37.71895319103641, -122.42336799269127 37.71896756556014, -122.42337104917388 37.71898199205693, -122.42337378879756 37.718996449862836, -122.42337620385679 37.71901094811604, -122.42337830761052 37.71902547308165, -122.42338008661291 37.71904003128773, -122.42338154724868 37.71905460640808, -122.42338269076814 37.7190692029283, -122.42338350784226 37.71908381108736, -122.4233840052519 37.71909842987323, -122.42338417815752 37.719113047649024, -122.42338403357319 37.71912767241123, -122.4233835677235 37.71914228980189, -122.42338278519112 37.719156901548565, -122.42338167546636 37.71917149610698, -122.42338024660395 37.7191860778517, -122.42337849936479 37.71920063235067, -122.42337643046305 37.71921516416365, -122.42337404427164 37.71922966691065, -122.42337133824252 37.71924412981849, -122.42336831917989 37.719258552776076, -122.42336497914512 37.71927293591304, -122.42336132126044 37.719287268363594, -122.4233573555459 37.7193015427543, -122.42335307089364 37.71931576827879, -122.423348479382 37.71932992941889, -122.42334357638133 37.71934402264535, -122.42333878372659 37.71935558432691, -122.42333567731558 37.719363650556154, -122.42333274335958 37.7193717608333, -122.42332999312934 37.719379912270675, -122.4233274206983 37.71938809505154, -122.4233250274568 37.71939631906671, -122.42332281981311 37.719404568890695, -122.42332078883464 37.71941285007674, -122.42331894354739 37.71942116067503, -122.42331728256079 37.71942949079478, -122.42331579809971 37.7194378468715, -122.42331450573816 37.71944621693503, -122.42331339214701 37.71945461201766, -122.4233124614198 37.71946301492931, -122.42331172394954 37.71947143271009, -122.42331116362637 37.71947985661077, -122.42331079290177 37.71948828552683, -122.4233106015925 37.71949672052574, -122.42331059872448 37.7195051596577, -122.42331078184324 37.71951359575294, -122.42331115546173 37.719522027836625, -122.42331170701208 37.71953045250901, -122.42331244889917 37.71953886686387, -122.42331336758414 37.719547273825896, -122.42331447648937 37.719555665966205, -122.42331576982816 37.71956403887308, -122.42331724641974 37.71957239076337, -122.42331890744492 37.719580723420236, -122.42332074383123 37.71958903699175, -122.42332277228671 37.71959731948923, -122.42332497464298 37.71960557030809, -122.42332736221752 37.71961378836228, -122.4233299317247 37.71962197821155, -122.42333267950596 37.71963013000216, -122.42333560771301 37.719638239192804, -122.42333870616245 37.719646306851025, -122.42334198841672 37.71965433095286, -122.42334544419916 37.71966230896243, -122.42334907797627 37.71967023810309, -122.42335287942491 37.71967811403732, -122.42335685761765 37.71968593661684, -122.42336100232458 37.71969370510757, -122.42336532476992 37.719701414820015, -122.42336980553472 37.7197090606639, -122.42337446512539 37.719716645909315, -122.42337928407643 37.71972416366419, -122.4233842635219 37.719731613909985, -122.42338941237117 37.719738990192695, -122.42339472176157 37.71974630076804, -122.42340019358834 37.71975353118537, -122.42340581773801 37.71976068521471, -122.42341160217245 37.71976776362731, -122.42341754105824 37.719774760209795, -122.42342362636354 37.719781671488356, -122.423429872878 37.71978849902396, -122.42343625886782 37.719795235961655, -122.42344279690097 37.71980188570105, -122.42344948230136 37.719808442911216, -122.4234563071538 37.71981490862252, -122.42346327011442 37.71982127474585, -122.42347037241059 37.719827544866085, -122.42347761510645 37.719833716262116, -122.42348499593376 37.719839788970944, -122.42349250218479 37.719845754187816, -122.423500139623 37.7198516154235, -122.42350790824852 37.7198573726779, -122.42351580225098 37.71986302063861, -122.42352381473275 37.71986855581329, -122.42353195143414 37.7198739808118, -122.4235402054575 37.71987929214194, -122.42354856884089 37.71988448903241, -122.42355705049376 37.719889565029156, -122.4235656415067 37.71989452658618, -122.42357434275729 37.71989936377565, -122.4235831476743 37.71990408571715, -122.4235920560244 37.71990868340216, -122.4236010598226 37.71991315515857, -122.4236101602262 37.71991750186879, -122.42361935607778 37.71992172265038, -122.42362864726076 37.7199258129991, -122.4236380280814 37.7199297721067, -122.42364748963033 37.71993360642722, -122.42365703387247 37.71993730421264, -122.42366665867968 37.71994087090498, -122.42367635724743 37.71994430661543, -122.42368613728095 37.71994760220582, -122.42369597857683 37.719950766117115, -122.42370589462732 37.719953793622835, -122.42371587851129 37.71995668032987, -122.42372592108623 37.719959423683775, -122.42373601580411 37.719962033705, -122.42374617275493 37.71996450572266, -122.42375638265626 37.71996683177717, -122.42376664446716 37.71996901549053, -122.42377695254062 37.71997105785612, -122.423787297804 37.719972959022144, -122.42379768463029 37.71997471260855, -122.42481918970799 37.720159331674566, -122.42486086340165 37.72016872102477, -122.42488454944096 37.72017454523783, -122.4249080942314 37.720180697998394, -122.4249315055484 37.72018717287089, -122.42495476996996 37.72019397728454, -122.42497787923116 37.72020109875736, -122.42500083446645 37.72020853727083, -122.42502362225375 37.72021630025423, -122.42504623201329 37.720224373460994, -122.42533598429124 37.72032788433769, -122.42534915980107 37.72029266534204, -122.42542378544721 37.72031895013999, -122.42549832431712 37.72034538681472, -122.42553308183751 37.72036195459832, -122.42435859567125 37.7219160302991, -122.42519543895621 37.72231497622046, -122.42479483332949 37.722844677235706, -122.42485412288733 37.7228729397509, -122.42436302746512 37.72352228646825, -122.42433338888092 37.723508159945105, -122.42415260697504 37.72351225566451, -122.41993643907976 37.72460701558736)))"
"Section 7","1031.98143159","-122.48091482","37.76907003","94","Golden Gate Park - Section 7","MULTIPOLYGON (((-122.45652159467004 37.77095197682741, -122.45592474955018 37.7708883416257, -122.45528974632369 37.77092966038233, -122.45532809543658 37.770823122205215, -122.45540157595087 37.770693026313644, -122.45542123337533 37.77062826082642, -122.45541757428339 37.77048926968877, -122.45540599801764 37.77037414995615, -122.45535963297827 37.77023586722889, -122.4552782997766 37.7700676409215, -122.45515211953271 37.76981876155586, -122.45503919729555 37.769586620524336, -122.45491257256427 37.769320790825304, -122.45485899341192 37.769070707077525, -122.45485239122628 37.76881984424033, -122.45491411804883 37.768567848199396, -122.45501134607176 37.768366136582664, -122.4552826002091 37.76817535856902, -122.45535654125563 37.76812676811234, -122.45554141040118 37.76809019820233, -122.45669930893622 37.76774317999252, -122.45703369068663 37.767642965811376, -122.45827658263713 37.767279942444304, -122.45796222957594 37.76676288768458, -122.45786763205189 37.76660969591442, -122.45778927631456 37.766412017436636, -122.45778951934582 37.76613398056761, -122.45789648232203 37.7661711720337, -122.45792835978848 37.76618225392933, -122.45795214828627 37.766186178359625, -122.45797105937758 37.76619198625736, -122.45801891297513 37.766206667204884, -122.45806834480811 37.76622182930616, -122.45813719493597 37.76624287374543, -122.45815240528567 37.76624752643744, -122.45849282966968 37.766351589507565, -122.45855687094402 37.766371166200905, -122.45859314632727 37.76636759750485, -122.45886215490133 37.766357557670894, -122.45887244164982 37.76635717312781, -122.45907475172633 37.76634962011084, -122.45961662951319 37.76632574777106, -122.45965179668806 37.76632419699414, -122.46048626184886 37.76628008819211, -122.4642282095419 37.766115143837766, -122.46443839744082 37.76610587497146, -122.46634201987212 37.76602191568931, -122.46653595893773 37.76601335754387, -122.4665341804549 37.76601461919466, -122.46653101864547 37.7660172314337, -122.46652842662465 37.76601971069814, -122.46652550171076 37.7660229949058, -122.46652318196794 37.76602611040072, -122.46652117008607 37.76602936225216, -122.46651948019701 37.76603272679234, -122.46651811979115 37.76603618677311, -122.46651710075464 37.76603971946536, -122.46651643031544 37.76604329771175, -122.46651610700496 37.76604690891952, -122.46651613252047 37.766050531430984, -122.46651601014943 37.76605851655141, -122.46651593151192 37.7660638224922, -122.46651549898972 37.76609139647441, -122.46651528171503 37.76610540248082, -122.46651487375905 37.76613176029626, -122.46651437288855 37.76616425702518, -122.4665140971145 37.76618201401761, -122.46651353627952 37.76621816352297, -122.46651338638877 37.76622871129382, -122.46651337353313 37.766229555057784, -122.46651314577265 37.76626537816878, -122.46651308786686 37.76627468341378, -122.46651299030913 37.76629012398002, -122.46651233279368 37.76639389243871, -122.46651189809616 37.76646255164108, -122.46651243568779 37.76651416231225, -122.46651349395812 37.766540842636665, -122.46651411664511 37.76655655867765, -122.46651508119807 37.76658085681725, -122.4665155531236 37.7665927649812, -122.46651610050189 37.76660657978605, -122.46651685741722 37.76662565066194, -122.46651746272204 37.76664092448978, -122.46651917901619 37.766658325606265, -122.46652043597402 37.766669825934976, -122.46652210354826 37.766685086546374, -122.46652414515012 37.766703625893754, -122.4665261736418 37.766721284058775, -122.46652847372715 37.76674131062597, -122.46653066726333 37.76676031427443, -122.46653323263935 37.766781613455485, -122.46653438087193 37.76679115092074, -122.46653867748854 37.76682634158623, -122.46654056742655 37.76684133893353, -122.4665409729086 37.7668445621698, -122.46654184445974 37.76685149609712, -122.4665440321541 37.76686882085472, -122.46654783708681 37.76689796076671, -122.46655079949522 37.766920448351456, -122.46655381668866 37.76694286112131, -122.46655713558215 37.7669670641037, -122.46655930539754 37.766982898527964, -122.46656013457341 37.766987931570924, -122.46656268869035 37.767003401795954, -122.46656510418639 37.767017280962584, -122.46656760133042 37.76703162830666, -122.46657061932368 37.767048968050105, -122.46657256470394 37.76706014146238, -122.46657387032975 37.7670676476368, -122.46657616654187 37.76708083755132, -122.46658072428892 37.76710702239231, -122.46658769754359 37.76714708639879, -122.46659252384217 37.76717419502346, -122.46659608604789 37.76719163563612, -122.46660117057226 37.76721653374597, -122.46660645975834 37.767242429705206, -122.46661042901776 37.76726186605456, -122.46661511826764 37.76728482680976, -122.4666200601767 37.767308197012916, -122.46662707702681 37.767339829301456, -122.46663194092217 37.76736175343354, -122.46663708730134 37.767384956200935, -122.46664219496546 37.7674079829733, -122.46664896503235 37.76743835495492, -122.46665489464583 37.76746331106031, -122.46666274590164 37.767496356068506, -122.4666679613734 37.767518308579604, -122.46667215330382 37.76753594866889, -122.46667799020581 37.76755864604015, -122.46668468836774 37.76758051252865, -122.46668792127463 37.767589459151665, -122.4666964144718 37.767612745765405, -122.46670471990618 37.767634986482086, -122.46671466573673 37.767659152789044, -122.46673280521131 37.767691517840376, -122.46674525179688 37.7677129711798, -122.46676600525282 37.76774655613273, -122.46677532638179 37.76775926202915, -122.4667872039457 37.7677736736514, -122.46679927156846 37.76778707362717, -122.46680970300807 37.767798149599145, -122.46682608109026 37.76781466979812, -122.4668438655581 37.767831437797525, -122.46685338523442 37.76783993614673, -122.46686646927854 37.7678511183571, -122.4668775892044 37.767859982937615, -122.46688920268606 37.7678687933188, -122.4669032312945 37.767879074757985, -122.46691530367825 37.76788763685131, -122.46692032674358 37.7678909578722, -122.46693156549837 37.76789839291983, -122.46694014084868 37.767903769845596, -122.46694626299569 37.767907609657, -122.4669693375861 37.76792157576479, -122.46699350271139 37.76793488019336, -122.46701423146335 37.767946389938125, -122.4670354699457 37.76795824175076, -122.46705234226184 37.76796765650166, -122.46700443090516 37.76801260087463, -122.46629689758957 37.76844320075421, -122.46576736800417 37.76879499134462, -122.46520118193439 37.769245469360065, -122.4647562253284 37.76952472932992, -122.46440191087203 37.76966932704496, -122.46275923163121 37.77006590709146, -122.46180005123966 37.770286515899585, -122.46142759477712 37.77032799700616, -122.46111117560896 37.770343162519666, -122.46076517227702 37.770318474087716, -122.46010759244538 37.77039935003154, -122.45990080769326 37.770441598732354, -122.45975153495746 37.77051464652922, -122.45954151958473 37.770645156697064, -122.45943781411081 37.77075978528298, -122.45932226130766 37.77093106348294, -122.4591619204752 37.77131426659239, -122.45819722524466 37.771170140946964, -122.45794600628221 37.77113346405676, -122.45683889132061 37.77099240572099, -122.45652159467004 37.77095197682741)))"
