"docusignid","filing","trainingdate","trainingtype","datesigned","fullname"
"bc8565fa-18e5-45d8-a2ea-50acf4060d7a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/bc8565fa-18e5-45d8-a2ea-50acf4060d7a.pdf","2022-03-08T00:00:00.000","Online Combined Training","2022-03-08T21:54:24.490","Peter Sullivan"
"55c47d53-1e79-4c4a-8c25-601fa540e288","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/55c47d53-1e79-4c4a-8c25-601fa540e288.pdf","2022-03-16T00:00:00.000","Online Combined Training","2022-03-16T10:03:50.087","Stacy Owens"
"715ea6d3-8d6e-44d4-8f08-4a4c3d166006","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/715ea6d3-8d6e-44d4-8f08-4a4c3d166006.pdf","2022-03-17T00:00:00.000","In-Person Combined Training","2022-03-16T18:15:26.867","Phillip House"
"941f1734-221d-407d-8dde-f3cbbec63848","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/941f1734-221d-407d-8dde-f3cbbec63848.pdf","2022-04-04T00:00:00.000","Online Non-Candidate Committee Training","2022-04-04T09:50:26.197","Ken Wang"
"1c08366a-11e0-40b4-92e1-12db7993f500","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/1c08366a-11e0-40b4-92e1-12db7993f500.pdf","2022-04-14T00:00:00.000","Online Candidate Committee Training","2022-04-14T12:58:47.360","Nancy L Warren"
"c4593fbc-5c1c-49ab-932c-973df8b7dda1","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c4593fbc-5c1c-49ab-932c-973df8b7dda1.pdf","2022-04-15T00:00:00.000","Online Candidate Committee Training","2022-04-15T10:50:34.773","Sharon Renwick"
"1b89c78c-5e84-498a-a8dd-ceb4fdcbef77","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/1b89c78c-5e84-498a-a8dd-ceb4fdcbef77.pdf","2022-04-18T00:00:00.000","Online Non-Candidate Committee Training","2022-04-18T13:48:51.487","Michelle Avestro"
"2a4bcd48-caae-4d53-8ae6-1d25c2cef14a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/2a4bcd48-caae-4d53-8ae6-1d25c2cef14a.pdf","2022-05-05T00:00:00.000","Online Non-Candidate Committee Training","2022-05-06T14:08:12.750","Anita Lau"
"a53d1173-289f-4a19-9b26-8ece8b2ab88a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/a53d1173-289f-4a19-9b26-8ece8b2ab88a.pdf","2022-05-13T00:00:00.000","Online Candidate Committee Training","2022-05-14T09:58:22.790","William Jackson"
"2a463bc5-6e33-4b6e-957a-0da96f167cfd","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/2a463bc5-6e33-4b6e-957a-0da96f167cfd.pdf","2022-05-14T00:00:00.000","Online Candidate Committee Training","2022-05-14T13:34:53.400","Kelly Lawler"
"c15d69b7-067b-4c75-a204-b195953f82d5","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c15d69b7-067b-4c75-a204-b195953f82d5.pdf","2022-05-19T00:00:00.000","Online Candidate Committee Training","2022-05-19T13:28:32.563","Shamann Walton"
"95d31a5e-3612-41c1-8daa-d933040a5d8b","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/95d31a5e-3612-41c1-8daa-d933040a5d8b.pdf","2022-05-27T00:00:00.000","In-Person Combined Training","2022-05-27T14:31:42.563","Rachel Gage"
"a56f7a93-848e-4303-99db-1eb5edd7a5a1","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/a56f7a93-848e-4303-99db-1eb5edd7a5a1.pdf","2022-06-10T00:00:00.000","Online Candidate Committee Training","2022-06-14T08:28:27.467","Joel Engardio"
"1fb57754-d3e6-42bc-8fa1-19b08f08cab2","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/1fb57754-d3e6-42bc-8fa1-19b08f08cab2.pdf","2022-06-22T00:00:00.000","Online Combined Training","2022-06-22T13:36:54.567","Kate Stoia"
"482456d1-4301-4315-b89e-152a39cca736","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/482456d1-4301-4315-b89e-152a39cca736.pdf","2022-06-22T00:00:00.000","Online Candidate Committee Training","2022-06-22T15:23:12.413","Brian Adam"
"f0561c6a-d67b-45c7-9db7-01136f656629","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/f0561c6a-d67b-45c7-9db7-01136f656629.pdf","2022-06-22T00:00:00.000","Online Candidate Committee Training","2022-06-22T23:19:22.690","Leanna Louie"
"336da211-df0b-4890-be0a-6537233293ff","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/336da211-df0b-4890-be0a-6537233293ff.pdf","2022-06-22T00:00:00.000","Online Candidate Committee Training","2022-06-23T09:27:57.413","Esther Marks"
"da328add-34c5-40f8-acd9-9781af1d1a5d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/da328add-34c5-40f8-acd9-9781af1d1a5d.pdf","2022-06-28T00:00:00.000","Online Candidate Committee Training","2022-06-28T07:06:26.087","Thea Selby"
"22b16552-058a-420b-96c2-1132bed7ddb3","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/22b16552-058a-420b-96c2-1132bed7ddb3.pdf","2022-06-27T00:00:00.000","Online Candidate Committee Training","2022-06-29T14:52:46.893","Debra Walker"
"529621bc-e1c6-4078-9851-23c3e4c576ca","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/529621bc-e1c6-4078-9851-23c3e4c576ca.pdf","2022-06-22T00:00:00.000","Online Candidate Committee Training","2022-06-29T21:00:50.920","Cherelle Jackson"
"687a85d3-0478-4d0c-a361-0d4c9b971e73","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/687a85d3-0478-4d0c-a361-0d4c9b971e73.pdf","2022-07-05T00:00:00.000","Online Candidate Committee Training","2022-07-06T10:51:58.680","Matt Dorsey"
"bbe5f727-ed28-46f2-a1bf-295cd914a4b9","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/bbe5f727-ed28-46f2-a1bf-295cd914a4b9.pdf","2022-07-08T00:00:00.000","Online Candidate Committee Training","2022-07-08T10:07:30.340","Edward Young"
"c441d62e-e03c-4964-8635-5abd2ea84159","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c441d62e-e03c-4964-8635-5abd2ea84159.pdf","2022-07-09T00:00:00.000","Online Candidate Committee Training","2022-07-11T11:43:47.213","Karen Fleshman"
"f2727fe9-e90a-44d3-9d9b-f4fc82d81e2e","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/f2727fe9-e90a-44d3-9d9b-f4fc82d81e2e.pdf","2022-07-14T00:00:00.000","Online Candidate Committee Training","2022-07-14T16:47:42.120","Jill Yee"
"2e610b96-394b-49a7-b0ad-e829d3c413d0","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/2e610b96-394b-49a7-b0ad-e829d3c413d0.pdf","2022-07-29T00:00:00.000","Online Candidate Committee Training","2022-07-29T19:03:00.277","Lauri E. Fried-Lee"
"fb91943e-58cc-4480-806e-7ad944192cd2","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/fb91943e-58cc-4480-806e-7ad944192cd2.pdf","2022-08-22T00:00:00.000","Online Non-Candidate Committee Training","2022-08-22T16:26:34.513","Nicholas Moses corrette"
