"year","month","airline_code","airline","total_noise_exceedances","total_operations_per_month","exceedances_per_1000_operations","noise_exceedance_quality_rating_score","noise_exceedance_rating"
"2015","April","JAL","JAPAN AIRLINES","25","59","424","8.84","8.84"
"2015","April","CPA","CATHAY PACIFIC AIRWAYS","54","118","458","8.75","8.75"
"2015","April","PAL","PHILIPPINE AIRLINES","52","70","743","7.96","7.96"
"2015","April","AAR","ASIANA AIRLINES","71","91","780","7.86","7.86"
"2015","April","KAL","KOREAN AIR","102","129","791","7.83","7.83"
"2015","April","CAL","CHINA AIRLINES","175","100","1750","5.21","5.21"
"2015","April","CKS","KALITTA AIR","73","20","3650","0.00","0.00"
"2016","April","EJA","NETJETS AVIATION","1","347","3","9.99","9.99"
"2016","April","SKW","SKYWEST","26","6380","4","9.98","9.98"
"2016","April","SCX","SUN COUNTRY","1","89","11","9.96","9.96"
"2016","April","AFR","AIR FRANCE","1","59","17","9.94","9.94"
"2016","April","DLH","LUFTHANSA","2","118","17","9.94","9.94"
"2016","April","THY","TURKISH AIRLINES","1","59","17","9.94","9.94"
"2016","April","CPZ","COMPASS AIRLINES","16","888","18","9.93","9.93"
"2016","April","FFT","FRONTIER AIRLINES","8","415","19","9.93","9.93"
"2016","April","VRD","VIRGIN AMERICA","68","3467","20","9.93","9.93"
"2016","April","DAL","DELTA AIRLINES","48","2191","22","9.92","9.92"
"2016","April","ASA","ALASKA AIRLINES","36","1085","33","9.88","9.88"
"2016","April","ACA","AIR CANADA","16","433","37","9.86","9.86"
"2016","April","AAL","AMERICAN AIRLINES","97","2574","38","9.86","9.86"
"2016","April","SWA","SOUTHWEST AIRLINES","101","2576","39","9.85","9.85"
"2016","April","UAL","UNITED AIRLINES","390","9790","40","9.85","9.85"
"2016","April","JBU","JETBLUE","42","972","43","9.84","9.84"
"2016","April","SWR","SWISS INTERNATIONAL AIRLINES","3","59","51","9.81","9.81"
"2016","April","AMX","AEROMEXICO","8","157","51","9.81","9.81"
"2016","April","EAL","EASTERN AIRLINES","1","10","100","9.63","9.63"
"2016","April","CMP","COPA AIRLINES","6","59","102","9.62","9.62"
"2016","April","HAL","HAWAIIAN AIRLINES","16","120","133","9.50","9.50"
"2016","April","TAI","TACA INTERNATIONAL AIRLINES","12","86","140","9.48","9.48"
"2016","April","ETD","ETIHAD AIRWAYS","10","60","167","9.38","9.38"
"2016","April","AIC","AIR INDIA","5","26","192","9.28","9.28"
"2016","April","FDX","FEDERAL EXPRESS","20","90","222","9.17","9.17"
"2016","April","GTI","ATLAS AIR","21","84","250","9.07","9.07"
"2016","April","SIA","SINGAPORE AIRLINES","30","118","254","9.05","9.05"
"2016","April","JAL","JAPAN AIRLINES","19","60","317","8.82","8.82"
"2016","April","NCA","NIPPON CARGO AIRLINES","17","52","327","8.78","8.78"
"2016","April","CAL","CHINA AIRLINES","40","112","357","8.67","8.67"
"2016","April","CPA","CATHAY PACIFIC AIRWAYS","52","137","380","8.58","8.58"
"2016","April","EVA","EVA AIRWAYS","49","125","392","8.54","8.54"
"2016","April","ANZ","AIR NEW ZEALAND","30","60","500","8.13","8.13"
"2016","April","PAL","PHILIPPINE AIRLINES","38","60","633","7.64","7.64"
"2016","April","KAL","KOREAN AIR","89","121","736","7.25","7.25"
"2016","April","AAR","ASIANA AIRLINES","78","88","886","6.69","6.69"
"2016","April","QFA","QANTAS AIRWAYS","123","50","2460","0.82","0.82"
"2016","April","CKS","KALITTA AIR","75","28","2679","0.00","0.00"
"2017","APRIL","SKW","SKYWEST","43","5725","8","9.96","9.96"
"2017","APRIL","UAE","UNITED ARAB EMIRATES","1","62","16","9.92","9.92"
"2017","APRIL","SCX","SUN COUNTRY","2","90","22","9.89","9.89"
"2017","APRIL","ASA","ALASKA AIRLINES","26","1074","24","9.88","9.88"
"2017","APRIL","CPZ","COMPASS AIRLINES","19","762","25","9.88","9.88"
"2017","APRIL","VRD","VIRGIN AMERICA","111","3321","33","9.84","9.84"
"2017","APRIL","BAW","BRITISH AIRWAYS","4","119","34","9.84","9.84"
"2017","APRIL","JBU","JETBLUE","38","1006","38","9.82","9.82"
"2017","APRIL","FFT","FRONTIER AIRLINES","11","282","39","9.81","9.81"
"2017","APRIL","SWA","SOUTHWEST AIRLINES","107","2576","42","9.80","9.80"
"2017","APRIL","DAL","DELTA AIRLINES","81","1877","43","9.79","9.79"
"2017","APRIL","AAL","AMERICAN AIRLINES","109","2057","53","9.75","9.75"
"2017","APRIL","UAL","UNITED AIRLINES","587","10348","57","9.73","9.73"
"2017","APRIL","ACA","AIR CANADA","38","570","67","9.68","9.68"
"2017","APRIL","ETD","ETIHAD AIRWAYS","2","26","77","9.63","9.63"
"2017","APRIL","FDX","FEDERAL EXPRESS","7","83","84","9.60","9.60"
"2017","APRIL","HAL","HAWAIIAN AIRLINES","15","118","127","9.39","9.39"
"2017","APRIL","CMP","COPA AIRLINES","13","95","137","9.35","9.35"
"2017","APRIL","AAR","ASIANA AIRLINES","11","76","145","9.31","9.31"
"2017","APRIL","NCA","NIPPON CARGO AIRLINES","8","50","160","9.24","9.24"
"2017","APRIL","TAI","TACA INTERNATIONAL AIRLINES","17","87","195","9.07","9.07"
"2017","APRIL","AMX","AEROMEXICO","44","193","228","8.91","8.91"
"2017","APRIL","CSN","CHINA SOUTHERN AIRLINES","15","60","250","8.81","8.81"
"2017","APRIL","SIA","SINGAPORE AIRLINES","33","117","282","8.66","8.66"
"2017","APRIL","AIC","AIR INDIA","17","51","333","8.41","8.41"
"2017","APRIL","CPA","CATHAY PACIFIC AIRWAYS","47","140","336","8.40","8.40"
"2017","APRIL","CAL","CHINA AIRLINES","38","103","369","8.24","8.24"
"2017","APRIL","ANZ","AIR NEW ZEALAND","24","60","400","8.10","8.10"
"2017","APRIL","WOW","WOW AIR","25","59","424","7.98","7.98"
"2017","APRIL","EVA","EVA AIRWAYS","55","129","426","7.97","7.97"
"2017","APRIL","VDA","VOLGA-DNEPR","3","6","500","7.62","7.62"
"2017","APRIL","GTI","ATLAS AIR","51","94","543","7.42","7.42"
"2017","APRIL","KAL","KOREAN AIR","97","124","782","6.27","6.27"
"2017","APRIL","PAL","PHILIPPINE AIRLINES","68","82","829","6.05","6.05"
"2017","APRIL","CKS","KALITTA AIR","50","26","1923","0.84","0.84"
"2017","APRIL","QFA","QANTAS AIRWAYS","105","50","2100","0.00","0.00"
"2018","APRIL","FJI","FIJI AIRWAYS","13","18","722","7.11","7.11"
"2018","APRIL","AJT","AMERIJET","2","28","71","9.71","9.71"
"2018","APRIL","WOW","WOW AIR","1","33","30","9.88","9.88"
"2018","APRIL","NCA","NIPPON CARGO AIRLINES","1","34","29","9.88","9.88"
"2018","APRIL","VOI","VOLARIS","3","46","65","9.74","9.74"
"2018","APRIL","AIJ","INTERJET","10","48","208","9.17","9.17"
"2018","APRIL","QFA","QANTAS AIRWAYS","130","52","2500","0.00","0.00"
"2018","APRIL","CSN","CHINA SOUTHERN AIRLINES","20","59","339","8.64","8.64"
"2018","APRIL","THY","TURKISH AIRLINES","1","60","17","9.93","9.93"
"2018","APRIL","UAE","EMIRATES","1","60","17","9.93","9.93"
"2018","APRIL","ANZ","AIR NEW ZEALAND","27","60","450","8.20","8.20"
"2018","APRIL","FDX","FEDEX","9","63","143","9.43","9.43"
"2018","APRIL","REH","REACH AIR MEDICAL SERVICES","1","66","15","9.94","9.94"
"2018","APRIL","AIC","AIR INDIA","30","78","385","8.46","8.46"
"2018","APRIL","CMD","COMMAND AIRWAYS","1","80","13","9.95","9.95"
"2018","APRIL","CES","CHINA EASTERN AIRLINES","1","84","12","9.95","9.95"
"2018","APRIL","PAL","PHILIPPINE AIRLINES","81","85","953","6.19","6.19"
"2018","APRIL","KLM","KLM ROYAL DUTCH AIRLINES","4","86","47","9.81","9.81"
"2018","APRIL","SCX","SUN COUNTRY AIRLINES","2","88","23","9.91","9.91"
"2018","APRIL","GTI","ATLAS AIR","26","98","265","8.94","8.94"
"2018","APRIL","TAI","AVIANCA","21","102","206","9.18","9.18"
"2018","APRIL","AAR","ASIANA AIRLINES","37","109","339","8.64","8.64"
"2018","APRIL","CAL","CHINA AIRLINES","32","111","288","8.85","8.85"
"2018","APRIL","VIR","VIRGIN ATLANTIC AIRWAYS","1","120","8","9.97","9.97"
"2018","APRIL","BAW","BRITISH AIRWAYS","2","120","17","9.93","9.93"
"2018","APRIL","FFT","FRONTIER AIRLINES","7","120","58","9.77","9.77"
"2018","APRIL","HAL","HAWAIIAN AIRLINES","10","120","83","9.67","9.67"
"2018","APRIL","SIA","SINGAPORE AIRLINES","36","120","300","8.80","8.80"
"2018","APRIL","DLH","LUFTHANSA GERMAN AIRLINES","5","122","41","9.84","9.84"
"2018","APRIL","CMP","COPA AIRLINES","31","154","201","9.19","9.19"
"2018","APRIL","EVA","EVA AIRWAYS","60","156","385","8.46","8.46"
"2018","APRIL","CPA","CATHAY PACIFIC AIRWAYS","43","172","250","9.00","9.00"
"2018","APRIL","KAL","KOREAN AIRLINES","75","175","429","8.29","8.29"
"2018","APRIL","AMX","AEROMEXICO","38","193","197","9.21","9.21"
"2018","APRIL","QXE","HORIZON AIR","2","285","7","9.97","9.97"
"2018","APRIL","ACA","AIR CANADA","30","525","57","9.77","9.77"
"2018","APRIL","EJA","NETJETS AVIATION","3","559","5","9.98","9.98"
"2018","APRIL","CPZ","COMPASS AIRLINES","23","786","29","9.88","9.88"
"2018","APRIL","JBU","JETBLUE AIRWAYS","41","1008","41","9.84","9.84"
"2018","APRIL","AAL","AMERICAN AIRLINES","96","2067","46","9.81","9.81"
"2018","APRIL","DAL","DELTA AIRLINES","77","2239","34","9.86","9.86"
"2018","APRIL","SWA","SOUTHWEST AIRLINES","89","2738","33","9.87","9.87"
"2018","APRIL","ASA","ALASKA AIRLINES","165","4685","35","9.86","9.86"
"2018","APRIL","SKW","SKYWEST AIRLINES","46","5682","8","9.97","9.97"
"2018","APRIL","UAL","UNITED AIRLINES","506","11437","44","9.82","9.82"
"2019","APRIL","EJA","NETJETS AVIATION","1","572","2","9.99","9.99"
"2019","APRIL","JZA","JAZZ AIRLINES","1","241","4","9.97","9.97"
"2019","APRIL","DLH","LUFTHANSA","1","120","8","9.94","9.94"
"2019","APRIL","BAW","BRITISH AIRWAYS","1","118","8","9.94","9.94"
"2019","APRIL","SKW","SKYWEST","77","6818","11","9.92","9.92"
"2019","APRIL","TWY","SUNSET AVIATION","2","77","26","9.82","9.82"
"2019","APRIL","QXE","HORIZON AIR","15","479","31","9.79","9.79"
"2019","APRIL","KLM","KLM ROYAL DUTCH AIRLINES","3","94","32","9.78","9.78"
"2019","APRIL","CPZ","COMPASS AIRLINES","18","540","33","9.77","9.77"
"2019","APRIL","DAL","DELTA AIR LINES","77","2297","34","9.77","9.77"
"2019","APRIL","FFT","FRONTIER AIRLINES","6","167","36","9.75","9.75"
"2019","APRIL","ASA","ALASKA AIRLINES","147","3750","39","9.73","9.73"
"2019","APRIL","FBU","FRENCH BEE","2","51","39","9.73","9.73"
"2019","APRIL","AAL","AMERICAN AIRLINES","83","2055","40","9.72","9.72"
"2019","APRIL","ACA","AIR CANADA","18","397","45","9.69","9.69"
"2019","APRIL","SCX","SUN COUNTRY","5","106","47","9.68","9.68"
"2019","APRIL","UAL","UNITED AIR LINES","548","11509","48","9.68","9.68"
"2019","APRIL","JBU","JETBLUE","43","872","49","9.66","9.66"
"2019","APRIL","SWA","SOUTHWEST AIRLINES","112","2237","50","9.66","9.66"
"2019","APRIL","AIJ","INTERJET","5","80","63","9.57","9.57"
"2019","APRIL","WWI","WORLDWIDE JET CHARTER","1","13","77","9.48","9.48"
"2019","APRIL","FDX","FEDERAL EXPRESS","13","85","153","8.96","8.96"
"2019","APRIL","CCA","AIR CHINA","13","81","160","8.91","8.91"
"2019","APRIL","TAI","TACA INTERNATIONAL AIRLINES","21","120","175","8.81","8.81"
"2019","APRIL","AMX","AEROMEXICO","37","181","204","8.61","8.61"
"2019","APRIL","HAL","HAWAIIAN AIRLINES","26","120","217","8.52","8.52"
"2019","APRIL","CMP","COPA AIRLINES","25","100","250","8.29","8.29"
"2019","APRIL","CPA","CATHAY PACIFIC AIRWAYS","60","174","345","7.65","7.65"
"2019","APRIL","CKS","KALITTA AIR","32","90","356","7.57","7.57"
"2019","APRIL","SIA","SINGAPORE AIRLINES","52","144","361","7.54","7.54"
"2019","APRIL","CSN","CHINA SOUTHERN AIRLINES","28","65","431","7.06","7.06"
"2019","APRIL","ANZ","AIR NEW ZEALAND","19","42","452","6.91","6.91"
"2019","APRIL","AIC","AIR INDIA","36","76","474","6.77","6.77"
"2019","APRIL","PAL","PHILIPPINE AIRLINES","52","105","495","6.62","6.62"
"2019","APRIL","CAL","CHINA AIRLINES","52","104","500","6.59","6.59"
"2019","APRIL","EVA","EVA AIRWAYS","84","162","519","6.46","6.46"
"2019","APRIL","KAL","KOREAN AIR","95","174","546","6.28","6.28"
"2019","APRIL","AAR","ASIANA AIRLINES","53","97","546","6.27","6.27"
"2019","APRIL","FJI","FIJI AIRWAYS","18","26","692","5.28","5.28"
"2019","APRIL","GTI","ATLAS AIR","28","32","875","4.03","4.03"
"2019","APRIL","QFA","QANTAS AIRWAYS","129","88","1466","0.00","0.00"
"2006","August","EJA","NETJETS AVIATION","1","625","2","9.99","9.99"
"2006","August","SKW","SKYWEST","16","7091","2","9.99","9.99"
"2006","August","ACA","AIR CANADA","3","682","4","9.98","9.98"
"2006","August","EGF","AMERICAN AIRLINES EAGLE","2","290","7","9.97","9.97"
"2006","August","MEP","MIDWEST AIRLINES","1","124","8","9.97","9.97"
"2006","August","USA","US AIRWAYS","5","604","8","9.97","9.97"
"2006","August","AAL","AMERICAN AIRLINES","29","2258","13","9.95","9.95"
"2006","August","FFT","FRONTIER AIRLINES","8","584","14","9.95","9.95"
"2006","August","AWE","US AIRWAYS","12","765","16","9.94","9.94"
"2006","August","ANA","ALL NIPPON AIRWAYS","1","63","16","9.94","9.94"
"2006","August","SCX","SUN COUNTRY","1","63","16","9.94","9.94"
"2006","August","ASA","ALASKA AIRLINES","19","1167","16","9.93","9.93"
"2006","August","MXA","MEXICANA","3","150","20","9.92","9.92"
"2006","August","TRS","AIRTRAN AIRWAYS","5","231","22","9.91","9.91"
"2006","August","COA","CONTINENTAL AIR LINES","24","963","25","9.90","9.90"
"2006","August","DAL","DELTA AIRLINES","31","1013","31","9.88","9.88"
"2006","August","NWA","NORTHWEST AIRLINES","32","878","36","9.85","9.85"
"2006","August","KHA","KITTY HAWK AIRCARGO","2","54","37","9.85","9.85"
"2006","August","UAL","UNITED AIRLINES","356","9442","38","9.85","9.85"
"2006","August","TAI","TACA INTERNATIONAL AIRLINES","5","91","55","9.78","9.78"
"2006","August","CCA","AIR CHINA","3","44","68","9.73","9.73"
"2006","August","ANZ","AIR NEW ZEALAND","5","62","81","9.68","9.68"
"2006","August","VIR","VIRGIN ATLANTIC","5","62","81","9.68","9.68"
"2006","August","BAW","BRITISH AIRWAYS","10","118","85","9.66","9.66"
"2006","August","DLH","LUFTHANSA","13","124","105","9.58","9.58"
"2006","August","ABX","AIRBORNE EXPRESS","28","194","144","9.42","9.42"
"2006","August","ICE","ICELANDAIR","5","34","147","9.41","9.41"
"2006","August","CLX","CARGOLUX","3","18","167","9.33","9.33"
"2006","August","FWK","FLIGHTWORKS","1","5","200","9.20","9.20"
"2006","August","JAL","JAPAN AIRLINES","35","149","235","9.06","9.06"
"2006","August","AAR","ASIANA AIRLINES","12","46","261","8.96","8.96"
"2006","August","NCA","NIPPON CARGO AIRLINES","20","70","286","8.86","8.86"
"2006","August","FDX","FEDERAL EXPRESS","59","154","383","8.47","8.47"
"2006","August","CKK","CHINA CARGO AIRLINES","11","28","393","8.43","8.43"
"2006","August","KAL","KOREAN AIR","51","115","443","8.23","8.23"
"2006","August","CKS","KALITTA AIR","23","26","885","6.46","6.46"
"2006","August","CAL","CHINA AIRLINES","119","114","1044","5.82","5.82"
"2006","August","EVA","EVA AIRWAYS","121","114","1061","5.75","5.75"
"2006","August","SIA","SINGAPORE AIRLINES","148","123","1203","5.19","5.19"
"2006","August","QFA","QANTAS AIRWAYS","51","38","1342","4.63","4.63"
"2006","August","PAL","PHILIPPINE AIRLINES","124","72","1722","3.11","3.11"
"2006","August","CPA","CATHAY PACIFIC AIRWAYS","159","91","1747","3.01","3.01"
"2006","August","TDX","TRADEWINDS INTERNATIONAL AIRLINES","36","17","2118","1.53","1.53"
"2006","August","POT","POLET AIRLINES CARGO","5","2","2500","0.00","0.00"
"2007","August","EJA","NETJETS AVIATION","1","571","2","9.99","9.99"
"2007","August","SKW","SKYWEST","33","7478","4","9.97","9.97"
"2007","August","USA","US AIRWAYS","3","544","6","9.96","9.96"
"2007","August","VRD","VIRGIN AMERICA","2","362","6","9.96","9.96"
"2007","August","QXE","HORIZON AIR","1","174","6","9.96","9.96"
"2007","August","MXA","MEXICANA","2","137","15","9.90","9.90"
"2007","August","LXJ","FLEXJET","2","134","15","9.90","9.90"
"2007","August","BAW","BRITISH AIRWAYS","2","123","16","9.89","9.89"
"2007","August","FFT","FRONTIER AIRLINES","7","422","17","9.88","9.88"
"2007","August","VNR","AVANTAIR","1","59","17","9.88","9.88"
"2007","August","TRS","AIRTRAN AIRWAYS","5","268","19","9.87","9.87"
"2007","August","SCX","SUN COUNTRY","3","123","24","9.83","9.83"
"2007","August","DAL","DELTA AIRLINES","27","1089","25","9.83","9.83"
"2007","August","JBU","JETBLUE","10","364","27","9.81","9.81"
"2007","August","ASA","ALASKA AIRLINES","41","1481","28","9.81","9.81"
"2007","August","AAL","AMERICAN AIRLINES","69","2144","32","9.78","9.78"
"2007","August","AFR","AIR FRANCE","2","62","32","9.78","9.78"
"2007","August","NKS","SPIRIT AIRLINES","2","60","33","9.77","9.77"
"2007","August","COA","CONTINENTAL AIR LINES","33","972","34","9.76","9.76"
"2007","August","UAL","UNITED AIRLINES","315","9190","34","9.76","9.76"
"2007","August","ACA","AIR CANADA","28","744","38","9.74","9.74"
"2007","August","AWE","US AIRWAYS","33","843","39","9.73","9.73"
"2007","August","CCA","AIR CHINA","3","62","48","9.66","9.66"
"2007","August","NWA","NORTHWEST AIRLINES","50","809","62","9.57","9.57"
"2007","August","DLH","LUFTHANSA","10","124","81","9.44","9.44"
"2007","August","TAI","TACA INTERNATIONAL AIRLINES","13","121","107","9.25","9.25"
"2007","August","ABX","AIRBORNE EXPRESS","18","146","123","9.14","9.14"
"2007","August","JAL","JAPAN AIRLINES","42","142","296","7.94","7.94"
"2007","August","FDX","FEDERAL EXPRESS","48","153","314","7.81","7.81"
"2007","August","CKK","CHINA CARGO AIRLINES","11","30","367","7.44","7.44"
"2007","August","NCA","NIPPON CARGO AIRLINES","18","42","429","7.01","7.01"
"2007","August","CLX","CARGOLUX","9","20","450","6.86","6.86"
"2007","August","CCP","CHAMPION AIR","1","2","500","6.52","6.52"
"2007","August","KAL","KOREAN AIR","48","92","522","6.36","6.36"
"2007","August","AAR","ASIANA AIRLINES","42","71","592","5.88","5.88"
"2007","August","SIA","SINGAPORE AIRLINES","87","122","713","5.03","5.03"
"2007","August","EVA","EVA AIRWAYS","85","113","752","4.76","4.76"
"2007","August","CAL","CHINA AIRLINES","89","115","774","4.61","4.61"
"2007","August","CPA","CATHAY PACIFIC AIRWAYS","106","96","1104","2.31","2.31"
"2007","August","QFA","QANTAS AIRWAYS","64","56","1143","2.04","2.04"
"2007","August","CKS","KALITTA AIR","27","22","1227","1.45","1.45"
"2007","August","SOO","SOUTHERN AIR","10","8","1250","1.29","1.29"
"2007","August","PAL","PHILIPPINE AIRLINES","89","62","1435","0.00","-0.00"
"2008","August","BTA","CONTINENTAL EXPRESS","1","323","3","9.99","9.99"
"2008","August","EJA","NETJETS AVIATION","2","523","4","9.99","9.99"
"2008","August","QXE","HORIZON AIR","1","183","5","9.98","9.98"
"2008","August","SKW","SKYWEST","43","6865","6","9.98","9.98"
"2008","August","EGF","AMERICAN AIRLINES EAGLE","2","288","7","9.97","9.97"
"2008","August","ACA","AIR CANADA","7","665","11","9.96","9.96"
"2008","August","VRD","VIRGIN AMERICA","26","1707","15","9.94","9.94"
"2008","August","MXA","MEXICANA","2","123","16","9.94","9.94"
"2008","August","AFR","AIR FRANCE","1","61","16","9.94","9.94"
"2008","August","VIR","VIRGIN ATLANTIC","1","60","17","9.94","9.94"
"2008","August","KLM","KLM ROYAL DUTCH AIRLINES","1","58","17","9.94","9.94"
"2008","August","FFT","FRONTIER AIRLINES","6","342","18","9.93","9.93"
"2008","August","EIN","AER LINGUS","1","52","19","9.93","9.93"
"2008","August","VNR","AVANTAIR","1","52","19","9.93","9.93"
"2008","August","SWA","SOUTHWEST AIRLINES","43","2140","20","9.93","9.93"
"2008","August","USA","US AIRWAYS","10","487","21","9.92","9.92"
"2008","August","JBU","JETBLUE","7","310","23","9.92","9.92"
"2008","August","BAW","BRITISH AIRWAYS","3","121","25","9.91","9.91"
"2008","August","AAL","AMERICAN AIRLINES","58","2021","29","9.89","9.89"
"2008","August","DAL","DELTA AIRLINES","25","858","29","9.89","9.89"
"2008","August","HAL","HAWAIIAN AIRLINES","2","66","30","9.89","9.89"
"2008","August","ASA","ALASKA AIRLINES","35","1081","32","9.88","9.88"
"2008","August","AWE","US AIRWAYS","25","767","33","9.88","9.88"
"2008","August","ANZ","AIR NEW ZEALAND","2","53","38","9.86","9.86"
"2008","August","DLH","LUFTHANSA","5","120","42","9.85","9.85"
"2008","August","NWA","NORTHWEST AIRLINES","32","764","42","9.84","9.84"
"2008","August","TAG","TAG AVIATION","1","22","45","9.83","9.83"
"2008","August","JAI","JET AIRWAYS","2","42","48","9.82","9.82"
"2008","August","UAL","UNITED AIRLINES","452","8999","50","9.81","9.81"
"2008","August","COA","CONTINENTAL AIR LINES","48","895","54","9.80","9.80"
"2008","August","AAY","ALLEGIANT AIR","1","18","56","9.79","9.79"
"2008","August","TRS","AIRTRAN AIRWAYS","22","333","66","9.76","9.76"
"2008","August","JAL","JAPAN AIRLINES","5","72","69","9.74","9.74"
"2008","August","CCA","AIR CHINA","4","56","71","9.74","9.74"
"2008","August","LRE","ERROR: #N/A","1","14","71","9.74","9.74"
"2008","August","TAI","TACA INTERNATIONAL AIRLINES","7","70","100","9.63","9.63"
"2008","August","SCX","SUN COUNTRY","9","61","148","9.45","9.45"
"2008","August","ABX","AIRBORNE EXPRESS","26","138","188","9.30","9.30"
"2008","August","CKK","CHINA CARGO AIRLINES","5","21","238","9.12","9.12"
"2008","August","NCA","NIPPON CARGO AIRLINES","11","36","306","8.87","8.87"
"2008","August","FDX","FEDERAL EXPRESS","83","131","634","7.65","7.65"
"2008","August","EVA","EVA AIRWAYS","69","108","639","7.63","7.63"
"2008","August","RIV","ERROR: #N/A","3","4","750","7.22","7.22"
"2008","August","KKA","ERROR: #N/A","1","1","1000","6.29","6.29"
"2008","August","KAL","KOREAN AIR","120","103","1165","5.68","5.68"
"2008","August","CPA","CATHAY PACIFIC AIRWAYS","232","148","1568","4.19","4.19"
"2008","August","AAR","ASIANA AIRLINES","125","78","1603","4.06","4.06"
"2008","August","CAL","CHINA AIRLINES","171","96","1781","3.40","3.40"
"2008","August","SIA","SINGAPORE AIRLINES","208","108","1926","2.86","2.86"
"2008","August","QFA","QANTAS AIRWAYS","113","46","2457","0.90","0.90"
"2008","August","PAL","PHILIPPINE AIRLINES","170","63","2698","0.00","-0.00"
"2009","August","SKW","SKYWEST","38","7872","5","9.98","9.98"
"2009","August","VRD","VIRGIN AMERICA","15","2110","7","9.97","9.97"
"2009","August","JBU","JETBLUE","4","433","9","9.96","9.96"
"2009","August","AWE","US AIRWAYS","19","1186","16","9.93","9.93"
"2009","August","AFR","AIR FRANCE","1","62","16","9.93","9.93"
"2009","August","JAL","JAPAN AIRLINES","1","62","16","9.93","9.93"
"2009","August","SWA","SOUTHWEST AIRLINES","43","2607","16","9.93","9.93"
"2009","August","FFT","FRONTIER AIRLINES","5","248","20","9.91","9.91"
"2009","August","ANZ","AIR NEW ZEALAND","1","46","22","9.90","9.90"
"2009","August","AAL","AMERICAN AIRLINES","45","1929","23","9.90","9.90"
"2009","August","BAW","BRITISH AIRWAYS","3","124","24","9.89","9.89"
"2009","August","ACA","AIR CANADA","19","729","26","9.88","9.88"
"2009","August","ASA","ALASKA AIRLINES","20","721","28","9.88","9.88"
"2009","August","DAL","DELTA AIRLINES","31","1001","31","9.86","9.86"
"2009","August","TRS","AIRTRAN AIRWAYS","11","315","35","9.84","9.84"
"2009","August","NWA","NORTHWEST AIRLINES","31","823","38","9.83","9.83"
"2009","August","COA","CONTINENTAL AIR LINES","37","951","39","9.83","9.83"
"2009","August","UAL","UNITED AIRLINES","370","8109","46","9.80","9.80"
"2009","August","HAL","HAWAIIAN AIRLINES","3","64","47","9.79","9.79"
"2009","August","MXA","MEXICANA","10","208","48","9.79","9.79"
"2009","August","TAI","TACA INTERNATIONAL AIRLINES","6","80","75","9.66","9.66"
"2009","August","ABX","AIRBORNE EXPRESS","16","167","96","9.57","9.57"
"2009","August","AMX","AEROMEXICO","7","63","111","9.50","9.50"
"2009","August","SCX","SUN COUNTRY","7","62","113","9.50","9.50"
"2009","August","CCA","AIR CHINA","5","44","114","9.49","9.49"
"2009","August","FDX","FEDERAL EXPRESS","17","84","202","9.10","9.10"
"2009","August","SIA","SINGAPORE AIRLINES","38","124","306","8.63","8.63"
"2009","August","EVA","EVA AIRWAYS","38","110","345","8.46","8.46"
"2009","August","KAL","KOREAN AIR","101","119","849","6.21","6.21"
"2009","August","NCA","NIPPON CARGO AIRLINES","78","60","1300","4.19","4.19"
"2009","August","AAR","ASIANA AIRLINES","114","86","1326","4.08","4.08"
"2009","August","CPA","CATHAY PACIFIC AIRWAYS","211","140","1507","3.27","3.27"
"2009","August","PAL","PHILIPPINE AIRLINES","100","58","1724","2.30","2.30"
"2009","August","CAL","CHINA AIRLINES","186","105","1771","2.09","2.09"
"2009","August","QFA","QANTAS AIRWAYS","94","42","2238","0.00","0.00"
"2010","August","WJA","WESTJET AIRLINES","1","152","7","9.98","9.98"
"2010","August","RPA","REPUBLIC AIRLINES","1","116","9","9.97","9.97"
"2010","August","AFR","AIR FRANCE","1","88","11","9.96","9.96"
"2010","August","SKW","SKYWEST","103","8189","13","9.96","9.96"
"2010","August","AWE","US AIRWAYS","14","924","15","9.95","9.95"
"2010","August","SCX","SUN COUNTRY","1","62","16","9.95","9.95"
"2010","August","ASH","MESA AVIATION SERVICES","4","242","17","9.95","9.95"
"2010","August","SWR","SWISS INTERNATIONAL AIRLINES","1","52","19","9.94","9.94"
"2010","August","ACA","AIR CANADA","16","681","23","9.92","9.92"
"2010","August","FFT","FRONTIER AIRLINES","8","301","27","9.91","9.91"
"2010","August","OPT","FLIGHT OPTIONS","2","75","27","9.91","9.91"
"2010","August","LPE","LAN AIRLINES","1","36","28","9.91","9.91"
"2010","August","ASA","ALASKA AIRLINES","20","718","28","9.91","9.91"
"2010","August","QXE","HORIZON AIR","10","336","30","9.90","9.90"
"2010","August","VRD","VIRGIN AMERICA","57","1877","30","9.90","9.90"
"2010","August","JBU","JETBLUE","21","665","32","9.90","9.90"
"2010","August","ANA","ALL NIPPON AIRWAYS","2","62","32","9.89","9.89"
"2010","August","JAL","JAPAN AIRLINES","2","62","32","9.89","9.89"
"2010","August","DLH","LUFTHANSA","4","124","32","9.89","9.89"
"2010","August","SWA","SOUTHWEST AIRLINES","83","2569","32","9.89","9.89"
"2010","August","DAL","DELTA AIRLINES","74","1957","38","9.88","9.88"
"2010","August","TRS","AIRTRAN AIRWAYS","15","372","40","9.87","9.87"
"2010","August","AAL","AMERICAN AIRLINES","90","1970","46","9.85","9.85"
