"the_geom","height","gen_hght"
"MULTIPOLYGON (((-122.3978826244271 37.78761056984315, -122.39754598265098 37.78734109984187, -122.39762942954877 37.78727512198688, -122.39780909993718 37.78713306333887, -122.39781712634559 37.78712671669027, -122.39790783001644 37.78705500006718, -122.39800157389254 37.78712996512327, -122.39820867086823 37.787295738039795, -122.39827007624639 37.7872473745692, -122.39835047912187 37.787311732398734, -122.39846499222477 37.787403395589415, -122.39849949575976 37.78743098755486, -122.39850765123734 37.787437508076636, -122.3984998201426 37.78744367589124, -122.3984666890956 37.787469770407846, -122.39845871995801 37.787476046785166, -122.39839240099779 37.787528279957996, -122.3983474324574 37.78756369700491, -122.3982088820879 37.787672819394885, -122.39816377535861 37.78770834583689, -122.3981211163254 37.787674232326076, -122.39799020966663 37.78756944791466, -122.39796274711958 37.78754746515311, -122.39793368000596 37.787570357883254, -122.3978826244271 37.78761056984315)))","450-S","450"
"MULTIPOLYGON (((-122.3978826244271 37.78761056984315, -122.3978873020585 37.787611821132195, -122.39789197225079 37.78761309236743, -122.39789663386883 37.78761438356711, -122.39790128580061 37.7876156956504, -122.39790592799996 37.78761702681562, -122.39791056164815 37.78761837884617, -122.39791518672214 37.787619750841145, -122.39791980095171 37.787621142837196, -122.39792440660705 37.78762255479768, -122.39792900253006 37.78762398584011, -122.39793358876679 37.78762543776611, -122.39793816413606 37.78762690879234, -122.39794272979603 37.787628399801314, -122.39794728461158 37.787629910811326, -122.39795182969485 37.78763144090323, -122.3979563639337 37.787632990996194, -122.39796088730509 37.78763456018933, -122.39796539985512 37.78763615028434, -122.39796990151467 37.78763775857874, -122.39797439232987 37.787639386874176, -122.39797770730534 37.78764046182827, -122.39798101370657 37.78764155674693, -122.3979843092402 37.78764267076592, -122.3979875939294 37.787643804785965, -122.39799086886312 37.78764495698722, -122.39799413295243 37.787646129189596, -122.3979973850391 37.78764732051047, -122.39800062625824 37.78764853093169, -122.3980038566099 37.7876497604532, -122.3980070749359 37.787651008192384, -122.39801028128234 37.78765227595099, -122.39801347560315 37.78765356192732, -122.39801665903339 37.78765486610308, -122.39801982932595 37.78765618941568, -122.3980229864808 37.78765753186511, -122.39802613158697 37.78765889163146, -122.39802926469058 37.78766027051631, -122.39803238465643 37.78766166853806, -122.39803549030343 37.787663083913195, -122.3980385839248 37.78766451750611, -122.3980416632504 37.78766596935322, -122.39804472941515 37.78766743943641, -122.39804778241923 37.787668927755554, -122.39805081996936 37.78767043344642, -122.39805384435873 37.78767195737329, -122.39805685442921 37.78767349865362, -122.3980598501809 37.78767505728737, -122.3980628305016 37.78767663419367, -122.39806579648041 37.78767822755258, -122.39806874816337 37.78767983916578, -122.39807168325729 37.787681468168984, -122.39807460403236 37.78768311452558, -122.39807751046551 37.78768477733484, -122.39808039917453 37.78768645755233, -122.39808327354162 37.78768815422245, -122.39808613131964 37.78768986828257, -122.3980889736207 37.787691598813524, -122.39809179817452 37.78769334585197, -122.39809460840952 37.78769511024384, -122.39813726630742 37.78772922378235, -122.3981228128951 37.787740607146205, -122.39786881883626 37.78794064971061, -122.39782616096319 37.78790653697714, -122.397799873889 37.787842172033045, -122.39786008779248 37.78769152970618, -122.39782028339671 37.78765966822779, -122.39787677802748 37.787615173609645, -122.3978826244271 37.78761056984315)))","450-S","450"
"MULTIPOLYGON (((-122.39714383086486 37.78844392760349, -122.39694899398302 37.788287842775986, -122.39691787911589 37.78831234801054, -122.39671086566398 37.788146506627626, -122.39668634166851 37.78812686000521, -122.39661969542603 37.788073467405084, -122.39668368574411 37.788022874172896, -122.39669436267027 37.788014432911055, -122.39670723240481 37.7880042575915, -122.39680996196485 37.78792303529202, -122.39710701055456 37.787688175264186, -122.39716761972946 37.78764025417509, -122.39746686298948 37.787879979722646, -122.3977043221975 37.78807020681062, -122.39767199317423 37.78809566815041, -122.39766646846515 37.788100019795934, -122.39723159755553 37.78844251539985, -122.39718645203352 37.78847807091097, -122.39714383086486 37.78844392760349)))","450-S","450"
"MULTIPOLYGON (((-122.44960296041064 37.786183693088006, -122.44966595616343 37.78610211914378, -122.44980004894687 37.78614261328062, -122.44998016140164 37.786134909466185, -122.45011844216944 37.786837658824844, -122.44847361592228 37.78704871062535, -122.44844949369859 37.786929251356916, -122.44835389329262 37.78645581732481, -122.44835077267786 37.78644036338184, -122.44834162091085 37.78639503989255, -122.44883365180829 37.78633246083706, -122.44882379504541 37.78628365049136, -122.44887296352091 37.786277396202074, -122.44924933655126 37.786229525335614, -122.44960311178008 37.78618452781977, -122.44960296041064 37.786183693088006)))","45-X","45"
"MULTIPOLYGON (((-122.44687088474414 37.78665390509966, -122.44681555904374 37.78662062181659, -122.4466741612675 37.78663754273178, -122.44666851385507 37.786607818181274, -122.44687710948867 37.786581290983094, -122.448292451154 37.786401293078086, -122.44834162091085 37.78639503989255, -122.44844949369859 37.786929251356916, -122.44847361592228 37.78704871062535, -122.44846837468228 37.78704938303483, -122.44807574267055 37.78709917190202, -122.4475487608445 37.78716599568803, -122.44752477449944 37.787046855748315, -122.44687088474414 37.78665390509966)))","67-X","67"
"MULTIPOLYGON (((-122.3978826244271 37.78761056984315, -122.39793368000596 37.787570357883254, -122.39796274711958 37.78754746515311, -122.39799020966663 37.78756944791466, -122.3981211163254 37.787674232326076, -122.39816377535861 37.78770834583689, -122.39813726630742 37.78772922378235, -122.39809460840952 37.78769511024384, -122.39809179817452 37.78769334585197, -122.3980889736207 37.787691598813524, -122.39808613131964 37.78768986828257, -122.39808327354162 37.78768815422245, -122.39808039917453 37.78768645755233, -122.39807751046551 37.78768477733484, -122.39807460403236 37.78768311452558, -122.39807168325729 37.787681468168984, -122.39806874816337 37.78767983916578, -122.39806579648041 37.78767822755258, -122.3980628305016 37.78767663419367, -122.3980598501809 37.78767505728737, -122.39805685442921 37.78767349865362, -122.39805384435873 37.78767195737329, -122.39805081996936 37.78767043344642, -122.39804778241923 37.787668927755554, -122.39804472941515 37.78766743943641, -122.3980416632504 37.78766596935322, -122.3980385839248 37.78766451750611, -122.39803549030343 37.787663083913195, -122.39803238465643 37.78766166853806, -122.39802926469058 37.78766027051631, -122.39802613158697 37.78765889163146, -122.3980229864808 37.78765753186511, -122.39801982932595 37.78765618941568, -122.39801665903339 37.78765486610308, -122.39801347560315 37.78765356192732, -122.39801028128234 37.78765227595099, -122.3980070749359 37.787651008192384, -122.3980038566099 37.7876497604532, -122.39800062625824 37.78764853093169, -122.3979973850391 37.78764732051047, -122.39799413295243 37.787646129189596, -122.39799086886312 37.78764495698722, -122.3979875939294 37.787643804785965, -122.3979843092402 37.78764267076592, -122.39798101370657 37.78764155674693, -122.39797770730534 37.78764046182827, -122.39797439232987 37.787639386874176, -122.39796990151467 37.78763775857874, -122.39796539985512 37.78763615028434, -122.39796088730509 37.78763456018933, -122.3979563639337 37.787632990996194, -122.39795182969485 37.78763144090323, -122.39794728461158 37.787629910811326, -122.39794272979603 37.787628399801314, -122.39793816413606 37.78762690879234, -122.39793358876679 37.78762543776611, -122.39792900253006 37.78762398584011, -122.39792440660705 37.78762255479768, -122.39791980095171 37.787621142837196, -122.39791518672214 37.787619750841145, -122.39791056164815 37.78761837884617, -122.39790592799996 37.78761702681562, -122.39790128580061 37.7876156956504, -122.39789663386883 37.78761438356711, -122.39789197225079 37.78761309236743, -122.3978873020585 37.787611821132195, -122.3978826244271 37.78761056984315)))","750-S-2","750"
"MULTIPOLYGON (((-122.3978826244271 37.78761056984315, -122.39787677802748 37.787615173609645, -122.39782028339671 37.78765966822779, -122.39786008779248 37.78769152970618, -122.397799873889 37.787842172033045, -122.39782616096319 37.78790653697714, -122.39786881883626 37.78794064971061, -122.39784708406548 37.78795776839087, -122.39775806318997 37.788027880732464, -122.3977129560294 37.78806340699975, -122.3977043221975 37.78807020681062, -122.39746686298948 37.787879979722646, -122.39716761972946 37.78764025417509, -122.3972043117992 37.78761124409236, -122.39724194327789 37.78758149070313, -122.39729301531167 37.78754111023443, -122.39739226074587 37.78746264169073, -122.39744211935488 37.787423220643895, -122.39754010221431 37.787345749200185, -122.39754598265098 37.78734109984187, -122.3978826244271 37.78761056984315)))","750-S-2","750"
"MULTIPOLYGON (((-122.37505821868498 37.735043083707154, -122.37500807534286 37.735028686308695, -122.37498379875188 37.73502907264026, -122.37496596960229 37.735029356365686, -122.37493496556627 37.73501465436161, -122.37490853078135 37.735003216837434, -122.37490786422205 37.73500292914231, -122.37487655249903 37.73497607553319, -122.37487422296813 37.73495264767305, -122.37487142239043 37.73492449232592, -122.3748733584274 37.73491838012092, -122.37489270265132 37.734857293472565, -122.3749144427333 37.73480832157621, -122.37491469520693 37.734807803866154, -122.37494720553963 37.73474093998692, -122.37497587694106 37.73471509560076, -122.37498839133951 37.73470381511266, -122.37502995920701 37.7346818795266, -122.37507137375846 37.73465386857226, -122.37510520948143 37.73462901711482, -122.37511181642616 37.73460191247005, -122.375115620082 37.73458630417622, -122.37514562860774 37.73456151361544, -122.37512932121722 37.73452226388734, -122.37509035418567 37.734495532168864, -122.37504945583268 37.73446434853055, -122.37503569308238 37.734453854813246, -122.37498141640654 37.73442736669952, -122.37493908106326 37.734418922815294, -122.37491267088922 37.734434539373126, -122.37489322518384 37.73442269232699, -122.37489261203277 37.73439838910929, -122.37490692650321 37.73435865296309, -122.37490397365755 37.73434740051991, -122.37489421764246 37.73431022925007, -122.3748819675123 37.734280032516686, -122.37487722068032 37.73424363949096, -122.37487098717351 37.73421722584309, -122.37486864556233 37.734207306482645, -122.37486772585059 37.73417085165457, -122.37486973266218 37.734167500545986, -122.37492651639265 37.73407266421058, -122.37493982586106 37.73404212202287, -122.37495185342634 37.734014518366955, -122.37495445421419 37.733965851025474, -122.37495728607657 37.73392629759795, -122.37496402169366 37.7338897209437, -122.37498246973098 37.733862075491004, -122.37501263129374 37.73384336031559, -122.37506989266556 37.73383637124187, -122.37512325024286 37.733826404471216, -122.37515371839415 37.733819841769886, -122.37517224296981 37.73379523306347, -122.37517147643484 37.73376485449042, -122.37519615722066 37.733704682285136, -122.37522919306981 37.733624136705494, -122.37525043487176 37.73359883676364, -122.37463004656674 37.733246602994726, -122.37379884971085 37.73277466885152, -122.37379097894176 37.732774794028565, -122.37376097068557 37.73279958425161, -122.37375400364817 37.73282704692526, -122.3737470388742 37.73285450956231, -122.37372483903837 37.73288525428709, -122.37369444773174 37.732894854298536, -122.37363695719999 37.73289272966923, -122.37361031636222 37.73289923111972, -122.37357100010185 37.73290841697766, -122.37356342696536 37.732913732008576, -122.37353841057576 37.73293191709478, -122.37353428597902 37.732935029690644, -122.37353076633049 37.732937787501385, -122.37352730804784 37.732940593902974, -122.37352391337681 37.73294344795856, -122.37352058000349 37.73294634790246, -122.37351731133069 37.73294929368059, -122.37351410846999 37.732952284374065, -122.37351097142141 37.732955319982835, -122.37350940315943 37.73295689320775, -122.37350130673688 37.73297998130205, -122.3735029150514 37.73304377795784, -122.37349977724067 37.73307117972293, -122.37348102137454 37.73308667334999, -122.3734355491295 37.73310563068813, -122.37341267558885 37.73309998059001, -122.37340906558413 37.733104106075125, -122.37339015459371 37.73312762657011, -122.37337170501215 37.7331552717949, -122.37332653903432 37.73318638160687, -122.37332078761845 37.73318852061401, -122.37323657683505 37.733265660699786, -122.37305377955019 37.73343195170044, -122.37296991215668 37.73350256763921, -122.37284805128445 37.73361416908262, -122.37277267117888 37.733698284435164, -122.37262958626476 37.73386630377351, -122.37249049580343 37.7340574116401, -122.3724859751558 37.73406174352599, -122.37248136094958 37.73406601020875, -122.37247665325302 37.73407021439087, -122.37247185422106 37.73407435153206, -122.37246696385381 37.73407842163227, -122.37246198666573 37.734082423718554, -122.37245692145446 37.734086355106356, -122.37245176939963 37.73409021757937, -122.37244653492502 37.734094006561136, -122.37244121803062 37.73409772205176, -122.37243581987335 37.734101364933984, -122.37243034149681 37.73410493158634, -122.3724247862812 37.73410842105389, -122.37241915651781 37.7341118342015, -122.3724134510043 37.73411516834456, -122.37240767312076 37.73411842252812, -122.37240182511323 37.73412159581528, -122.37239590811596 37.734124688188004, -122.37238992437489 37.73412769870938, -122.37238387497896 37.73413062555968, -122.37237776215132 37.73413346690108, -122.372371588206 37.73413622449924, -122.3723653541866 37.73413889473277, -122.37235906240703 37.73414147936726, -122.3723527150679 37.7341439756641, -122.37234631330345 37.734146383605264, -122.37233986051669 37.734148703136675, -122.37233335779648 37.73415093243855, -122.37232680627716 37.734153071492905, -122.37232020933901 37.73415511934478, -122.37231356809353 37.734157075075295, -122.37230688480945 37.73415893864836, -122.37230016173267 37.734160709127124, -122.37229339999747 37.734162386493495, -122.37228660414117 37.7341639706754, -122.37227977296138 37.73416545898828, -122.3722729110406 37.73416685316176, -122.37226601946794 37.73416815137606, -122.37225909940035 37.73416935451407, -122.37225781546356 37.73416955876444, -122.37223007016613 37.73419759934378, -122.37219967812982 37.73420719896761, -122.37213491386883 37.73422038454666, -122.37206593867819 37.73421844162224, -122.3720236814629 37.734213035252075, -122.37197736638156 37.73419857485287, -122.37193166352179 37.73420841857021, -122.37191319707944 37.734208711961955, -122.37191252557247 37.734208722630704, -122.37189386878752 37.73418884536091, -122.37189285083562 37.734187761151034, -122.37185051688421 37.734170296789614, -122.37185028757324 37.734170203101556, -122.3718164286488 37.73414438500855, -122.37181514903855 37.73414340949579, -122.37178551872672 37.73412364796566, -122.37178399295101 37.73412263040142, -122.3717575249822 37.734099570648844, -122.37175658636764 37.734098752838094, -122.37171769727931 37.73407505768162, -122.37165944078879 37.73404255349385, -122.37159084139444 37.73400780913627, -122.37158962417658 37.73400719311578, -122.37153067922426 37.73394734704706, -122.37150312092287 37.733917394047204, -122.37145205986197 37.73386654029472, -122.37141276045598 37.73382172078629, -122.37141263661353 37.73382157946032, -122.37136792472005 37.73379033257876, -122.37136586291173 37.73378889184155, -122.37134454098265 37.73375667233171, -122.37130642701737 37.73369907997601, -122.37130615335822 37.733698667060246, -122.37124781969727 37.733663124104396, -122.37118190838689 37.733630741262054, -122.37114498705168 37.73360541050895, -122.3711429432425 37.73360400823432, -122.37111953432326 37.733565780990105, -122.37111898285688 37.73356488042284, -122.37106982330633 37.73354486650499, -122.37106868829045 37.73354440508391, -122.37104113030198 37.733514451073184, -122.37100920875224 37.73346329408925, -122.37096970837442 37.73341529544162, -122.37094597756828 37.73338528063397, -122.37090678319217 37.7333494335859, -122.37088569031317 37.73330736819773, -122.37088259359344 37.733301192684316, -122.37085529445612 37.73325708365482, -122.3708546533876 37.73325604932702, -122.37081216737425 37.73324152858009, -122.37076263783817 37.733251431713526, -122.37074143905681 37.73323797162111, -122.37073928954942 37.73323660706652, -122.3707424283849 37.733209205375644, -122.37073370247359 37.733166796699614, -122.37072480962527 37.733143225150215, -122.3706674159789 37.73310136029233, -122.37054897845447 37.7330179470961, -122.37051190113844 37.73300637025478, -122.37051139906089 37.73300621420483, -122.37044643547901 37.73295085568079, -122.37044487581211 37.73294952681762, -122.37033663265854 37.73290869796455, -122.37023221669233 37.73286780826177, -122.37017403821874 37.73283834011314, -122.37007791176963 37.73278866072928, -122.37007704722907 37.73278821483247, -122.36999154888953 37.73271414114655, -122.3699909294246 37.732713603941555, -122.36994544170493 37.732683266457684, -122.36993003098583 37.732672987568144, -122.36992861723975 37.73267204570687, -122.36989016672062 37.73263979588702, -122.36988950018495 37.73263923689819, -122.36982328461241 37.73259470076412, -122.36976525939086 37.73257130867564, -122.36966459481934 37.732527319150606, -122.36962873046384 37.732504087212234, -122.36967268463808 37.73245539194266, -122.3696765109689 37.73245115319329, -122.36975206698429 37.73236744800171, -122.36989085839257 37.73221368632917, -122.36999484332122 37.732272890428796, -122.37060848420201 37.73242702871218, -122.37070638069939 37.73248022313459, -122.37079179783086 37.732585626515736, -122.37169556060923 37.73310512139362, -122.37169562137242 37.733108435095076, -122.37169575588686 37.73311174852612, -122.37169596292759 37.73311505810135, -122.3716962425399 37.73311836562248, -122.37169659579006 37.733121668368895, -122.37169702152113 37.73312496545782, -122.37169751859876 37.73312825690727, -122.37169808922353 37.73313153997861, -122.37169873001531 37.733134815626734, -122.37169944317449 37.73313808111308, -122.37170022870121 37.73314133643766, -122.37170108655002 37.733144579798726, -122.37170201447512 37.73314781213317, -122.37170301240835 37.73315103073843, -122.37170408257305 37.73315423377677, -122.37170522161155 37.73315742310396, -122.3717064317019 37.73316059508052, -122.37170771057538 37.73316374974255, -122.37170905823204 37.73316688708994, -122.37171047573814 37.73317000440221, -122.37171196084772 37.73317310261618, -122.37171351349285 37.73317617902932, -122.37171513367346 37.73317923364166, -122.37171682134417 37.733182264651376, -122.37171857539337 37.73318527297745, -122.37172082732907 37.733188946601096, -122.37189983868441 37.7332923044458, -122.37190382346574 37.73329282782677, -122.37190781820581 37.733293296075324, -122.37191182288198 37.733293708290546, -122.37191583638258 37.73329406539136, -122.37191985755072 37.73329436649497, -122.37192388300609 37.73329461255619, -122.37192791497195 37.73329480173733, -122.37193195009087 37.733294935894165, -122.37193598720572 37.733295014143835, -122.37194002515955 37.73329503560355, -122.37194406399784 37.733295002074975, -122.37194810027222 37.73329491181047, -122.3719521351397 37.733294765692925, -122.37195616519739 37.73329456377633, -122.37196019046799 37.73329430696161, -122.37196420861484 37.73329399258218, -122.37196822086295 37.733293624223464, -122.37197222374142 37.733293199236975, -122.37197621616131 37.73329271944247, -122.37198019809998 37.73329218393902, -122.37198416728876 37.733291592762725, -122.37198812377304 37.733290947715275, -122.37199206526155 37.73329024793188, -122.37199598948575 37.73328949344858, -122.37199989757987 37.73328868424733, -122.37200378729803 37.73328782126509, -122.37200765750596 37.7332869045198, -122.37201150593502 37.73328593404759, -122.37201533376492 37.73328491163208, -122.3720191375247 37.733283834624835, -122.37202291728244 37.73328270572835, -122.37202667190382 37.7332815249607, -122.37203040025454 37.73328029233995, -122.37203450380352 37.733278863601264, -122.37230435576936 37.73343290368992, -122.37263239200364 37.733192690511835, -122.3725802317763 37.73316307470725, -122.37294394466589 37.733099506635384, -122.37302966722349 37.732992343990716, -122.37324513746282 37.73272297888558, -122.37335740819972 37.732659064046075, -122.37360340892579 37.73252866047254, -122.37405678954703 37.73227968348224, -122.37415752000025 37.73216807707132, -122.37423810436273 37.73207879151516, -122.37519413616175 37.73262160258532, -122.37575821515861 37.73199660033028, -122.37603016518493 37.73215100321046, -122.37608427511906 37.732181724692126, -122.37617736451472 37.7322345766157, -122.3760967823129 37.73232386349576, -122.3759779237335 37.73245556085668, -122.37607075552094 37.73250826646517, -122.37598815834886 37.73259978521205, -122.37612881376766 37.732679643530844, -122.37619914044477 37.73271957219453, -122.37599768387243 37.73294278839851, -122.37592092666851 37.73302783529272, -122.37606232679731 37.733106868042356, -122.37622409734529 37.73319728662928, -122.37658811187373 37.73340074428838, -122.37672068186474 37.733474840362184, -122.37683980966598 37.73354142340068, -122.37697385573168 37.73361634372614, -122.37693145209919 37.73394435778528, -122.3768498177678 37.73393770139579, -122.37676013167886 37.73393038824787, -122.37673212843843 37.733928104526036, -122.37640986514732 37.73383273020046, -122.37645172069571 37.73392073326835, -122.37636260625882 37.73401947203011, -122.3763173949047 37.73406956601394, -122.37623928263582 37.73415634607429, -122.37623695362734 37.73415893360146, -122.37623938280066 37.734160313430806, -122.37632085396746 37.734206567733274, -122.3764474454985 37.73427843870198, -122.37649003531246 37.7343026186177, -122.37628492857895 37.73444468033318, -122.37624722168776 37.73447079690642, -122.37615205432152 37.73453671138858, -122.37610309029587 37.73474463895405, -122.37606257205599 37.7347895319837, -122.37593387490733 37.73493212652064, -122.37587478476631 37.73499720138589, -122.37584442375197 37.73503063769144, -122.37587382684902 37.73504848765789, -122.37583287636457 37.73508849658977, -122.37579092394868 37.73509524229361, -122.37578261521776 37.735098706363935, -122.37573029458005 37.7351205205032, -122.37569737783829 37.7351818269719, -122.37562909172951 37.73520722701991, -122.375572442734 37.7352385195747, -122.37553531640506 37.73528469762081, -122.37550201606399 37.73533081385097, -122.37546060129763 37.73535882495352, -122.37540762601202 37.73538398205698, -122.37537348336551 37.7353966810917, -122.37531981804501 37.73539449636733, -122.37525436337148 37.73538034277047, -122.37520375982979 37.735347718497444, -122.37516592235008 37.73532466560598, -122.37516486896622 37.73532402358269, -122.37512709996027 37.735292350371104, -122.37512574820435 37.73529121652668, -122.37507727959675 37.73526571026413, -122.3750752969385 37.7352646675689, -122.37506274110505 37.735222319234275, -122.37505447241134 37.73519813875302, -122.37504214655895 37.73516490434616, -122.37503755172467 37.73513458580246, -122.37503663191865 37.73509813098127, -122.37505789031871 37.735043921655354, -122.37505821868498 37.735043083707154)))","OS","9999"
"MULTIPOLYGON (((-122.36967268463808 37.73245539194266, -122.36962873046384 37.732504087212234, -122.36958816665167 37.732477810734025, -122.36958674436069 37.732476889732276, -122.36956556923815 37.73245826329866, -122.36956556076233 37.73245792637908, -122.36956967463686 37.732452848546174, -122.3696025416922 37.732412284252455, -122.36966605748053 37.73245131908076, -122.36967268463808 37.73245539194266)))","HP","6666"
