"eas_baseid","address","address_number","address_number_suffix","street_name","street_type","zip_code","cnn","longitude","latitude","point","supdist","supervisor","supdistpad","numbertext","supname","nhood",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"334393","1014 SANTIAGO ST","1014",,"SANTIAGO","ST","94116","11613000","-122.47834429","37.74505337","POINT (-122.47835 37.745052)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","West of Twin Peaks","40","10","7","35"
"346147","44 HOPKINS AVE","44",,"HOPKINS","AVE","94131","7023000","-122.44429257","37.75321337","POINT (-122.44429 37.753212)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Twin Peaks","51","7","5","38"
"438029","51 BEIDEMAN ST","51",,"BEIDEMAN","ST","94115","2882000","-122.4385962","37.78228723","POINT (-122.4386 37.782288)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Western Addition","97","4","11","39"
"379364","70 MONTEZUMA ST","70",,"MONTEZUMA","ST","94110","9295000","-122.41574573","37.74584375","POINT (-122.41575 37.745842)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Mission","83","9","2","2"
"291303","2653 UNION ST","2653",,"UNION","ST","94123","12876000","-122.44296708","37.79586318","POINT (-122.44297 37.795864)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Pacific Heights","14","4","6","13"
"437052","28 CUMBERLAND ST","28",,"CUMBERLAND","ST","94110","4547000","-122.42428347","37.75934955","POINT (-122.424286 37.75935)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","37","3","5","20"
"358051","52 SHERIDAN ST","52",,"SHERIDAN","ST","94103","11802000","-122.41141624","37.77259269","POINT (-122.411415 37.772594)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","South of Market","32","1","10","34"
"331797","2134 43RD AVE","2134",,"43RD","AVE","94116","1963000","-122.50142233","37.74683345","POINT (-122.50142 37.746834)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Sunset/Parkside","39","10","7","35"
"444349","1236 DOLORES ST","1236",,"DOLORES","ST","94114","4880201","-122.42525116","37.74954961","POINT (-122.425255 37.74955)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Noe Valley","52","3","5","22"
"425237","3634 SACRAMENTO ST","3634",,"SACRAMENTO","ST","94118","11268000","-122.45263003","37.78774106","POINT (-122.45263 37.787743)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Presidio Heights","10","8","6","31"
"383587","572 ANDERSON ST","572",,"ANDERSON","ST","94110","2272000","-122.41561164","37.7362486","POINT (-122.41561 37.736248)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Portola","83","9","2","2"
"469296","957 14TH ST","957",,"14TH","ST","94114","600000","-122.434546","37.76714639","POINT (-122.43455 37.767147)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Haight Ashbury","28","7","5","5"
"284515","3053 FILLMORE ST","3053",,"FILLMORE","ST","94123","5562000","-122.43592141","37.79776108","POINT (-122.43592 37.79776)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Pacific Heights","15","4","6","13"
"484825","119 LAKE MERCED HILL ST SOUTH","119",,"LAKE MERCED HILL","ST","94132","19852101","-122.48349299","37.70945091","POINT (-122.48349 37.70945)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Lakeshore","43","10","8","16"
"463615","304 PRECITA AVE","304",,"PRECITA","AVE","94110","10746000","-122.41332045","37.74659433","POINT (-122.41332 37.746593)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Mission","83","9","2","2"
"441184","408 29TH AVE","408",,"29TH","AVE","94121","1609000","-122.48897435","37.78159363","POINT (-122.488976 37.781593)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Outer Richmond","8","8","4","29"
"320950","25 LOMITA AVE","25",,"LOMITA","AVE","94122","8468000","-122.4732397","37.75885433","POINT (-122.473236 37.758854)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Sunset/Parkside","44","10","8","14"
"293095","1810 LYON ST","1810",,"LYON","ST","94115","8569000","-122.44518012","37.78786737","POINT (-122.44518 37.78787)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Presidio Heights","102","8","6","30"
"374612","1442 HUDSON AVE","1442",,"HUDSON","AVE","94124","7077000","-122.38515252","37.73857998","POINT (-122.385155 37.73858)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Bayview Hunters Point","86","2","9","1"
"462220","10 MIDWAY ST","10",,"MIDWAY","ST","94133","9020000","-122.40913762","37.80555161","POINT (-122.409134 37.805553)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","North Beach","99","6","3","23"
"451423","479 COLLINGWOOD ST","479",,"COLLINGWOOD","ST","94114","4273000","-122.43526507","37.75483568","POINT (-122.435265 37.754837)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","115","3","5","22"
"431925","1918 MISSION ST","1918",,"MISSION","ST","94103","9115000","-122.42012728","37.7663673","POINT (-122.42013 37.76637)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Castro/Upper Market","53","3","2","20"
"354298","140 HAZELWOOD AVE","140",,"HAZELWOOD","AVE","94112","6840000","-122.45436823","37.73112345","POINT (-122.45437 37.731125)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Oceanview/Merced/Ingleside","71","9","8","41"
"445465","1363 JACKSON ST","1363",,"JACKSON","ST","94109","7392000","-122.4174133","37.7943893","POINT (-122.41741 37.794388)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Nob Hill","16","6","3","32"
"380705","86 COLERIDGE ST","86",,"COLERIDGE","ST","94110","4254000","-122.41944449","37.74447446","POINT (-122.41944 37.744476)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Noe Valley","83","9","2","2"
"421914","157 OCTAVIA ST","157",,"OCTAVIA","ST","94102","9877101","-122.42428724","37.77366699","POINT (-122.424286 37.773666)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Mission","26","4","11","9"
"312050","706 04TH AVE","706",,"04TH","AVE","94118","245000","-122.46144392","37.77524031","POINT (-122.46144 37.77524)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Golden Gate Park","5","8","4","11"
"478783","1541 BALBOA ST","1541",,"BALBOA","ST","94118","2661000","-122.47551143","37.7764632","POINT (-122.47551 37.776463)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Golden Gate Park","5","8","4","29"
"335139","816 TARAVAL ST","816",,"TARAVAL","ST","94116","12394000","-122.47505932","37.74332752","POINT (-122.47506 37.74333)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Sunset/Parkside","44","10","8","41"
"330458","1545 PACHECO ST","1545",,"PACHECO","ST","94116","10095000","-122.4769891","37.75033146","POINT (-122.47699 37.75033)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Sunset/Parkside","39","10","7","35"
"366218","201 HARRISON ST","201",,"HARRISON","ST","94105","6709000","-122.39061102","37.78767972","POINT (-122.39061 37.78768)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Financial District/South Beach","30","1","10","8"
"468210","47 06TH AVE","47",,"06TH","AVE","94118","312000","-122.46509383","37.78769355","POINT (-122.465096 37.787693)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Inner Richmond","4","8","6","11"
"283412","1734 LOMBARD ST","1734",,"LOMBARD","ST","94123","8456201","-122.43007041","37.80085909","POINT (-122.43007 37.800858)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","Pacific Heights","17","4","6","13"
"503778","505 JACKSON ST","505",,"JACKSON","ST","94111","7367000","-122.40375038","37.79630775","POINT (-122.40375 37.796307)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","North Beach","106","6","3","6"
"395352","464 SAWYER ST","464",,"SAWYER","ST","94134","11667000","-122.41509069","37.71233432","POINT (-122.41509 37.712334)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Visitacion Valley","75","9","9","40"
"430257","827 OAK ST","827",,"OAK","ST","94117","9758000","-122.43286853","37.77347175","POINT (-122.43287 37.77347)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Hayes Valley","26","4","11","3"
"442738","1159 MONTGOMERY ST","1159",,"MONTGOMERY","ST","94133","9312000","-122.4044134","37.79988446","POINT (-122.40441 37.799885)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","Financial District/South Beach","18","6","3","23"
"353098","468 MANGELS AVE","468",,"MANGELS","AVE","94127","8652000","-122.44812379","37.73330503","POINT (-122.44812 37.733307)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","West of Twin Peaks","95","9","8","41"
"286886","1541 CALIFORNIA ST","1541",,"CALIFORNIA","ST","94109","3548000","-122.41965965","37.79037191","POINT (-122.41966 37.79037)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Russian Hill","105","4","3","21"
"504012","152 A HARTFORD ST","152","A","HARTFORD","ST","94114","6767000","-122.43413786","37.76010825","POINT (-122.434135 37.76011)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Noe Valley","38","3","5","5"
"446349","151 HICKORY ST","151",,"HICKORY","ST","94102","6899000","-122.42200179","37.77551094","POINT (-122.422005 37.775513)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Mission","21","4","11","9"
"421784","2238 CALIFORNIA ST","2238",,"CALIFORNIA","ST","94115","3555000","-122.43134012","37.78952663","POINT (-122.43134 37.789528)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Japantown","102","4","6","30"
"312385","742 12TH AVE","742",,"12TH","AVE","94118","526000","-122.46990969","37.77426211","POINT (-122.46991 37.77426)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Inner Richmond","5","8","4","11"
"477676","126 A TEXAS ST","126","A","TEXAS","ST","94107","12539000","-122.3960565","37.76456349","POINT (-122.39606 37.764565)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Potrero Hill","54","1","9","26"
"390101","415 PRINCETON ST","415",,"PRINCETON","ST","94134","10782000","-122.41413848","37.72460632","POINT (-122.41414 37.724606)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","McLaren Park","92","2","2","25"
"458107","875 HOWARD ST","875",,"HOWARD","ST","94103","7039001","-122.40410231","37.78168091","POINT (-122.4041 37.78168)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","South of Market","32","1","10","34"
"449576","627 COMMERCIAL ST","627",,"COMMERCIAL","ST","94111","4314000","-122.40355155","37.79402401","POINT (-122.40355 37.794025)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Financial District/South Beach","104","6","3","6"
"457092","1066 QUESADA AVE","1066",,"QUESADA","AVE","94124","10808000","-122.37928849","37.72691357","POINT (-122.37929 37.726913)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Bayview Hunters Point","78","2","9","1"
"278621","954 BROADWAY","954",,"BROADWAY",,"94133","3159000","-122.41288776","37.79739744","POINT (-122.41289 37.797398)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Nob Hill","107","6","3","21"
"276228","475 FRANCISCO ST","475",,"FRANCISCO","ST","94133","5761000","-122.41285716","37.80451002","POINT (-122.41286 37.80451)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","Russian Hill","106","6","3","23"
"459801","1206 STANYAN ST","1206",,"STANYAN","ST","94117","12099000","-122.45175921","37.76196893","POINT (-122.45176 37.76197)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Inner Sunset","114","7","11","3"
"336806","2442 41ST AVE","2442",,"41ST","AVE","94116","1922000","-122.49887599","37.74119312","POINT (-122.49888 37.74119)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Lakeshore","39","10","7","35"
"384176","47 CRESCENT AVE","47",,"CRESCENT","AVE","94110","4484000","-122.42357338","37.73549668","POINT (-122.42358 37.735497)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Glen Park","61","9","2","2"
"385193","20 COLBY ST","20",,"COLBY","ST","94134","4228000","-122.41512541","37.73050598","POINT (-122.41512 37.730507)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Portola","91","2","2","25"
"371545","109 CLEO RAND AVE","109",,"CLEO RAND","AVE","94124","4204000","-122.37074913","37.72869739","POINT (-122.37075 37.7287)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Bayview Hunters Point","78","2","9","1"
"490795","1210 08TH AVE","1210",,"08TH","AVE","94122","395000","-122.46522379","37.76576248","POINT (-122.465225 37.765762)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Inner Sunset","109","10","11","14"
"413785","254 MONTANA ST","254",,"MONTANA","ST","94112","9256000","-122.46147797","37.71684597","POINT (-122.46148 37.716846)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","West of Twin Peaks","81","10","1","24"
"329657","1935 15TH AVE","1935",,"15TH","AVE","94116","623000","-122.47230398","37.75190771","POINT (-122.472305 37.751907)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","West of Twin Peaks","44","10","8","14"
"348934","134 HERNANDEZ AVE","134",,"HERNANDEZ","AVE","94127","6891000","-122.45785649","37.74507193","POINT (-122.457855 37.74507)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Twin Peaks","49","10","8","41"
"477596","11 LAUSSAT ST","11",,"LAUSSAT","ST","94102","8177000","-122.42741446","37.7718961","POINT (-122.427414 37.771896)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Castro/Upper Market","27","4","11","9"
"418280","3030 22ND AVE","3030",,"22ND","AVE","94132","1155000","-122.47751317","37.73214413","POINT (-122.477516 37.732143)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Sunset/Parkside","62","10","8","35"
"442260","165 NOE ST","165",,"NOE","ST","94114","9609000","-122.43301898","37.76642542","POINT (-122.43302 37.766426)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Haight Ashbury","28","7","5","5"
"306949","470 17TH AVE","470",,"17TH","AVE","94118","753000","-122.47573936","37.77912559","POINT (-122.47574 37.779125)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Inner Richmond","5","8","4","29"
"279181","2 JACKSON ST","2",,"JACKSON","ST","94111","7359000","-122.39748529","37.79736526","POINT (-122.397484 37.797367)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","Financial District/South Beach","77","6","3","8"
"409684","1029 CAYUGA AVE","1029",,"CAYUGA","AVE","94112","3834000","-122.43980446","37.72158729","POINT (-122.439804 37.72159)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Outer Mission","80","9","1","28"
"488836","1051 03RD ST","1051",,"03RD","ST","94158","184001","-122.38961729","37.77550515","POINT (-122.38962 37.775505)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Mission Bay","34","1","10","4"
"369513","2817 22ND ST","2817",,"22ND","ST","94110","1183000","-122.41084189","37.75567992","POINT (-122.41084 37.75568)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Potrero Hill","53","3","2","20"
"282752","3454 SCOTT ST","3454",,"SCOTT","ST","94123","11717000","-122.44124895","37.80196865","POINT (-122.441246 37.801968)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Marina","17","4","6","13"
"473216","2136 BEACH ST","2136",,"BEACH","ST","94123","2857000","-122.44432507","37.80390029","POINT (-122.44433 37.8039)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Marina","17","4","6","13"
"424538","14 EDITH ST","14",,"EDITH","ST","94133","5095000","-122.4082976","37.80294729","POINT (-122.408295 37.802948)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","Chinatown","106","6","3","23"
"404850","1790 DOLORES ST","1790",,"DOLORES","ST","94131","4890201","-122.42445153","37.74090286","POINT (-122.42445 37.740902)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Glen Park","59","9","5","10"
"390950","318 LISBON ST","318",,"LISBON","ST","94112","8408000","-122.43293526","37.72333816","POINT (-122.43294 37.72334)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Outer Mission","90","9","1","7"
"298699","755 BUENA VISTA AVE WEST","755",,"BUENA VISTA","AVE","94117","3369000","-122.44400299","37.76837801","POINT (-122.444 37.76838)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Haight Ashbury","112","7","11","3"
"297410","2100 FELL ST","2100",,"FELL","ST","94117","5460000","-122.45275329","37.77228574","POINT (-122.45275 37.772285)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Golden Gate Park","24","7","11","18"
"355302","20 NORTON ST","20",,"NORTON","ST","94112","9714000","-122.43526666","37.72501676","POINT (-122.435265 37.725018)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Outer Mission","94","9","1","28"
"463634","4738 25TH ST","4738",,"25TH","ST","94114","1460000","-122.44228144","37.74943256","POINT (-122.44228 37.74943)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Twin Peaks","51","3","5","22"
"282349","436 AVILA ST","436",,"AVILA","ST","94123","2572000","-122.440296","37.80533395","POINT (-122.44029 37.805332)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Marina","17","4","6","13"
"406923","198 MANGELS AVE","198",,"MANGELS","AVE","94131","8649000","-122.44183868","37.73322344","POINT (-122.44184 37.733223)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","West of Twin Peaks","95","9","5","41"
"316265","1289 06TH AVE","1289",,"06TH","AVE","94122","322000","-122.46340859","37.76447777","POINT (-122.46341 37.764477)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Inner Sunset","109","7","11","14"
"401765","4360 25TH ST","4360",,"25TH","ST","94114","1456000","-122.43754084","37.74972078","POINT (-122.43754 37.74972)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Glen Park","84","3","5","22"
"327075","1882 23RD AVE","1882",,"23RD","AVE","94122","1224000","-122.48038987","37.7525486","POINT (-122.48039 37.75255)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Inner Sunset","39","10","7","35"
"416421","261 ORIZABA AVE","261",,"ORIZABA","AVE","94132","9984000","-122.4628717","37.71361929","POINT (-122.462875 37.71362)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Oceanview/Merced/Ingleside","65","10","1","24"
"396003","21 PUEBLO ST","21",,"PUEBLO","ST","94134","10796000","-122.41669033","37.70880038","POINT (-122.41669 37.7088)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Visitacion Valley","74","9","9","40"
"485667","1360 OAKDALE AVE","1360",,"OAKDALE","AVE","94124","9784000","-122.38562994","37.73189782","POINT (-122.38563 37.7319)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Bayview Hunters Point","86","2","9","1"
"468466","508 CAPP ST","508",,"CAPP","ST","94110","3677000","-122.41808409","37.75851934","POINT (-122.41808 37.75852)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","53","3","2","20"
"393824","559 CAMPBELL AVE","559",,"CAMPBELL","AVE","94134","3644000","-122.40754311","37.71539023","POINT (-122.40754 37.71539)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Visitacion Valley","75","9","9","40"
"307350","4141 GEARY BLVD","4141",,"GEARY","BLVD","94118","6061101","-122.46372413","37.7807815","POINT (-122.46372 37.78078)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Lone Mountain/USF","5","8","4","11"
"473138","1225 04TH AVE","1225",,"04TH","AVE","94122","246000","-122.46138482","37.76566091","POINT (-122.46139 37.76566)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Inner Sunset","109","7","11","14"
"365805","324 05TH ST","324",,"05TH","ST","94107","299000","-122.40316571","37.77977844","POINT (-122.40317 37.779778)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","South of Market","32","1","10","34"
"342111","260 CASTRO ST","260",,"CASTRO","ST","94114","3787000","-122.4357237","37.7646818","POINT (-122.43572 37.764683)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Haight Ashbury","113","7","5","5"
"442804","29 BERNARD ST","29",,"BERNARD","ST","94133","2948000","-122.41396385","37.79632608","POINT (-122.41396 37.796326)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Chinatown","107","6","3","21"
"284661","2347 UNION ST","2347",,"UNION","ST","94123","12873000","-122.43789203","37.79649653","POINT (-122.43789 37.796497)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Pacific Heights","14","4","6","13"
"399143","85 GUTTENBERG ST","85",,"GUTTENBERG","ST","94112","6592000","-122.44390469","37.71183048","POINT (-122.4439 37.71183)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Outer Mission","58","9","1","7"
"291281","2624 GREEN ST","2624",,"GREEN","ST","94123","6479000","-122.4423842","37.79549883","POINT (-122.44238 37.795498)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Pacific Heights","14","4","6","13"
"459584","218 NAGLEE AVE","218",,"NAGLEE","AVE","94112","9477000","-122.44813685","37.71354578","POINT (-122.448135 37.713547)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Oceanview/Merced/Ingleside","66","9","1","28"
"346816","4267 23RD ST","4267",,"23RD","ST","94114","1285000","-122.43793835","37.75242503","POINT (-122.437935 37.752426)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","84","3","5","22"
"380591","32 ELSIE ST","32",,"ELSIE","ST","94110","5217000","-122.41684812","37.74443167","POINT (-122.41685 37.74443)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Mission","83","9","2","2"
"381052","81 GATES ST","81",,"GATES","ST","94110","6021000","-122.41360512","37.74181416","POINT (-122.413605 37.741814)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Mission","83","9","2","2"
"376867","70 LATONA ST","70",,"LATONA","ST","94124","8166000","-122.39291684","37.73127413","POINT (-122.392914 37.731274)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Bayview Hunters Point","87","2","9","1"
"309968","771 43RD AVE","771",,"43RD","AVE","94121","1952000","-122.50397804","37.77409994","POINT (-122.503975 37.7741)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Golden Gate Park","8","8","4","29"
"471776","305 19TH AVE","305",,"19TH","AVE","94121","904000","-122.47867007","37.78208706","POINT (-122.47867 37.782085)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Seacliff","8","8","4","29"
"293525","362 ARGUELLO BLVD","362",,"ARGUELLO","BLVD","94118","2420000","-122.45872858","37.7845409","POINT (-122.458725 37.784542)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Presidio Heights","11","8","6","31"
"444365","3013 MISSION ST","3013",,"MISSION","ST","94110","9128000","-122.41771962","37.74883266","POINT (-122.41772 37.748833)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Mission","53","3","2","20"
"274646","151 AUSTIN ST","151",,"AUSTIN","ST","94109","5791000","-122.4211343","37.78885602","POINT (-122.421135 37.788857)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Nob Hill","50","4","3","21"
"387674","9 VIENNA ST","9",,"VIENNA","ST","94112","13297000","-122.42408183","37.72838205","POINT (-122.42408 37.728382)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Bernal Heights","90","9","1","7"
"385395","234 TRUMBULL ST","234",,"TRUMBULL","ST","94112","12700000","-122.42530676","37.73069805","POINT (-122.42531 37.730698)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Bernal Heights","94","9","1","7"
"457515","68 URANUS TER","68",,"URANUS","TER","94114","13020000","-122.44574622","37.76096752","POINT (-122.44575 37.760967)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Inner Sunset","115","7","5","5"
"416053","199 FARALLONES ST","199",,"FARALLONES","ST","94112","5407000","-122.45875739","37.71394123","POINT (-122.458755 37.71394)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Oceanview/Merced/Ingleside","81","10","1","24"
"407166","297 JOOST AVE","297",,"JOOST","AVE","94131","7608000","-122.44188051","37.73215708","POINT (-122.44188 37.73216)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","West of Twin Peaks","95","9","8","41"
"337772","951 TARAVAL ST","951",,"TARAVAL","ST","94116","12395000","-122.47656914","37.7428371","POINT (-122.47657 37.742836)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","West of Twin Peaks","40","10","7","35"
"288342","1048 FULTON ST","1048",,"FULTON","ST","94117","5888000","-122.43409319","37.77766574","POINT (-122.43409 37.777664)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Hayes Valley","23","4","11","39"
"454855","96 09TH ST","96",,"09TH","ST","94103","447000","-122.41507283","37.7762777","POINT (-122.41507 37.77628)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","South of Market","32","5","10","34"
"328106","3509 NORIEGA ST","3509",,"NORIEGA","ST","94122","9677000","-122.50137779","37.7529201","POINT (-122.50138 37.75292)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Sunset/Parkside","39","10","7","35"
"307411","1208 ANZA ST","1208",,"ANZA","ST","94118","2320000","-122.46122324","37.77947139","POINT (-122.46122 37.779472)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Lone Mountain/USF","5","8","4","11"
"388355","415 CAMBRIDGE ST","415",,"CAMBRIDGE","ST","94134","3624000","-122.41809006","37.72623833","POINT (-122.41809 37.72624)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Portola","92","2","2","25"
"443725","2045 LINCOLN WAY","2045",,"LINCOLN","WAY","94122","8359101","-122.4801727","37.76515654","POINT (-122.48017 37.765156)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Sunset/Parkside","39","10","7","35"
