"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","activity_type_code","price_category_code","terminal","boarding_area","passenger_count"
"202106","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","16873"
"202106","Aeromexico","AM","Aeromexico","AM","International","Mexico","Enplaned","Other","International","A","8224"
"202106","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Other","International","A","1296"
"202106","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 2","D","49867"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Deplaned","Low Fare","Terminal 1","B","59701"
"202106","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Other","International","G","1519"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Enplaned","Low Fare","Terminal 1","B","64360"
"202106","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Other","International","A","153"
"202106","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Enplaned","Other","Terminal 3","F","630"
"202106","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Enplaned","Other","International","A","5830"
"202106","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","F","81991"
"202106","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Deplaned","Other","International","G","608"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","75162"
"202106","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 2","D","50563"
"202106","Emirates","EK","Emirates","EK","International","Middle East","Enplaned","Other","International","A","4362"
"202106","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","International","A","2077"
"202106","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","International","A","2231"
"202106","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Enplaned","Other","International","A","652"
"202106","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 2","D","29050"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Enplaned","Low Fare","International","A","4239"
"202106","Air Canada","AC","Air Canada","AC","International","Canada","Enplaned","Other","International","G","870"
"202106","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Deplaned","Low Fare","Terminal 1","B","67568"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Deplaned","Other","International","A","9896"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 2","D","54416"
"202106","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 1","B","7954"
"202106","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Enplaned","Other","Terminal 2","D","9610"
"202106","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Other","International","G","2935"
"202106","Jazz Aviation","QK","Air Canada","AC","International","Canada","Deplaned","Other","International","G","1669"
"202106","Swiss International","LX","Swiss International","LX","International","Europe","Deplaned","Other","International","G","1137"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Deplaned","Low Fare","International","A","4072"
"202106","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Enplaned","Other","International","A","1552"
"202106","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Other","International","A","1074"
"202106","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Deplaned","Other","International","A","1073"
"202106","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 1","B","138550"
"202106","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Enplaned","Other","International","G","1023"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","E","108962"
"202105","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","F","68005"
"202105","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Low Fare","International","A","3843"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 3","F","178024"
"202105","Jazz Aviation","QK","Air Canada","AC","International","Canada","Deplaned","Other","International","G","678"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","F","171583"
"202105","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 2","D","62316"
"202105","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Other","International","A","1074"
"202105","Swiss International","LX","Swiss International","LX","International","Europe","Enplaned","Other","International","G","921"
"202105","United Airlines","UA","United Airlines","UA","International","Asia","Deplaned","Other","International","G","9303"
"202105","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Enplaned","Other","International","G","6035"
"202105","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Enplaned","Other","International","A","1004"
"202105","Air India Limited","AI","Air India Limited","AI","International","Asia","Deplaned","Other","International","G","3703"
"202105","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","International","G","842"
"202105","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 1","B","4817"
"202105","United Airlines","UA","United Airlines","UA","International","Middle East","Deplaned","Other","International","G","1323"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Deplaned","Other","International","A","5896"
"202105","Swissport USA",,"Swissport USA",,"Domestic","US","Deplaned","Other","International","A","93"
"202105","United Airlines","UA","United Airlines","UA","International","Central America","Deplaned","Other","International","G","534"
"202105","United Airlines","UA","United Airlines","UA","International","Asia","Enplaned","Other","International","G","9940"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 2","D","44039"
"202105","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Enplaned","Other","International","G","442"
"202105","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Other","International","A","928"
"202105","Emirates","EK","Emirates","EK","International","Middle East","Deplaned","Other","International","A","1590"
"202105","British Airways","BA","British Airways","BA","International","Europe","Enplaned","Other","International","A","1077"
"202105","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Deplaned","Other","International","A","1514"
"202105","United Airlines","UA","United Airlines","UA","International","Europe","Enplaned","Other","International","G","2688"
"202105","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Enplaned","Other","International","G","497"
"202105","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","International","A","969"
"202105","Swiss International","LX","Swiss International","LX","International","Europe","Deplaned","Other","International","G","643"
"202105","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","14723"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","International","G","6745"
"202105","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Deplaned","Other","International","G","264"
"202105","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Other","International","G","1185"
"202105","Aeromexico","AM","Aeromexico","AM","International","Mexico","Enplaned","Other","International","A","6028"
"202105","Aeromexico","AM","Aeromexico","AM","International","Mexico","Deplaned","Other","International","A","6159"
"202105","EVA Airways","BR","EVA Airways","BR","International","Asia","Deplaned","Other","International","G","1918"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Deplaned","Low Fare","International","A","3247"
"202105","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Other","International","A","715"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Enplaned","Low Fare","International","A","3648"
"202105","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Other","International","A","12516"
"202105","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Other","International","A","171"
"202105","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 1","B","101063"
"202105","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 2","D","9306"
"202105","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","Terminal 3","E","701"
"202105","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 2","D","1169"
"202105","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","Terminal 3","F","18225"
"202105","Air Canada","AC","Air Canada","AC","International","Canada","Deplaned","Other","International","G","209"
"202105","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 2","D","62400"
"202105","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Enplaned","Low Fare","International","A","4159"
"202105","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Enplaned","Other","International","A","2065"
"202105","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 2","D","9494"
"202105","Emirates","EK","Emirates","EK","International","Middle East","Enplaned","Other","International","A","3780"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","66733"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 2","D","16686"
"202105","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","International","A","1790"
"202105","Qatar Airways","QR","Qatar Airways","QR","International","Middle East","Enplaned","Other","International","A","3369"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 2","D","42780"
"202105","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Deplaned","Other","International","G","4275"
"202105","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Other","International","G","1646"
"202105","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Deplaned","Low Fare","International","A","20876"
"202105","United Airlines","UA","United Airlines","UA","International","Central America","Enplaned","Other","International","G","322"
"202105","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Deplaned","Other","Terminal 3","F","1286"
"202105","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Other","International","G","3124"
"202105","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Enplaned","Other","International","A","2793"
"202105","Qatar Airways","QR","Qatar Airways","QR","International","Middle East","Deplaned","Other","International","A","3660"
"202105","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","15020"
"202105","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 3","F","67015"
"202105","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 1","B","5018"
"202105","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Deplaned","Other","International","G","684"
"202105","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Other","International","G","3025"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Enplaned","Other","Terminal 2","D","5846"
"202105","Air India Limited","AI","Air India Limited","AI","International","Asia","Enplaned","Other","International","G","1327"
"202105","American Airlines","AA","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 1","B","103516"
"202105","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Other","International","A","626"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","65582"
"202105","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Other","International","A","12234"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Deplaned","Low Fare","Terminal 1","B","43163"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Enplaned","Low Fare","International","A","2032"
"202105","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Enplaned","Low Fare","Terminal 1","B","54836"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Enplaned","Low Fare","Terminal 1","B","44510"
"202105","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 2","D","1559"
"202105","Air Canada","AC","Air Canada","AC","International","Canada","Enplaned","Other","International","G","75"
"202105","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Enplaned","Other","International","A","1538"
"202105","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Enplaned","Other","International","G","408"
"202105","United Airlines","UA","United Airlines","UA","International","Middle East","Enplaned","Other","International","G","1497"
"202105","United Airlines","UA","United Airlines","UA","International","Mexico","Deplaned","Other","International","G","18878"
"202105","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Enplaned","Other","International","G","2489"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 3","E","70228"
"202105","Swissport USA",,"Swissport USA",,"Domestic","US","Enplaned","Other","International","A","93"
"202105","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Enplaned","Other","Terminal 3","F","605"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","International","G","10625"
"202105","Air France","AF","Air France","AF","International","Europe","Enplaned","Other","International","A","1794"
"202105","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Deplaned","Other","International","A","2852"
"202105","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Other","International","G","1890"
"202105","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Other","International","A","1252"
"202105","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Deplaned","Low Fare","Terminal 1","B","54836"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","E","79368"
"202105","United Airlines","UA","United Airlines","UA","International","Europe","Deplaned","Other","International","G","2528"
"202105","Jazz Aviation","QK","Air Canada","AC","International","Canada","Enplaned","Other","International","G","204"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Deplaned","Low Fare","International","A","2046"
"202105","Air France","AF","Air France","AF","International","Europe","Deplaned","Other","International","A","933"
"202105","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Enplaned","Low Fare","International","A","20116"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 2","D","15222"
"202104","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Deplaned","Low Fare","International","A","463"
"202104","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Other","International","A","623"
"202104","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Enplaned","Low Fare","International","A","17227"
"202104","Emirates","EK","Emirates","EK","International","Middle East","Deplaned","Other","International","A","2186"
"202104","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","International","A","795"
"202104","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Enplaned","Low Fare","Terminal 1","B","41303"
"202104","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Deplaned","Other","International","A","2554"
"202104","Swiss International","LX","Swiss International","LX","International","Europe","Deplaned","Other","International","G","519"
"202104","United Airlines","UA","United Airlines","UA","International","Central America","Deplaned","Other","International","G","542"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","International","G","9836"
"202104","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 2","D","10046"
"202104","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","Terminal 3","F","10789"
"202104","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Other","International","G","932"
"202104","Swiss International","LX","Swiss International","LX","International","Europe","Enplaned","Other","International","G","485"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","International","G","9567"
"202104","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Enplaned","Other","Terminal 3","F","892"
"202104","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Enplaned","Other","International","G","622"
"202104","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 2","D","9850"
"202104","United Airlines","UA","United Airlines","UA","International","Middle East","Deplaned","Other","International","G","1973"
"202104","United Airlines","UA","United Airlines","UA","International","Middle East","Enplaned","Other","International","G","2461"
"202104","United Airlines","UA","United Airlines","UA","International","Mexico","Deplaned","Other","Terminal 3","E","177"
"202104","United Airlines","UA","United Airlines","UA","International","Asia","Enplaned","Other","International","G","10985"
"202104","United Airlines","UA","United Airlines","UA","International","Central America","Enplaned","Other","International","G","409"
"202104","United Airlines","UA","United Airlines","UA","International","Europe","Deplaned","Other","International","G","2407"
"202104","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Other","International","G","892"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","E","72947"
"202104","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 1","B","4557"
"202104","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Deplaned","Other","Terminal 3","F","1515"
"202104","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Low Fare","International","A","1384"
"202104","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Enplaned","Other","International","G","501"
"202104","United Airlines","UA","United Airlines","UA","International","Mexico","Deplaned","Other","International","G","13391"
"202104","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Enplaned","Other","International","A","693"
"202104","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Enplaned","Low Fare","International","A","281"
"202104","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Other","International","G","1749"
"202104","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","10193"
"202104","Emirates","EK","Emirates","EK","International","Middle East","Enplaned","Other","International","A","2019"
"202104","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Other","International","G","1144"
"202104","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Other","International","G","1198"
"202104","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","International","G","553"
"202104","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","International","A","1277"
"202104","Jazz Aviation","QK","Air Canada","AC","International","Canada","Deplaned","Other","International","G","678"
"202104","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","10139"
"202104","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Enplaned","Low Fare","International","A","76"
"202104","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Enplaned","Other","International","A","481"
"202104","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Other","International","A","11290"
"202104","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","41106"
"202104","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Other","International","A","10269"
"202104","British Airways","BA","British Airways","BA","International","Europe","Enplaned","Other","International","A","757"
"202104","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","39805"
"202104","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Other","International","A","583"
"202104","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 2","D","4143"
"202104","American Airlines","AA","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 1","B","86768"
"202104","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 1","B","86210"
"202104","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Deplaned","Other","International","G","322"
"202104","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Enplaned","Other","International","G","833"
"202104","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Other","International","A","472"
