"area_type","globalid","pm_district_id","pm_district_name","sde_id","shape"
"Pilot",,"5.0","Fillmore","31","MULTIPOLYGON (((-122.43209 37.789864, -122.431564 37.787437, -122.428345 37.787876, -122.427765 37.78484, -122.42806 37.7848, -122.429565 37.78462, -122.42963 37.78461, -122.43094 37.784447, -122.43092 37.7844, -122.42981 37.778774, -122.43359 37.778316, -122.4347 37.78392, -122.43478 37.784298, -122.43488 37.78485, -122.43491 37.784985, -122.43639 37.79249, -122.43268 37.793, -122.43221 37.7904, -122.431854 37.790215, -122.43209 37.789864)))"
"Pilot",,"6.0","Fisherman's Wharf","30","MULTIPOLYGON (((-122.41262 37.80851, -122.41246 37.807774, -122.40986 37.80811, -122.40918 37.807976, -122.409004 37.807213, -122.409004 37.807213, -122.40897 37.80708, -122.408966 37.80704, -122.407425 37.807217, -122.407196 37.806152, -122.41161 37.805622, -122.413475 37.805325, -122.413605 37.805305, -122.413635 37.805298, -122.41499 37.805233, -122.414696 37.803665, -122.415375 37.803577, -122.418625 37.805824, -122.423874 37.805164, -122.42411 37.806404, -122.42081 37.806805, -122.42097 37.807487, -122.420975 37.807518, -122.420975 37.80752, -122.420845 37.807533, -122.420845 37.807533, -122.42077 37.807484, -122.41913 37.80769, -122.41913 37.80769, -122.419 37.80771, -122.41749 37.8079, -122.41734 37.807915, -122.41584 37.808105, -122.4157 37.80812, -122.4142 37.80831, -122.41406 37.808327, -122.41262 37.80851)))"
"-",,"51.0","Ft Mason","41","MULTIPOLYGON (((-122.43286 37.80957, -122.42654 37.810066, -122.42434 37.807545, -122.42411 37.806404, -122.426056 37.806248, -122.42569 37.804325, -122.431366 37.803566, -122.4316 37.805237, -122.43286 37.80957)))"
"-",,"32.0","Glen Park","48","MULTIPOLYGON (((-122.432396 37.734795, -122.43229 37.732506, -122.43649 37.733665, -122.43656 37.733604, -122.43582 37.73519, -122.43376 37.73495, -122.433655 37.73494, -122.432396 37.734795)))"
"-",,"48.0","Golden Gate Park","26","MULTIPOLYGON (((-122.45453 37.774826, -122.45395 37.772182, -122.44084 37.773754, -122.44063 37.772625, -122.45378 37.770878, -122.4538 37.770874, -122.45366 37.77028, -122.453514 37.769657, -122.45353 37.769653, -122.45392 37.769596, -122.45377 37.76843, -122.45348 37.768456, -122.45348 37.768456, -122.45329 37.768475, -122.453285 37.768475, -122.45281 37.766155, -122.454735 37.765827, -122.45707 37.765667, -122.458885 37.76606, -122.46528 37.76576, -122.465416 37.76575, -122.46635 37.76571, -122.466484 37.7657, -122.467415 37.76566, -122.46756 37.76565, -122.47822 37.765152, -122.47837 37.765144, -122.4793 37.7651, -122.47944 37.765095, -122.48037 37.76505, -122.48051 37.76504, -122.48144 37.765, -122.48158 37.76499, -122.48251 37.76495, -122.48265 37.764942, -122.48358 37.764896, -122.48373 37.764893, -122.48466 37.764847, -122.484795 37.76484, -122.48571 37.764797, -122.485886 37.76479, -122.48644 37.764763, -122.51049 37.76364, -122.511246 37.767967, -122.51098 37.771427, -122.51098 37.771465, -122.51098 37.771427, -122.51037 37.771458, -122.47126 37.773277, -122.46587 37.773537, -122.45863 37.774372, -122.458374 37.774403, -122.45453 37.774826)))"
"-",,"23.0","Haight-Cole Valley","5","MULTIPOLYGON (((-122.44983 37.768913, -122.4492 37.765945, -122.44918 37.76584, -122.449005 37.76501, -122.44898 37.764908, -122.44891 37.764584, -122.45013 37.764442, -122.45109 37.76869, -122.45164 37.768635, -122.45177 37.768623, -122.453285 37.768475, -122.45329 37.768475, -122.45348 37.768456, -122.45348 37.768456, -122.45377 37.76843, -122.45392 37.769596, -122.45353 37.769653, -122.453514 37.769657, -122.45202 37.769863, -122.45189 37.76988, -122.45038 37.77009, -122.45024 37.770107, -122.44874 37.770313, -122.44861 37.770332, -122.4471 37.770542, -122.44697 37.770557, -122.44554 37.770756, -122.44535 37.770782, -122.44508 37.770817, -122.445 37.77031, -122.444984 37.770187, -122.44488 37.76953, -122.44671 37.769302, -122.446846 37.769287, -122.44836 37.769096, -122.44849 37.76908, -122.449425 37.768967, -122.449554 37.768948, -122.44983 37.768913)))"
"Control",,"9.0","Inner Richmond","49","MULTIPOLYGON (((-122.45899 37.779034, -122.47178 37.77851, -122.47217 37.78466, -122.466705 37.78495, -122.45892 37.785957, -122.458626 37.781406, -122.45861 37.781136, -122.45847 37.779057, -122.45893 37.779037, -122.45899 37.779034)))"
"-",,"24.0","Inner Sunset","17","MULTIPOLYGON (((-122.458885 37.76606, -122.45707 37.765667, -122.454735 37.765827, -122.45449 37.764343, -122.45447 37.764206, -122.45443 37.763977, -122.46024 37.76206, -122.46018 37.760036, -122.46207 37.76002, -122.46223 37.761917, -122.48603 37.760975, -122.48644 37.764763, -122.4864 37.764805, -122.485886 37.764828, -122.48572 37.764835, -122.4848 37.764877, -122.48466 37.764885, -122.48373 37.764927, -122.48359 37.764935, -122.48266 37.764977, -122.48251 37.764984, -122.48158 37.765026, -122.481445 37.765034, -122.48051 37.765076, -122.48037 37.76508, -122.47944 37.76512, -122.4793 37.76513, -122.47838 37.76517, -122.47822 37.76518, -122.46756 37.765663, -122.467415 37.76567, -122.466484 37.765713, -122.46635 37.76572, -122.465416 37.765762, -122.46528 37.76577, -122.458885 37.76606)))"
"-",,"19.0","Laurel Hts North","45","MULTIPOLYGON (((-122.44958 37.785904, -122.45337 37.785465, -122.457115 37.78564, -122.45734 37.787167, -122.45739 37.787205, -122.44527 37.788757, -122.4449 37.78675, -122.446526 37.786457, -122.44664 37.786438, -122.44958 37.785904)))"
"-",,"20.0","Laurel Hts South","22","MULTIPOLYGON (((-122.456505 37.779392, -122.45847 37.779057, -122.45861 37.781136, -122.458626 37.781406, -122.4587 37.78256, -122.45865 37.782562, -122.4579 37.78261, -122.457726 37.782623, -122.456795 37.782684, -122.45663 37.782696, -122.44687 37.78333, -122.44701 37.781902, -122.446884 37.781017, -122.45512 37.77995, -122.45611 37.779613, -122.456505 37.779392)))"
"-",,"39.0","Lower Haight","10","MULTIPOLYGON (((-122.43244 37.77212, -122.432434 37.77213, -122.42859 37.772633, -122.42844 37.771954, -122.43228 37.77146, -122.43244 37.77212)))"
"Pilot",,"7.0","Marina","36","MULTIPOLYGON (((-122.43735 37.80175, -122.437126 37.800953, -122.43609 37.80109, -122.4359 37.8001, -122.434235 37.80029, -122.433815 37.798115, -122.43392 37.7981, -122.43407 37.798084, -122.43544 37.797916, -122.43566 37.798016, -122.43583 37.797867, -122.43744 37.79767, -122.437744 37.79922, -122.44417 37.798428, -122.4445 37.800117, -122.44131 37.800526, -122.44117 37.800545, -122.44042 37.80064, -122.440315 37.80065, -122.43963 37.800743, -122.43966 37.801098, -122.438774 37.801266, -122.43823 37.801613, -122.43735 37.80175)))"
"-",,"47.0","Marina 2","24","MULTIPOLYGON (((-122.4316 37.805237, -122.431366 37.803566, -122.42569 37.804325, -122.424774 37.799557, -122.432175 37.79861, -122.43212 37.798325, -122.43228 37.7983, -122.43242 37.798286, -122.433815 37.798115, -122.434235 37.80029, -122.4359 37.8001, -122.43609 37.80109, -122.437126 37.800953, -122.43735 37.80175, -122.43823 37.801613, -122.438774 37.801266, -122.43966 37.801098, -122.43963 37.800743, -122.440315 37.80065, -122.44042 37.80064, -122.44117 37.800545, -122.44131 37.800526, -122.4445 37.800117, -122.44417 37.798428, -122.447426 37.79802, -122.448044 37.800797, -122.44993 37.80254, -122.44932 37.80472, -122.4501 37.80748, -122.43286 37.80957, -122.4316 37.805237)))"
"-",,"21.0","Middle Richmond","8","MULTIPOLYGON (((-122.47178 37.77851, -122.48802 37.777763, -122.48817 37.779552, -122.48852 37.783897, -122.48129 37.784233, -122.47217 37.78466, -122.47178 37.77851)))"
"Pilot",,"4.0","Mission","34","MULTIPOLYGON (((-122.417496 37.766895, -122.41716 37.76341, -122.41618 37.753212, -122.4161 37.752277, -122.41614 37.752277, -122.41617 37.752274, -122.41782 37.752174, -122.41782 37.752174, -122.41788 37.75217, -122.42078 37.75199, -122.422005 37.764793, -122.424225 37.76466, -122.42439 37.76648, -122.42214 37.766617, -122.422104 37.766617, -122.42187 37.766632, -122.42187 37.766632, -122.417496 37.766895, -122.417496 37.766895)))"
"-",,"41.0","Mission-Potrero","3","MULTIPOLYGON (((-122.41528 37.753258, -122.41618 37.753212, -122.41716 37.76341, -122.41376 37.763702, -122.411995 37.764034, -122.407265 37.76443, -122.40547 37.764534, -122.40547 37.76453, -122.405525 37.763226, -122.40571 37.76225, -122.40646 37.761326, -122.4066 37.760468, -122.40638 37.75882, -122.407196 37.758793, -122.40665 37.7537, -122.408195 37.75362, -122.4083 37.753616, -122.409096 37.753574, -122.40929 37.753567, -122.41008 37.753525, -122.41018 37.75352, -122.41097 37.75348, -122.41108 37.753475, -122.41187 37.753433, -122.412056 37.753426, -122.413 37.753376, -122.4131 37.753372, -122.415184 37.753265, -122.41528 37.753258)))"
"-",,"12.0","N.Beach-Chinatown","50","MULTIPOLYGON (((-122.402084 37.803165, -122.40208 37.803123, -122.40203 37.80313, -122.40187 37.80315, -122.40154 37.803196, -122.40073 37.802265, -122.40056 37.801502, -122.40054 37.80145, -122.40037 37.800648, -122.400345 37.800526, -122.40013 37.799583, -122.399925 37.799603, -122.39976 37.798878, -122.39931 37.79893, -122.399445 37.799652, -122.399445 37.799652, -122.39899 37.799717, -122.39881 37.79894, -122.3988 37.798904, -122.39877 37.798756, -122.39766 37.79887, -122.39669 37.79778, -122.39669 37.79778, -122.39695 37.797405, -122.39695 37.797405, -122.39816 37.797264, -122.398285 37.79709, -122.398285 37.79709, -122.398636 37.79721, -122.398636 37.79721, -122.39925 37.79713, -122.39935 37.797012, -122.39936 37.797, -122.39942 37.79693, -122.39942 37.79693, -122.39981 37.79703, -122.39981 37.79703, -122.40048 37.79696, -122.40067 37.796738, -122.40067 37.796738, -122.40093 37.796917, -122.40093 37.796917, -122.40168 37.79683, -122.40182 37.796574, -122.40182 37.796574, -122.40209 37.796753, -122.40209 37.796753, -122.40327 37.79662, -122.403496 37.796436, -122.40364 37.796463, -122.40434 37.79637, -122.40451 37.79635, -122.40526 37.796253, -122.40526 37.796234, -122.40524 37.79615, -122.40511 37.795452, -122.40595 37.79534, -122.40602 37.79526, -122.40603 37.79525, -122.406044 37.795235, -122.406044 37.795235, -122.40606 37.795246, -122.406075 37.795258, -122.40615 37.795315, -122.40615 37.795315, -122.40635 37.795284, -122.40664 37.794945, -122.406525 37.7944, -122.40628 37.794247, -122.40645 37.79404, -122.406334 37.793472, -122.40608 37.793385, -122.40628 37.79321, -122.40616 37.79262, -122.40587 37.792473, -122.406075 37.792233, -122.405945 37.79162, -122.40584 37.79154, -122.40583 37.791534, -122.40573 37.791462, -122.405876 37.791286, -122.40576 37.790745, -122.40895 37.79035, -122.40895 37.79035, -122.4093 37.79179, -122.41076 37.7916, -122.41093 37.792164, -122.40977 37.792316, -122.410706 37.797176, -122.41076 37.79744, -122.411415 37.800808, -122.415375 37.803577, -122.414696 37.803665, -122.41243 37.80224, -122.411 37.802406, -122.410805 37.80146, -122.407555 37.80184, -122.40678 37.798153, -122.40257 37.798725, -122.402824 37.800213, -122.402824 37.800217, -122.40285 37.800316, -122.40285 37.800316, -122.40344 37.803883, -122.40344 37.803883, -122.40339 37.803886, -122.40323 37.803905, -122.402275 37.804016, -122.402115 37.80328, -122.402084 37.803165)))"
"-",,"28.0","Noe Valley","4","MULTIPOLYGON (((-122.434044 37.749954, -122.43507 37.74991, -122.43522 37.751167, -122.435234 37.751278, -122.435295 37.75179, -122.434204 37.75185, -122.43405 37.751858, -122.43199 37.751976, -122.43183 37.751984, -122.42977 37.7521, -122.42962 37.752113, -122.428635 37.752167, -122.42853 37.752174, -122.42756 37.752228, -122.427376 37.75224, -122.425735 37.752335, -122.4255 37.75034, -122.43384 37.74996, -122.434044 37.749954)))"
"-",,"25.0","Noriega","42","MULTIPOLYGON (((-122.49148 37.752827, -122.49169 37.752823, -122.49177 37.754356, -122.49172 37.75436, -122.491585 37.754364, -122.49145 37.75437, -122.49051 37.754402, -122.49037 37.75441, -122.48943 37.75444, -122.489296 37.754448, -122.47872 37.75482, -122.478584 37.75483, -122.47766 37.75486, -122.4775 37.754868, -122.4765 37.7549, -122.47642 37.753246, -122.47739 37.75322, -122.47755 37.753216, -122.47847 37.75319, -122.47861 37.753185, -122.47954 37.75316, -122.479675 37.753155, -122.48919 37.75289, -122.48933 37.752888, -122.490265 37.75286, -122.4904 37.752857, -122.49134 37.75283, -122.49148 37.752827)))"
"-",,"31.0","Ocean - 19th","44","MULTIPOLYGON (((-122.478 37.73053, -122.475655 37.733147, -122.4726 37.732075, -122.46945 37.73199, -122.46943 37.730663, -122.46693 37.7297, -122.46869 37.728344, -122.47171 37.729847, -122.478 37.73053)))"
"-",,"36.0","Ocean East","6","MULTIPOLYGON (((-122.452644 37.723606, -122.45298 37.722443, -122.46015 37.723812, -122.46029 37.72384, -122.46031 37.723846, -122.46456 37.72546, -122.46464 37.725513, -122.46407 37.726574, -122.456154 37.72452, -122.452644 37.723606)))"
"-",,"29.0","Outer Mission","18","MULTIPOLYGON (((-122.42053 37.74269, -122.42132 37.741367, -122.42135 37.741318, -122.42262 37.739193, -122.423645 37.73475, -122.42551 37.734947, -122.42485 37.74047, -122.425026 37.741486, -122.427315 37.74137, -122.42737 37.741985, -122.427376 37.742096, -122.42744 37.742794, -122.427444 37.74289, -122.4275 37.743587, -122.427505 37.7437, -122.42753 37.743996, -122.423225 37.74436, -122.421265 37.748634, -122.42078 37.75199, -122.41788 37.75217, -122.41782 37.752174, -122.41782 37.752174, -122.41617 37.752274, -122.41614 37.752277, -122.4161 37.752277, -122.41618 37.753212, -122.41528 37.753258, -122.415184 37.753265, -122.4131 37.753372, -122.413 37.753376, -122.412056 37.753426, -122.41187 37.753433, -122.41108 37.753475, -122.41097 37.75348, -122.41018 37.75352, -122.41008 37.753525, -122.40929 37.753567, -122.409096 37.753574, -122.4083 37.753616, -122.408195 37.75362, -122.40665 37.7537, -122.407196 37.758793, -122.40638 37.75882, -122.40597 37.758835, -122.403625 37.75677, -122.403076 37.75241, -122.4035 37.752037, -122.40802 37.751778, -122.40813 37.75177, -122.40892 37.751724, -122.40911 37.751713, -122.4099 37.751667, -122.41 37.75166, -122.4108 37.751614, -122.4109 37.75161, -122.41169 37.751564, -122.41187 37.751553, -122.41283 37.7515, -122.412926 37.75149, -122.41388 37.75144, -122.414055 37.751427, -122.415 37.751373, -122.41511 37.751366, -122.41512 37.751366, -122.41511 37.747704, -122.41864 37.74584, -122.42049 37.742767, -122.42053 37.74269)))"
"-",,"22.0","Outer Richmond","19","MULTIPOLYGON (((-122.49838 37.774815, -122.49993 37.77478, -122.50009 37.77678, -122.49853 37.776825, -122.49839 37.77683, -122.49746 37.776855, -122.49732 37.77686, -122.49638 37.776886, -122.49625 37.77689, -122.4926 37.776997, -122.49243 37.77494, -122.49717 37.77484, -122.49731 37.774837, -122.498245 37.77482, -122.49838 37.774815)))"
"-",,"49.0","Point Lobos","51","MULTIPOLYGON (((-122.48852 37.783897, -122.48817 37.779552, -122.500946 37.77894, -122.50345 37.77945, -122.51106 37.779, -122.51091 37.776436, -122.51037 37.771458, -122.51037 37.771404, -122.51098 37.771427, -122.51098 37.771427, -122.51379 37.771393, -122.51553 37.77954, -122.513885 37.786064, -122.505806 37.789425, -122.4944 37.789795, -122.48632 37.79098, -122.48148 37.78722, -122.48129 37.784233, -122.48852 37.783897)))"
"-",,"15.0","Polk","11","MULTIPOLYGON (((-122.4208 37.800056, -122.41892 37.790913, -122.4157 37.791336, -122.41535 37.78957, -122.41514 37.788467, -122.41514 37.788467, -122.416725 37.788265, -122.416725 37.78826, -122.416374 37.786472, -122.416374 37.786472, -122.41638 37.78634, -122.41638 37.78634, -122.41629 37.78617, -122.41573 37.783455, -122.41608 37.783634, -122.41736 37.78349, -122.4175 37.783268, -122.4177 37.783398, -122.419106 37.78323, -122.41927 37.78321, -122.42063 37.78305, -122.42067 37.783028, -122.420715 37.782997, -122.42083 37.782925, -122.42096 37.782963, -122.42098 37.782967, -122.421074 37.782993, -122.42403 37.782585, -122.4242 37.782562, -122.42424 37.782555, -122.42578 37.7902, -122.42334 37.790516, -122.423836 37.792866, -122.42386 37.792973, -122.42402 37.79375, -122.42404 37.793858, -122.42421 37.794632, -122.42423 37.794735, -122.4246 37.79649, -122.42462 37.79661, -122.42478 37.797363, -122.42392 37.797478, -122.423645 37.797512, -122.42365 37.79754, -122.42401 37.799656, -122.4208 37.800056)))"
