"cnn","street_name","pci_score","from_street","to_street","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"26336000","WALLER ST","100","DELMAR ST","Intersection","2010-10-08T09:10:32.000","Treatment","No",,"5999249.98502","2108384.88575","37.76917926128134","-122.44592200542446",,"POINT (-122.445922005426 37.769179275084)","25","25","7","11","3"
"24286000","HOWARD ST","100","MOSS ST","Intersection","2009-04-28T10:00:16.000","Treatment","No",,"6010036.75356","2111526.53268","37.7784155215199","-122.40883267784142",,"POINT (-122.408832677836 37.7784155353)","32","32","1","10","34"
"9880201","Octavia St","83","Oak St","Hickory St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6005622.714","2110390.08","37.7750468834132","-122.42402167502357","LINESTRING (-122.424136499798 37.774824794826, -122.423999796146 37.774937764566, -122.42407457106 37.775310696082)",,,,,,
"22436000","PORTOLA DR","100","OSHAUGHNESSY BLVD \ WOODSIDE AVE","Intersection","2008-10-21T15:29:23.000","Treatment","No",,"5997422.68611","2099811.44144","37.74553422367636","-122.45162398683914",,"POINT (-122.451623986825 37.745534237486)","49","49","9","8","38"
"26484000","BEAUMONT AVE","100","TURK BLVD","Intersection","2000-06-12T00:00:00.000","Treatment","No",,"5996884.70846","2111542.088","37.77771277522894","-122.45433140722633",,"POINT (-122.454331407214 37.777712789005)","12","12","7","4","18"
"3478000","Cabrillo St","94","12th Ave","Funston Ave","2022-08-17T10:44:36.000","Treatment","Yes","Residential","5992095.50073","2110673.50166","37.77505206032417","-122.4708354766217","LINESTRING (-122.470297902847 37.775076565102, -122.471373050046 37.77502758066)",,,,,,
"21393000","Cordova St: Prague St Intersection","100","PRAGUE ST","Intersection","2018-10-30T11:27:17.000","Treatment","No",,"6001968.46636","2086862.52188","37.7102387144565","-122.43497949291095",,"POINT (-122.43497949289 37.710238728317)","58","58","9","1","7"
"24810000","BATTERY ST","100","GREEN ST","Intersection","2010-05-14T11:41:55.000","Treatment","No",,"6012339.31669","2119507.66981","37.800458545949446","-122.40142824550009",,"POINT (-122.401428245501 37.800458559707)","77","77","6","3","8"
"27527000","28th Ave: Fulton St Intersection","100","FULTON ST","Intersection","2017-04-19T16:48:13.000","Treatment","No",,"5987289.23955","2109817.67156","37.772423064559014","-122.48739828904293",,"POINT (-122.48739828902 37.772423078341)","8","8","8","4","29"
"1986000","44th Ave","100","Rivera St","Santiago St","2022-09-08T09:39:17.000","Treatment","Yes","Residential","5982658.48542","2099807.82491","37.74466771574445","-122.5026751885971","LINESTRING (-122.502741740067 37.745597897204, -122.502608638762 37.743737561747)",,,,,,
"26152000","Short St: Market St Intersection","100","SHORT ST","Intersection","2015-07-10T09:23:10.000","Treatment","No",,"5999945.78451","2104225.606","37.75779861872632","-122.44321651037995",,"POINT (-122.443216510386 37.757798632519)","115","115","3","5","5"
"22668000","FAIRFIELD WAY","100","OCEAN AVE","Intersection","2003-03-12T00:00:00.000","Treatment","No",,"5993739.94503","2092724.07345","37.72586247780138","-122.46384389335992",,"POINT (-122.463843893344 37.72586249164)","68","68","10","8","41"
"24104000","24th St","100","San Jose Ave","Intersection","2013-08-26T16:34:27.000","Treatment","No",,"6006151.93429","2102002.63913","37.752046795940984","-122.42159515165153",,"POINT (-122.421595151637 37.752046809739)","53","53","3","5","20"
"20559000","GIRARD ST","100","WARD ST","Intersection","2002-02-08T00:00:00.000","Treatment","No",,"6011825.09464","2089843.97759","37.71897992952362","-122.40112213591378",,"POINT (-122.401122135916 37.718979943355)","91","91","9","9","40"
"33480000","CAMBON DR","100","FONT BLVD","Intersection","2000-11-18T00:00:00.000","Treatment","No",,"5990597.67812","2089160.37129","37.715895855349906","-122.47444642781844",,"POINT (-122.474446427813 37.715895869205)","42","42","10","8","16"
"32928000","Twin Peaks Blvd: End Intersection","100","TWIN PEAKS BLVD","Intersection","2017-06-08T09:34:05.000","Treatment","No",,"5998657.02864","2102316.07277","37.7524819411494","-122.44753609547365",,"POINT (-122.447536095463 37.752481954948)","48","48","7","8","38"
"21994000","Diamond Heights Blvd: Diamond St Intersection","100","DIAMOND ST","Intersection","2017-11-08T11:43:19.000","Treatment","No",,"6001480.36663","2097088.04409","37.73828795530781","-122.4373982042224",,"POINT (-122.437398204223 37.738287969128)","57","57","9","5","10"
"20568000","Crane St: Paul Ave Intersection","100","PAUL AVE","Intersection","2022-09-02T15:20:38.000","Treatment","No",,"6012408.26592","2091384.48836","37.723242376423066","-122.39921440720259",,"POINT (-122.399214407176 37.723242390266)","86","86","2","9","1"
"20895000","FELTON ST","100","GOETTINGEN ST","Intersection","2007-10-01T10:38:38.000","Treatment","No",,"6010039.57711","2093624.70321","37.729261243419735","-122.40756041700475",,"POINT (-122.407560416992 37.729261257257)","91","91","2","2","25"
"25132000","PACIFIC AVE","100","JONES ST","Intersection","2005-10-13T15:38:34.000","Treatment","No",,"6008383.24042","2117919.86534","37.795877305314505","-122.41500545521838",,"POINT (-122.415005455225 37.795877319072)","107","107","6","3","21"
"24109000","ELIZABETH ST","100","SAN JOSE AVE","Intersection","1998-11-07T00:00:00.000","Treatment","No",,"6006172.33448","2102296.95564","37.75285607158581","-122.4215455055173",,"POINT (-122.421545505496 37.752856085384)","53","53","3","5","20"
"25220000","Sutter St: Franklin St Intersection","100","SUTTER ST","Intersection","2015-05-25T15:49:58.000","Treatment","No",,"6005893.299","2114861.348","37.78733914875385","-122.42340359434988",,"POINT (-122.42340359273 37.787339163846)","100","100","4","6","39"
"2301000","Anson Pl","100","End","Powell St","2022-05-05T12:29:43.000","Treatment","Yes","Residential","6010237.87022","2115701.21686","37.7898894765413","-122.40843148293308","LINESTRING (-122.408139579081 37.789926044875, -122.408723386511 37.789852935046)",,,,,,
"23666000","20th St","100","Connecticut St","Intersection","2014-09-19T15:50:37.000","Treatment","No",,"6013247.68898","2104742.4927","37.75996739422028","-122.3972489243073",,"POINT (-122.397248924312 37.759967408012)","54","54","2","9","26"
"21048000","Crescent Ave: Banks St Intersection","100","CRESCENT AVE","Intersection","2016-02-05T11:49:39.000","Treatment","No",,"6008487.42001","2095637.36876","37.73470058418546","-122.41306863396095",,"POINT (-122.413068633953 37.734700598011)","83","83","9","2","2"
"22865000","LAGUNA HONDA BLVD","100","DEWEY BLVD","Intersection","2010-04-21T10:40:59.000","Treatment","No",,"5995253.42764","2100494.87985","37.747286306176676","-122.45917437535215",,"POINT (-122.459174375352 37.747286319986)","45","45","7","8","41"
"27990000","47th Ave","100","Balboa St","Intersection","2013-05-17T15:29:45.000","Treatment","No",,"5981350.89983","2110965.17257","37.77522566646598","-122.50802439248373",,"POINT (-122.508024392487 37.775225680264)","8","8","8","4","29"
"23818000","BERRY ST","100","05TH ST","Intersection",,"Treatment","No",,"6013834.72269","2109852.43815","37.77403083786476","-122.39557666061938",,"POINT (-122.395576660595 37.774030851651)","34","34","1","10","4"
"27538000","22ND AVE","100","GEARY BLVD","Intersection","2009-11-13T14:51:34.000","Treatment","No",,"5989049.25635","2112622.1282","37.78022580540282","-122.48151572229445",,"POINT (-122.481515722273 37.780225819184)","8","8","8","4","29"
"8671201","Mansell St","100","Bowdoin St","Dartmouth St","2022-08-16T14:29:18.000","Treatment","Yes","Arterial","6009703.421","2090159.713","37.71972829865271","-122.4084782256482","LINESTRING (-122.407976926952 37.719736001668, -122.408089197372 37.719829598921, -122.409021907052 37.719586725164)",,,,,,
"25161000","HYDE ST","100","MABEL ALY","Intersection","2002-04-03T00:00:00.000","Treatment","No",,"6007924.70183","2114232.34518","37.785726502921044","-122.41633077721836",,"POINT (-122.416330777191 37.785726516685)","20","20","5","10","36"
"51053000","AMATISTA LN","100","EVERSON ST","Intersection","2003-12-19T16:19:37.000","Treatment","No",,"6003730.04447","2097147.94226","37.73858006173758","-122.42962419800045",,"POINT (-122.429624198001 37.738580075547)","59","59","9","5","10"
"27980000","LA PLAYA","100","CABRILLO ST","Intersection","2008-10-02T13:17:50.000","Treatment","No",,"5980753.98581","2110261.88468","37.77325945536129","-122.51003695597538",,"POINT (-122.510036955973 37.773259469143)","8","8","8","4","29"
"21496000","GUTTENBERG ST","100","MISSION ST","Intersection","2001-07-12T00:00:00.000","Treatment","No",,"5999213.72203","2087846.39684","37.71278341332379","-122.44457108294026",,"POINT (-122.444571082928 37.712783427168)","66","66","9","1","28"
"380001","07TH ST","65","CHANNEL ST","MISSION BAY DR","2010-12-23T13:37:35.000","Survey","Yes",,"6012923.17607","2108179.59471","37.7693868413531","-122.39861246340743",,,,,,,
"22620000","PLYMOUTH AVE","100","SAN RAMON WAY \ SOUTHWOOD DR","Intersection","2011-05-20T11:26:33.000","Treatment","No",,"5995839.26969","2092660.48646","37.72580863740064","-122.45658212405846",,"POINT (-122.456582124064 37.725808651244)","71","71","9","8","41"
"27420000","LINCOLN WAY","100","23RD AVE","Intersection","2009-01-26T16:03:49.000","Treatment","No",,"5988926.57273","2107173.98205","37.76525956858055","-122.48154100718149",,"POINT (-122.481541007174 37.765259582384)","9","9","10","7","35"
"22369000","Molimo Dr","100","Bella Vista Way","Intersection","2012-11-21T13:44:39.000","Treatment","No",,"5997286.25036","2096602.69954","37.736715984607805","-122.45186431491548",,"POINT (-122.451864314909 37.736715998423)","72","72","9","8","41"
"25332000","Columbus Ave: Vallejo St Intersection","100","VALLEJO ST","Intersection","2017-11-27T10:09:34.000","Treatment","No",,"6010465.60423","2118904.20153","37.79869684769456","-122.40786949611211",,"POINT (-122.407869496112 37.798696861457)","106","106","6","3","6"
"24172000","VALENCIA ST","100","SYCAMORE ST","Intersection","2010-06-24T08:25:23.000","Treatment","No",,"6006211.21395","2105837.15128","37.76257881792207","-122.42166247743833",,"POINT (-122.421662477424 37.762578831714)","53","53","3","5","20"
"52076000","SHAKESPEARE ST","100","END","Intersection","2012-11-15T18:23:44.000","Treatment","No",,"5993679.63388","2086517.20564","37.70881643193975","-122.46360211600486",,"POINT (-122.463602115982 37.70881644579)","66","66","10","1","28"
"25815000","18th St","100","Collingwood St","Intersection","2014-03-10T09:44:45.000","Treatment","No",,"6002021.3536","2105284.41346","37.760823981306594","-122.43611410860291",,"POINT (-122.436114108609 37.760823995093)","38","38","3","5","5"
"53016000","BAY SHORE BLVD","100","LOIS LN","Intersection","2005-09-26T18:27:22.000","Treatment","No",,"6012182.4543","2087971.2572","37.71385774483913","-122.3997554505385",,"POINT (-122.399755450539 37.713857758671)","89","89","9","9","40"
"24594000","02nd St: Minna St Intersection","100","MINNA ST","Intersection","2019-03-14T13:37:44.000","Treatment","No",,"6012871.905","2114806.25","37.78757926259029","-122.3992550503585",,"POINT (-122.399255048648 37.7875792772)","32","32","1","10","8"
"27453000","16th Ave","100","Fulton St","Intersection","2013-09-27T08:36:06.000","Treatment","No",,"5991006.22166","2109953.15136","37.77301111977905","-122.47455091009185",,"POINT (-122.474550910091 37.773011133555)","5","5","8","4","29"
"26104000","Morgan Aly: Corbett Ave Intersection","100","MORGAN ALY","Intersection","2016-07-21T07:33:24.000","Treatment","No",,"6000162.95778","2103134.76703","37.75481582273611","-122.44238712537697",,"POINT (-122.442387125354 37.75481583654)","51","51","7","5","38"
"22279000","Arbor St: Diamond Heights Blvd Intersection","100","DIAMOND HEIGHTS BLVD","Intersection","2018-10-17T10:10:39.000","Treatment","No",,"6000747.60458","2096921.5526","37.737789123315004","-122.43991979414491",,"POINT (-122.439919794142 37.737789137147)","96","96","9","5","10"
"22401000","Lansdale Ave: Robinhood Dr Intersection","100","ROBINHOOD DR","Intersection","2021-06-10T15:18:57.000","Treatment","No",,"5996586.70276","2096509.18307","37.73641911932361","-122.4542761884253",,"POINT (-122.4542761884 37.736419133139)","117","117","9","8","41"
"21740000","Alemany Blvd: San Juan Ave Intersection","100","SAN JUAN AVE","Intersection","2020-12-17T14:37:55.000","Treatment","No",,"6001491.04095","2092190.39703","37.72484074931724","-122.4370107578243",,"POINT (-122.437010757797 37.724840763139)","94","94","9","1","28"
"21953000","30TH ST","100","NOE ST","Intersection","2006-03-09T17:20:23.000","Treatment","No",,"6003389.1496","2098339.7238","37.74183311148023","-122.43088787910652",,"POINT (-122.430887879081 37.741833125312)","84","84","9","5","22"
"2536000","Athens St","100","Brazil Ave","Persia Ave","2022-04-15T15:29:44.000","Treatment","Yes","Residential","6003773.00954","2090694.38785","37.720862481317496","-122.42901564901405","LINESTRING (-122.428432131583 37.721634672586, -122.429599154321 37.72009031473)",,,,,,
"23129000","Ocean Ave: Meadowbrook Dr Intersection","100","OCEAN AVE","Intersection","2015-09-10T12:36:23.000","Treatment","No",,"5987812.63817","2095199.43973","37.73231584091646","-122.4845154049274",,"POINT (-122.48451540493 37.732315854732)","62","62","10","8","35"
"21649000","Madison St: Felton St Intersection","100","MADISON ST","Intersection","2015-06-01T10:20:45.000","Treatment","No",,"6005736.58613","2092304.72669","37.72539507527231","-122.42234250728727",,"POINT (-122.422342507275 37.725395089104)","92","92","9","2","7"
"24360000","HOWARD ST","100","LAFAYETTE ST","Intersection","2009-04-20T14:18:06.000","Treatment","No",,"6007833.61827","2109401.17496","37.77245614540305","-122.41630359704848",,"POINT (-122.416303597036 37.772456159195)","32","32","1","10","20"
"22646000","MONTEREY BLVD","100","COLON AVE","Intersection","2011-02-09T11:54:58.000","Treatment","No",,"5995872.87934","2094618.8342","37.73118771937419","-122.45660749772702",,"POINT (-122.456607497718 37.731187733206)","70","70","9","8","41"
"24148000","19th St","100","San Carlos St","Intersection","2014-07-25T19:00:47.000","Treatment","No",,"6006681.07332","2104957.10364","37.760188896219425","-122.41997494669072",,"POINT (-122.419974946682 37.760188910023)","53","53","3","2","20"
"32828000","Parker Ave: Lone Mountain Ter Intersection","100","PARKER AVE","Intersection","2015-08-07T08:29:19.000","Treatment","No",,"5997086.4262","2112026.53625","37.779054509143975","-122.45366859059004",,"POINT (-122.453668590592 37.779054522936)","12","12","7","4","18"
"22585000","OCEAN AVE","100","PLYMOUTH AVE","Intersection","2003-03-12T00:00:00.000","Treatment","No",,"5995949.45619","2091958.18905","37.723886621845104","-122.45615046601745",,"POINT (-122.456150466001 37.723886635667)","71","71","10","8","24"
"26960000","Lyon St","100","Greenwich St","Intersection","2012-09-28T14:11:56.000","Treatment","No",,"5999107.37642","2118707.74102","37.797514991628915","-122.44715829654771",,"POINT (-122.447158296549 37.797515005392)","14","14","4","6","27"
"26718000","Filbert St: Octavia St Intersection","100","OCTAVIA ST","Intersection","2018-08-10T08:12:53.000","Treatment","No",,"6004333.33956","2119088.44317","37.79885751013834","-122.42910223800088",,"POINT (-122.429102238 37.798857523913)","15","15","4","6","13"
"23305000","Eucalyptus Dr","100","Westmoorland Dr","Intersection","2013-07-12T13:18:48.000","Treatment","No",,"5986066.44494","2094735.38682","37.7309398319999","-122.49051818443752",,"POINT (-122.490518184432 37.730939845822)","43","43","10","8","35"
"24764000","GOLD ST","100","MONTGOMERY ST","Intersection","1999-03-27T00:00:00.000","Treatment","No",,"6011698.61399","2118141.39229","37.79667130931761","-122.40354916679638",,"POINT (-122.403549166799 37.796671323091)","106","106","6","3","6"
"25401000","Bellair Pl","100","Chestnut St","Intersection","2013-11-19T08:47:38.000","Treatment","No",,"6010086.49898","2120931.96598","37.804243357786866","-122.40932450299763",,"POINT (-122.409324502999 37.80424337155)","106","106","6","3","23"
"22898000","Alton Ave: Pacheco St Intersection","100","PACHECO ST","Intersection","2022-04-28T17:47:19.000","Treatment","No",,"5993959.96897","2101636.63534","37.750346831289654","-122.46372988148111",,"POINT (-122.463729881478 37.750346845099)","45","45","10","8","41"
