"respnum","ccgid","term","strata","atype","airline","dest","gatenum","intdate","q1","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q3a","q4a","q4b","q4c","q5","q5avg","saq","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q6h","q6i","q6j","q6k","q6l","q6m","q6n","q7com1","q7com2","q7com3","q7a1","q7a2","q7a3","q8a","q8b","q8c","q8d","q8e","q8f","q8com1","q8com2","q8com3","q9","q9apos1","q9apos2","q9apos3","q9aneg1","q9aneg2","q9aneg3","q9antr1","q9antr2","q9antr3","q10","q11","q11a1","q11a2","q11a3","q12","q13a","q13b","q13_com","q13com1","q13com2","q13com3","q14","q14a","q14a1","q14a2","q14a3","q15","sfflag","country","q17","age","q18","q19","inc","mail","lang","destmark","destination","destgeo","weight","location_1"
"155","375","2","2","2","35","3","96","2","2","2","8",,,,,"7","11",,,,,"9","1","1","1","1","1","2","3","3","4","4","5","5","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","4","62","5","49.5","2","2","75000","1","1","4","BEIJING","8","0.636476",
"156","376","2","2","2","35","3","96","2","2","1","8",,,,,"2","11",,,,,"9","2","2","2","4","9.5","2","5","4","4","5","5","5","4","4","4","4","6","4","6","4",,,,,,,"4","4","6","6","4","4",,,,"4",,,,,,,,,,"1","4","3","4","5","7","4","2",,,,,"2",,,,,"1","5","0","4","39.5","1","4","175000","1","1","4","BEIJING","8","0.636476",
"157","377","2","2","2","35","3","96","2","2","2","8",,,,,"5","11",,,,,"9","1","2","1","1","1","2","4","2","2","2","4","3","3","3","6","6","4","6","6","3","51",,,,,,"5","6","5","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"2","2","3",,"7",,,"2",,,,,"1","11","62","6","59.5","2","2","75000","1","1","4","BEIJING","8","0.636476",
"158","378","2","2","2","35","3","96","2","1","2","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","4","4","4","5","5","5","5","5","6","6","6","6","6","5",,,,,,,"5","6","5","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","7","75","1","2","75000","1","1","4","BEIJING","8","0.636476",
"159","379","2","2","2","35","3","96","2","2","1","8",,,,,"1","11",,,,,"4","1","2","2","3","4.5","2","4","3","4","5","5","5","5","5","4","4","5","4","6","5","93",,,,,,"5","4","4","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","7","75","1","4","175000","1","1","4","BEIJING","8","0.636476",
"160","380","2","2","2","35","3","96","2","1","2","8",,,,,"3","11",,,,,"9","0","1","0","5","18.5","2","6","3","3","4","4","6","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"11","2","5",,,,,"0",,,,,"3","3","62","7","75","2","2","75000","1","1","4","BEIJING","8","0.636476",
"161","381","2","2","2","35","3","96","2","2","3","6","8",,,,"2","11",,,,,"9","1","0","0","0","0","2","5","5","0","5","5","5","5","5","5","5","0","0","0","5",,,,,,,"5","5","0","0","5","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","4","39.5","2","3","125000","1","1","4","BEIJING","8","0.636476",
"162","382","2","2","2","35","3","96","2","2","1","8",,,,,"6","11",,,,,"9","1","0","0","6","36","2","3","2","2","5","5","5","3","3","5","5","5","5","5","3",,,,,,,"4","4","4","4","4","4",,,,"5",,,,,,,,,,"1","3",,,,"4","5","5",,,,,"2",,,,,"1","16","62","5","49.5","1","3","125000","1","1","4","BEIJING","8","0.636476",
"163","383","2","2","2","35","3","96","2","2","1","8",,,,,"2","11",,,,,"9","1","1","2","2","2","2","4","6","5","5","3","4","4","4","5","5","4","6","5","4",,,,,,,"5","6","4","4","6","5",,,,"3",,,,,,,,,,"1","3","12",,,"7","4","3",,,,,"2",,,,,"1","5","0","3","29.5","1","1","25000","1","1","4","BEIJING","8","0.636476",
"164","384","2","2","2","35","3","96","2","2","3","8",,,,,"5","11",,,,,"9","1","2","1","2","2","2","4","3","3","4","3","4","3","3","3","6","3","6","6","4","40",,,,,,"5","6","4","6","4","4",,,,"4","6",,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"1","1","62","2","21","1","1","25000","1","1","4","BEIJING","8","0.636476",
"165","385","2","2","2","35","3","96","2","2","2","8",,,,,"5","11",,,,,"9","1","1","0","2","2","2","6","2","6","1","2","0","3","2","6","6","6","6","6","3",,,,,,,"4","6","6","6","6","6",,,,"3",,,,,,,,,,"2",,,,,"14","1","5",,,,,"1",,,,,"4","3","62","7","75","1","2","75000","1","1","4","BEIJING","8","0.636476",
"166","386","2","2","2","35","3","96","2","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","4","6","4","5","4","6","5","6","6","6","6","6","4","20",,,,,,"4","6","6","6","4","5",,,,"4",,,,,,,,,,"2",,,,,"11","3","3",,,,,"1",,"3",,,"3","4","62","7","75","1","2","75000","1","1","4","BEIJING","8","0.636476",
"167","387","2","2","2","35","3","96","2","1","2","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","6","3","6","4","5","4","6","6","6","6","6","6","6","3",,,,,,,"5","6","6","6","4","5",,,,"3",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","6","59.5","1","0",,"1","1","4","BEIJING","8","0.636476",
"168","388","2","2","2","35","3","96","2","1","2","8",,,,,"3","11",,,,,"9","1","1","1","1","1","2","4","3","4","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","3",,,,"4","1","4",,,,,,,,"2",,,,,"11","4","3",,,,,"2",,,,,"3","4","62","7","75","1","2","75000","1","1","4","BEIJING","8","0.636476",
"169","389","2","2","2","35","3","96","2","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","3","6","6","5","5","5","6","6","6","6","6","6","6","6","71",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","0","2","75000","1","1","4","BEIJING","8","0.636476",
"170","390","2","2","2","35","3","96","2","1","1","8",,,,,"3","11",,,,,"9","2","1","2","3","4.5","2","5","4","5","4","5","4","4","4","5","5","5","6","5","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","4","12","4","39.5","1","2","75000","1","1","4","BEIJING","8","0.636476",
"171","391","2","2","2","35","3","96","2","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","2","5","4","6","4","5","4","6","5","6","6","6","6","6","4","51",,,,,,"4","6","6","6","4","5",,,,"5","1",,,,,,,,,"2",,,,,"12","4","4",,,,,"2",,,,,"2","4","62","6","59.5","1","3","125000","1","1","4","BEIJING","8","0.636476",
"172","392","2","2","2","35","3","96","2","2","2","8",,,,,"7","11",,,,,"9","1","1","1","2","2","2","4","4","4","5","5","5","6","6","6","6","5","6","6","4",,,,,,,"5","6","5","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"6","4","4",,,,,"2",,,,,"2","4","62","6","59.5","1","2","75000","1","1","4","BEIJING","8","0.636476",
"173","393","2","2","2","35","3","96","2","1","1","8",,,,,"3","11",,,,,"9","0","1","1","2","2","2","4","3","4","3","5","5","6","4","6","6","6","6","6","4","51","54",,,,,"5","6","6","6","5","5",,,,"5","5",,,,,,,,,"1","5",,,,"11","3","3",,,,,"0",,,,,"3","4","12","6","59.5","2","1","25000","1","1","4","BEIJING","8","0.636476",
"174","394","2","2","2","35","3","96","2","2","2","8",,,,,"7","11",,,,,"9","1","1","1","1","1","2","4","3","4","4","5","5","4","4","5","3","3","3","3","4",,,,,,,"4","4","4","4","4","5",,,,"5",,,,,,,,,,"1","5","4",,,"5","5","5",,,,,"2",,,,,"2","4","62","7","75","2","2","75000","1","1","4","BEIJING","8","0.636476",
"175","223","1","1","1","11","2","34","2","2","1","8",,,,,"9","11",,,,,"9","2","1","2","1","1","1","3","3","4","4","4","5","6","4","4","4","4","6","3","3","30",,,,,,"3","6","4","3","3","3",,,,"3",,,,,,,"9","10",,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","5","49.5","1","3","125000","1","1","3","NEWARK, NJ","2","1.013018",
"176","224","1","1","1","11","2","34","2","2","1","8",,,,,"8","11",,,,,"9","1","2","1","3","4.5","1","6","3","2","6","3","4","6","6","6","2","4","2","3","3","27","93",,,,,"2","6","4","6","2","3",,,,"5","1","2",,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","4","39.5","1","4","175000","1","1","3","NEWARK, NJ","2","1.013018",
"177","225","1","1","1","11","2","34","2","2","2","8",,,,,"5","11",,,,,"9","0","1","1","1","1","1","4","2","3","5","4","4","6","6","6","6","5","6","6","5","93",,,,,,"4","6","4","6","4","5",,,,"5","3",,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","62","5","49.5","1","1","25000","1","1","3","NEWARK, NJ","2","1.013018",
"178","226","1","1","1","11","2","34","2","2","2","8",,,,,"2","11",,,,,"9","2","1","2","2","2","1","6","3","4","3","3","3","6","6","6","6","6","6","6","4","90",,,,,,"4","6","6","6","6","3",,,,"3",,,,,,,"20",,,"2",,,,,"2","5","4",,,,,"2",,,,,"2","4","62","4","39.5","2","2","75000","1","1","3","NEWARK, NJ","2","1.013018",
"179","227","1","1","1","11","2","34","2","2","1","8",,,,,"2","11",,,,,"9","1","2","1","1","1","1","6","3","4","5","5","5","6","6","4","6","6","6","6","4","73",,,,,,"3","6","6","6","4","6",,,,"3",,,,,,,"20",,,"2",,,,,"6","4","4",,,,,"2",,,,,"1","12","62","3","29.5","1","2","75000","1","1","3","NEWARK, NJ","2","1.013018",
"180","228","1","1","1","11","2","34","2","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","1","5","4","4","5","5","5","6","6","4","6","4","6","4","4","93","34","56",,,,"4","6","4","5","5","5",,,,"3",,,,,,,"3",,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"181","229","1","1","1","11","2","34","2","2","2","8",,,,,"8","11",,,,,"9","1","0","0","1","1","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","4","62","7","75","1","2","75000","1","1","3","NEWARK, NJ","2","1.013018",
"182","230","1","1","1","11","2","34","2","2","1","8",,,,,"4","11",,,,,"9","2","2","1","2","2","2","2","3","3","4","3","4","3","3","4","6","4","6","6","3","6",,,,,,"4","6","5","3","3","3",,,,"4",,,,,,,,,,"1","5","4","5",,"1","6","3",,,,,"2",,,,,"1","10","62","2","21","1","2","75000","1","1","3","NEWARK, NJ","2","1.013018",
"183","231","1","1","1","11","2","34","2","2","1","8",,,,,"2","11",,,,,"9","1","2","1","3","4.5","2","6","4","4","3","6","4","6","6","4","6","6","6","6","3",,,,,,,"4","6","6","6","4","3",,,,"3",,,,,,,,,,"1","3",,,,"2","5","2",,"1",,,"1",,"4",,,"1","11","62","5","49.5","2","3","125000","1","1","3","NEWARK, NJ","2","1.013018",
"184","232","1","1","1","11","2","34","2","2","2","8",,,,,"9","11",,,,,"9","1","0","1","1","1","2","3","3","2","4","4","5","4","4","4","4","4","0","0","4",,,,,,,"4","4","4","4","4","3",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"0","4","35","4","39.5","1","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"185","233","1","1","1","11","2","34","2","2","2","8",,,,,"9","11",,,,,"9","1","0","1","1","1","2","6","4","6","4","4","4","3","3","4","6","4","6","4","4","29",,,,,,"4","4","4","4","4","2",,,,"5",,,,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"2","4","35","4","39.5","2","2","75000","1","1","3","NEWARK, NJ","2","1.013018",
"186","234","1","1","1","11","2","34","2","1","5","8",,,,,"3","11",,,,,"9","1","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2",,,,,"4","3","5","0","3","4",,,,"0",,,,,,,,,,"2",,,,,"11","4","4",,,,,"0",,,,,"3","5","0","6","59.5","1","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"187","235","1","1","1","11","2","34","2","2","2","8",,,,,"2","11",,,,,"9","2","1","1","3","4.5","2","4","3","3","4","4","3","3","3","4","6","3","4","3","4",,,,,,,"4","3","6","3","4","3",,,,"4",,,,,,,,,,"1","4",,,,"6","4","4",,,,,"2",,,,,"1","12","62","3","29.5","1","3","125000","1","1","3","NEWARK, NJ","2","1.013018",
"188","236","1","1","1","11","2","34","2","2","2","8",,,,,"2","11",,,,,"9","0","0","1","3","4.5","2","4","3","0","3","4","4","3","3","0","4","4","3","3","0",,,,,,,"4","3","4","3","0","4",,,,"4",,,,,,,,,,"1","3",,,,"6","4","3",,,,,"2",,,,,"1","12","62","3","29.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"189","237","1","1","1","11","2","34","2","1","1","8",,,,,"3","11",,,,,"9","1","1","1","3","4.5","2","4","4","5","4","4","4","4","4","6","6","6","6","6","5",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","3",,,,,"2",,,,,"3","4","62","5","49.5","2","3","125000","1","1","3","NEWARK, NJ","2","1.013018",
"190","238","3","1","1","28","2","73","2","2","2","8",,,,,"5","11",,,,,"9","1","2","1","1","1","1","4","4","6","5","5","4","6","6","6","6","6","6","6","4","73","39",,,,,"5","6","6","6","4","5",,,,"5","5",,,,,,,,,"2",,,,,"5","4","4",,,,,"1",,,,,"2","4","60","2","21","1","2","75000","1","1","4","LAS VEGAS","1","1.592296",
"191","239","3","1","1","28","2","73","2","1","3","8",,,,,"3","11",,,,,"9","2","2","2","1","1","1","5","5","5","5","6","5","6","6","6","6","6","6","6","5","33",,,,,,"5","6","6","6","4","5",,,,"4","1",,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","3","62","7","75","2","2","75000","1","1","4","LAS VEGAS","1","1.592296",
"192","240","3","1","1","28","2","73","2","1","6","8",,,,,"3","11",,,,,"9","2","2","2","2","2","1","4","6","6","5","5","5","6","6","6","6","6","6","6","5","73",,,,,,"5","6","6","6","5","5",,,,"5","4",,,,,,,,,"0",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","2","21","1","1","25000","1","1","4","LAS VEGAS","1","1.592296",
"193","241","3","1","1","28","2","73","2","1","2","1","8",,,,"3","11",,,,,"9","2","2","1","3","4.5","1","3","5","5","5","6","5","6","6","6","6","6","6","6","5","29",,,,,,"5","6","6","6","5","4",,,,"5","1","5",,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","2","4","175000","1","1","4","LAS VEGAS","1","1.592296",
"194","242","3","1","1","28","2","73","2","1","1","8",,,,,"3","11",,,,,"9","2","2","2","1","1","1","4","6","6","5","5","5","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","6",,,,"5","4",,,,,,,,,"0",,,,,"11","4","6",,,,,"1",,"3",,,"3","4","62","4","39.5","2","1","25000","1","1","4","LAS VEGAS","1","1.592296",
"195","243","3","1","1","28","2","73","2","2","2","8",,,,,"4","11",,,,,"9","2","1","2","4","9.5","2","3","4","2","4","4","3","6","6","3","2","4","4","2","4","90",,,,,,"3","3","3","3","4","3",,,,"4","1","2",,,,,,,,"1","4","5",,,"5","0","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","4","LAS VEGAS","1","1.592296",
"196","244","3","1","1","28","2","73","2","1","2","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","5","4","4","4","4","4","4","4","5","6","5","6","5","4","40",,,,,,"5","6","5","5","4","5",,,,"3",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","7","75","2","2","75000","1","1","4","LAS VEGAS","1","1.592296",
"197","245","3","1","1","28","2","73","2","1","2","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","5","4","4","4","4","5","6","6","6","6","6","6","6","5","40",,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","7","75","1","3","125000","1","1","4","LAS VEGAS","1","1.592296",
"198","246","3","1","1","28","2","73","2","2","2","8",,,,,"1","11",,,,,"4","2","1","2","3","4.5","2","4","3","6","4","5","3","6","6","5","5","6","6","6","0",,,,,,,"4","6","6","6","6","5",,,,"5",,,,,,,,,,"0",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","7","75","1","4","175000","1","1","4","LAS VEGAS","1","1.592296",
"199","247","3","1","1","28","2","73","2","2","1","8",,,,,"4","11",,,,,"9","1","1","1","1","1","2","3","3","4","3","3","3","6","6","6","6","6","6","6","3",,,,,,,"5","6","6","6","5","6",,,,"4",,,,,,,,,,"1","4",,,,"5","5","3",,"1",,,"2",,,,,"1","1","62","3","29.5","2","3","125000","1","1","4","LAS VEGAS","1","1.592296",
"200","248","3","1","1","28","2","73","2","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","0","0","0",,,,"0",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","7","75","1","0",,"1","1","4","LAS VEGAS","1","1.592296",
"201","249","3","1","1","28","2","73","2","2","2","8",,,,,"8","11",,,,,"9","1","2","1","1","1","2","3","3","3","4","3","4","4","4","3","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","60","2","21","2","0",,"1","1","4","LAS VEGAS","1","1.592296",
"202","250","3","1","1","28","2","73","2","2","3","8",,,,,"1","11",,,,,"3","1","2","2","3","4.5","2","3","4","3","3","3","3","3","3","4","3","3","4","6","4",,,,,,,"5","4","6","0","3","4",,,,"3",,,,,,,,,,"2",,,,,"6","4","4",,,,,"2",,,,,"1","12","62","7","75","2","2","75000","1","1","4","LAS VEGAS","1","1.592296",
"203","251","3","1","1","28","2","73","2","2","2","8",,,,,"8","11",,,,,"9","1","2","1","1","1","2","6","6","3","3","6","4","3","3","6","6","6","4","6","4",,,,,,,"4","6","6","6","6","3",,,,"4",,,,,,,,,,"2",,,,,"5","4","2",,,,,"2",,,,,"2","4","2","4","39.5","1","2","75000","1","1","4","LAS VEGAS","1","1.592296",
"204","252","3","1","1","28","2","73","2","1","2","8",,,,,"3","11",,,,,"9","2","1","2","3","4.5","2","4","4","4","4","4","4","6","3","6","6","6","6","6","4",,,,,,,"4","4","6","6","6","3",,,,"4",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","4","30","3","29.5","2","2","75000","1","1","4","LAS VEGAS","1","1.592296",
"205","253","3","1","1","28","2","73","2","1","2","8",,,,,"3","11",,,,,"9","2","1","2","3","4.5","2","4","4","4","4","4","4","6","3","6","6","6","6","6","4","40",,,,,,"4","6","6","6","6","3",,,,"4",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","4","30","3","29.5","1","2","75000","1","1","4","LAS VEGAS","1","1.592296",
"206","254","3","1","1","28","2","73","2","2","2","8",,,,,"1","11",,,,,"3","2","2","1","2","2","2","4","4","4","3","3","3","6","6","3","4","0","3","6","4",,,,,,,"2","4","6","6","3","3",,,,"4","6",,,,,,,,,"3",,,,,"5","4","4",,,,,"2",,,,,"1","1","62","6","59.5","2","3","125000","1","1","4","LAS VEGAS","1","1.592296",
"207","255","3","1","1","28","2","73","2","1","1","8",,,,,"3","11",,,,,"9","2","1","2","2","2","2","5","4","4","4","4","4","6","6","6","6","6","6","6","4","40",,,,,,"4","6","6","6","4","4",,,,"4","4",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","5","49.5","2","3","125000","1","1","4","LAS VEGAS","1","1.592296",
"208","256","3","1","1","28","2","73","2","2","1","8",,,,,"4","11",,,,,"9","2","2","1","1","1","2","3","4","4","4","4","4","6","4","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","6",,,,"4","8",,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","4","62","3","29.5","1","0",,"1","1","4","LAS VEGAS","1","1.592296",
"209","257","3","1","1","28","2","73","2","2","2","8",,,,,"6","11",,,,,"9","0","1","2","1","1","2","6","3","2","4","4","6","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"4",,,,,,,,,,"1","4",,,,"5","5","5",,,,,"2",,,,,"2","4","21","4","39.5","2","0",,"1","1","4","LAS VEGAS","1","1.592296",
"210","442","2","1","2","27","3","2","6","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","1","6","6","6","6","5","5","6","6","6","6","6","6","6","5","51",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","17","7","75","2","2","75000","1","2","1","SAN SALVADOR","5","0.636476",
"211","443","2","1","2","27","3","2","6","2","2","8",,,,,"5","11",,,,,"9","1","2","2","1","1","1","6","6","6","5","5","5","6","6","6","6","6","6","6","5","93",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"1","4","11",,,"6","5","5",,,,,"2",,,,,"2","4","17","6","59.5","1","1","25000","1","2","1","SAN SALVADOR","5","0.636476",
"212","444","2","1","2","27","3","2","6","2","3","8",,,,,"2","11",,,,,"9","1","2","1","2","2","1","6","6","5","6","6","4","6","6","6","6","6","6","6","5","40",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"3","5","5",,,,,"2",,,,,"1","14","62","5","49.5","1","1","25000","1","2","1","SAN SALVADOR","5","0.636476",
"213","445","2","1","2","27","3","2","6","2","2","8",,,,,"1","11",,,,,"4","2","1","1","1","1","1","5","3","3","4","5","5","6","6","4","5","6","5","6","5","9",,,,,,"4","5","6","6","3","3",,,,"3",,,,,,,"10",,,"2",,,,,"7","4","5",,,,,"2",,,,,"1","13","62","5","49.5","2","3","125000","1","1","1","SAN SALVADOR","5","0.636476",
"214","446","2","1","2","27","3","2","6","2","8",,,,,,"2","11",,,,,"9","1","2","2","1","1","1","6","3","4","5","5","5","6","6","6","6","6","6","6","5","40",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,"2",,,"2",,,,,"2","4","17","6","59.5","2","2","75000","1","2","1","SAN SALVADOR","5","0.636476",
"215","447","2","1","2","27","3","2","6","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","1","6","6","6","5","5","4","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"2","4","42","3","29.5","2","1","25000","1","2","1","SAN SALVADOR","5","0.636476",
"216","448","2","1","2","27","3","2","6","2","2","8",,,,,"4","11",,,,,"9","1","2","2","1","1","1","6","6","6","6","5","6","6","6","6","6","6","6","6","5","40",,,"20",,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","2","7","75","2","0",,"1","2","1","SAN SALVADOR","5","0.636476",
"217","449","2","1","2","27","3","2","6","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","1","6","6","6","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","5","49.5","2","1","25000","1","2","1","SAN SALVADOR","5","0.636476",
"218","450","2","1","2","27","3","2","6","2","3","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","1","5","6","6","5","5","5","6","6","6","6","6","6","6","5","40",,,,,,"5","6","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","22","7","75","2","0",,"1","2","1","SAN SALVADOR","5","0.636476",
"219","451","2","1","2","27","3","2","6","2","3","8",,,,,"2","11",,,,,"9","1","2","2","2","2","1","6","6","6","4","5","4","6","6","6","6","6","6","6","5","40",,,,,,"5","6","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","5","49.5","1","1","25000","1","2","1","SAN SALVADOR","5","0.636476",
"220","452","2","1","2","27","3","2","6","2","1","8",,,,,"2","11",,,,,"9","2","2","2","3","4.5","2","4","4","3","4","4","3","3","4","6","6","6","6","6","5",,,,,,,"4","3","4","0","4","4",,,,"5",,,,,,,,,,"2",,,,,"8","4","4",,,,,"2",,,,,"2","5","0","3","29.5","1","4","175000","1","1","1","SAN SALVADOR","5","0.636476",
"221","453","2","1","2","27","3","2","6","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","5","5","4","3","4","4","5","5","5","5","5","5","5","4","40",,,,,,"5","5","5","5","5","5",,,,"5","2",,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","3","29.5","1","1","25000","1","1","1","SAN SALVADOR","5","0.636476",
"222","454","2","1","2","27","3","2","6","2","3","8",,,,,"2","11",,,,,"9","1","2","1","3","4.5","2","5","4","4","5","5","5","4","4","4","4","5","4","4","5",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"0",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","6","59.5","1","3","125000","1","1","1","SAN SALVADOR","5","0.636476",
"223","455","2","1","2","27","3","2","6","2","2","8",,,,,"2","11",,,,,"9","1","2","1","1","1","2","4","4","4","3","3","4","4","4","4","3","6","6","6","4",,,,,,,"5","4","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","2","21","2","1","25000","1","1","1","SAN SALVADOR","5","0.636476",
"224","456","2","1","2","27","3","2","6","2","2","8",,,,,"5","11",,,,,"9","2","2","1","3","4.5","2","4","3","3","3","5","3","6","6","4","3","4","6","6","4",,,,,,,"4","3","4","6","4","4",,,,"5","4",,,,,,,,,"1","4","4",,,"5","5","5",,,,,"2",,,,,"1","1","62","2","21","2","1","25000","1","1","1","SAN SALVADOR","5","0.636476",
"225","457","2","1","2","27","3","2","6","2","2","8",,,,,"4","11",,,,,"9","1","2","1","3","4.5","2","4","3","3","4","3","4","3","3","5","5","6","6","6","4",,,,,,,"4","4","6","6","4","4",,,,"4",,,,,,,,,,"3",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","7","75","1","4","175000","1","1","1","SAN SALVADOR","5","0.636476",
"226","458","2","1","2","27","3","2","6","2","2","8",,,,,"7","11",,,,,"9","1","0","1","2","2","2","4","4","3","4","5","5","3","3","4","4","6","3","6","4",,,,,,,"5","5","5","4","5","5",,,,"4",,,,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"4","15","62","6","59.5","2","2","75000","1","1","1","SAN SALVADOR","5","0.636476",
"227","459","2","1","2","27","3","2","6","2","1","8",,,,,"4","11",,,,,"9","1","1","0","5","18.5","2","4","4","3","4","4","3","6","6","4","3","6","3","6","4",,,,,,,"4","4","6","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","4","39.5","2","4","175000","1","1","1","SAN SALVADOR","5","0.636476",
