"respnum","ccgid","term","strata","atype","airline","dest","gatenum","intdate","q1","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q3a","q4a","q4b","q4c","q5","q5avg","saq","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q6h","q6i","q6j","q6k","q6l","q6m","q6n","q7com1","q7com2","q7com3","q7a1","q7a2","q7a3","q8a","q8b","q8c","q8d","q8e","q8f","q8com1","q8com2","q8com3","q9","q9apos1","q9apos2","q9apos3","q9aneg1","q9aneg2","q9aneg3","q9antr1","q9antr2","q9antr3","q10","q11","q11a1","q11a2","q11a3","q12","q13a","q13b","q13_com","q13com1","q13com2","q13com3","q14","q14a","q14a1","q14a2","q14a3","q15","sfflag","country","q17","age","q18","q19","inc","mail","lang","destmark","destination","destgeo","weight","location_1"
"984","106","3","2","1","28","1","81","1","1","5","8",,,,,"3","11",,,,,"9","1","0","0","1","1","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","52",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"3",,,,,"11","5","5",,,,,"2",,,,,"3","4","41","3","29.5","1","1","25000","1","1","4","LOS ANGELES","1","1.592296",
"985","107","3","2","1","28","1","81","1","1","2","8",,,,,"3","11",,,,,"9","1","2","1","1","1","2","3","3","3","3","3","3","3","3","6","6","6","6","6","3","52","91",,,,,"3","6","6","6","3","3",,,,"3",,,,,,,"19",,,"1","3","8",,,"11","4","4",,,,,"2",,,,,"3","3","62","3","29.5","2","1","25000","1","1","4","LOS ANGELES","1","1.592296",
"986","108","3","2","1","28","1","81","1","2","2","8",,,,,"1","11",,,,,"1","2","2","1","6","36","2","4","4","4","4","3","4","3","3","4","2","6","6","6","4",,,,,,,"5","3","6","6","3","3",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","11","62","5","49.5","1","4","175000","1","1","4","LOS ANGELES","1","1.592296",
"987","109","3","2","1","28","1","81","1","2","1","8",,,,,"4","11",,,,,"9","2","2","2","6","36","2","6","3","3","3","3","3","3","3","4","3","6","2","2","3",,,,,,,"3","3","6","2","3","3",,,,"5",,,,,,,,,,"2",,,,,"6","4","4",,,,,"2",,,,,"1","13","62","5","49.5","1","4","175000","1","1","4","LOS ANGELES","1","1.592296",
"988","110","3","2","1","28","1","81","1","2","3","8",,,,,"2","11",,,,,"9","2","2","2","1","1","2","3","3","3","3","3","3","3","3","6","6","6","6","6","3","40",,,,,,"3","6","6","6","6","3",,,,"4","1","2",,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","24","5","49.5","1","1","25000","1","1","4","LOS ANGELES","1","1.592296",
"989","111","3","2","1","28","1","81","1","1","2","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","3","2","3","5","4","6","6","6","6","6","6","6","6","3","51",,,,,,"4","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"11","3","0",,,,,"2",,,,,"3","4","62","7","75","2","0",,"1","1","4","LOS ANGELES","1","1.592296",
"990","112","3","2","1","28","1","81","1","1","3","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","3","2","6","3","5","4","6","6","6","6","6","6","6","3","51",,,,,,"5","6","6","6","6","5",,,,"3",,,,,,,,,,"2",,,,,"11","3","6",,,,,"1",,"3",,,"3","4","62","7","75","1","0",,"1","1","4","LOS ANGELES","1","1.592296",
"991","127","3","2","1","28","2","74","1","2","1","8",,,,,"1","11",,,,,"2","2","2","2","6","36","1","4","4","3","4","5","5","6","6","3","4","4","6","6","4","50","7","27","29",,,"4","6","4","6","6","3",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,"1","7",,"1",,"1",,,"1","1","62","4","39.5","1","3","125000","1","1","3","SEATTLE","1","1.592296",
"992","128","3","2","1","28","2","74","1","1","2","8",,,,,"3","11",,,,,"9","0","1","1","1","1","2","4","4","4","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","7","75","1","4","175000","1","1","3","SEATTLE","1","1.592296",
"993","129","3","2","1","28","2","74","1","2","1","8",,,,,"5","11",,,,,"9","2","2","2","6","36","2","4","4","3","3","4","4","6","6","6","6","3","6","6","4",,,,,,,"4","6","4","6","3","3",,,,"5",,,,,,,,,,"1","3",,,,"5","5","5",,,,,"2",,,,,"1","1","62","4","39.5","1","4","175000","1","1","3","SEATTLE","1","1.592296",
"994","130","3","2","1","28","2","74","1","1","1","8",,,,,"3","11",,,,,"9","2","1","2","5","18.5","2","3","2","2","2","3","3","3","3","6","6","6","6","6","3",,,,,,,"3","3","3","3","3","3",,,,"3",,,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","3","62","5","49.5","1","0",,"1","1","3","SEATTLE","1","1.592296",
"995","131","3","2","1","28","2","74","1","2","1","8",,,,,"1","11",,,,,"1","2","2","2","5","18.5","2","4","4","3","3","3","3","2","2","3","3","3","3","3","3","39",,,,,,"4","4","4","6","4","2",,,,"4",,,,,,,,,,"1","3",,,,"5","4","4",,,,,"2",,,,,"1","1","62","5","49.5","1","4","175000","1","1","3","SEATTLE","1","1.592296",
"996","132","3","2","1","28","2","74","1","1","2","8",,,,,"3","11",,,,,"9","1","1","1","2","2","2","6","3","3","3","2","4","6","6","6","6","6","6","6","4","39",,,,,,"4","6","6","6","4","3",,,,"5",,,,,,,,,,"2",,,,,"11","3","2",,,,,"2",,,,,"3","4","62","3","29.5","1","2","75000","1","1","3","SEATTLE","1","1.592296",
"997","133","3","2","1","28","2","74","1","1","2","8",,,,,"3","11",,,,,"9","1","1","2","2","2","2","6","6","3","4","3","3","4","4","6","6","6","6","6","3",,,,,,,"3","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","62","3","29.5","2","1","25000","1","1","3","SEATTLE","1","1.592296",
"998","134","3","2","1","28","2","74","1","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","2","3","3","3","3","3","6","3","6","6","6","6","6","3",,,,,,,"3","6","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","2","2","75000","1","1","3","SEATTLE","1","1.592296",
"999","135","3","2","1","28","2","74","1","1","1","8",,,,,"3","11",,,,,"9","2","2","2","3","4.5","2","5","4","4","4","4","4","6","6","4","6","6","6","4","4",,,,,,,"4","6","6","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","2","4","175000","1","1","3","SEATTLE","1","1.592296",
"1000","136","3","2","1","28","2","74","1","1","2","8",,,,,"3","11",,,,,"9","3","3","1","1","1","2","3","4","4","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4","1",,,,,,,,,"1","5","6",,,"11","4","4",,,,,"2",,,,,"3","4","62","6","59.5","2","2","75000","1","1","3","SEATTLE","1","1.592296",
"1001","137","3","2","1","28","2","74","1","2","2","8",,,,,"9","11",,,,,"9","1","2","1","1","1","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","40",,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","8","3","29.5","1","1","25000","1","1","3","SEATTLE","1","1.592296",
"1002","138","3","2","1","28","2","74","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","4","4","4","4","4","4","4","6","6","6","6","6","5",,,,,,,"5","5","5","5","5","5",,,,"4",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","62","6","59.5","1","2","75000","1","1","3","SEATTLE","1","1.592296",
"1003","139","3","2","1","28","2","74","1","2","1","8",,,,,"1","11",,,,,"1","2","2","2","6","36","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3",,,,,,,"2","3","3","2","3","2",,,,"3",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"1","1","62","3","29.5","1","4","175000","1","1","3","SEATTLE","1","1.592296",
"1004","140","3","2","1","28","2","74","1","2","1","8",,,,,"1","11",,,,,"1","2","2","2","6","36","2","4","3","2","4","4","4","6","6","4","4","4","4","6","3",,,,,,,"3","4","3","6","3","2",,,,"5",,,,,,,,,,"2",,,,,"3","6","4",,,,,"2",,,,,"0","5","0","0",,"0","0",,"1","1","3","SEATTLE","1","1.592296",
"1005","141","3","2","1","28","2","74","1","0","1","8",,,,,"1","11",,,,,"1","2","2","2","6","36","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","0","0","0",,,,"5","12",,,,,,,,,"2",,,,,"7","5","3",,,,,"1",,"5",,,"0","5","0","0",,"0","0",,"1","1","3","SEATTLE","1","1.592296",
"1006","142","3","2","1","28","2","74","1","2","1","8",,,,,"9","11",,,,,"9","1","1","2","6","36","2","4","4","3","4","4","3","4","3","4","3","5","4","4","4","95",,,,,,"2","6","4","5","4","4",,,,"4","6",,,,,,,,,"2",,,,,"9","5","3",,,,,"2",,,,,"2","4","62","5","49.5","2","4","175000","1","1","3","SEATTLE","1","1.592296",
"1007","143","3","2","1","28","2","74","1","2","1","8",,,,,"2","11",,,,,"9","2","2","1","5","18.5","2","5","4","3","4","5","4","6","6","4","3","4","6","6","3","50",,,,,,"4","6","4","6","5","4",,,,"5","3",,,,,,,,,"1","3",,,,"12","6","6",,,,,"2",,,,,"4","3","62","4","39.5","2","2","75000","1","1","3","SEATTLE","1","1.592296",
"1008","144","3","2","1","28","2","74","1","1","3","8",,,,,"3","11",,,,,"9","2","2","1","2","2","2","3","2","4","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"4","6","6","6","3","3",,,,"5","5",,,,,,,,,"2",,,,,"11","3","3",,,,,"2",,,,,"3","4","62","2","21","1","3","125000","1","1","3","SEATTLE","1","1.592296",
"1009","145","3","2","1","28","2","74","1","1","6","8",,,,,"3","11",,,,,"9","1","1","1","2","2","2","5","4","3","0","4","4","5","5","6","6","6","6","6","4","1","2",,,,,"4","6","6","6","4","4",,,,"4","1",,,,,,,,,"1","4","7","8",,"11","4","0",,,,,"2",,,,,"3","4","2","6","59.5","1","2","75000","1","1","3","SEATTLE","1","1.592296",
"1010","146","3","2","1","28","2","74","1","2","1","8",,,,,"1","11",,,,,"1","0","1","1","6","36","2","5","4","4","5","4","5","5","5","5","5","5","5","5","5",,,,,,,"5","5","4","4","4","4",,,,"5","4",,,,,,,,,"1","3",,,,"6","5","5",,,,,"1",,"4",,,"1","1","62","4","39.5","1","3","125000","1","1","3","SEATTLE","1","1.592296",
"1011","147","3","2","1","28","2","74","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","4","9.5","2","4","3","3","4","4","4","6","6","6","6","4","6","4","4",,,,,,,"4","6","4","3","4","4",,,,"5",,,,,,,,,,"1","4",,,,"11","4","6",,,,,"2",,,,,"3","3","62","7","75","1","4","175000","1","1","3","SEATTLE","1","1.592296",
"1012","148","3","2","1","28","2","74","1","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","6","6","6","4","6","6","6","6","6","6","6","6","6","3",,,,,,,"4","0","0","0","0","5",,,,"5","5",,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","3","62","6","59.5","2","3","125000","1","1","3","SEATTLE","1","1.592296",
"1013","149","3","2","1","28","2","74","1","1","1","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","4","4","4","4","4","1","6","6","6","6","6","6","6","3","55",,,,,,"4","4","4","4","4","4",,,,"5","6",,,,,,,,,"2",,,,,"11","0","0",,,,,"1",,"9",,,"3","4","62","3","29.5","1","4","175000","1","1","3","SEATTLE","1","1.592296",
"1014","993","3","1","1","28","1","73","7","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","1","5","4","6","5","5","5","6","6","5","6","6","6","6","5","91",,,,,,"5","6","6","6","5","6",,,,"5","2",,,,,,,,,"2",,,,,"5","5","3",,,,,"2",,,,,"2","4","33","3","29.5","2","2","75000","1","1","4","LOS ANGELES","1","1.592296",
"1015","994","3","1","1","28","1","73","7","2","6","8",,,,,"2","11",,,,,"9","1","2","1","4","9.5","1","3","4","6","2","2","2","6","6","5","6","5","4","4","4","40",,,,,,"5","6","5","3","5","5",,,,"4","3",,,,,,,,,"2",,,,,"6","5","4",,,,,"2",,,,,"2","3","62","5","49.5","2","1","25000","1","1","4","LOS ANGELES","1","1.592296",
"1016","995","3","1","1","28","1","73","7","2","2","8",,,,,"2","11",,,,,"9","2","2","2","3","4.5","1","4","4","4","4","4","4","6","6","4","5","6","6","6","4","40",,,,,,"4","6","6","6","4","4",,,,"5","6",,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","6","59.5","1","4","175000","1","1","4","LOS ANGELES","1","1.592296",
"1017","996","3","1","1","28","1","73","7","2","1","8",,,,,"2","11",,,,,"9","2","2","2","3","4.5","1","3","4","4","3","4","4","3","6","4","6","6","4","6","4",,,,,,,"4","6","6","6","4","4",,,,"4","12",,,,,,,,,"2",,,,,"8","5","3",,,,,"2",,,,,"1","17","62","4","39.5","1","3","125000","1","1","4","LOS ANGELES","1","1.592296",
"1018","997","3","1","1","28","1","73","7","1","1","8",,,,,"3","11",,,,,"9","2","2","2","2","2","1","6","5","6","4","5","5","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","4","6",,,,"5","6",,,,,,,,,"2",,,,,"11","3","3",,,,,"2",,,,,"3","4","62","3","29.5","2","1","25000","1","1","4","LOS ANGELES","1","1.592296",
"1019","998","3","1","1","28","1","73","7","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","2","6","2","3","5","5","4","3","3","5","6","6","6","6","3","91",,,,,,"4","6","6","6","6","6",,,,"4","10",,,,,,,,,"2",,,,,"5","5","2",,,,,"1",,"4",,,"2","5","0","2","21","1","0",,"1","1","4","LOS ANGELES","1","1.592296",
"1020","999","3","1","1","28","1","73","7","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","2","6","3","6","4","3","6","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","3","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"2","4","33","5","49.5","0","2","75000","1","1","4","LOS ANGELES","1","1.592296",
"1021","1000","3","1","1","28","1","73","7","2","6","8",,,,,"2","11",,,,,"9","1","1","1","3","4.5","2","5","5","5","5","5","5","5","5","6","6","6","6","6","4",,,,,,,"3","6","6","0","5","5",,,,"0",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"2","3","62","5","49.5","0","0",,"1","1","4","LOS ANGELES","1","1.592296",
"1022","1001","3","1","1","28","1","73","7","2","1","8",,,,,"8","11",,,,,"9","2","2","0","5","18.5","2","5","4","3","4","3","3","2","2","4","3","6","6","6","4",,,,,,,"3","3","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"6","5","4",,,,,"2",,,,,"1","12","62","5","49.5","1","4","175000","1","1","4","LOS ANGELES","1","1.592296",
"1023","1002","3","1","1","28","1","73","7","2","3","8",,,,,"5","11",,,,,"9","2","2","2","2","2","2","3","3","3","2","3","3","3","3","6","6","3","6","6","3",,,,,,,"5","6","5","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"17","3","1",,,,,"1",,"1",,,"4","3","62","2","21","1","3","125000","1","1","4","LOS ANGELES","1","1.592296",
"1024","1003","3","1","1","28","1","73","7","1","3","8",,,,,"3","11",,,,,"9","1","1","1","4","9.5","2","4","3","4","4","3","4","3","3","4","4","4","3","0","4",,,,,,,"4","2","4","4","4","4",,,,"3",,,,,,,,,,"2",,,,,"8","4","4",,,,,"2",,,,,"3","3","62","5","49.5","2","2","75000","1","1","4","LOS ANGELES","1","1.592296",
"1025","1004","3","1","1","28","1","73","7","2","1","8",,,,,"9","11",,,,,"9","2","2","1","3","4.5","2","3","4","3","4","4","4","3","3","4","4","4","6","4","4","90",,,,,,"3","6","4","3","3","3",,,,"3",,,,,,,,,,"2",,,,,"5","3","3",,,,,"1",,"4","1","11","2","4","10","4","39.5","1","4","175000","1","1","4","LOS ANGELES","1","1.592296",
"1026","1005","3","1","1","28","1","73","7","1","1","8",,,,,"3","11",,,,,"9","1","2","1","5","18.5","2","6","3","3","3","3","3","3","3","6","6","6","6","6","3",,,,,,,"5","0","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","0",,,,,"2",,,,,"3","4","62","4","39.5","2","3","125000","1","1","4","LOS ANGELES","1","1.592296",
"1027","1006","3","1","1","28","1","73","7","1","6","8",,,,,"3","11",,,,,"9","2","2","1","3","4.5","2","5","5","6","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","5","4",,,,"5",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","4","39.5","1","2","75000","1","1","4","LOS ANGELES","1","1.592296",
"1028","1007","3","1","1","28","1","73","7","2","2","8",,,,,"2","11",,,,,"9","2","1","2","1","1","2","4","4","4","5","5","5","6","6","5","4","6","6","6","5",,,,,,,"5","4","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","2","21","2","2","75000","1","1","4","LOS ANGELES","1","1.592296",
"1029","1008","3","1","1","28","1","73","7","1","2","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","3","4","3","3","3","3","6","3","6","6","6","6","6","3",,,,,,,"4","6","6","6","3","4",,,,"5",,,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","4","62","7","75","1","1","25000","1","1","4","LOS ANGELES","1","1.592296",
"1030","1009","3","1","1","28","1","73","7","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","2","6","3","6","5","4","5","6","6","6","6","6","6","6","4","70",,,,,,"4","6","6","6","3","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","2",,,,,"2",,,,,"2","4","33","3","29.5","2","0",,"1","1","4","LOS ANGELES","1","1.592296",
"1031","1042","3","2","1","24","1","78","7","1","1","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","4","2","6","4","5","5","6","6","6","6","6","6","6","5","38","73",,,,,"5","6","6","6","5","5",,,,"5","1",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","7","75","2","3","125000","1","1","1","CHICO, CA","1","1.592296",
"1032","1043","3","2","1","24","1","78","7","1","5","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","4","5","4","5","3","5","0","6","6","6","5","6","6","4","73",,,,,,"2","6","6","6","5","4",,,,"5","6",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","4","39.5","1","2","75000","1","1","1","CHICO, CA","1","1.592296",
"1033","1044","3","2","1","24","1","78","7","1","2","8",,,,,"3","11",,,,,"9","2","2","2","2","2","1","4","5","5","5","5","5","6","6","6","6","4","6","6","5","51","20",,,,,"5","6","6","6","5","5",,,,"5","1",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","2","2","75000","1","1","1","CHICO, CA","1","1.592296",
"1034","1021","3","1","1","24","1","78","7","1","1","8",,,,,"3","11",,,,,"9","2","1","1","3","4.5","1","3","4","5","4","5","5","6","6","6","6","6","6","6","4","38",,,,,,"4","6","6","6","4","5",,,,"4","5",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","5","49.5","2","4","175000","1","1","1","FRESNO","1","1.592296",
"1035","1020","3","1","1","24","1","78","7","1","3","8",,,,,"3","11",,,,,"9","3","3","3","3","4.5","1","3","5","4","4","5","5","6","6","3","4","5","6","6","4","1",,,,,,"5","5","5","6","5","5",,,,"4","2",,,,,,,,,"3",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","4","39.5","1","1","25000","1","1","1","FRESNO","1","1.592296",
"1036","1012","3","1","1","24","1","78","7","2","3","8",,,,,"6","11",,,,,"9","2","2","2","4","9.5","1","5","5","5","5","5","4","6","6","5","4","6","5","6","5","38",,,,,,"5","5","6","6","5","3",,,,"5","2",,,,,,,,,"1","3","5","7","12","5","5","5",,,,,"2",,,,,"1","1","62","2","21","2","2","75000","1","1","1","ARCATA, CA","1","1.592296",
"1037","1013","3","1","1","24","1","78","7","1","1","8",,,,,"3","11",,,,,"9","2","2","1","4","9.5","1","5","4","3","5","5","4","6","6","5","4","6","6","6","4","53",,,,,,"4","6","6","6","5","4",,,,"4","10",,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","3","62","5","49.5","1","3","125000","1","1","1","ARCATA, CA","1","1.592296",
"1038","1014","3","1","1","24","1","78","7","1","12","8",,,,,"3","11",,,,,"9","2","2","2","3","4.5","1","6","4","4","5","4","3","6","6","6","6","6","6","6","4","55",,,,,,"2","6","6","6","6","3",,,,"5","5",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","4","39.5","2","1","25000","1","1","1","ARCATA, CA","1","1.592296",
"1039","1015","3","1","1","24","1","78","7","1","1","8",,,,,"3","11",,,,,"9","0","1","0","1","1","2","3","3","4","4","4","5","4","5","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","4","39.5","1","1","25000","1","1","1","ARCATA, CA","1","1.592296",
"1040","1016","3","1","1","24","1","78","7","1","2","8",,,,,"3","11",,,,,"9","2","2","1","0","0","2","4","4","3","4","4","5","6","3","4","6","6","6","6","5",,,,,,,"5","6","6","6","4","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","6","59.5","1","2","75000","1","1","1","ARCATA, CA","1","1.592296",
"1041","1017","3","1","1","24","1","78","7","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","4","6","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","5","49.5","2","3","125000","1","1","1","ARCATA, CA","1","1.592296",
"1042","1018","3","1","1","24","1","78","7","1","1","8",,,,,"3","11",,,,,"9","2","2","2","3","4.5","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","3","62","6","59.5","1","3","125000","1","1","1","ARCATA, CA","1","1.592296",
"1043","1019","3","1","1","24","1","78","7","1","1","8",,,,,"3","11",,,,,"9","2","2","2","3","4.5","2","4","4","4","4","3","3","3","3","3","4","4","4","3","4",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","3","62","5","49.5","1","4","175000","1","1","1","ARCATA, CA","1","1.592296",
"1044","1067","2","3","2","16","2","12","6","2","1","8",,,,,"4","11",,,,,"9","1","2","2","2","2","1","6","3","3","4","3","6","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"5","5",,,,,,,,,"2",,,,,"6","4","5",,,,,"2",,,,,"2","4","62","4","39.5","1","0",,"1","1","4","NEW YORK-JFK","2","0.636476",
"1045","1068","2","3","2","16","2","12","6","2","2","8",,,,,"2","11",,,,,"9","1","1","2","4","9.5","1","4","4","4","5","5","5","4","0","4","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"1","4","5",,,"6","5","5",,,,,"2",,,,,"1","12","62","3","29.5","2","2","75000","1","1","4","NEW YORK-JFK","2","0.636476",
"1046","1069","2","3","2","16","2","12","6","2","2","8",,,,,"5","11",,,,,"9","1","1","1","3","4.5","1","3","4","4","5","5","5","5","5","6","6","6","6","6","5","10","2",,,,,"5","6","6","6","4","4",,,,"5","2",,,,,,,,,"2",,,,,"2","4","5",,,,,"2",,,,,"1","11","62","7","75","1","3","125000","1","1","4","NEW YORK-JFK","2","0.636476",
"1047","1070","2","3","2","16","2","12","6","2","2","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","1","6","4","4","4","5","4","6","6","3","4","6","6","6","4","51","95",,,,,"5","6","6","6","3","5",,,,"4",,,,,,,,,,"2",,,,,"6","5","4",,,,,"2",,,,,"1","12","62","4","39.5","2","4","175000","1","1","4","NEW YORK-JFK","2","0.636476",
"1048","1071","2","3","2","16","2","12","6","2","3","8",,,,,"1","11",,,,,"3","2","1","2","2","2","1","4","2","2","5","5","5","4","4","5","5","6","5","6","4","78","9",,,,,"5","6","6","6","6","5",,,,"5","4",,,,,,,,,"2",,,,,"7","4","5",,,,,"2",,,,,"1","13","62","2","21","1","2","75000","1","1","4","NEW YORK-JFK","2","0.636476",
"1049","1072","2","3","2","16","2","11","6","2","2","8",,,,,"2","11",,,,,"9","1","1","2","6","36","2","4","5","3","4","4","4","5","4","5","5","5","6","6","5",,,,,,,"5","4","4","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"7","4","5",,,,,"2",,,,,"1","13","62","3","29.5","1","2","75000","1","1","4","NEW YORK-JFK","2","0.636476",
"1050","1073","2","3","2","16","2","11","6","2","3","8",,,,,"2","11",,,,,"9","1","1","2","2","2","2","6","3","3","4","4","4","4","4","3","3","3","3","3","4",,,,,,,"3","3","3","3","3","3",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","3","29.5","2","2","75000","1","1","4","NEW YORK-JFK","2","0.636476",
"1051","1074","2","3","2","16","2","11","6","2","2","8",,,,,"2","11",,,,,"9","2","1","2","1","1","2","4","3","3","2","3","3","2","2","3","3","3","3","3","3",,,,,,,"4","6","4","3","6","3",,,,"4",,,,,,,,,,"0",,,,,"1","3","5",,,,,"2",,,,,"1","5","0","4","39.5","2","0",,"1","1","4","NEW YORK-JFK","2","0.636476",
"1052","1075","2","3","2","16","2","11","6","2","2","8",,,,,"2","11",,,,,"9","2","1","1","3","4.5","2","4","5","5","3","5","5","6","6","5","4","6","6","6","5","70",,,,,,"5","5","6","6","5","5",,,,"3",,,,,,,"8",,,"2",,,,,"1","4","5",,,,,"1",,"7",,,"1","10","62","2","21","0","0",,"1","1","4","NEW YORK-JFK","2","0.636476",
"1053","1076","2","3","2","16","2","11","6","2","2","8",,,,,"1","11",,,,,"1","2","1","1","1","1","2","5","5","5","3","5","5","6","6","5","4","6","6","6","5",,,,,,,"5","5","6","6","4","4",,,,"3",,,,,,,"8",,,"2",,,,,"1","3","5",,,,,"2",,,,,"1","10","62","3","29.5","2","0",,"1","1","4","NEW YORK-JFK","2","0.636476",
"1054","1122","3","2","1","8","2","63","5","2","1","8",,,,,"4","11",,,,,"9","1","2","1","5","18.5","1","5","6","6","3","3","5","4","4","5","5","4","2","0","0","72","54","29",,,,"3","5","4","6","6","4",,,,"5",,,,,,,,,,"1","5","5",,,"5","5","5",,,,,"2",,,,,"1","1","62","4","39.5","2","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1055","1123","3","2","1","8","2","63","5","2","3","8",,,,,"2","11",,,,,"9","2","1","2","2","2","1","6","6","6","4","4","4","6","6","6","1","6","3","6","4","35",,,,,,"5","4","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"8","5","5",,"2",,,"0",,,,,"1","3","62","7","75","1","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
"1056","1124","3","2","1","8","2","63","5","2","1","8",,,,,"4","11",,,,,"9","2","2","1","1","1","1","6","6","6","4","6","4","6","6","6","6","6","6","6","4","31",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","1","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
