"address","city","scheduled_completion_date","qty","description","state","zip","location"
"715 LEGENDS PL","RICHMOND","2017-08-31T00:00:00.000","2",,"CA","94804","POINT (-122.337996 37.99179)"
"4367 NELSON DR","RICHMOND","2016-06-23T00:00:00.000","2",,"CA","94804","POINT (-122.298827 37.97054)"
"4472 WHITECLIFF WAY","RICHMOND","2021-05-26T00:00:00.000","3",,"CA","94804","POINT (-122.292344 37.973313)"
"337 S 26TH ST","RICHMOND","2019-08-02T00:00:00.000","3",,"CA","94804","POINT (-122.344688 37.927238)"
"5020 FRAY AVE","RICHMOND","2017-11-16T00:00:00.000","3",,"CA","94804","POINT (-122.322056 37.922703)"
"1081 HERITAGE CT","RICHMOND","2021-09-02T00:00:00.000","1",,"CA","94804","POINT (-122.334968 37.989779)"
"336 41ST ST","RICHMOND","2019-04-25T00:00:00.000","1",,"CA","94804","POINT (-122.330623 37.934051)"
"1565 SANTA CLARA ST","RICHMOND","2016-08-25T00:00:00.000","3",,"CA","94804","POINT (-122.314792 37.912145)"
"483 W RICHMOND AVE","RICHMOND","2015-08-20T00:00:00.000","2",,"CA","94804","POINT (-122.388969 37.927721)"
"3786 PAINTED PONY RD","RICHMOND","2016-05-12T00:00:00.000","3",,"CA","94804","POINT (-122.276874 37.976293)"
"37 SEAGULL DR","RICHMOND","2015-10-01T00:00:00.000","3",,"CA","94804","POINT (-122.341342 37.91017)"
"1657 NORTHSHORE DR","RICHMOND","2019-01-10T00:00:00.000","3",,"CA","94804","POINT (-122.353307 37.917068)"
"1411 SAN JOAQUIN ST","RICHMOND","2015-11-06T00:00:00.000","3",,"CA","94804","POINT (-122.320489 37.911701)"
"558 33RD ST","RICHMOND","2019-10-03T00:00:00.000","1",,"CA","94804","POINT (-122.336946 37.938144)"
"3107 RHEEM AVE","RICHMOND","2017-07-08T00:00:00.000","1",,"CA","94804","POINT (-122.33693 37.949864)"
"440 GOLDEN GATE AVE","RICHMOND","2020-09-30T00:00:00.000","3",,"CA","94804","POINT (-122.389911 37.927938)"
"118 W BARRETT AVE","RICHMOND","2019-08-30T00:00:00.000","3",,"CA","94804","POINT (-122.370511 37.938435)"
"737 6TH ST","RICHMOND","2016-08-04T00:00:00.000","3",,"CA","94804","POINT (-122.363469 37.943358)"
"540 36TH ST","RICHMOND","2021-02-25T00:00:00.000","3",,"CA","94804","POINT (-122.334389 37.937445)"
"3136 DESERET DR","RICHMOND","2016-09-02T00:00:00.000","3",,"CA","94804","POINT (-122.293445 37.974658)"
"3316 WALLER AVE","RICHMOND","2014-12-26T00:00:00.000","1",,"CA","94804","POINT (-122.337957 37.928727)"
"2016 GAYNOR AVE","RICHMOND","2016-12-08T00:00:00.000","2",,"CA","94804","POINT (-122.349699 37.944544)"
"1816 DUNN AVE","RICHMOND","2016-07-15T00:00:00.000","1",,"CA","94804","POINT (-122.351465 37.948836)"
"1312 CLUB LN","RICHMOND","2019-10-18T00:00:00.000","3",,"CA","94804","POINT (-122.312626 37.98326)"
"114 MAINE AVE","RICHMOND","2015-07-09T00:00:00.000","1",,"CA","94804","POINT (-122.368566 37.928039)"
"4314 FRAN WAY","RICHMOND","2017-07-28T00:00:00.000","2",,"CA","94804","POINT (-122.296886 37.973625)"
"553 3RD ST","RICHMOND","2021-03-31T00:00:00.000","2",,"CA","94804","POINT (-122.366674 37.939457)"
"12958 SAN PABLO AVE","RICHMOND","2015-04-16T00:00:00.000","3",,"CA","94804","POINT (-122.331422 37.948644)"
"4606 TAFT AVE","RICHMOND","2020-12-22T00:00:00.000","3",,"CA","94804","POINT (-122.326084 37.927076)"
"437 STEGE AVE","RICHMOND","2019-01-25T00:00:00.000","3",,"CA","94804","POINT (-122.33778 37.925927)"
"535 6TH ST","RICHMOND","2021-04-08T00:00:00.000","3",,"CA","94804","POINT (-122.363411 37.939122)"
"315 GOLDEN GATE AVE","RICHMOND","2018-12-14T00:00:00.000","1",,"CA","94804","POINT (-122.388725 37.92663)"
"448 KEY BLVD","RICHMOND","2020-03-11T00:00:00.000","3",,"CA","94804","POINT (-122.32279 37.934779)"
"360 S 38TH ST","RICHMOND","2019-10-25T00:00:00.000","3",,"CA","94804","POINT (-122.333397 37.926885)"
"5169 COACH DR","RICHMOND","2020-12-30T00:00:00.000","3",,"CA","94804","POINT (-122.258786 37.968605)"
"37 HARBOR VIEW DR","RICHMOND","2020-12-03T00:00:00.000","3",,"CA","94804","POINT (-122.347814 37.908003)"
"2420 GAYNOR AVE","RICHMOND","2014-12-18T00:00:00.000","3",,"CA","94804","POINT (-122.344891 37.944363)"
"2937 MAY RD","RICHMOND","2016-06-23T00:00:00.000","3",,"CA","94804","POINT (-122.292205 37.969061)"
"546 11TH ST","RICHMOND","2016-11-17T00:00:00.000","3",,"CA","94804","POINT (-122.359026 37.939332)"
"5800 COLUMBIA AVE","RICHMOND","2016-08-18T00:00:00.000","1",,"CA","94804","POINT (-122.308508 37.904612)"
"1202 MARITIME WAY","RICHMOND","2019-12-19T00:00:00.000","3",,"CA","94804","POINT (-122.348105 37.917936)"
"646 42ND ST","RICHMOND","2018-08-23T00:00:00.000","2",,"CA","94804","POINT (-122.32857 37.939095)"
"5761 AMEND RD","RICHMOND","2018-07-12T00:00:00.000","3",,"CA","94804","POINT (-122.272141 37.962187)"
"3013 PHILLIPS CT","RICHMOND","2019-01-04T00:00:00.000","1",,"CA","94804","POINT (-122.328024 37.968966)"
"3239 MCBRYDE AVE","RICHMOND","2020-08-19T00:00:00.000","3",,"CA","94804","POINT (-122.335805 37.947052)"
"1918 FLORIDA AVE","RICHMOND","2019-09-07T00:00:00.000","1",,"CA","94804","POINT (-122.350875 37.929417)"
"1663 SANTA CLARA ST","RICHMOND","2019-06-13T00:00:00.000","1",,"CA","94804","POINT (-122.313546 37.911132)"
"5723 SUTTER AVE","RICHMOND","2019-08-08T00:00:00.000","1",,"CA","94804","POINT (-122.311518 37.908068)"
"1608 NORTHSHORE DR","RICHMOND","2021-03-25T00:00:00.000","1",,"CA","94804","POINT (-122.353307 37.91704)"
"4408 FIELDCREST DR","RICHMOND","2015-08-07T00:00:00.000","0",,"CA","94804","POINT (-122.287124 37.977633)"
"430 WOOD GLEN DR","RICHMOND","2020-11-12T00:00:00.000","3",,"CA","94804","POINT (-122.346326 37.9847)"
"6114 HUNTINGTON AVE","RICHMOND","2020-11-18T00:00:00.000","2",,"CA","94804","POINT (-122.307811 37.908071)"
"5130 RAIN CLOUD DR","RICHMOND","2020-09-30T00:00:00.000","2",,"CA","94804","POINT (-122.271462 37.964624)"
"4684 UPLAND DR","RICHMOND","2017-04-21T00:00:00.000","3",,"CA","94804","POINT (-122.298668 37.961987)"
"435 W RICHMOND AVE","RICHMOND","2021-04-08T00:00:00.000","3",,"CA","94804","POINT (-122.388137 37.927862)"
"4965 BUCKBOARD WAY","RICHMOND","2019-06-13T00:00:00.000","3",,"CA","94804","POINT (-122.249466 37.96459)"
"2349 HUMPHREY AVE","RICHMOND","2017-07-21T00:00:00.000","3",,"CA","94804","POINT (-122.346266 37.948493)"
"1811 RHEEM AVE","RICHMOND","2020-09-24T00:00:00.000","3",,"CA","94804","POINT (-122.351713 37.94958)"
"5022 ESMOND AVE","RICHMOND","2019-01-17T00:00:00.000","1",,"CA","94804","POINT (-122.328361 37.945985)"
"677 35TH ST","RICHMOND","2016-05-13T00:00:00.000","1",,"CA","94804","POINT (-122.334487 37.941024)"
"1903 GARVIN AVE","RICHMOND","2020-07-29T00:00:00.000","2",,"CA","94804","POINT (-122.350949 37.943828)"
"936 37TH ST","RICHMOND","2016-04-01T00:00:00.000","2",,"CA","94804","POINT (-122.331926 37.945858)"
"524 32ND ST","RICHMOND","2021-08-11T00:00:00.000","3",,"CA","94804","POINT (-122.337932 37.937692)"
"3220 CENTER AVE","RICHMOND","2018-01-18T00:00:00.000","3",,"CA","94804","POINT (-122.339074 37.930215)"
"2205 RHEEM AVE","RICHMOND","2020-03-26T00:00:00.000","3",,"CA","94804","POINT (-122.347398 37.949786)"
"522 33RD ST","RICHMOND","2018-12-07T00:00:00.000","2",,"CA","94804","POINT (-122.337084 37.937538)"
"4026 ROOSEVELT AVE","RICHMOND","2018-02-16T00:00:00.000","2",,"CA","94804","POINT (-122.330036 37.937591)"
"3821 PAINTED PONY RD","RICHMOND","2018-04-19T00:00:00.000","3",,"CA","94804","POINT (-122.274611 37.977253)"
"601 S 31ST ST","RICHMOND","2018-09-21T00:00:00.000","3",,"CA","94804","POINT (-122.339484 37.923817)"
"1316 GREENWAY DR","RICHMOND","2015-11-28T00:00:00.000","1",,"CA","94804","POINT (-122.31482 37.983041)"
"1300 PARKRIDGE DR","RICHMOND","2018-06-15T00:00:00.000","3",,"CA","94804","POINT (-122.309858 37.982414)"
"5726 SANTA CRUZ AVE","RICHMOND","2016-02-11T00:00:00.000","3",,"CA","94804","POINT (-122.310956 37.907521)"
"5343 FLEMING AVE","RICHMOND","2020-08-05T00:00:00.000","1",,"CA","94804","POINT (-122.318807 37.917103)"
"1031 SUNCREST CT","RICHMOND","2015-05-07T00:00:00.000","2",,"CA","94804","POINT (-122.335349 37.98867)"
"4839 FULL MOON DR","RICHMOND","2021-07-14T00:00:00.000","1",,"CA","94804","POINT (-122.273266 37.975171)"
"2935 MOYERS RD","RICHMOND","2017-12-15T00:00:00.000","2",,"CA","94804","POINT (-122.324825 37.973339)"
"334 S 16TH ST","RICHMOND","2020-12-10T00:00:00.000","1",,"CA","94804","POINT (-122.353997 37.92731)"
"740 21ST ST","RICHMOND","2015-02-20T00:00:00.000","3",,"CA","94804","POINT (-122.349272 37.942979)"
"2926 MOYERS RD","RICHMOND","2019-05-02T00:00:00.000","3",,"CA","94804","POINT (-122.325119 37.973169)"
"2791 JO ANN DR","RICHMOND","2019-08-30T00:00:00.000","2",,"CA","94804","POINT (-122.326862 37.970586)"
"535 41ST ST","RICHMOND","2018-10-04T00:00:00.000","3",,"CA","94804","POINT (-122.329996 37.936728)"
"153 16TH ST","RICHMOND","2017-01-27T00:00:00.000","3",,"CA","94804","POINT (-122.354263 37.933457)"
"3806 CENTER AVE","RICHMOND","2017-06-01T00:00:00.000","0",,"CA","94804","POINT (-122.333565 37.930179)"
"975 37TH ST","RICHMOND","2016-09-09T00:00:00.000","1",,"CA","94804","POINT (-122.331927 37.946585)"
"3082 SUN CT","RICHMOND","2019-05-10T00:00:00.000","3",,"CA","94804","POINT (-122.297509 37.974127)"
"219 PIEDMONT PL","RICHMOND","2015-03-06T00:00:00.000","2",,"CA","94804","POINT (-122.388023 37.926417)"
"627 43RD ST","RICHMOND","2016-02-18T00:00:00.000","1",,"CA","94804","POINT (-122.327854 37.938364)"
"387 BECK ST","RICHMOND","2018-08-17T00:00:00.000","2",,"CA","94804","POINT (-122.336512 37.926787)"
"5377 HEAVENLY RIDGE","RICHMOND","2020-01-02T00:00:00.000","3",,"CA","94804","POINT (-122.271688 37.9691)"
"522 5TH ST","RICHMOND","2021-07-01T00:00:00.000","2",,"CA","94804","POINT (-122.364695 37.938873)"
"2811 TULARE AVE","RICHMOND","2016-09-22T00:00:00.000","3",,"CA","94804","POINT (-122.340637 37.951308)"
"1525 SOLITUDE LN","RICHMOND","2018-03-29T00:00:00.000","1",,"CA","94804","POINT (-122.27003 37.964087)"
"3754 MORNINGSIDE DR","RICHMOND","2019-02-15T00:00:00.000","3",,"CA","94804","POINT (-122.273342 37.974424)"
"233 TANGLEWOOD DR","RICHMOND","2016-05-20T00:00:00.000","2",,"CA","94804","POINT (-122.345874 37.983813)"
"625 37TH ST","RICHMOND","2020-12-17T00:00:00.000","3",,"CA","94804","POINT (-122.333046 37.939036)"
"5740 KNOBCONE DR","RICHMOND","2016-06-24T00:00:00.000","3",,"CA","94804","POINT (-122.279507 37.954121)"
"2951 HOFFMAN BLVD","RICHMOND","2021-03-24T00:00:00.000","3",,"CA","94804","POINT (-122.340684 37.922031)"
"3117 OHIO AVE","RICHMOND","2020-07-01T00:00:00.000","3",,"CA","94804","POINT (-122.339829 37.930905)"
"2101 JETTY DR","RICHMOND","2014-12-18T00:00:00.000","1",,"CA","94804","POINT (-122.346738 37.918257)"
"438 3RD ST","RICHMOND","2015-01-09T00:00:00.000","4",,"CA","94804","POINT (-122.366667 37.937594)"
"635 SONOMA ST","RICHMOND","2016-08-11T00:00:00.000","1",,"CA","94804","POINT (-122.318333 37.940269)"
"408 MCLAUGHLIN ST","RICHMOND","2015-04-03T00:00:00.000","3",,"CA","94804","POINT (-122.323562 37.933988)"
"628 29TH ST","RICHMOND","2014-12-11T00:00:00.000","2",,"CA","94804","POINT (-122.339994 37.940104)"
"657 S 20TH ST","RICHMOND","2019-04-19T00:00:00.000","3",,"CA","94804","POINT (-122.350591 37.922847)"
"5415 BROOKWOOD LN","RICHMOND","2017-12-14T00:00:00.000","3",,"CA","94804","POINT (-122.248479 37.960861)"
"2657 WILART DR","RICHMOND","2017-09-19T00:00:00.000","0",,"CA","94804","POINT (-122.32238 37.96857)"
"1001 TRAILSIDE DR","RICHMOND","2021-04-29T00:00:00.000","1",,"CA","94804","POINT (-122.272595 37.951217)"
"5728 KNOBCONE DR","RICHMOND","2021-07-22T00:00:00.000","3",,"CA","94804","POINT (-122.279667 37.954199)"
"412 SANFORD AVE","RICHMOND","2017-02-03T00:00:00.000","3",,"CA","94804","POINT (-122.36571 37.951964)"
"1300 COALINGA AVE","RICHMOND","2017-06-02T00:00:00.000","3",,"CA","94804","POINT (-122.356773 37.947406)"
"4824 RENO LN","RICHMOND","2019-01-11T00:00:00.000","3",,"CA","94804","POINT (-122.252734 37.96717)"
"580 9TH ST","RICHMOND","2018-03-16T00:00:00.000","2",,"CA","94804","POINT (-122.360862 37.939897)"
"4916 THUNDERHEAD CT","RICHMOND","2015-12-04T00:00:00.000","1",,"CA","94804","POINT (-122.272254 37.974423)"
"3937 SELMI GRV","RICHMOND","2017-12-30T00:00:00.000","1",,"CA","94804","POINT (-122.33946 37.989474)"
"2808 GARVIN AVE","RICHMOND","2016-05-12T00:00:00.000","2",,"CA","94804","POINT (-122.340675 37.943651)"
"204 PARK LN","RICHMOND","2018-04-19T00:00:00.000","2",,"CA","94804","POINT (-122.308701 37.983237)"
"1314 SANTA CLARA ST","RICHMOND","2018-11-23T00:00:00.000","3",,"CA","94804","POINT (-122.321847 37.914592)"
"1347 FRED JACKSON WA","RICHMOND","2020-06-18T00:00:00.000","3",,"CA","94804","POINT (-122.366931 37.952912)"
"1225 S 57TH ST","RICHMOND","2019-11-21T00:00:00.000","3",,"CA","94804","POINT (-122.315554 37.915143)"
"2908 BIRMINGHAM DR","RICHMOND","2020-11-11T00:00:00.000","3",,"CA","94804","POINT (-122.333131 37.971536)"
"3119 STONE CLIFF CT","RICHMOND","2015-09-12T00:00:00.000","3",,"CA","94804","POINT (-122.328793 37.9841)"
"4118 BARRETT AVE","RICHMOND","2021-03-25T00:00:00.000","2",,"CA","94804","POINT (-122.32972 37.935954)"
"5843 SACRAMENTO AVE","RICHMOND","2018-09-20T00:00:00.000","1",,"CA","94804","POINT (-122.308643 37.906127)"
"374 S 50TH ST","RICHMOND","2015-03-05T00:00:00.000","3",,"CA","94804","POINT (-122.322655 37.926491)"
"977 HUMBOLDT ST","RICHMOND","2020-12-16T00:00:00.000","3",,"CA","94804","POINT (-122.326595 37.94802)"
"2034 HELLINGS AVE","RICHMOND","2015-09-03T00:00:00.000","1",,"CA","94804","POINT (-122.349383 37.948124)"
"91 ROCKPORT CT","RICHMOND","2021-05-13T00:00:00.000","3",,"CA","94804","POINT (-122.338572 37.91123)"
"2900 MIRANTE CT","RICHMOND","2021-03-17T00:00:00.000","1",,"CA","94804","POINT (-122.291747 37.964938)"
"1407 JETTY DR","RICHMOND","2021-02-04T00:00:00.000","3",,"CA","94804","POINT (-122.347539 37.918367)"
"3165 FAIRMEDE DR","RICHMOND","2019-06-21T00:00:00.000","3",,"CA","94804","POINT (-122.323231 37.975582)"
"3633 BLACK FEATHER D","RICHMOND","2016-06-09T00:00:00.000","1",,"CA","94804","POINT (-122.277207 37.972937)"
"5118 POTRERO AVE","RICHMOND","2017-08-17T00:00:00.000","3",,"CA","94804","POINT (-122.321344 37.920997)"
"610 24TH ST","RICHMOND","2020-07-08T00:00:00.000","3",,"CA","94804","POINT (-122.345297 37.940233)"
"634 HUMBOLDT ST","RICHMOND","2020-08-20T00:00:00.000","1",,"CA","94804","POINT (-122.322185 37.938796)"
"737 32ND ST","RICHMOND","2020-06-04T00:00:00.000","1",,"CA","94804","POINT (-122.336715 37.942739)"
"5210 MCBRYDE AVE","RICHMOND","2016-12-01T00:00:00.000","3",,"CA","94804","POINT (-122.327285 37.948298)"
"6035 PARK AVE","RICHMOND","2017-09-26T00:00:00.000","1",,"CA","94804","POINT (-122.314622 37.950899)"
"1266 FASCINATION CIR","RICHMOND","2015-05-22T00:00:00.000","3",,"CA","94804","POINT (-122.275211 37.964319)"
"3111 ALTA MIRA DR","RICHMOND","2016-07-22T00:00:00.000","2",,"CA","94804","POINT (-122.326201 37.974947)"
"1244 FAIRWAY DR","RICHMOND","2021-04-08T00:00:00.000","3",,"CA","94804","POINT (-122.31507 37.982074)"
"4233 CENTER AVE","RICHMOND","2018-05-24T00:00:00.000","3",,"CA","94804","POINT (-122.32914 37.929938)"
"3304 PARK RIDGE DR","RICHMOND","2018-09-14T00:00:00.000","2",,"CA","94804","POINT (-122.348847 37.983398)"
"1830 GARVIN AVE","RICHMOND","2019-03-01T00:00:00.000","1",,"CA","94804","POINT (-122.351284 37.943827)"
"2210 VISALIA AVE","RICHMOND","2019-02-21T00:00:00.000","3",,"CA","94804","POINT (-122.348068 37.946692)"
"5800 KIPLING DR","RICHMOND","2019-10-10T00:00:00.000","3",,"CA","94804","POINT (-122.269845 37.961247)"
"615 1ST ST","RICHMOND","2020-02-06T00:00:00.000","3",,"CA","94804","POINT (-122.368418 37.94063)"
"821 33RD ST","RICHMOND","2019-11-15T00:00:00.000","2",,"CA","94804","POINT (-122.335521 37.944)"
"5037 BUCKBOARD WAY","RICHMOND","2016-07-21T00:00:00.000","2",,"CA","94804","POINT (-122.247862 37.964525)"
"728 34TH ST","RICHMOND","2017-06-22T00:00:00.000","3",,"CA","94804","POINT (-122.335052 37.94232)"
"5328 GATELY AVE","RICHMOND","2020-12-19T00:00:00.000","3",,"CA","94804","POINT (-122.31914 37.916332)"
"736 KERN ST","RICHMOND","2016-01-21T00:00:00.000","1",,"CA","94804","POINT (-122.322031 37.943408)"
"110 S 15TH ST","RICHMOND","2019-07-12T00:00:00.000","1",,"CA","94804","POINT (-122.354925 37.930467)"
"1519 SANTA CLARA ST","RICHMOND","2017-03-21T00:00:00.000","0",,"CA","94804","POINT (-122.316407 37.912997)"
"5939 SUTTER AVE","RICHMOND","2017-03-23T00:00:00.000","3",,"CA","94804","POINT (-122.309897 37.908762)"
"1527 HELLINGS AVE","RICHMOND","2015-12-24T00:00:00.000","0",,"CA","94804","POINT (-122.354858 37.94812)"
"2831 NEVIN AVE","RICHMOND","2017-06-08T00:00:00.000","2",,"CA","94804","POINT (-122.341064 37.935988)"
"4037 COLEMAN CIR","RICHMOND","2020-07-16T00:00:00.000","3",,"CA","94804","POINT (-122.341988 37.989185)"
"3724 LONGHORN CT","RICHMOND","2014-12-31T00:00:00.000","2",,"CA","94804","POINT (-122.275057 37.974437)"
"2343 ANDRADE AVE","RICHMOND","2018-02-01T00:00:00.000","2",,"CA","94804","POINT (-122.346395 37.947765)"
"5410 ZARA AVE","RICHMOND","2015-09-03T00:00:00.000","3",,"CA","94804","POINT (-122.320333 37.937833)"
"2818 BISSELL AVE","RICHMOND","2015-12-10T00:00:00.000","3",,"CA","94804","POINT (-122.342236 37.933325)"
"1349 FASCINATION CIR","RICHMOND","2017-07-07T00:00:00.000","1",,"CA","94804","POINT (-122.275129 37.961851)"
"5377 CERRO SUR","RICHMOND","2015-12-03T00:00:00.000","2",,"CA","94804","POINT (-122.247995 37.962687)"
"2838 LINCOLN AVE","RICHMOND","2015-12-10T00:00:00.000","3",,"CA","94804","POINT (-122.34007 37.946365)"
"3657 PARK RIDGE DR","RICHMOND","2020-10-15T00:00:00.000","1",,"CA","94804","POINT (-122.343163 37.992366)"
"3801 NORTHRIDGE DR","RICHMOND","2016-08-11T00:00:00.000","2",,"CA","94804","POINT (-122.335034 37.984941)"
"2510 ANDRADE AVE","RICHMOND","2019-03-22T00:00:00.000","3",,"CA","94804","POINT (-122.344131 37.947769)"
"5510 SOLANO AVE","RICHMOND","2018-02-02T00:00:00.000","1",,"CA","94804","POINT (-122.321886 37.943988)"
"5136 GARVIN AVE","RICHMOND","2020-06-25T00:00:00.000","3",,"CA","94804","POINT (-122.326286 37.944634)"
"5626 BAYVIEW AVE","RICHMOND","2019-09-06T00:00:00.000","3",,"CA","94804","POINT (-122.31584 37.915622)"
"1083 HERITAGE CT","RICHMOND","2021-06-24T00:00:00.000","3",,"CA","94804","POINT (-122.334919 37.98978)"
"47 CREST AVE","RICHMOND","2018-06-28T00:00:00.000","2",,"CA","94804","POINT (-122.386457 37.923492)"
"504 5TH ST","RICHMOND","2018-05-31T00:00:00.000","3",,"CA","94804","POINT (-122.364697 37.938665)"
"3527 CHANSLOR AVE","RICHMOND","2015-04-10T00:00:00.000","2",,"CA","94804","POINT (-122.335748 37.932576)"
"1152 PARKRIDGE DR","RICHMOND","2019-11-07T00:00:00.000","3",,"CA","94804","POINT (-122.308278 37.981415)"
"1083 HERITAGE CT","RICHMOND","2015-03-19T00:00:00.000","6",,"CA","94804","POINT (-122.334919 37.98978)"
"609 36TH ST","RICHMOND","2015-09-25T00:00:00.000","4",,"CA","94804","POINT (-122.334117 37.938638)"
"4051 MOZART DR","RICHMOND","2014-12-26T00:00:00.000","2",,"CA","94804","POINT (-122.316086 37.967769)"
"436 34TH ST","RICHMOND","2019-09-27T00:00:00.000","3",,"CA","94804","POINT (-122.336522 37.936135)"
"2501 MAINE AVE","RICHMOND","2018-03-16T00:00:00.000","3",,"CA","94804","POINT (-122.345517 37.927988)"
"1641 SANTA CLARA ST","RICHMOND","2015-12-18T00:00:00.000","3",,"CA","94804","POINT (-122.313716 37.911393)"
"3006 OHIO AVE","RICHMOND","2017-01-12T00:00:00.000","2",,"CA","94804","POINT (-122.341062 37.930917)"
"2383 MCBRYDE AVE","RICHMOND","2017-05-12T00:00:00.000","3",,"CA","94804","POINT (-122.34554 37.947054)"
"3141 FAIRMEDE DR","RICHMOND","2016-05-19T00:00:00.000","3",,"CA","94804","POINT (-122.32422 37.975453)"
"58 SEA ISLE DR","RICHMOND","2019-12-12T00:00:00.000","3",,"CA","94804","POINT (-122.338927 37.910732)"
"158 S 35TH ST","RICHMOND","2017-05-19T00:00:00.000","3",,"CA","94804","POINT (-122.336679 37.929702)"
"5528 ESMOND AVE","RICHMOND","2016-08-18T00:00:00.000","3",,"CA","94804","POINT (-122.32319 37.947524)"
"948 24TH ST","RICHMOND","2018-11-09T00:00:00.000","3",,"CA","94804","POINT (-122.345364 37.945878)"
"438 28TH ST","RICHMOND","2019-02-21T00:00:00.000","2",,"CA","94804","POINT (-122.341628 37.936789)"
"75 SANDPOINT DR","RICHMOND","2017-05-05T00:00:00.000","3",,"CA","94804","POINT (-122.346127 37.908096)"
"4835 FULL MOON DR","RICHMOND","2017-08-11T00:00:00.000","1",,"CA","94804","POINT (-122.273505 37.975309)"
"612 28TH ST","RICHMOND","2014-12-11T00:00:00.000","1",,"CA","94804","POINT (-122.340975 37.939671)"
"5836 ALAMEDA AVE","RICHMOND","2021-01-27T00:00:00.000","1",,"CA","94804","POINT (-122.313702 37.916335)"
"740 S 41ST ST","RICHMOND","2015-12-17T00:00:00.000","3",,"CA","94804","POINT (-122.330663 37.921931)"
"2728 WISWALL DR","RICHMOND","2020-01-29T00:00:00.000","1",,"CA","94804","POINT (-122.323302 37.970053)"
"3725 BLACK FEATHER D","RICHMOND","2017-06-23T00:00:00.000","1",,"CA","94804","POINT (-122.276146 37.974716)"
"2644 LONGVIEW DR","RICHMOND","2017-04-28T00:00:00.000","3",,"CA","94804","POINT (-122.334857 37.980041)"
"642 39TH ST","RICHMOND","2019-10-03T00:00:00.000","3",,"CA","94804","POINT (-122.331162 37.939328)"
"25 CLEAR WATER CT","RICHMOND","2021-06-30T00:00:00.000","3",,"CA","94804","POINT (-122.277205 37.975352)"
"527 18TH ST","RICHMOND","2019-08-16T00:00:00.000","3",,"CA","94804","POINT (-122.352499 37.938937)"
"1340 SANTA CLARA ST","RICHMOND","2021-01-07T00:00:00.000","3",,"CA","94804","POINT (-122.32075 37.914771)"
"707 ROCK ROSE WAY","RICHMOND","2017-03-31T00:00:00.000","2",,"CA","94804","POINT (-122.337301 37.991578)"
"3786 PAINTED PONY RD","RICHMOND","2015-03-19T00:00:00.000","3",,"CA","94804","POINT (-122.276874 37.976293)"
"5507 VAN FLEET AVE","RICHMOND","2017-07-08T00:00:00.000","2",,"CA","94804","POINT (-122.310708 37.902846)"
"5169 COACH DR","RICHMOND","2018-12-21T00:00:00.000","3",,"CA","94804","POINT (-122.258786 37.968605)"
"1700 MENDOCINO ST","RICHMOND","2018-09-14T00:00:00.000","2",,"CA","94804","POINT (-122.310725 37.911298)"
"629 KERN ST","RICHMOND","2014-11-04T00:00:00.000","3",,"CA","94804","POINT (-122.319825 37.938793)"
"134 S 20TH ST","RICHMOND","2021-04-01T00:00:00.000","3",,"CA","94804","POINT (-122.350374 37.930083)"
"726 30TH ST","RICHMOND","2019-08-02T00:00:00.000","3",,"CA","94804","POINT (-122.338441 37.942887)"
"3150 CHAPARRAL CT","RICHMOND","2016-08-04T00:00:00.000","1",,"CA","94804","POINT (-122.32769 37.984371)"
"1433 RHEEM AVE","RICHMOND","2018-10-05T00:00:00.000","3",,"CA","94804","POINT (-122.355695 37.94958)"
"2986 GROOM DR","RICHMOND","2017-08-17T00:00:00.000","3",,"CA","94804","POINT (-122.329409 37.974613)"
"4410 UTAH DR","RICHMOND","2020-09-02T00:00:00.000","3",,"CA","94804","POINT (-122.297651 37.971037)"
"2226 CARLSON BLVD","RICHMOND","2017-09-01T00:00:00.000","2",,"CA","94804","POINT (-122.308584 37.907851)"
"2958 BIRMINGHAM DR","RICHMOND","2017-09-14T00:00:00.000","0",,"CA","94804","POINT (-122.334219 37.972543)"
"6320 BONITA CT","RICHMOND","2020-02-06T00:00:00.000","3",,"CA","94804","POINT (-122.317276 37.95768)"
"704 FALCON CT","RICHMOND","2020-09-16T00:00:00.000","3",,"CA","94804","POINT (-122.340059 37.989225)"
"2822 ANDRADE AVE","RICHMOND","2018-05-04T00:00:00.000","1",,"CA","94804","POINT (-122.340478 37.947784)"
"5184 HEAVENLY RIDGE","RICHMOND","2018-12-28T00:00:00.000","3",,"CA","94804","POINT (-122.280193 37.969462)"
"5831 VAN FLEET AVE","RICHMOND","2015-04-24T00:00:00.000","2",,"CA","94804","POINT (-122.307624 37.904174)"
"3121 STONE CLIFF CT","RICHMOND","2018-10-12T00:00:00.000","2",,"CA","94804","POINT (-122.328768 37.984066)"
"3656 MORNINGSIDE DR","RICHMOND","2021-02-10T00:00:00.000","3",,"CA","94804","POINT (-122.274988 37.972794)"
"614 18TH ST","RICHMOND","2018-08-09T00:00:00.000","3",,"CA","94804","POINT (-122.352476 37.94055)"
"5600 VISTA DR","RICHMOND","2017-07-27T00:00:00.000","3",,"CA","94804","POINT (-122.346328 37.993768)"
"3707 WOODLAND PL","RICHMOND","2017-05-04T00:00:00.000","3",,"CA","94804","POINT (-122.344339 37.991811)"
"1757 NORTHSHORE DR","RICHMOND","2021-02-11T00:00:00.000","3",,"CA","94804","POINT (-122.353309 37.916847)"
