"dataset_link","u_id","public","derived_view","parent_uid","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner","owner_uid","contactemail","license","publication_stage","published_version_name","published_version_uid","data_provided_by","source_link","api_endpoint","provenance"
"https://performance.cityofcamas.us/d/5wdg-f6mj","5wdg-f6mj","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 36 - 343 Zone Line",,"6","2020-10-27T20:46:00.000Z","2020-10-27T20:46:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/5wdg-f6mj.json","official"
"https://performance.cityofcamas.us/d/a5xg-wydp","a5xg-wydp","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 35 - Meter Upgrades",,"6","2020-10-27T20:41:00.000Z","2020-10-27T20:41:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/a5xg-wydp.json","official"
"https://performance.cityofcamas.us/d/t5us-bytb","t5us-bytb","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 34 - Well 6-14",,"11","2020-10-27T20:35:00.000Z","2020-10-27T20:35:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/t5us-bytb.json","official"
"https://performance.cityofcamas.us/d/7uim-7587","7uim-7587","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 33 - Prune Hill",,"5","2020-10-27T20:29:00.000Z","2020-10-27T20:29:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/7uim-7587.json","official"
"https://performance.cityofcamas.us/d/8a8x-dq2b","8a8x-dq2b","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 40 - 11th Main",,"8","2020-10-27T21:04:00.000Z","2020-10-27T21:04:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/8a8x-dq2b.json","official"
"https://performance.cityofcamas.us/d/c5sk-bzfz","c5sk-bzfz","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 42 - Lac Creek Stn",,"7","2020-10-27T20:24:00.000Z","2020-10-27T20:24:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/c5sk-bzfz.json","official"
"https://performance.cityofcamas.us/d/rg7y-6k34","rg7y-6k34","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 30 - Lake Quality",,"6","2020-10-27T19:58:00.000Z","2020-10-27T19:58:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/rg7y-6k34.json","official"
"https://performance.cityofcamas.us/d/6pyr-fpk7","6pyr-fpk7","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 31 - Vac Truck",,"5","2020-10-27T20:18:00.000Z","2020-10-27T20:18:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/6pyr-fpk7.json","official"
"https://performance.cityofcamas.us/d/pzmi-fexp","pzmi-fexp","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 29 - Lake Dam",,"10","2020-10-27T19:53:00.000Z","2020-10-27T19:53:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/pzmi-fexp.json","official"
"https://performance.cityofcamas.us/d/gecw-hk5p","gecw-hk5p","true","false",,"performance.cityofcamas.us","story","DP 21-22: CDP 28 - Parker SW",,"7","2020-10-27T19:49:00.000Z","2020-10-27T19:49:00.000Z","2021 2022 Budget","budget,decision package,capital projects,biennial budget,capital budget","0","Debra Brooks","g4cp-a7an","",,"published",,,"City of Camas","https://www.cityofcamas.us","https://performance.cityofcamas.us/resource/gecw-hk5p.json","official"
