"date","year","county_code","county","state","days_with_aqi","good","moderate","unhealthysensitivegroups","unhealthy","veryunhealthy","aqi_maximum","aqi_90th_percentile","aqi_median","days_co","days_no2","days_o3","days_so2","days_pm205","days_pm10"
"2010-12-30T00:00:00.000","2010","12095","Orange","FL","365","263","97","5","0","0","133","61","44","0","0","216","0","149","0"
"2010-12-30T00:00:00.000","2010","13121","Fulton","GA","365","152","196","15","2","0","161","87","54","1","0","109","7","247","1"
"2010-12-30T00:00:00.000","2010","42003","Allegheny","PA","365","104","191","53","17","0","200","121","66","0","0","56","34","274","1"
"2010-12-30T00:00:00.000","2010","48453","Travis","TX","365","271","86","8","0","0","122","65","42","0","0","219","0","146","0"
"2010-12-30T00:00:00.000","2010","39049","Franklin","OH","365","182","164","18","1","0","156","84","51","1","0","160","0","201","3"
"2010-12-30T00:00:00.000","2010","37119","Mecklenburg","NC","365","159","182","20","4","0","177","92","54","0","11","167","0","187","0"
"2010-12-30T00:00:00.000","2010","47157","Shelby","TN","365","157","192","16","0","0","136","82","53","3","0","115","0","245","2"
"2010-12-30T00:00:00.000","2010","55079","Milwaukee","WI","365","262","89","13","1","0","166","75","43","0","39","218","0","108","0"
"2010-12-30T00:00:00.000","2010","27053","Hennepin","MN","365","269","93","3","0","0","128","64","34","8","0","0","12","342","3"
"2010-12-30T00:00:00.000","2010","39035","Cuyahoga","OH","365","97","230","37","1","0","154","101","63","0","3","90","65","206","1"
"2010-12-30T00:00:00.000","2010","37183","Wake","NC","365","183","173","9","0","0","143","80","50","0","0","174","0","191","0"
"2011-12-30T00:00:00.000","2011","47157","Shelby","TN","365","194","148","18","5","0","174","87","48","1","0","169","2","193","0"
"2011-12-30T00:00:00.000","2011","12095","Orange","FL","365","263","92","10","0","0","133","64","43","0","1","189","0","175","0"
"2011-12-30T00:00:00.000","2011","55079","Milwaukee","WI","365","224","132","8","1","0","195","74","44","0","16","153","0","196","0"
"2011-12-30T00:00:00.000","2011","37183","Wake","NC","365","209","133","21","2","0","156","87","47","0","0","200","0","165","0"
"2011-12-30T00:00:00.000","2011","48453","Travis","TX","365","225","126","14","0","0","140","84","45","0","1","223","0","141","0"
"2011-12-30T00:00:00.000","2011","42003","Allegheny","PA","365","112","205","42","6","0","200","107","61","0","5","103","26","231","0"
"2011-12-30T00:00:00.000","2011","13121","Fulton","GA","365","179","160","23","3","0","169","93","51","0","0","129","12","224","0"
"2011-12-30T00:00:00.000","2011","39035","Cuyahoga","OH","365","89","246","26","4","0","155","97","62","3","3","56","52","241","10"
"2011-12-30T00:00:00.000","2011","37119","Mecklenburg","NC","365","169","164","24","8","0","169","97","52","0","5","187","0","173","0"
"2011-12-30T00:00:00.000","2011","27053","Hennepin","MN","365","258","107","0","0","0","96","64","36","11","0","0","1","351","2"
"2011-12-30T00:00:00.000","2011","39049","Franklin","OH","365","191","160","10","4","0","156","80","49","0","0","115","0","250","0"
"2012-12-30T00:00:00.000","2012","27053","Hennepin","MN","366","285","80","1","0","0","104","58","33","10","0","0","6","349","1"
"2012-12-30T00:00:00.000","2012","47157","Shelby","TN","366","206","130","24","5","1","220","90","48","0","0","192","0","174","0"
"2012-12-30T00:00:00.000","2012","39049","Franklin","OH","366","197","145","21","2","1","201","90","49","0","0","157","0","206","3"
"2012-12-30T00:00:00.000","2012","42003","Allegheny","PA","366","129","179","53","5","0","172","109","5705","0","7","125","47","186","1"
"2012-12-30T00:00:00.000","2012","12095","Orange","FL","366","309","51","6","0","0","140","58","39","0","1","216","0","149","0"
"2012-12-30T00:00:00.000","2012","13121","Fulton","GA","366","197","153","12","4","0","190","76","48","0","0","129","0","236","1"
"2012-12-30T00:00:00.000","2012","37119","Mecklenburg","NC","366","218","128","16","4","0","166","84","4605","0","0","195","0","171","0"
"2012-12-30T00:00:00.000","2012","39035","Cuyahoga","OH","366","95","215","47","9","0","192","108","6305","8","1","89","48","209","11"
"2012-12-30T00:00:00.000","2012","37183","Wake","NC","366","247","112","6","1","0","161","64","44","0","0","178","0","188","0"
"2012-12-30T00:00:00.000","2012","55079","Milwaukee","WI","366","218","118","21","9","0","185","90","45","0","8","193","1","164","0"
"2012-12-30T00:00:00.000","2012","48453","Travis","TX","366","249","109","6","2","0","172","75","44","0","1","230","0","135","0"
"2013-12-30T00:00:00.000","2013","55079","Milwaukee","WI","365","221","141","3","0","0","112","72","45","0","5","130","0","229","1"
"2013-12-30T00:00:00.000","2013","12095","Orange","FL","365","318","46","1","0","0","108","53","37","0","0","219","0","146","0"
"2013-12-30T00:00:00.000","2013","42003","Allegheny","PA","365","164","183","17","1","0","190","81","52","0","1","109","27","228","0"
"2013-12-30T00:00:00.000","2013","37183","Wake","NC","365","248","117","0","0","0","90","62","44","0","0","118","0","247","0"
"2013-12-30T00:00:00.000","2013","47157","Shelby","TN","365","234","128","3","0","0","122","67","44","0","0","165","0","200","0"
"2013-12-30T00:00:00.000","2013","39035","Cuyahoga","OH","365","155","202","7","1","0","151","76","54","10","9","79","48","207","12"
"2013-12-30T00:00:00.000","2013","37119","Mecklenburg","NC","365","268","95","2","0","0","101","63","43","0","4","189","0","170","2"
"2013-12-30T00:00:00.000","2013","39049","Franklin","OH","365","226","133","6","0","0","136","65","45","0","3","142","0","220","0"
"2013-12-30T00:00:00.000","2013","13121","Fulton","GA","365","268","94","2","1","0","177","62","41","1","0","132","0","231","1"
"2013-12-30T00:00:00.000","2013","48453","Travis","TX","365","249","112","4","0","0","129","70","44","0","1","208","0","156","0"
"2013-12-30T00:00:00.000","2013","27053","Hennepin","MN","365","278","87","0","0","0","93","62","37","0","55","117","1","192","0"
"2014-12-30T00:00:00.000","2014","47157","Shelby","TN","365","242","120","3","0","0","136","67","44","0","7","146","0","212","0"
"2014-12-30T00:00:00.000","2014","12095","Orange","FL","365","303","61","1","0","0","126","56","39","0","1","220","0","144","0"
"2014-12-30T00:00:00.000","2014","42003","Allegheny","PA","365","167","178","19","1","0","155","85","53","0","2","90","34","238","1"
"2014-12-30T00:00:00.000","2014","13121","Fulton","GA","365","248","110","7","0","0","140","64","44","1","22","125","0","217","0"
"2014-12-30T00:00:00.000","2014","55079","Milwaukee","WI","365","234","126","5","0","0","129","71","44","0","15","145","0","203","2"
"2014-12-30T00:00:00.000","2014","39035","Cuyahoga","OH","365","189","163","12","1","0","173","80","50","6","17","78","53","177","34"
"2014-12-30T00:00:00.000","2014","48453","Travis","TX","365","249","116","0","0","0","97","67","44","0","11","184","0","169","1"
"2014-12-30T00:00:00.000","2014","39049","Franklin","OH","365","218","141","6","0","0","115","68","47","0","14","116","1","233","1"
"2014-12-30T00:00:00.000","2014","37119","Mecklenburg","NC","365","240","123","2","0","0","105","66","45","0","7","185","0","173","0"
"2014-12-30T00:00:00.000","2014","37183","Wake","NC","365","217","148","0","0","0","100","64","47","0","3","137","0","225","0"
"2014-12-30T00:00:00.000","2014","27053","Hennepin","MN","365","249","116","0","0","0","95","64","41","0","43","62","1","259","0"
"2015-12-30T00:00:00.000","2015","37183","Wake","NC","365","233","129","3","0","0","105","64","45","0","2","170","0","193","0"
"2015-12-30T00:00:00.000","2015","47157","Shelby","TN","365","260","101","4","0","0","129","64","42","0","10","181","0","174","0"
"2015-12-30T00:00:00.000","2015","12095","Orange","FL","365","313","51","1","0","0","101","54","38","0","0","207","0","158","0"
"2015-12-30T00:00:00.000","2015","42003","Allegheny","PA","365","154","186","23","2","0","175","93","53","0","0","124","26","214","1"
"2015-12-30T00:00:00.000","2015","37119","Mecklenburg","NC","365","245","111","9","0","0","129","71","44","0","7","209","0","149","0"
"2015-12-30T00:00:00.000","2015","48453","Travis","TX","365","239","116","10","0","0","150","74","44","0","21","198","0","146","0"
"2015-12-30T00:00:00.000","2015","27053","Hennepin","MN","365","223","139","3","0","0","119","65","45","0","15","66","0","161","123"
"2015-12-30T00:00:00.000","2015","55079","Milwaukee","WI","365","266","96","3","0","0","112","64","41","0","14","188","0","162","1"
