"quarter","all","felony","misdemeanor"
"2014-01-01T00:00:00.000","27.7279","51.4287","10.2272"
"2014-02-01T00:00:00.000","33.1439","58.4407","11.7654"
"2014-03-01T00:00:00.000","28.485","49.9709","9.2307"
"2014-04-01T00:00:00.000","29.2394","53.0359","10.2963"
"2014-05-01T00:00:00.000","31.6354","56.5305","9.7555"
"2014-06-01T00:00:00.000","31.7866","56.3161","10.7223"
"2014-07-01T00:00:00.000","28.2822","50.2705","9.6262"
"2014-08-01T00:00:00.000","28.2276","50.0257","9.3867"
"2014-09-01T00:00:00.000","30.6543","53.9763","10.5423"
"2014-10-01T00:00:00.000","28.9572","50.9125","10.5206"
"2014-11-01T00:00:00.000","28.9594","47.4202","11.226"
"2014-12-01T00:00:00.000","26.8402","47.5104","8.8599"
"2015-01-01T00:00:00.000","29.7145","53.0446","8.6777"
"2015-02-01T00:00:00.000","34.59","59.2232","8.0481"
"2015-03-01T00:00:00.000","30.7569","55.1551","8.0163"
"2015-04-01T00:00:00.000","38.6597","67.3147","11.7159"
"2015-05-01T00:00:00.000","32.5327","57.1524","9.116"
"2015-06-01T00:00:00.000","36.1207","63.0644","8.801"
"2015-07-01T00:00:00.000","38.1094","68.5035","8.5915"
"2015-08-01T00:00:00.000","38.6418","70.7143","7.9183"
"2015-09-01T00:00:00.000","32.082","57.1735","8.2362"
"2015-10-01T00:00:00.000","31.2421","55.6239","8.9954"
"2015-11-01T00:00:00.000","32.8391","55.3126","9.5911"
"2015-12-01T00:00:00.000","37.8406","66.2072","8.1393"
"2016-01-01T00:00:00.000","32.81","57.3444","8.4163"
"2016-02-01T00:00:00.000","32.5342","54.4384","7.4868"
"2016-03-01T00:00:00.000","35.7367","60.1366","9.0646"
"2016-04-01T00:00:00.000","35.3821","59.8522","8.5698"
"2016-05-01T00:00:00.000","44.9995","71.7012","9.5434"
"2016-06-01T00:00:00.000","42.4958","70.3651","9.081"
"2016-07-01T00:00:00.000","39.674","66.22","8.0718"
"2016-08-01T00:00:00.000","36.5908","58.4798","9.4715"
"2016-09-01T00:00:00.000","35.8964","59.8128","8.8889"
"2016-10-01T00:00:00.000","35.1126","57.1778","9.2112"
"2016-11-01T00:00:00.000","41.0261","66.6463","9.7303"
"2016-12-01T00:00:00.000","35.5302","57.4438","10.4128"
"2017-01-01T00:00:00.000","33.9287","57.9524","9.6337"
"2017-02-01T00:00:00.000","41.9743","68.8489","10.5983"
"2017-03-01T00:00:00.000","37.3398","59.212","10.9467"
"2017-04-01T00:00:00.000","33.8864","56.1131","10.0918"
"2017-05-01T00:00:00.000","37.9045","61.915","9.8772"
"2017-06-01T00:00:00.000","46.2215","74.1406","10.7253"
"2017-07-01T00:00:00.000","32.3377","51.9991","8.9333"
"2017-08-01T00:00:00.000","36.0621","59.3246","8.5585"
"2017-09-01T00:00:00.000","34.7329","57.2305","8.6694"
"2017-10-01T00:00:00.000","38.6148","64.6119","8.757"
"2017-11-01T00:00:00.000","36.8548","60.7092","9.0588"
"2017-12-01T00:00:00.000","29.5835","49.4562","7.8712"
"2018-01-01T00:00:00.000","34.0769","61.0157","8.655"
"2018-02-01T00:00:00.000","37.2613","62.2355","8.4554"
"2018-03-01T00:00:00.000","30.2519","50.007","7.7729"
"2018-04-01T00:00:00.000","39.9443","67.1105","6.8689"
"2018-05-01T00:00:00.000","36.6816","62.2327","7.4663"
"2018-06-01T00:00:00.000","30.0673","47.6936","7.4299"
"2018-07-01T00:00:00.000","29.0594","48.4874","6.8007"
"2018-08-01T00:00:00.000","33.1829","51.8469","8.3445"
"2018-09-01T00:00:00.000","26.5981","41.3559","7.1812"
"2018-10-01T00:00:00.000","35.1978","54.5863","8.3432"
"2018-11-01T00:00:00.000","29.555","45.904","9.1611"
"2018-12-01T00:00:00.000","36.7925","56.6699","9.4993"
"2019-01-01T00:00:00.000","30.1778","48.8454","8.5782"
"2019-02-01T00:00:00.000","32.9506","51.9328","9.3491"
"2019-03-01T00:00:00.000","37.9419","61.4671","8.4525"
"2019-04-01T00:00:00.000","36.9567","59.1385","10.1464"
"2019-05-01T00:00:00.000","31.7583","50.3046","9.7949"
"2019-06-01T00:00:00.000","36.188","56.7136","12.3233"
"2019-07-01T00:00:00.000","42.3132","66.3048","13.0333"
"2019-08-01T00:00:00.000","46.1056","71.1928","12.2997"
"2019-09-01T00:00:00.000","49.3645","76.5139","13.6033"
"2019-10-01T00:00:00.000","40.6106","60.5457","14.1239"
"2019-11-01T00:00:00.000","43.8027","65.5693","14.044"
"2019-12-01T00:00:00.000","41.8897","65.5428","12.7484"
"2020-01-01T00:00:00.000","38.7396","62.318","10.8648"
"2020-02-01T00:00:00.000","39.0683","60.4943","11.204"
"2020-03-01T00:00:00.000","44.4618","65.2467","12.6506"
"2020-04-01T00:00:00.000","47.1533","54.099","29.0586"
"2020-05-01T00:00:00.000","53.1607","69.7202","12.5746"
"2020-06-01T00:00:00.000","69.2784","91.639","15.9339"
"2020-07-01T00:00:00.000","52.0277","68.7563","14.4358"
"2020-08-01T00:00:00.000","46.6849","61.5651","10.0035"
"2020-09-01T00:00:00.000","52.7506","71.3848","12.3295"
"2020-10-01T00:00:00.000","50.4504","68.5659","8.3582"
"2020-11-01T00:00:00.000","42.7182","58.8311","10.3029"
"2020-12-01T00:00:00.000","59.4591","80.432","8.6401"
"2021-01-01T00:00:00.000","49.6885","68.9834","9.9843"
"2021-02-01T00:00:00.000","42.3128","56.6936","10.5085"
"2021-03-01T00:00:00.000","53.9574","74.8507","8.0021"
"2021-04-01T00:00:00.000","39.7629","59.9492","5.0934"
"2021-05-01T00:00:00.000","60.1743","84.1345","10.1391"
"2021-06-01T00:00:00.000","67.1457","95.4688","8.3438"
"2021-07-01T00:00:00.000","58.9692","88.1882","7.8595"
"2021-08-01T00:00:00.000","80.8301","122.3908","6.9765"
"2021-09-01T00:00:00.000","57.0163","84.8546","10.4239"
"2021-10-01T00:00:00.000","56.7022","84.1098","7.8524"
"2021-11-01T00:00:00.000","56.9628","84.7791","9.4462"
"2021-12-01T00:00:00.000","77.1112","110.9247","11.2018"
"2022-01-01T00:00:00.000","46.9097","69.9015","9.164"
"2022-02-01T00:00:00.000","58.0792","82.3244","12.0859"
"2022-03-01T00:00:00.000","59.6551","90.0568","8.3783"
"2022-04-01T00:00:00.000","52.5371","77.7384","10.4685"
"2022-05-01T00:00:00.000","51.7702","81.2421","8.6988"
"2022-06-01T00:00:00.000","57.8249","87.7525","9.2628"
"2022-07-01T00:00:00.000","60.2712","92.2279","10.2646"
"2022-08-01T00:00:00.000","60.5224","92.1148","10.3857"
"2022-09-01T00:00:00.000","126.6829","224.7727","13.7778"
