"incident_number","date","time","age","sex","race","last_30_days","patrolzone","patrolzonexy"
,"08/23/2020","00:00","18","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20127607","10/03/2020","00:44","21","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20106811","08/23/2020","06:04","41","F","W","No","204","POINT (-73.764880997752 42.650626996415)"
"20127632","10/03/2020","01:49","21","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20127632","10/03/2020","01:49","21","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20127632","10/03/2020","01:49","21","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20127976","10/03/2020","20:41","65","F","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20108581","08/26/2020","17:15","33","F","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20064695","05/26/2020","16:33","21","M","H","No","103","POINT (-73.776430210341 42.676455086247)"
"20064672","05/26/2020","15:20","26","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20064652","05/26/2020","14:40","33","F","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20064648","05/26/2020","14:19","38","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20064711","05/26/2020","16:52","27","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20108507","08/26/2020","15:11","43","F","H","No","102","POINT (-73.775051594881 42.652317943495)"
"20108502","08/26/2020","15:05","27","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20167610","12/29/2020","14:55","35","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20108439","08/26/2020","12:47","28","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20108263","08/26/2020","03:49","24","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20079830","06/27/2020","10:06","42","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20140360","10/29/2020","14:53","24","F","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20128111","10/04/2020","04:45","26","M","B","No","106","POINT (-73.812625819355 42.665422425667)"
"20096591","08/02/2020","07:03","60","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20096791","08/02/2020","19:09","29","F","I","No","109","POINT (-73.785056205674 42.655440005232)"
"20065156","05/27/2020","15:24","27","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20064935","05/27/2020","02:48","69","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20064960","05/27/2020","06:07","51","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20034255","03/09/2020","22:07","31","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20065547","05/28/2020","10:32","21","M","B","No","204","POINT (-73.764880997752 42.650626996415)"
"20034802","03/10/2020","23:12","30","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20034802","03/10/2020","23:12","26","F","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20035211","03/11/2020","17:56","66","F","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20035350","03/12/2020","00:40","84","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20035349","03/12/2020","00:35","31","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20035350","03/12/2020","00:40","84","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20035366","03/12/2020","01:42","50","M","B","No","203","POINT (-73.781746725049 42.636101731163)"
"20035350","03/12/2020","00:40","84","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20035349","03/12/2020","00:35","25","M","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20035350","03/12/2020","00:40","84","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"21000710","01/02/2021","16:22","25","M","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20167512","12/29/2020","11:02","35","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"21000041","01/01/2021","01:27","30","F","W","No","101","POINT (-73.779431578042 42.666832835593)"
"21000811","01/02/2021","20:49","32","F","W","No","101","POINT (-73.779431578042 42.666832835593)"
"21010453","01/26/2021","02:43","25","M","B","Yes","101","POINT (-73.779431578042 42.666832835593)"
"20035844","03/12/2020","22:35","27","F","B","No","204","POINT (-73.764880997752 42.650626996415)"
"20035893","03/13/2020","00:59","50","F","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20036028","03/13/2020","09:34","20","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20036076","03/13/2020","11:27","50","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20036669","03/14/2020","13:04","42","M","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20036878","03/14/2020","20:24","23","F","W","No","203","POINT (-73.781746725049 42.636101731163)"
"20036883","03/14/2020","20:31","36","M","B","No","203","POINT (-73.781746725049 42.636101731163)"
"20036928","03/14/2020","22:14","22","F","A","No","203","POINT (-73.781746725049 42.636101731163)"
"20037080","03/15/2020","04:38","19","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20037080","03/15/2020","04:38","19","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20065676","05/28/2020","15:29","26","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20065791","05/28/2020","19:17","53","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20038073","03/17/2020","15:12","33","M","B","No","209","POINT (-73.740415174498 42.666432008146)"
"20038159","03/17/2020","20:22","22","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20038526","03/18/2020","18:15","36","F","W","No","209","POINT (-73.740415174498 42.666432008146)"
"20038653","03/19/2020","00:09","25","F","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20140350","10/29/2020","14:39","32","F","W","No","201","POINT (-73.763909085255 42.628714605775)"
"20038653","03/19/2020","00:09","39","F","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20108756","08/27/2020","01:17","19","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20080514","06/28/2020","22:35","30","M","W","No","204","POINT (-73.764880997752 42.650626996415)"
"20039515","03/21/2020","08:13","49","M","W","No","103","POINT (-73.776430210341 42.676455086247)"
"20065918","05/29/2020","02:05","51","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20109060","08/27/2020","16:38","32","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20040077","03/22/2020","21:38","1",,,"No","206","POINT (-73.753308488287 42.659852974374)"
"20039937","03/22/2020","14:21","31","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20040712","03/24/2020","17:12","21","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20040149","03/23/2020","04:03","41","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20040549","03/24/2020","08:51","43","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20066318","05/29/2020","19:42","39","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20066152","05/29/2020","14:42","21","F","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20128111","10/04/2020","04:45","26","M","B","No","106","POINT (-73.812625819355 42.665422425667)"
"20128056","10/04/2020","00:23","29","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20128149","10/04/2020","08:21","58","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20128372","10/04/2020","19:41","31","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20096408","08/01/2020","19:59","39","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20168294","12/31/2020","05:14","26","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20168289","12/31/2020","03:17","22","M","W","No","103","POINT (-73.776430210341 42.676455086247)"
"20109213","08/27/2020","22:22","26","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20108756","08/27/2020","01:17","20","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20167510","12/29/2020","10:55","38","F","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20048496","04/15/2020","18:34","39","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20108955","08/27/2020","13:43","65","M","B","No","204","POINT (-73.764880997752 42.650626996415)"
"20108756","08/27/2020","01:17","20","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20108756","08/27/2020","01:17","18","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20108756","08/27/2020","01:17","18","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"21010588","01/26/2021","11:19","59","F","W","Yes","107","POINT (-73.797970248884 42.678839726372)"
"21011115","01/27/2021","12:14","30","M","W","Yes","202","POINT (-73.757813044036 42.644585953194)"
"21000830","01/02/2021","21:52","33","M","H","No","101","POINT (-73.779431578042 42.666832835593)"
"21000041","01/01/2021","01:27","26","F","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20040712","03/24/2020","17:12","18","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20040549","03/24/2020","08:51",,"F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20048677","04/16/2020","11:15","43","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20049238","04/17/2020","23:49","42","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20049370","04/18/2020","14:22","52","F","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20128808","10/05/2020","18:50","62","M","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20049567","04/19/2020","02:17","54","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20049588","04/19/2020","05:25","57","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20049567","04/19/2020","02:17","52","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20034795","03/10/2020","23:03","31","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20049790","04/19/2020","19:56","25","M","B","No","105","POINT (-73.817050656525 42.64607074564)"
"20046265","04/09/2020","16:08","38","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20050924","04/22/2020","22:43","69","F","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20050468","04/21/2020","20:11","69","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20035693","03/12/2020","16:37","50","F","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20028939","02/28/2020","17:23","50","F","B","No","209","POINT (-73.740415174498 42.666432008146)"
"20068847","06/03/2020","16:53","24","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20077253","06/22/2020","08:00","20","M","H","No","202","POINT (-73.757813044036 42.644585953194)"
"20066643","05/30/2020","16:32","47","M","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20030630","03/03/2020","02:43","25","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20036799","03/14/2020","17:57","71","M","B","No","203","POINT (-73.781746725049 42.636101731163)"
"20039777","03/21/2020","23:28","42","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20050048","04/20/2020","15:22","81","F","B","No","105","POINT (-73.817050656525 42.64607074564)"
"20056997","05/08/2020","17:01","52","F","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20109235","08/28/2020","00:10","19","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20109540","08/28/2020","14:04","58","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20064177","05/25/2020","15:50","25","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20145590","11/09/2020","15:16","35","F","B","No","104","POINT (-73.794458968403 42.658301503618)"
"21000158","01/01/2021","07:50","44","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20145729","11/09/2020","20:28","30","M","B","No","204","POINT (-73.764880997752 42.650626996415)"
"20032897","03/07/2020","10:30","45","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20038122","03/17/2020","17:54","27","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20072679","06/12/2020","09:52","58","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20080955","06/29/2020","21:16","49","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20110253","08/29/2020","21:00","28","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20122646","09/23/2020","07:21","29","F","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20146016","11/10/2020","13:02","31","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20146907","11/12/2020","12:56","25","F","W","No","203","POINT (-73.781746725049 42.636101731163)"
"21000918","01/03/2021","05:10","52","F","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20074908","06/17/2020","16:12","41","F","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20080841","06/29/2020","16:15","19","M","B","No","106","POINT (-73.812625819355 42.665422425667)"
"20032721","03/06/2020","22:18","28","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20056272","05/06/2020","21:29","51","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20054928","05/03/2020","15:09","46","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"21000710","01/02/2021","16:22","25","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20030019","03/02/2020","01:03","17","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20071979","06/10/2020","16:44","54","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20056265","05/06/2020","20:43","22","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20041037","03/25/2020","14:45","19","M","H","No","201","POINT (-73.763909085255 42.628714605775)"
"20042818","03/30/2020","17:52","30","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20073706","06/14/2020","22:57","28","F","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20032897","03/07/2020","10:30","45","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"21001179","01/04/2021","00:50","70","M","W","No","205","POINT (-73.751921403635 42.650620372849)"
"20056852","05/08/2020","10:05","25","M","H","No","104","POINT (-73.794458968403 42.658301503618)"
"20097464","08/04/2020","11:40","35","M","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20080741","06/29/2020","13:01","58","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20146706","11/12/2020","00:24","22","M","W","No",,
"20098376","08/06/2020","03:55","43","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20098376","08/06/2020","03:55","43","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20099329","08/07/2020","22:07","35","M","A","No",,
"20041080","03/25/2020","16:36","25","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20042034","03/28/2020","08:07","59","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20051164","04/23/2020","17:31","25","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20051818","04/25/2020","14:31","45","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20051904","04/25/2020","17:51","23","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20051915","04/25/2020","18:45","24","M","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20099632","08/08/2020","15:13","55","M","H","No","103","POINT (-73.776430210341 42.676455086247)"
"20052258","04/26/2020","16:16","36","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20052512","04/27/2020","09:59","39","F","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20147813","11/14/2020","12:17","53","M","W","No","201","POINT (-73.763909085255 42.628714605775)"
"20059661","05/15/2020","13:57","57","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20071610","06/09/2020","19:36","41","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20099912","08/09/2020","03:55","31","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20081155","06/30/2020","10:10","30","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20064035","05/25/2020","08:21","37","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20099912","08/09/2020","03:55","31","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20039989","03/22/2020","16:30","53","F","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20061531","05/19/2020","21:30","38","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"21001646","01/05/2021","02:43","59","F","W","No","108","POINT (-73.769417826333 42.666456988125)"
"21001649","01/05/2021","03:18","24","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"21001679","01/05/2021","06:14","29","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"21001646","01/05/2021","02:43","37","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"21001687","01/05/2021","06:54","25","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"21001959","01/05/2021","17:07","50","F","W","No","204","POINT (-73.764880997752 42.650626996415)"
"21001646","01/05/2021","02:43","37","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"21001646","01/05/2021","02:43","59","F","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20038939","03/19/2020","19:21","60","F","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20051446","04/24/2020","15:07","39","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20100062","08/09/2020","14:22","51","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20100062","08/09/2020","14:22","51","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20061836","05/20/2020","17:10","42","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20041080","03/25/2020","16:36","23","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20110239","08/29/2020","20:31","20","F","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20109855","08/29/2020","00:42","60","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20070386","06/07/2020","00:07","22","F","W","No","205","POINT (-73.751921403635 42.650620372849)"
"20109881","08/29/2020","01:38","34","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20110963","08/31/2020","12:35","46","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20082419","07/02/2020","22:48","33","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20082091","07/02/2020","10:27","41","F","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20082281","07/02/2020","17:43","27","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20082635","07/03/2020","12:25","45","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20082873","07/03/2020","22:58","21","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20082873","07/03/2020","22:58","19","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20082446","07/03/2020","00:05","38","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20083772","07/05/2020","13:46","43","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20084702","07/07/2020","13:43","51","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20084652","07/07/2020","12:03","31","M","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20085303","07/08/2020","17:59","47","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20085477","07/09/2020","07:36","20","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20085543","07/09/2020","09:52",,"M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20086079","07/10/2020","10:49","60","F","W","No","205","POINT (-73.751921403635 42.650620372849)"
"20052813","04/28/2020","04:12","38","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20085098","07/08/2020","12:27","45","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20085098","07/08/2020","12:27","45","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20086562","07/11/2020","11:32","65","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20086443","07/11/2020","02:05","21","M",,"No","109","POINT (-73.785056205674 42.655440005232)"
"20086430","07/11/2020","01:24","19","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20052811","04/28/2020","03:37","20","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20086768","07/11/2020","19:42","25","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20100198","08/09/2020","20:57","59","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20055831","05/05/2020","20:04","60","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20055763","05/05/2020","17:04","23","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20056252","05/06/2020","20:25","22","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20056244","05/06/2020","20:02","25","M","W","No","103","POINT (-73.776430210341 42.676455086247)"
"20056244","05/06/2020","19:53","25","F","W","No","103","POINT (-73.776430210341 42.676455086247)"
"20056282","05/06/2020","21:47","27","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20056244","05/06/2020","19:53","27","F","W","No","103","POINT (-73.776430210341 42.676455086247)"
"20056247","05/06/2020","20:07","19","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20056177","05/06/2020","17:17","41","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20055922","05/06/2020","00:25","33","F","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20056177","05/06/2020","17:17","57","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20056247","05/06/2020","20:07","19","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20056087","05/06/2020","13:05","38","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20110411","08/30/2020","08:15","58","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20110331","08/30/2020","00:31","19","M","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20110354","08/30/2020","02:32","47","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20056310","05/07/2020","00:04","54","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20056432","05/07/2020","10:42","45","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20056603","05/07/2020","19:00","49","F","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20056497","05/07/2020","14:31","55","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20056603","05/07/2020","19:00","33","F","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20110333","08/30/2020","00:39","20","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20056551","05/07/2020","16:58","60","M","W","No",,
"20056632","05/07/2020","20:16","37","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20056499","05/07/2020","14:40","62","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20056530","05/07/2020","15:46","17","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20056513","05/07/2020","15:18","25","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20057091","05/08/2020","22:29","21","M","B","No","204","POINT (-73.764880997752 42.650626996415)"
"20057102","05/08/2020","23:07","42","F","B","No","203","POINT (-73.781746725049 42.636101731163)"
"20057091","05/08/2020","22:29","16","F","B","No","204","POINT (-73.764880997752 42.650626996415)"
"20056721","05/08/2020","01:21","22","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20056987","05/08/2020","16:40","21","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20056997","05/08/2020","17:01","32","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20057091","05/08/2020","22:29","20","M","B","No","204","POINT (-73.764880997752 42.650626996415)"
"20110354","08/30/2020","02:32","43","F","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20110965","08/31/2020","12:43","58","F","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20129464","10/07/2020","09:30","58","F","W","No","201","POINT (-73.763909085255 42.628714605775)"
"20129992","10/07/2020","18:30","43","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20129992","10/07/2020","18:30","38","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20112454","09/03/2020","02:54","27","M","H","No","101","POINT (-73.779431578042 42.666832835593)"
"20112840","09/03/2020","18:40","45","F","B","No",,
"20130387","10/08/2020","11:13","21","F","W","No",,
"20130317","10/08/2020","09:51","28","M","O","No","205","POINT (-73.751921403635 42.650620372849)"
"20057386","05/09/2020","19:46","29","F","H","No","108","POINT (-73.769417826333 42.666456988125)"
"20057371","05/09/2020","18:25","24","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20057386","05/09/2020","19:23","41","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20057369","05/09/2020","18:24","23","M","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20057404","05/09/2020","20:40","52","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20057361","05/09/2020","18:07","37","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20057367","05/09/2020","18:19","25","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20057369","05/09/2020","18:24","23","M","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20057375","05/09/2020","18:44","21","M","H","No","108","POINT (-73.769417826333 42.666456988125)"
"20057369","05/09/2020","18:24","23","M","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20057386","05/09/2020","19:23","27","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20057365","05/09/2020","18:14","41","M","W","No","103","POINT (-73.776430210341 42.676455086247)"
"20057307","05/09/2020","15:48","32","F","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20057369","05/09/2020","18:24","23","M","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20057319","05/09/2020","16:19","29","M","A","No","202","POINT (-73.757813044036 42.644585953194)"
"20057286","05/09/2020","14:23","22","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20057372","05/09/2020","18:27","40","F","H","No","108","POINT (-73.769417826333 42.666456988125)"
"20130758","10/08/2020","22:21","27","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20087121","07/12/2020","17:25","41","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20100570","08/10/2020","16:48","21","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20086926","07/12/2020","05:15","53","M","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20100660","08/10/2020","20:32","30","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20130793","10/09/2020","00:55","32","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20130808","10/09/2020","03:01","49","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20130804","10/09/2020","02:21","24","M","W","No","207","POINT (-73.761586992056 42.663792095488)"
,"07/13/2020","12:13","31","F","W","No","203","POINT (-73.781746725049 42.636101731163)"
"20100886","08/11/2020","11:09","22","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20100886","08/11/2020","11:09","22","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20130803","10/09/2020","01:55","20","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20130793","10/09/2020","00:55","32","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20112983","09/04/2020","00:27","20","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20101460","08/12/2020","12:02","84","M","W","No","105","POINT (-73.817050656525 42.64607074564)"
"20101318","08/12/2020","08:10","48","M","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20088954","07/16/2020","18:15","24","M","H","No","201","POINT (-73.763909085255 42.628714605775)"
"20089807","07/18/2020","16:07","46","M","W","No","204","POINT (-73.764880997752 42.650626996415)"
"20091161","07/21/2020","15:05","31","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20091560","07/22/2020","11:14","24","F","W","No","105","POINT (-73.817050656525 42.64607074564)"
