"citation","incident","date","time","age","sex","code","code_description","day","violation_category","priority","patrolzone","patrolzone_xy","last_30_days"
"APD*0302FSS86Z","22121237","2022-08-24T00:00:00.000","08:03pm","18","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","110","POINT (-73.848687575844 42.696827302738)","true"
"APD*0307DLWL21","21126496","2021-09-22T00:00:00.000","08:56am","65","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","101","POINT (-73.779431578042 42.666832835593)","false"
"APD*0307FJJLZW","22078661","2022-06-08T00:00:00.000","10:41am","63","M","03750400I0","OPER M/V W/O STOP LIGHTS","WEDNESDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0307F630G0","22028928","2022-03-02T00:00:00.000","10:30am","33","M","040200100I","REGIS PLATE DISPLAY VIOLATION","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0307F62TNF","22028899","2022-03-02T00:00:00.000","09:22am","51","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","203","POINT (-73.781746725049 42.636101731163)","false"
"APD*0103FJKR8F","22078919","2022-06-08T00:00:00.000","07:00pm","47","M","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","WEDNESDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0302FSSL23","22121289","2022-08-24T00:00:00.000","10:27pm","45","M","112800C0I0","SLOW TRAFFIC-FAIL KEEP RIGHT","WEDNESDAY","All Other","5","209","POINT (-73.740415174498 42.666432008146)","true"
"APD*0303FLNJ75","22089225","2022-06-28T00:00:00.000","09:55am","38","M","112400000I","FAIL PASSNG MV TO RETURN RIGHT","TUESDAY","All Other","5",,,"false"
"APD*0306FBBG8R","22048010","2022-04-11T00:00:00.000","06:34am","26","M","03750T10I0","EQUIP VIOL-FRONT WINDSHIELD NON/TRANSPARENT","MONDAY","All Other","5","107","POINT (-73.797970248884 42.678839726372)","false"
"APD*0307F630QH","22028928","2022-03-02T00:00:00.000","10:30am","33","M","03750XA00I","WINDSHIELD/GLASS TINT VIOL","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0370FSQV66","22120919","2022-08-24T00:00:00.000","09:29am","38","F","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5",,,"true"
"APD*0307DT0CVG","21157077","2021-11-18T00:00:00.000","11:48am","22","M","04030010I0","FAIL TO ATTACH STICKER TO M/V","THURSDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0304FJK0ZL","22078740","2022-06-08T00:00:00.000","01:44pm","23","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2",,,"false"
"APD*0103FJL272","22078960","2022-06-08T00:00:00.000","09:15pm","36","M","03750A10I0","EQUIP VIOL-NO/INADEQUATE LIGHTS","WEDNESDAY","All Other","5",,,"false"
"APD*0307DT0D37","21157077","2021-11-18T00:00:00.000","11:48am","22","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0103FJL2DZ","22078960","2022-06-08T00:00:00.000","09:15pm","36","M","116300A0I0","ILL SIGNAL - UNSAFE/FAIL TO","WEDNESDAY","All Other","5",,,"false"
"APD*0103FJL1RG","22078960","2022-06-08T00:00:00.000","09:15pm","36","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"false"
"APD*0307FRWGQX","22109687","2022-08-04T00:00:00.000","07:41am","45","F","050900200I","DRIVE MV W/O PROPER LICENSE","THURSDAY","All Other","5",,,"true"
"APD*0301FPZNFL","22106559","2022-07-29T00:00:00.000","09:36am","48","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5",,,"false"
"APD*0304FJK27W","22078747","2022-06-08T00:00:00.000","02:03pm","18","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2",,,"false"
"APD*0302FBCGXK","22048282","2022-04-11T00:00:00.000","02:14pm","19","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","208","POINT (-73.757143579235 42.675655301837)","false"
"APD*0208FJKDMQ","22078829","2022-06-08T00:00:00.000","04:33pm","30","M","0512000U0M","OPER MV-REGISTRATION SUSPENDED","WEDNESDAY","All Other","5","206","POINT (-73.753308488287 42.659852974374)","false"
"APD*0307FJJM98","22078661","2022-06-08T00:00:00.000","10:41am","63","M","037503000I","OPER MV WITH OBSTRUCTED VISION","WEDNESDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0307F27MLS","22011511","2022-01-25T00:00:00.000","09:14am","43","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","TUESDAY","All Other","5",,,"false"
"APD*0307DT0D7V","21157077","2021-11-18T00:00:00.000","11:48am","22","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","THURSDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0103F63W84","22029150","2022-03-02T00:00:00.000","05:09pm","23","M","117200A0I0","FAIL TO STOP-STOP SIGN","WEDNESDAY","STOPSIGN","3",,,"false"
"APD*0306F62N9R","22028870","2022-03-02T00:00:00.000","08:04am","34","M","117400A0I0","FAIL TO STOP FOR SCHOOL BUS","WEDNESDAY","All Other","5",,,"false"
"APD*0307F0R831","22004890","2022-01-11T00:00:00.000","12:22pm","20","M","112400000I","FAIL PASSNG MV TO RETURN RIGHT","TUESDAY","All Other","5",,,"false"
"APD*0307F0QS62","22004800","2022-01-11T00:00:00.000","08:58am","36","M","117200A0I0","FAIL TO STOP-STOP SIGN","TUESDAY","STOPSIGN","3","106","POINT (-73.812625819355 42.665422425667)","false"
"APD*0307F0QV90","22004816","2022-01-11T00:00:00.000","09:22am","42","F","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5",,,"false"
"APD*0302F63MRL","22029074","2022-03-02T00:00:00.000","03:23pm","41","M","031901P0I0","PERMIT TO OPERATE MOTOR VEHICLE W/O INSURANCE","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0302F63DDW","22029009","2022-03-02T00:00:00.000","01:32pm","60","M","116300D0I0","ILL SIGNAL:PARKED","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0301FBC887","22048200","2022-04-11T00:00:00.000","12:34pm","20","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5",,,"false"
"APD*0306F62PW9","22028879","2022-03-02T00:00:00.000","08:28am","25","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","107","POINT (-73.797970248884 42.678839726372)","false"
"APD*0301F62Z4X","22028918","2022-03-02T00:00:00.000","10:17am","28","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"false"
"APD*0301F633M7","22028953","2022-03-02T00:00:00.000","11:24am","23","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"false"
"APD*0370FSR6R6","22120988","2022-08-24T00:00:00.000","12:11pm","63","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"true"
"APD*0301FPZV2W","22106591","2022-07-29T00:00:00.000","11:01am","24","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","FRIDAY","All Other","5",,,"false"
"APD*0302F63SBT","22029129","2022-03-02T00:00:00.000","04:35pm","57","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0305DLWQTZ","21126524","2021-09-22T00:00:00.000","10:10am","19","M","03750T20I0","EQUI VIO-SIDEWING/SIDE WINDOW/NON/TRANSAPRENT","WEDNESDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0302F63SP7","22029129","2022-03-02T00:00:00.000","04:35pm","57","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0307F4LBJ7","22022315","2022-02-16T00:00:00.000","11:19am","56","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","WEDNESDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0306F4KZR1","22022249","2022-02-16T00:00:00.000","08:56am","22","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2",,,"false"
"APD*0307F630XT","22028928","2022-03-02T00:00:00.000","10:30am","33","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0306FBC02T","22048139","2022-04-11T00:00:00.000","10:31am","30","M","118000D0I0","SPEED VIOL  POSTED LIMIT","MONDAY","SPEEDING","2",,,"false"
"APD*0302F63DFR","22029009","2022-03-02T00:00:00.000","01:32pm","60","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0307F62Z3V","22028917","2022-03-02T00:00:00.000","10:14am","18","F","1225D010I0","FAIL TO SHOW CONVICTION RECORD","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*TS03DLWTRZ","21126548","2021-09-22T00:00:00.000","10:56am","34","F","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5",,,"false"
"APD*0302F63W10","22029156","2022-03-02T00:00:00.000","05:15pm","57","M","112700A0I0","ONE WAY VIOL-DESIGNATED ROAD","WEDNESDAY","All Other","5",,,"false"
"APD*0307FLNV55","22089271","2022-06-28T00:00:00.000","11:19am","22","F","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","107","POINT (-73.797970248884 42.678839726372)","false"
"APD*0307F630TJ","22028928","2022-03-02T00:00:00.000","10:30am","33","M","037503100I","MUFFLER EXHAUST SYSTEM VIOL","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0302F63QP4","22029109","2022-03-02T00:00:00.000","04:10pm","55","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5",,,"false"
"APD*0301FPZVKJ","22106591","2022-07-29T00:00:00.000","11:01am","24","M","112800A0I0","FAILURE TO STAY IN SINGLE LANE","FRIDAY","All Other","5",,,"false"
"APD*0302DMSXTN","21131453","2021-09-30T00:00:00.000","10:12pm","19","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","THURSDAY","All Other","5","110","POINT (-73.848687575844 42.696827302738)","false"
"APD*TS03DMR952","21131073","2021-09-30T00:00:00.000","09:31am","28","M","04030010I0","FAIL TO ATTACH STICKER TO M/V","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0307DT0DLG","21157077","2021-11-18T00:00:00.000","11:48am","22","M","050900800I","FAIL TO NOTIFY CHANGE OF HOME","THURSDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0305DQWN0Z","21147003","2021-10-29T00:00:00.000","09:30pm","26","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0303FLNB8S","22089178","2022-06-28T00:00:00.000","08:34am","32","M","118000D0I0","SPEED VIOL  POSTED LIMIT","TUESDAY","SPEEDING","2",,,"false"
"APD*0307F6311J","22028928","2022-03-02T00:00:00.000","10:30am","33","M","1229C0300I","DRIVER/PASS W/O FRNT SEAT BELT","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0302F63MJM","22029074","2022-03-02T00:00:00.000","03:23pm","41","M","040200100I","REGIS PLATE DISPLAY VIOLATION","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0305DLWWN0","21126569","2021-09-22T00:00:00.000","11:20am","22","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","WEDNESDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0307F63131","22028928","2022-03-02T00:00:00.000","10:30am","33","M","037501800I","OPER MV W/O SIGNALS/FLASHERS","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0301F1H4VR","22008054","2022-01-18T00:00:00.000","08:43am","30","M","117200A0I0","FAIL TO STOP-STOP SIGN","TUESDAY","STOPSIGN","3",,,"false"
"APD*BE9474872",,"2022-03-19T00:00:00.000","01:22am","43","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","SATURDAY","SPEEDING","2","209","POINT (-73.740415174498 42.666432008146)","false"
"APD*0307FLN98N","22089155","2022-06-28T00:00:00.000","08:04am","35","F","040100300I","FAIL TO NOTIFY CHNG OF ADDRESS","TUESDAY","All Other","5","104","POINT (-73.794458968403 42.658301503618)","false"
"APD*0301FQJ43Z","22109259","2022-08-03T00:00:00.000","01:01pm","61","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"true"
"APD*0208FQJNJR","22109375","2022-08-03T00:00:00.000","05:08pm","18","F","114000A0I0","FAIL TO YIELD RIGHT-OF-WAY","WEDNESDAY","All Other","5","209","POINT (-73.740415174498 42.666432008146)","true"
"APD*0301FQJ160","22109232","2022-08-03T00:00:00.000","12:17pm","67","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"true"
"APD*0302FSSKT8","22121289","2022-08-24T00:00:00.000","10:27pm","45","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","209","POINT (-73.740415174498 42.666432008146)","true"
"APD*0215F1HP50","22008165","2022-01-18T00:00:00.000","12:47pm","39","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","201","POINT (-73.763909085255 42.628714605775)","false"
"APD*0305DLWZPP","21126593","2021-09-22T00:00:00.000","11:55am","24","F","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0307F4LB2N","22022315","2022-02-16T00:00:00.000","11:19am","56","M","037601A0I0","OPERATE MOTOR VEHICLE WITHOUT SIGNAL DEVICES/REFLECTORS","WEDNESDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0304FQ02NC","22106632","2022-07-29T00:00:00.000","12:40pm","32","M","03750A10I0","EQUIP VIOL-NO/INADEQUATE LIGHTS","FRIDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0304FJK51L","22078771","2022-06-08T00:00:00.000","02:43pm","52","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5","110","POINT (-73.848687575844 42.696827302738)","false"
"APD*0304FHDTXF","22072876","2022-05-28T00:00:00.000","09:26pm","34","F","037502A00I","FAILURE TO TURN HEAD LAMPS ON","SATURDAY","All Other","5",,,"false"
"APD*0305FHDW28","22072880","2022-05-28T00:00:00.000","09:40pm","30","F","04100010I0","OPER UNREGISTERED MOTORCYCLE","SATURDAY","All Other","5",,,"false"
"APD*0304FHF1J7","22072898","2022-05-28T00:00:00.000","10:13pm","40","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","SATURDAY","SPEEDING","2",,,"false"
"APD*0305FLQ2PJ","22089598","2022-06-28T00:00:00.000","09:40pm","21","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","110","POINT (-73.848687575844 42.696827302738)","false"
"APD*0305DQWVD9","21147038","2021-10-29T00:00:00.000","11:03pm","21","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","FRIDAY","All Other","5",,,"false"
"APD*0301F4KXJV","22022241","2022-02-16T00:00:00.000","08:38am","25","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"false"
"APD*0307DLWPVK","21126519","2021-09-22T00:00:00.000","09:57am","27","M","120100A0I0","STOP/STAND/PARK VIOL HIGHWAY","WEDNESDAY","All Other","5","101","POINT (-73.779431578042 42.666832835593)","false"
"APD*CB02FLPW4D","22089534","2022-06-28T00:00:00.000","07:41pm","48","F","119202-AAUM0","AGGRAVATED DWI .18 OF 1% OR MORE ALCOHOL","TUESDAY","All Other","5",,,"false"
"APD*0103FHD495","22072719","2022-05-28T00:00:00.000","04:04pm","35","M","060001A0I0","OPER LEAVES SCENE OF PROPERTY DAMAGE ACC","SATURDAY","All Other","5","103","POINT (-73.776430210341 42.676455086247)","false"
"APD*0307DLWR3Z","21126519","2021-09-22T00:00:00.000","09:57am","27","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","WEDNESDAY","All Other","5","101","POINT (-73.779431578042 42.666832835593)","false"
"APD*0102FLNXM7","22089332","2022-06-28T00:00:00.000","01:09pm","22","M","117200A0I0","FAIL TO STOP-STOP SIGN","TUESDAY","STOPSIGN","3","101","POINT (-73.779431578042 42.666832835593)","false"
"APD*0115F4MD0L",,"2022-02-16T00:00:00.000","07:30pm","25","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5",,,"false"
"APD*0214FHCXMP","22072705","2022-05-28T00:00:00.000","02:39pm","51","M","1229C0300I","DRIVER/PASS W/O FRNT SEAT BELT","SATURDAY","All Other","5",,,"false"
"APD*0305DLWWKL","21126569","2021-09-22T00:00:00.000","11:20am","22","M","03750T20I0","EQUI VIO-SIDEWING/SIDE WINDOW/NON/TRANSAPRENT","WEDNESDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0104DMR6JQ","21131042","2021-09-30T00:00:00.000","08:50am","22","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","THURSDAY","REDLIGHT","1",,,"false"
"APD*CS10DT19GH","21157263","2021-11-18T00:00:00.000","06:52pm","28","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5",,,"false"
"APD*CB02DSZ8SX","21156913","2021-11-18T00:00:00.000","02:30am","27","F","119202-AAUM0","AGGRAVATED DWI .18 OF 1% OR MORE ALCOHOL","THURSDAY","All Other","5",,,"false"
"APD*0999F4KGHB","22022179","2022-02-16T00:00:00.000","03:30am","44","M","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","WEDNESDAY","All Other","5","201","POINT (-73.763909085255 42.628714605775)","false"
"APD*0302F4LLF1","22022375","2022-02-16T00:00:00.000","01:29pm","41","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0301FMQKMP","22095077","2022-07-08T00:00:00.000","10:24am","24","M","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2",,,"false"
"APD*0306FBBKZM","22048023","2022-04-11T00:00:00.000","07:29am","68","M","1225D010I0","FAIL TO SHOW CONVICTION RECORD","MONDAY","All Other","5",,,"false"
"APD*0304FHF1D2","22072898","2022-05-28T00:00:00.000","10:13pm","40","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","SATURDAY","REDLIGHT","1",,,"false"
"APD*0301FQHH8W","22109124","2022-08-03T00:00:00.000","08:19am","50","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"true"
"APD*CB02FMS9NT","22095393","2022-07-08T00:00:00.000","08:02pm","76","M","1192002U0M","OPER MV 10 OF 1 PCT ALCOHOL 1ST","FRIDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0999FMRM83","22095325","2022-07-08T00:00:00.000","05:33pm","40","F","112900A0I0","FOLLOWING TOO CLOSE","FRIDAY","All Other","5","201","POINT (-73.763909085255 42.628714605775)","false"
"APD*0301FQHTBL","22109194","2022-08-03T00:00:00.000","10:47am","28","F","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5",,,"true"
"APD*0301FMQD1B","22094966","2022-07-08T00:00:00.000","09:00am","39","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5",,,"false"
"APD*CB02FMSBXS","22095393","2022-07-08T00:00:00.000","08:02pm","76","M","12270010I0","DRINKING ALCOHOL IN M/V ON HWY","FRIDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0301FQHG4X","22109118","2022-08-03T00:00:00.000","08:02am","46","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"true"
"APD*CB02FMS9NT","22095393","2022-07-08T00:00:00.000","08:02pm","76","M","1192002U0M","OPER MV 10 OF 1 PCT ALCOHOL 1ST","FRIDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0107FQHTPW","22109177","2022-08-03T00:00:00.000","09:55am","64","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","103","POINT (-73.776430210341 42.676455086247)","true"
"APD*0301FMQKT6","22095077","2022-07-08T00:00:00.000","10:24am","24","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","FRIDAY","All Other","5",,,"false"
"APD*0302F4LNHX","22022397","2022-02-16T00:00:00.000","02:03pm","52","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0307FLN8KG","22089155","2022-06-28T00:00:00.000","08:04am","35","F","112900A0I0","FOLLOWING TOO CLOSE","TUESDAY","All Other","5","104","POINT (-73.794458968403 42.658301503618)","false"
"APD*0307DT0DDT","21157077","2021-11-18T00:00:00.000","11:48am","22","M","116300B0I0","ILL SIGNAL:LESS THAN 100 FEET","THURSDAY","All Other","5","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0306F4KXL0","22022242","2022-02-16T00:00:00.000","08:38am","63","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2",,,"false"
"APD*0307DVHB6G","21163543","2021-12-02T00:00:00.000","01:00pm","53","M","118000D0I0","SPEED VIOL  POSTED LIMIT","THURSDAY","SPEEDING","2","105","POINT (-73.817050656525 42.64607074564)","false"
"APD*0305DLWZ2F","21126585","2021-09-22T00:00:00.000","11:46am","47","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","101","POINT (-73.779431578042 42.666832835593)","false"
"APD*0307FGJ2L9","22068198","2022-05-20T00:00:00.000","12:32pm","41","F","037502200I","OPERATE MV WITH BROKEN GLASS","FRIDAY","All Other","5","102","POINT (-73.775051594881 42.652317943495)","false"
"APD*0302F4LT9W","22022451","2022-02-16T00:00:00.000","03:19pm","29","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","WEDNESDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0302FBC7Z4","22048189","2022-04-11T00:00:00.000","12:23pm","26","M","1225D010I0","FAIL TO SHOW CONVICTION RECORD","MONDAY","All Other","5","208","POINT (-73.757143579235 42.675655301837)","false"
"APD*0301DLWDLB","21126467","2021-09-22T00:00:00.000","07:39am","30","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5",,,"false"
"APD*0107FLQ399","22089596","2022-06-28T00:00:00.000","09:49pm","18","M","040200400I","OPER MV WITH IMPROPER PLATES","TUESDAY","All Other","5","105","POINT (-73.817050656525 42.64607074564)","false"
"APD*0307F4L285","22022262","2022-02-16T00:00:00.000","09:29am","43","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","104","POINT (-73.794458968403 42.658301503618)","false"
"APD*0203FGKHRJ","22068488","2022-05-20T00:00:00.000","11:14pm","31","F","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","FRIDAY","All Other","5","203","POINT (-73.781746725049 42.636101731163)","false"
"APD*0305DLWSX3","21126539","2021-09-22T00:00:00.000","10:44am","73","F","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","109","POINT (-73.785056205674 42.655440005232)","false"
"APD*0302F4LN7M","22022397","2022-02-16T00:00:00.000","02:03pm","52","M","1225C2A0I0","DRIVE WHILE USING MOBILE PHONE","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0307DVGTR9","21163429","2021-12-02T00:00:00.000","09:17am","30","M","050900800I","FAIL TO NOTIFY CHANGE OF HOME","THURSDAY","All Other","5",,,"false"
"APD*0215F1HPQG","22008165","2022-01-18T00:00:00.000","12:56pm","27","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","201","POINT (-73.763909085255 42.628714605775)","false"
"APD*0304FJK4VG","22078771","2022-06-08T00:00:00.000","02:43pm","52","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","110","POINT (-73.848687575844 42.696827302738)","false"
"APD*0307F4LBBW","22022315","2022-02-16T00:00:00.000","11:19am","56","M","03750A40I0","EQUIP VIOLATION-NO/INADEQUATE PLATE LAMP","WEDNESDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0307FGJ4DF","22068208","2022-05-20T00:00:00.000","12:48pm","26","F","050900200I","DRIVE MV W/O PROPER LICENSE","FRIDAY","All Other","5","102","POINT (-73.775051594881 42.652317943495)","false"
"APD*0101FKKK50","22084058","2022-06-18T00:00:00.000","02:47am","21","M","051101AUM3","AGGRAVATED UNLICENSED OPERATION OF A MOTOR VEHICLE-3RD","SATURDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0307F3ZF1K","22019311","2022-02-10T00:00:00.000","01:39pm","41","F","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","206","POINT (-73.753308488287 42.659852974374)","false"
"APD*0306F62MSF","22028865","2022-03-02T00:00:00.000","07:57am","53","F","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","WEDNESDAY","REDLIGHT","1",,,"false"
"APD*0303FLNHP9","22089225","2022-06-28T00:00:00.000","09:55am","38","M","118000D0I0","SPEED VIOL  POSTED LIMIT","TUESDAY","SPEEDING","2",,,"false"
"APD*0305FLQ2PJ","22089598","2022-06-28T00:00:00.000","09:40pm","21","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","110","POINT (-73.848687575844 42.696827302738)","false"
"APD*0103FC886G","22052543","2022-04-19T00:00:00.000","10:38pm","20","F","037502A00I","FAILURE TO TURN HEAD LAMPS ON","TUESDAY","All Other","5","106","POINT (-73.812625819355 42.665422425667)","false"
"APD*0302DVHNMK","21163613","2021-12-02T00:00:00.000","03:39pm","30","M","116300D0I0","ILL SIGNAL:PARKED","THURSDAY","All Other","5","209","POINT (-73.740415174498 42.666432008146)","false"
"APD*TS03DWVGK8","21169764","2021-12-15T00:00:00.000","09:36am","18","M","03750400I0","OPER M/V W/O STOP LIGHTS","WEDNESDAY","All Other","5",,,"false"
"APD*0302F63MPN","22029074","2022-03-02T00:00:00.000","03:23pm","41","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
