"incident_number","date","time","age","sex","race","last_30_days","neighborhoodassociation","neighborhoodxy"
"20147813","11/14/2020","12:17","53","M","W","No",,
"21021953","02/22/2021","10:27","59","F","W","Yes","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20110963","08/31/2020","12:35","46","M","B","No",,
"20122646","09/23/2020","07:21","29","F","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20148197","11/15/2020","11:48","20","M","B","No","Mansion","POINT (-73.7586477974 42.645152019)"
"20148115","11/15/2020","05:42","67","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20129464","10/07/2020","09:30","58","F","W","No","South End","POINT (-73.7592617522 42.6392747943)"
"20129992","10/07/2020","18:30","38","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20129992","10/07/2020","18:30","43","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20130387","10/08/2020","11:13","21","F","W","No",,
"20130758","10/08/2020","22:21","27","M","B","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20130317","10/08/2020","09:51","28","M","O","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20148457","11/16/2020","01:46","21","F","B","No","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"20149899","11/19/2020","08:45","36","F","W","No",,
"20156249","12/04/2020","04:41","17","F","B","No",,
"20042034","03/28/2020","08:07","59","M","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20149904","11/19/2020","08:54","37","M","B","No",,
"20130793","10/09/2020","00:55","32","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20150357","11/20/2020","06:36","59","M","B","No",,
"21009901","01/24/2021","18:53","25","M","W","No",,
"20042603","03/30/2020","01:05","32","M","B","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20042762","03/30/2020","14:17","18","F","B","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"21009964","01/24/2021","22:57","39","M","W","No","Park South","POINT (-73.7732191679 42.6541973756)"
"21022424","02/23/2021","11:22","47","F","W","Yes",,
"20130803","10/09/2020","01:55","20","M","B","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20130793","10/09/2020","00:55","32","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20130804","10/09/2020","02:21","24","M","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20130808","10/09/2020","03:01","49","M","B","No","Washington Square","POINT (-73.7718254949 42.6617090681)"
"20130793","10/09/2020","00:55","28","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20130793","10/09/2020","00:55","28","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20094487","07/29/2020","09:55","19","F","H","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20094623","07/29/2020","00:24","36","M","O","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20150778","11/20/2020","23:20","22","M","H","No","Mansion","POINT (-73.7586477974 42.645152019)"
"21002020","01/05/2021","19:18","45","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20131298","10/10/2020","01:11","33","M","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20042317","03/29/2020","03:07","26","F","B","No","Washington Square","POINT (-73.7718254949 42.6617090681)"
"21009271","01/23/2021","02:45","23","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"21009271","01/23/2021","02:45","23","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"21009518","01/23/2021","18:35","23","M","B","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"21022184","02/22/2021","19:50","53","F","B","Yes","South End","POINT (-73.7592617522 42.6392747943)"
"20042317","03/29/2020","03:07","30","F","B","No","Washington Square","POINT (-73.7718254949 42.6617090681)"
"21009760","01/24/2021","11:03","59","F","W","No","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"20042309","03/29/2020","02:26","26","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20042309","03/29/2020","02:26","32","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20042317","03/29/2020","03:07","32","F","B","No","Washington Square","POINT (-73.7718254949 42.6617090681)"
"20043935","04/02/2020","23:37","37","M","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20043738","04/02/2020","12:03","38","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20051915","04/25/2020","18:45","24","M","W","No","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"20051818","04/25/2020","14:31","45","M","B","No","Park South","POINT (-73.7732191679 42.6541973756)"
"20060632","05/17/2020","20:26","20","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20060466","05/17/2020","11:31","37","F","H","No",,
"20060632","05/17/2020","20:26","19","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20060486","05/17/2020","12:57","32","M","B","No","Helderberg","POINT (-73.7942911217 42.6514058554)"
"20060632","05/17/2020","20:26","20","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20108955","08/27/2020","13:43","65","M","B","No",,
"20094661","07/29/2020","02:16","33","M","H","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20094673","07/29/2020","03:47","58","M","B","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20094662","07/29/2020","02:25","30","M","B","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20094678","07/29/2020","04:46","51","M","B","No","Park South","POINT (-73.7732191679 42.6541973756)"
"20094673","07/29/2020","03:47","38","M","W","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20108756","08/27/2020","01:17","20","F","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20108756","08/27/2020","01:17","18","F","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20108756","08/27/2020","01:17","18","F","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20108756","08/27/2020","01:17","19","M","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20095104","07/30/2020","02:12","34","M","B","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20095246","07/30/2020","11:24","67","M","W","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20095069","07/30/2020","00:13","43","M","W","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20109060","08/27/2020","16:38","32","M","W","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20095450","07/30/2020","19:09","27","M","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20108756","08/27/2020","01:17","20","M","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20109213","08/27/2020","22:22","26","M","B","No","Washington Square","POINT (-73.7718254949 42.6617090681)"
"20095720","07/31/2020","12:13","29","F","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20095851","07/31/2020","16:58","21","F","W","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20131298","10/10/2020","01:11","24","F","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20095894","07/31/2020","17:57","31","F","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20095894","07/31/2020","17:57","31","F","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20131631","10/10/2020","19:37",,"M","B","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20131307","10/10/2020","02:10","40","M","B","No",,
"20095708","07/31/2020","11:17","21","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20131631","10/10/2020","19:37",,"M","B","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20131311","10/10/2020","02:34","40","M","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20131304","10/10/2020","01:49","44","M","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20131311","10/10/2020","02:34","28","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20150844","11/21/2020","03:51","29","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20150855","11/21/2020","04:22","44","M","W","No","West End","POINT (-73.7781040852 42.6749695802)"
"20151570","11/23/2020","02:57","31","M","B","No","Park South","POINT (-73.7732191679 42.6541973756)"
"20153024","11/26/2020","15:03","40","F","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20153217","11/27/2020","02:48","23","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20153365","11/27/2020","12:03","33","F","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20153949","11/28/2020","18:40","47","M","W","No","New Scotland / Woodlawn","POINT (-73.7953552245 42.6572094368)"
"20154006","11/28/2020","22:41","24","M","B","No",,
"20096408","08/01/2020","19:59","39","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20154405","11/30/2020","00:30","38","M","W","No","Whitehall","POINT (-73.7989165096 42.6461078219)"
"20154561","11/30/2020","11:24","25","M","B","No","Park South","POINT (-73.7732191679 42.6541973756)"
"20154413","11/30/2020","01:11","21","F","W","No",,
"20096791","08/02/2020","19:09","29","F","I","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20096591","08/02/2020","07:03","60","M","W","No",,
"20154625","11/30/2020","13:38","33","M",,"No","Downtown","POINT (-73.7532379834 42.6495622808)"
"21001646","01/05/2021","02:43","37","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"21001959","01/05/2021","17:07","50","F","W","No",,
"21001646","01/05/2021","02:43","78","M","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"21001646","01/05/2021","02:43","59","F","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"21001646","01/05/2021","02:43","37","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20097464","08/04/2020","11:40","35","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20098376","08/06/2020","03:55","43","M","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20098376","08/06/2020","03:55","43","F","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20099329","08/07/2020","22:07","35","M","A","No",,
"20099632","08/08/2020","15:13","55","M","H","No","West End","POINT (-73.7781040852 42.6749695802)"
"20100198","08/09/2020","20:57","59","M","W","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20099912","08/09/2020","03:55","31","M","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20099912","08/09/2020","03:55","31","M","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20100062","08/09/2020","14:22","51","M","W","No",,
"20100062","08/09/2020","14:22","51","M","W","No",,
"20100660","08/10/2020","20:32","30","M","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20100570","08/10/2020","16:48","21","M","B","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20100886","08/11/2020","11:09","22","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20100886","08/11/2020","11:09","22","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"21001646","01/05/2021","02:43","59","F","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20131986","10/11/2020","16:52","58","F","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20131785","10/11/2020","03:52","42","M","W","No","West End","POINT (-73.7781040852 42.6749695802)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20132141","10/12/2020","02:32","24","M","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20133015","10/14/2020","03:26","38","M","B","No",,
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20133985","10/15/2020","22:04","31","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20133508","10/15/2020","01:59","18","F","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20134095","10/16/2020","05:11","19","F","H","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20052811","04/28/2020","03:37","19","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20135225","10/18/2020","19:02","26","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20134930","10/18/2020","01:22","26","F","B","No","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"20134901","10/18/2020","00:13","24","F","B","No",,
"20135270","10/18/2020","21:34","26","F","H","No",,
"20135225","10/18/2020","19:02","25","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20134930","10/18/2020","01:22","23","F","B","No","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"20135323","10/19/2020","00:51","31","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20135323","10/19/2020","00:51","36","M","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20135323","10/19/2020","00:51","36","M","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20135323","10/19/2020","00:51","31","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20064956","05/27/2020","05:56","34","F","B","No","Delaware Area","POINT (-73.7808874143 42.639906085)"
"20136182","10/20/2020","21:03","41","M","B","No","Campus Area","POINT (-73.8190201566 42.6848032061)"
"20136206","10/20/2020","22:58","24","M","H","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20136257","10/21/2020","01:43","41","M","W","No","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"20136357","10/21/2020","08:52","57","F","W","No",,
"20136255","10/21/2020","01:23","38","F","B","No","Washington Square","POINT (-73.7718254949 42.6617090681)"
"20137089","10/22/2020","17:14","45","F","B","No","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"20136914","10/22/2020","10:52","21","M","B","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20136265","10/21/2020","02:03","25","M","H","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20137906","10/24/2020","04:28","24","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"21012264","01/30/2021","00:35","21","M",,"Yes","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"20027459","02/25/2020","18:34","19","M","B","No","New Scotland / Woodlawn","POINT (-73.7953552245 42.6572094368)"
"20027737","02/26/2020","12:45","28","M","B","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20027768","02/26/2020","13:46","36","F","B","No","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20027572","02/26/2020","00:48","33","M","B","No",,
"20027737","02/26/2020","12:45","21","M","B","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20027573","02/26/2020","00:53","23","M","B","No","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"21010608","01/26/2021","12:07","36","M","W","Yes",,
"21012865","01/31/2021","17:05","40","M","W","Yes","West Hill","POINT (-73.764844247 42.6666911887)"
"21002118","01/06/2021","01:15","22","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"21012365","01/30/2021","11:03","59","F","W","Yes","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"21012264","01/30/2021","00:35","18","F","W","Yes","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"21012226","01/29/2021","21:40","60","M","W","Yes","West Hill","POINT (-73.764844247 42.6666911887)"
"21011315","01/27/2021","20:08","20","F","B","Yes",,
"20028489","02/27/2020","21:05","26","M","B","No",,
"20028057","02/27/2020","00:49","31","M","B","No","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"20060624","05/17/2020","20:19","37","F",,"No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20028602","02/28/2020","05:14","26","M","W","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20029102","02/28/2020","22:52","35","M","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20028571","02/28/2020","01:11","50","M","W","No",,
"20029501","02/29/2020","19:06",,"M","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20029814","03/01/2020","13:17","26","M","B","No","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"20030062","03/02/2020","06:11","53","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20137906","10/24/2020","04:28","27","M","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20138033","10/24/2020","12:45","58","F","W","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"20137876","10/24/2020","02:31","42","M","W","No",,
"20137884","10/24/2020","03:08","23","M","B","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20028659","02/28/2020","08:18","50","F","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20029102","02/28/2020","22:52","34","M","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20060632","05/17/2020","20:26","18","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20101460","08/12/2020","12:02","84","M","W","No",,
"20032147","03/05/2020","20:08","23","M","W","No",,
"20101335","08/12/2020","08:30","33","M","B","No",,
"20074574","06/16/2020","21:41","32","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20101318","08/12/2020","08:10","48","M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20073746","06/15/2020","00:37","38","M","B","No","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"20051904","04/25/2020","17:51","23","M","B","No","Downtown","POINT (-73.7532379834 42.6495622808)"
"21014021","02/03/2021","13:27","43","M","W","Yes",,
"21012264","01/30/2021","00:54","22","M","W","Yes","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"21002422","01/06/2021","18:14","63","M","H","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20074908","06/17/2020","16:12","41","F","W","No","New Scotland / Woodlawn","POINT (-73.7953552245 42.6572094368)"
"21013580","02/02/2021","13:04","19","F","B","Yes","West Hill","POINT (-73.764844247 42.6666911887)"
"21011315","01/27/2021","20:08","19","F","B","Yes",,
"20076118","06/19/2020","21:25","43","M","W","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20109235","08/28/2020","00:10","19","F","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"21011142","01/27/2021","13:04","44","M","H","Yes","South End","POINT (-73.7592617522 42.6392747943)"
"21012225","01/29/2021","21:40","37","M","B","Yes","West End","POINT (-73.7781040852 42.6749695802)"
"21002129","01/06/2021","02:23","57","M","B","No","Delaware Area","POINT (-73.7808874143 42.639906085)"
"20077015","06/21/2020","19:47","36","F","W","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"20077015","06/21/2020","19:47","43","M","B","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"21013734","02/02/2021","19:41","22","F","W","Yes","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"21011994","01/29/2021","11:28","23","M","W","Yes","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"21012461","01/30/2021","16:29","34","F","B","Yes","West Hill","POINT (-73.764844247 42.6666911887)"
"20077599","06/22/2020","22:49","44","M","B","No","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"20032147","03/05/2020","20:08","24","F","H","No",,
"20138300","10/25/2020","01:09","36","M","W","No",,
"20138519","10/25/2020","16:38","55","M","B","No","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"20138325","10/25/2020","02:36",,"M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20139442","10/27/2020","17:57","27","M","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20032204","03/05/2020","22:12","19","M","M","No","Buckingham Lake","POINT (-73.8077747933 42.6643540181)"
"21002517","01/06/2021","23:01","21","M","B","No","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"21012461","01/30/2021","16:29","53","M","W","Yes","West Hill","POINT (-73.764844247 42.6666911887)"
"20139611","10/28/2020","02:43","30","F","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20139611","10/28/2020","02:43","32","F","O","No","West End","POINT (-73.7781040852 42.6749695802)"
"20139611","10/28/2020","02:43","30","F","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20139611","10/28/2020","02:43","32","F","O","No","West End","POINT (-73.7781040852 42.6749695802)"
"20140159","10/29/2020","08:14","52","F","I","No",,
"20140104","10/29/2020","02:51","36","M","W","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20140083","10/29/2020","00:33","28","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20140104","10/29/2020","02:51","25","M","W","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20140345","10/29/2020","14:19","34","M","B","No",,
"20140180","10/29/2020","08:58","55","F","W","No",,
"20060743","05/18/2020","05:57","50","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20140182","10/29/2020","09:03","44","M","B","No",,
"20143343","11/04/2020","17:28","47","M","B","No","Mansion","POINT (-73.7586477974 42.645152019)"
"20060743","05/18/2020","05:57","28","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20060743","05/18/2020","05:57","45","F","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20068952","06/03/2020","21:39",,"M","W","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20068588","06/03/2020","00:46","48","M","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20069562","06/05/2020","05:45","30","F","B","No","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"20140386","10/29/2020","15:54","29","M","B","No","Mansion","POINT (-73.7586477974 42.645152019)"
"20140182","10/29/2020","09:03","44","M","B","No",,
"20140112","10/29/2020","03:53","33","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20141249","10/31/2020","12:50","59","F","W","No","South End","POINT (-73.7592617522 42.6392747943)"
"20109540","08/28/2020","14:04","58","F","W","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20141596","11/01/2020","01:41","23","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20052258","04/26/2020","16:16","36","M","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20143025","11/04/2020","03:28","29","M","W","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20052512","04/27/2020","09:59","39","F","W","No","Park South","POINT (-73.7732191679 42.6541973756)"
"20102495","08/14/2020","11:35","36","F","W","No","Delaware Area","POINT (-73.7808874143 42.639906085)"
"20102598","08/14/2020","15:00","40","M","W","No","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"20032432","03/06/2020","11:32","23","M","B","No","Campus Area","POINT (-73.8190201566 42.6848032061)"
"20032597","03/06/2020","17:23","28","M","W","No","Buckingham Lake","POINT (-73.8077747933 42.6643540181)"
"20032355","03/06/2020","09:02","22","M","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20043972","04/03/2020","06:01","33","M","B","No","Park South","POINT (-73.7732191679 42.6541973756)"
"20044468","04/04/2020","18:35","20","M","W","No","Delaware Area","POINT (-73.7808874143 42.639906085)"
"20102251","08/13/2020","21:33","23","M","W","No","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"20061112","05/19/2020","00:06","23","M","B","No","West End","POINT (-73.7781040852 42.6749695802)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20061493","05/19/2020","20:09","47","M","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20061404","05/19/2020","17:03","19","F","B","No","South End","POINT (-73.7592617522 42.6392747943)"
"20061525","05/19/2020","21:24","36","M","B","No","West Hill","POINT (-73.764844247 42.6666911887)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
"20154951","12/01/2020","09:08","28","M","W","No","Washington Park","POINT (-73.7708846487 42.6572365515)"
