"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","patrolzone","patrolzonexy"
"APD*210002405","20130991","2021-12-29T00:00:00.000","02:28","31","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY",,"Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000446","22035283","2022-03-15T00:00:00.000","19:31","32","F","W","U","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000441","21152776","2022-03-15T00:00:00.000","09:38","63","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001264","22098410","2022-07-14T00:00:00.000","14:50","26","M","B","N","PL","PL 120.05         DF2","ASSAULT -2ND","C","Crime in Progress","false","Albany","NY","209","POINT (-73.740415174498 42.666432008146)"
"APD*220000116","22010126","2022-01-22T00:00:00.000","08:49","33","F","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000764","22058017","2022-05-01T00:00:00.000","04:13","36","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000193","21173594","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Complaint","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000189","22007270","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000197","22014969","2022-02-01T00:00:00.000","16:20","18","M","B","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000443","22008202","2022-03-15T00:00:00.000","11:04","42","M","B","N","PL","PL 490.20   01    DF0","MAKING A TERRORISTIC THREAT","C","Arrest Warrant","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220001125","22059043","2022-06-28T00:00:00.000","07:30","36","M","B","N","PL","PL 220.31         DF5","CRIM SALE CONTRL SUBST","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000195","22004899","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*210002270","21162980","2021-12-01T00:00:00.000","10:49","26","M","O","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000630","21042055","2022-04-13T00:00:00.000","06:45","61","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000192","22004828","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000447","22035283","2022-03-15T00:00:00.000","19:31","32","M","W","N","PL","PL 215.52   01    DF0","AGGRAV CRIM CONTEMPT:VIOL ORDER PROTECTION-CAUSE PHYS INJURY","C","Crime in Progress","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000440","22015413","2022-03-15T00:00:00.000","09:38","63","M","B","N","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001135","22089188","2022-06-28T00:00:00.000","08:44","39","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002269","21098994","2021-12-01T00:00:00.000","12:00","35","M","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220000187","21107962","2022-02-01T00:00:00.000","08:35","24","F","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000190","22004802","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000439","22015977","2022-03-15T00:00:00.000","09:30","63","M","B","N","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000766","22058267","2022-05-01T00:00:00.000","18:16","42","M","B","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000864","21136068","2022-05-19T00:00:00.000","06:09","32","F","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000445","22035208","2022-03-15T00:00:00.000","17:00","25","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220001132","22082041","2022-06-28T00:00:00.000","10:57","25","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001263","22098244","2022-07-14T00:00:00.000","15:04","26","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","A","Crime in Progress","false","Albany","NY","205","POINT (-73.751921403635 42.650620372849)"
"APD*220001328","22102831","2022-07-22T00:00:00.000","13:50","28","M","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","208","POINT (-73.757143579235 42.675655301837)"
"APD*220000632","22049174","2022-04-13T00:00:00.000","06:35","44","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL",,"Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001041","22081030","2022-06-12T00:00:00.000","20:18","38","M","W","N","PL","PL 160.05         DF3","ROBBERY-3RD","C","Crime in Progress","false","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*220000595","22047585","2022-04-10T00:00:00.000","02:04","28","F","B","N","PL","PL 220.16   11    BF3","CRIM POSS HALLUCINOGENIC SUBST","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001074","22084855","2022-06-20T00:00:00.000","02:56","31","F","U","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220001258","22098370","2022-07-14T00:00:00.000","13:39","25","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001371","22105826","2022-07-28T00:00:00.000","00:31","19","M","B","N","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG",,"Crime in Progress","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000191","21166420","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*210001698","21123692","2021-09-17T00:00:00.000","09:15","28","M","H","N","PL","PL 140.05         0V0","TRESPASS","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000637","22049278","2022-04-13T00:00:00.000","10:26","30","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000645","22049460","2022-04-13T00:00:00.000","14:57","45","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002109","21150532","2021-11-05T00:00:00.000","13:30","27","F","B","N","PL","PL 145.14         BM3","CRIMINAL TAMPERING -3RD","C","Complaint","false","Albany","NY","208","POINT (-73.757143579235 42.675655301837)"
"APD*210001685","21112969","2021-09-17T00:00:00.000","10:40","29","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000648","22019144","2022-04-13T00:00:00.000","18:07","39","M","B","N","PL","PL 130.25   02    EF3","RAPE  INTRCRSE  FEM LESS THAN 17,M GREATER THAN 21","C","Complaint","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*210001780","21124598","2021-09-26T00:00:00.000","18:10","25","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000635","22049278","2022-04-13T00:00:00.000","10:26","30","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*210001847","21133313","2021-10-04T00:00:00.000","09:55","26","M","H","H","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000938","22072820","2022-05-28T00:00:00.000","19:44","44","M","H","H","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Crime in Progress","false","Albany","NY","205","POINT (-73.751921403635 42.650620372849)"
"APD*220001133","22089215","2022-06-28T00:00:00.000","09:38","39","M","B","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO","C","Crime in Progress","false","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220000634","21172943","2022-04-13T00:00:00.000","09:45","46","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Summons","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000198","22015148","2022-02-01T00:00:00.000","23:25","28","M","W","N","PL","PL 135.05         AM2","UNLAWFUL IMPRISONMENT 2ND","C","Crime in Progress","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220001131","22074907","2022-06-28T00:00:00.000","09:57","42","M","B","N","PL","PL 120.15         BM3","MENACING 3RD","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000311","22024368","2022-02-20T00:00:00.000","16:18","24","F","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220000765","22058059","2022-05-01T00:00:00.000","09:24","53","M","B","N","PL","PL 160.10   02A   CF2","ROB 2 CAUSES PHYSICAL INJURY","C","Crime in Progress","false","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*220001451","22112235","2022-08-08T00:00:00.000","21:31","28","M","W","N","PL","PL 145.00   03    AM4","CRIM MIS RCKLS PROP DAM GREATER THAN $250","C","Complaint","true","Albany","NY","205","POINT (-73.751921403635 42.650620372849)"
"APD*220000312","22024393","2022-02-20T00:00:00.000","16:17","22","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220000069","21088420","2022-01-13T00:00:00.000","10:50","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000196","22014726","2022-02-01T00:00:00.000","12:50","26","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000066","22005739","2022-01-13T00:00:00.000","06:50","41","M","W","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000071","21173175","2022-01-13T00:00:00.000","10:45","22","M","B","N","PL","PL 160.15   04    BF1","ROB 1ST/DISPLAY FIREARM","C","Other","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000601","22044295","2022-04-10T00:00:00.000","05:52","40","M","B","N","PL","PL 215.51   BIV   EF1","CRIM CONTEMPT-1ST-TELEPHONES","C","Arrest Warrant","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000583","22046190","2022-04-07T00:00:00.000","10:19","20","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000523","22040520","2022-03-26T00:00:00.000","14:39","24","F","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000519","22040328","2022-03-26T00:00:00.000","01:41","32","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND",,"Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002367","21172416","2021-12-20T00:00:00.000","20:26","21","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000520","22040333","2022-03-26T00:00:00.000","01:49","39","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON",,"Order of Protection","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*210002379","21160627","2021-12-22T00:00:00.000","10:35","35","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002378","21119159","2021-12-22T00:00:00.000","10:35","35","F","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002329","21169050","2021-12-13T00:00:00.000","21:34","50","F","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000631","22002592","2022-04-13T00:00:00.000","07:45","35","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000068","21086077","2022-01-13T00:00:00.000","10:50","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000306","22016531","2022-02-20T00:00:00.000","02:15","30","M","B","N","PL","PL 125.25   02    AF2","MURDER/DEPRAVED INDIFFERENCE","A","Other","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000070","22005828","2022-01-13T00:00:00.000","10:44","22","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220001228","22095573","2022-07-09T00:00:00.000","03:36","31","M","W","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000194","21173559","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Complaint","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000870","22068019","2022-05-20T00:00:00.000","06:25","55","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","104","POINT (-73.794458968403 42.658301503618)"
"APD*220000871","22068017","2022-05-20T00:00:00.000","06:47","21","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","A","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000313","22024372","2022-02-20T00:00:00.000","16:06","22","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220001444","22038218","2022-08-08T00:00:00.000","09:40","21","M","B","N","PL","PL 240.30   01B   AM2","AGG/HAR 2 CAUSES COMM. TO BE INITIATED","C","Arrest Warrant","true","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001443","22111869","2022-08-08T00:00:00.000","08:33","23","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","true","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220001089","22034385","2022-06-20T00:00:00.000","12:20","54","M","B","U","PL","PL 265.01   01    AM4","CRIM POSS WEAP FIREARM/KNIFE","C","Arrest Warrant","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*210002110","21150806","2021-11-05T00:00:00.000","20:53","30","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY",,"Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001490","22114762","2022-08-13T00:00:00.000","05:27","42","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND",,"Other","true","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002326","21157099","2021-12-13T00:00:00.000","12:10","19","M","B","N","PL","PL 125.25   01    AF2","MURDER  INTENTION","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210001781","21124605","2021-09-26T00:00:00.000","18:10","25","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000309","22024288","2022-02-20T00:00:00.000","14:29","32","M","B","N","PL","PL 215.51   D     EF1","CRIM CONTEMPT 1/ORDER PRO PROP","C","Complaint","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*210001776","21115404","2021-09-26T00:00:00.000","18:10","25","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002327","21168781","2021-12-13T00:00:00.000","11:14","21","M","B","N","PL","PL 265.01-B       EF0","CRIMINAL POSSESSION FIREARM","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001447","22112038","2022-08-08T00:00:00.000","13:50","28","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","true","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220001075","22084855","2022-06-20T00:00:00.000","02:56","55","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000641","22049246","2022-04-13T00:00:00.000","09:26","46","M","B","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000253","22019498","2022-02-10T00:00:00.000","19:00","40","M","B","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Crime in Progress","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220000522","22040505","2022-03-26T00:00:00.000","13:26","32","F","I","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Complaint","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220001078","22085124","2022-06-20T00:00:00.000","16:20","53","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000521","22040451","2022-03-26T00:00:00.000","10:47","23","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001045","22081144","2022-06-13T00:00:00.000","02:02","21","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000639","22049297","2022-04-13T00:00:00.000","10:36","31","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL",,"Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000651","22049570","2022-04-13T00:00:00.000","18:44","42","M","W","N","PL","PL 120.15         BM3","MENACING 3RD","C","Crime in Progress","false","Albany","NY","205","POINT (-73.751921403635 42.650620372849)"
"APD*220001046","21102182","2022-06-13T00:00:00.000","15:00","30","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000252","22019201","2022-02-10T00:00:00.000","17:10","32","F","B","N","PL","PL 140.30   02    BF1","BURG/ILL NIGHT ENTRY CAUS INJ","C","Complaint","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000250","22019047","2022-02-10T00:00:00.000","05:02","24","F","O","N","PL","PL 215.51   BV    EF1","CRIM CONTEMPT-1ST-PHY CONTACT","C","Order of Protection","false","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220000987","22076829","2022-06-05T00:00:00.000","04:50","38","M","B","N","PL","PL 121.11         AM0","CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION","C","Order of Protection","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001489","22114722","2022-08-13T00:00:00.000","03:54","42","M","B","N","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Order of Protection","true","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220000990","22077224","2022-06-05T00:00:00.000","22:39","36","M","W","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","false","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220000119","22010640","2022-01-23T00:00:00.000","11:18","42","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000986","22076764","2022-06-05T00:00:00.000","00:33","32","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000982","22076764","2022-06-05T00:00:00.000","00:20","31","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001493","22115174","2022-08-13T00:00:00.000","22:50","19","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","true","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*210001531","21115877","2021-09-02T00:00:00.000","17:47","33","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","103","POINT (-73.776430210341 42.676455086247)"
"APD*220000118","22010547","2022-01-23T00:00:00.000","04:30","39","F","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220001259","22087162","2022-07-14T00:00:00.000","14:30","35","M","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000452","22014815","2022-03-16T00:00:00.000","19:02","22","M","W","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Complaint","false","Albany","NY",,
"APD*220000985","22076783","2022-06-05T00:00:00.000","01:11","56","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","103","POINT (-73.776430210341 42.676455086247)"
"APD*210002176","21156457","2021-11-17T00:00:00.000","07:37","49","M","W","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO","C","Crime in Progress","false","Albany","NY","209","POINT (-73.740415174498 42.666432008146)"
"APD*210001785","21129135","2021-09-26T00:00:00.000","22:51","39","F","B","N","PL","PL 265.01   02    AM4","CRIM POSS WEAP W/INT TO USE","C","Complaint","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000122","22010820","2022-01-23T00:00:00.000","19:29","44","M","W","N","PL","PL 160.10   02A   CF2","ROB 2 CAUSES PHYSICAL INJURY","C","Crime in Progress","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220001541","22119461","2022-08-21T00:00:00.000","17:40","31","F","B","N","PL","PL 120.05   01    DF2","ASLT W/INT CAUS SERIOUS PH INJ","C","Crime in Progress","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000124","22010161","2022-01-23T00:00:00.000","19:21","44","M","W","N","PL","PL 165.45   02    EF4","CPSP 4 CREDIT CARD","C","Complaint","false","Albany","NY","103","POINT (-73.776430210341 42.676455086247)"
"APD*220000121","22010780","2022-01-23T00:00:00.000","17:35","18","F","B","N","PL","PL 265.01   01    AM4","CRIM POSS WEAP FIREARM/KNIFE","C","Crime in Progress","false","Albany","NY",,
"APD*220000123","22010780","2022-01-23T00:00:00.000","17:35","23","F","B","U","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY",,
"APD*220000451","22035540","2022-03-16T00:00:00.000","12:06","26","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*210002330","21169050","2021-12-13T00:00:00.000","21:34","54","F","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
