"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","neighborhood","neighborhoodxy"
"APD*220000130","22011311","2022-01-24T00:00:00.000","21:11","20","F","B","N","PL","PL 265.03   03S   CF2","CRIMINAL POSSESSION WEAPON-2ND:LOADED FIREARM-SCHOOL GROUNDS","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000132","22011364","2022-01-24T00:00:00.000","21:11","33","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000243","22010933","2022-01-24T00:00:00.000","01:14","32","M","B","N","PL","PL 265.01   02    AM4","CRIM POSS WEAP W/INT TO USE","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*210001702","21124250","2021-09-18T00:00:00.000","06:07","53","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY",,"Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220001592","22122373","2022-08-26T00:00:00.000","20:44","25","M","W","N","PL","PL 135.05         AM2","UNLAWFUL IMPRISONMENT 2ND","C","Crime in Progress","true","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000396","22030827","2022-03-06T00:00:00.000","05:55","28","M","B","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001489","22114722","2022-08-13T00:00:00.000","03:54","42","M","B","N","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Order of Protection","true","Albany","NY",,
"APD*220000129","22011311","2022-01-24T00:00:00.000","21:11","29","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*210002015","21143356","2021-10-22T00:00:00.000","20:18","27","F","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Complaint","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220000986","22076764","2022-06-05T00:00:00.000","00:33","32","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220000664","22050732","2022-04-15T00:00:00.000","19:42","25","M","H","H","PL","PL 165.45   01    EF4","CPSP-4 PROPERTY VALUE GREATER THAN $1000","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*210001590","21114029","2021-09-09T00:00:00.000","10:20","50","M","B","N","PL","PL 240.30   02    AM2","AGG/HAR PHONE W/O LEGIT COMMUNICATIONS","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001126","22089188","2022-06-28T00:00:00.000","08:44","41","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001257","22086021","2022-07-14T00:00:00.000","14:30","35","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001365","22105274","2022-07-27T00:00:00.000","07:31","30","F","W","N","PL","PL 140.15         AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*210002071","21147930","2021-10-31T00:00:00.000","22:39","20","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD",,"Crime in Progress","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*220000663","22050368","2022-04-15T00:00:00.000","08:09","34","F","B","N","PL","PL 205.55         AM3","HINDERING PROSECUTION-3RD","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001597","19090044","2021-09-09T00:00:00.000","11:22","24","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000187","21107962","2022-02-01T00:00:00.000","08:35","24","F","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001041","22081030","2022-06-12T00:00:00.000","20:18","38","M","W","N","PL","PL 160.05         DF3","ROBBERY-3RD","C","Crime in Progress","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000709","22054547","2022-04-24T00:00:00.000","04:51","47","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP",,"Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001395","21143090","2022-08-01T00:00:00.000","09:50","28","F","W","H","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Summons","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002330","21169050","2021-12-13T00:00:00.000","21:34","54","F","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY",,
"APD*220000074","22006490","2022-01-14T00:00:00.000","18:47","33","M","W","N","PL","PL 215.50   06    AM2","FAIL TO OBEY MNDTE-JL/16,17,18A-B",,"Order of Protection","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000076","22006564","2022-01-14T00:00:00.000","20:12","32","M","B","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220001490","22114762","2022-08-13T00:00:00.000","05:27","42","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND",,"Other","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000077","21174015","2022-01-14T00:00:00.000","09:00","32","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000193","21173594","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Complaint","false","Albany","NY",,
"APD*220000380","22029772","2022-03-03T00:00:00.000","17:39","26","M","B","N","PL","PL 120.00   02    AM3","ASLT  RECKLSLY CAUSE PHYS INJRY","C","Crime in Progress","false","Albany","NY","Helderberg","POINT (-73.7942911217 42.6514058554)"
"APD*220000078","22006575","2022-01-14T00:00:00.000","23:11","22","M","B","N","PL","PL 120.15         BM3","MENACING 3RD","C","Complaint","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000075","22006517","2022-01-14T00:00:00.000","20:13","32","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220001369","22105628","2022-07-27T00:00:00.000","17:27","35","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001227","18431364","2022-07-09T00:00:00.000","02:00","33","F","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001493","22115174","2022-08-13T00:00:00.000","22:50","19","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","true","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000880","22069494","2022-05-22T00:00:00.000","22:15","25","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*220000131","22011311","2022-01-24T00:00:00.000","21:11","33","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000662","21135427","2022-04-15T00:00:00.000","01:36","27","F","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Arrest Warrant","false","Albany","NY",,
"APD*220000666","22050776","2022-04-15T00:00:00.000","21:36","54","M","H","H","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000320","22024891","2022-02-21T00:00:00.000","21:38","53","M","W","N","PL","PL 240.30   02    AM2","AGG/HAR PHONE W/O LEGIT COMMUNICATIONS","C","Crime in Progress","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220000711","22054578","2022-04-24T00:00:00.000","09:22","27","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000125","18436375","2022-01-24T00:00:00.000","09:50","57","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001263","22098244","2022-07-14T00:00:00.000","15:04","26","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","A","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000938","22072820","2022-05-28T00:00:00.000","19:44","44","M","H","H","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001122","22088935","2022-06-27T00:00:00.000","20:24","68","M","W","N","PL","PL 155.35         DF3","GRAND LARCENY 3 VALUE GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","Buckingham Lake","POINT (-73.8077747933 42.6643540181)"
"APD*220000128","21109561","2022-01-24T00:00:00.000","21:11","33","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001131","22074907","2022-06-28T00:00:00.000","09:57","42","M","B","N","PL","PL 120.15         BM3","MENACING 3RD","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000314","22024574","2022-02-21T00:00:00.000","07:25","39","M","B","N","PL","PL 215.51   BV    EF1","CRIM CONTEMPT-1ST-PHY CONTACT","C","Crime in Progress","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*210001598","19077991","2021-09-09T00:00:00.000","11:22","24","M","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001231","22095581","2022-07-09T00:00:00.000","05:26","24","M","B","N","PL","PL 140.30   02    BF1","BURG/ILL NIGHT ENTRY CAUS INJ",,"Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000198","22015148","2022-02-01T00:00:00.000","23:25","28","M","W","N","PL","PL 135.05         AM2","UNLAWFUL IMPRISONMENT 2ND","C","Crime in Progress","false","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*210001600","19168477","2021-09-09T00:00:00.000","11:22","24","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001226","22095493","2022-07-09T00:00:00.000","00:10","39","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*210001594","21119445","2021-09-09T00:00:00.000","11:22","25","M","B","N","PL","PL 240.50   01    AM3","FALSE FIRE/EMERGENCY ALARM 3RD","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001287","22100590","2022-07-18T00:00:00.000","19:24","22","M","H","H","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210001533","21115499","2021-09-03T00:00:00.000","01:11","42","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*220001291","22100649","2022-07-18T00:00:00.000","22:15","36","F","B","N","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000525","22040989","2022-03-27T00:00:00.000","13:29","44","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*210002380","21173129","2021-12-22T00:00:00.000","10:24","53","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210002377","21160564","2021-12-22T00:00:00.000","10:35","35","F","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002374","21173047","2021-12-22T00:00:00.000","09:00","20","M","B","N","PL","PL 170.25         DF2","POSSESS  FORGED INSTRUMENT-2ND","C","Other","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001123","22088943","2022-06-27T00:00:00.000","20:20","36","F","W","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Crime in Progress","false","Albany","NY","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*210001534","21045799","2021-09-03T00:00:00.000","09:15","34","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","A","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000712","22054584","2022-04-24T00:00:00.000","09:50","27","M","B","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000195","22004899","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY",,
"APD*220000710","22054554","2022-04-24T00:00:00.000","05:45","27","M","B","N","PL","PL 120.05   03    DF2","ASLT W/INT CAUS PH INJ TO OFF","C","Crime in Progress","false","Albany","NY",,
"APD*220000708","22054525","2022-04-24T00:00:00.000","03:23","25","M","B","N","PL","PL 265.02   01    DF3","CRIM POSS WEAP","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001258","22098370","2022-07-14T00:00:00.000","13:39","25","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Crime in Progress","false","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)"
"APD*220000189","22007270","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY",,
"APD*220001130","22059041","2022-06-28T00:00:00.000","09:39","39","M","B","N","PL","PL 220.31         DF5","CRIM SALE CONTRL SUBST","C","Other","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000135","22011885","2022-01-25T00:00:00.000","22:25","38","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001259","22087162","2022-07-14T00:00:00.000","14:30","35","M","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001591","22122302","2022-08-26T00:00:00.000","18:42","45","M","W","N","PL","PL 215.52   03    DF0","AG CRIM CONTMPT:SPECIFIED PL215.51 OFF W/ PREV CONV PL215.51","C","Order of Protection","true","Albany","NY","Melrose","POINT (-73.7990796239 42.6727006271)"
"APD*220000770","22058684","2022-05-02T00:00:00.000","17:20","39","F","W","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000363","22028418","2022-03-01T00:00:00.000","10:04","50","M","W","N","PL","PL 265.01   02    AM4","CRIM POSS WEAP W/INT TO USE","C","Complaint","false","Albany","NY","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*210001793","21085344","2021-09-28T00:00:00.000","13:15","56","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000004","22000268","2022-01-01T00:00:00.000","16:53","24","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001074","22084855","2022-06-20T00:00:00.000","02:56","31","F","U","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001590","22122241","2022-08-26T00:00:00.000","16:47","33","M","B","N","PL","PL 135.05         AM2","UNLAWFUL IMPRISONMENT 2ND","C","Crime in Progress","true","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*210001601","20018541","2021-09-09T00:00:00.000","15:10","38","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
