"country","id","year","debtccgov","debtcb","totaldebt","gdp","debt_gdp","exchangeratencperusd","domestogdp","exttogdp","officialdebt","totalnonofficialdebt","foreignbanks","dombanks","totalbank","ext_resholders","ext_nonresholders","ext_marketinstrument","int_resholders","int_nonresholders","dom_market","total_mkt","ext_oth","int_oth","tot_oth","offdom","bankdom","mardom","othdom","credtype_int_sumshares","offext","bankext","marext","othext","credtype_ext_sumshares","credtype_total","officialexternaldebt","nonofficialexternaldebt","external","totaldomestic","legandcred_total","legandcred_ext_tot","legandcred_int_tot","for_ext","for_int","dom_ext","dom_int","currandleg_total","totaldebt_short_term_ext","totaldebt_short_term_int","totaldebt_short_term","totaldebt_med_term_ext","totaldebt_med_term_int","totaldebt_med_term","totaldebt_long_term_ext","totaldebt_long_term_int","totaldebt_long_term","avgmat_ext","avgmat_int","avgmat_totaldebt","matandleg_total","short_extcurr","short_intcurr","matandcurr_short_tot","med_extcurr","med_intcurr","matandcurr_med_tot","long_extcurr","long_intcurr","matandcurr_long_tot","matandcurr_tot","avgmat_extcurr","avgmat_intcurr","for_n_i_fr","for_n_i_flr","for_i_fr","for_i_flr","tot_debt_for","dom_n_i_fr","dom_n_i_flr","dom_i_fr","dom_i_flr","tot_debt_dom","debt_index","debt_nonindex","currandrate_tot","heldby_cb","heldby_others","heldby_tot","liqassetscg","net_debt_1","crossholding","net_debt_2","reserves","net_debt_3","ppfassets","net_debt_4","pay_ppcal_ext","pay_ppal_int","pay_ppal_tot","pay_int_ext","pay_int_int","pay_int_tot","pay_tot_kind","pay_ppal_cb","pay_int_cb","pay_cb_tot","pay_ppal_oth","pay_int_oth","pay_oth_tot","pay_tot_holders","bycurr_debt_for","bycurr_debt_dom","bycurr_debt_index","due_1y_ppal_ext","due_1y_ppal_int","due_1y_ppal_tot","due_1y_int_ext","due_1y_int_int","due_1y_int_tot","due_1y_tot_kind","due_2y_ppal_ext","due_2y_ppal_int","due_2y_ppal_tot","due_2y_int_ext","due_2y_int_int","due_2y_int_tot","due_2y_tot_kind","due_3y_ppal_ext","due_3y_ppal_int","due_3y_ppal_tot","due_3y_int_ext","due_3y_int_int","due_3y_int_tot","due_3y_tot_kind","due_4y_ppal_ext","due_4y_ppal_int","due_4y_ppal_tot","due_4y_int_ext","due_4y_int_int","due_4y_tot_kind","due_5y_ppal_ext","due_5y_ppal_int","due_5y_ppal_tot","due_5y_int_ext","due_5y_int_int","due_5y_int_tot","due_5y_tot_kind","due_6y_10y_ppal_ext","due_6y_10y_ppal_int","due_6y_10y_ppal_tot","due_6y_10y_int_ext","due_6y_10y_int_int","due_6y_10y_int_tot","due_6y_10y_tot_kind","due_11y_ppal_ext","due_11y_ppal_int","due_11y_ppal_tot","due_11y_int_ext","due_11y_int_int","due_11y_int_tot","due_11y_tot_kind","due_1y_ppal_cb","due_1y_int_cb","due_1y_tot_cb","due_1y_ppal_oth","due_1y_int_oth","due_1y_tot_oth","due_2y_ppal_cb","due_2y_int_cb","due_2y_tot_cb","due_2y_ppal_oth","due_2y_int_oth","due_2y_tot_oth","due_3y_ppal_cb","due_3y_int_cb","due_3y_tot_cb","due_3y_ppal_oth","due_3y_int_oth","due_3y_tot_oth","due_4y_ppal_cb","due_4y_int_cb","due_4y_tot_cb","due_4y_ppal_oth","due_4y_int_oth","due_4y_int_tot","due_4y_tot_oth","due_5y_ppal_cb","due_5y_int_cb","due_5y_tot_cb","due_5y_ppal_oth","due_5y_int_oth","due_5y_tot_oth","due_6y_10y_ppal_cb","due_6y_10y_int_cb","due_6y_10y_tot_cb","due_6y_10y_ppal_oth","due_6y_10y_int_oth","due_6y_10y_tot_oth","due_11y_ppal_cb","due_11y_int_cb","due_11y_tot_cb","due_11y_ppal_oth","due_int_oth","due_11y_tot_oth"
"Argentina","2006Argentina","2006","162801.00","0","162801","236377","69","3.04","40","28","21181","141620","743","23887","24630",,,"19091",,,"71823","90914","26076","0","26076","0","25","75","0","100","32","1","28","39","100","162801","21181","45910","67092","95709","162801","41","59","67092","30160","0","65549","162801","2581","14349","16930","6743","27429","34172","57768","53931","111699","8.9","6.5","7.49","162801","5130","11800","16930","18366","15806","34172","73756","37943","111699","162801",,,"55825","41426","0","0","97252","3051","6096","56402","0","65549","35.00","65.00","162801","17748","145053","162801",,,"17748","145053","32037","113016","26340","86675","11953","16254","28207","1320","2229","3549","31757",,,"5793",,,"25964","31757","60.00","6.00","35.00","2581","14349","16930","1242","2662","3904","20834","2205","5514","7720","1078","2460","3538","11258","1543","7638","9181","1145","2339","3485","12666","1449","6127","7575","1131","2085","10791","1272","8150","9423","1058","1791","2850","12272","4262","24779","29041","4978","7534","12512","41553","21068","28505","49573","15254","17728","32983","82555",,,"6829",,,"14005",,,"876",,,"10381",,,"867",,,"11799",,,"862",,,"3216","9929",,,"557",,,"11715",,,"11582",,,"29971",,,"268",,,"82288"
"Argentina","2007Argentina","2007","173585.60","0","173586","286046","61","3.15","36","25","21397","152188","775","25303","26078",,,"20571",,,"76682","97253","28857","0","28857","0","25","75","0","100","30","1","29","40","100","173586","21397","50203","71600","101985","173586","41","59","71600","33611","0","68375","173586","2383","15568","17951","7012","29064","36077","62205","57353","119558","8.97","6.49","7.51","173586","5012","12939","17951","18298","17779","36077","81901","37657","119558","173586",,,"67132","38080","0","0","105211","11338","88","56949","0","68375","33.00","67.00","173586","18264","155321","173586",,,"18264","155321","46176","109145","29169","79976","2715","17842","20557","1383","2829","4213","24770",,,"6804",,,"17966","24770","61.00","7.00","33.00","2383","15568","17951","1286","2919","4204","22155","1794","8471","10265","1355","2784","4139","14405","1780","6421","8201","1329","2497","3826","12027","1623","8458","10082","1238","2226","13546","1538","5713","7251","1153","1919","3073","10324","4543","28799","33342","5621","9168","14789","48132","22953","27932","50885","15653","19780","35433","86317",,,"5375",,,"16780",,,"847",,,"13558",,,"841",,,"11186",,,"559",,,"3464","12986",,,"421",,,"9903",,,"11004",,,"37127",,,"258",,,"86060"
"Argentina","2008Argentina","2008","174959.10","0","174959","333999","52","3.46","31","21","21293","153666","753","28025","28778",,,"20485",,,"75420","95905","28984","0","28984","0","27","73","0","100","30","1","29","41","100","174959","21293","50222","71515","103444","174959","41","59","71515","34126","0","69318","174959","1944","22244","24188","7112","26614","33726","62458","54587","117045","9.01","6.14","7.31","174959","4585","19603","24188","18050","15676","33726","83006","34040","117045","174959",,,"69095","36546","0","0","105641","12962","2919","53437","0","69318","31.00","69.00","174959","18737","156222","174959",,,"18737","156222","46386","109836","0","109836","2403","17751","20154","1210","3025","4235","24388",,,"7639",,,"16749","24388","60.00","9.00","31.00","1944","22244","24188","1329","2975","4304","28491","1908","6553","8461","1308","2430","3739","12200","1778","8596","10374","1230","2213","3443","13818","1705","5734","7438","1157","1963","10558","1271","5731","7002","1092","1706","2798","9799","4802","27894","32696","5716","7860","13576","46272","23166","26311","49477","14749","17774","32523","82000",,,"8297",,,"20195",,,"523",,,"11676",,,"246",,,"13572",,,"108",,,"3120","10450",,,"108",,,"9691",,,"9807",,,"36465",,,"232",,,"81768"
"Argentina","2009-IArgentina","2009-I","170442.40","0","170442","312579","55","3.79","31","23","21334","149108","751","20150","20901",,,"20493",,,"77906","98399","29808","0","29808","0","21","79","0","100","29","1","28","41","100","170442","21334","51052","72386","98056","170442","42","58","72386","34096","0","63961","170442","1864","16531","18395","6905","27626","34531","63617","53899","117517","9.05","6.37","7.51","170442","4773","13622","18395","17633","16898","34531","84076","33441","117516","170442",,,"71605","34877","0","0","106482","10414","10104","43443","0","63961","25.00","75.00","170442","18858","151585","170442",,,"18858","151585","46026","105559","0","105559","888","16587","17475","609","1844","2453","19928",,,"3485",,,"16443","19928","62.00","12.00","25.00","891","10539","11430","617","1888","2505","13935","1889","9735","11623","1220","3301","4521","16144","1789","6823","8612","1156","3125","4282","12893","1742","5510","7253","1098","2951","11302","1466","5479","6945","1044","2764","3808","10753","5162","34622","39784","5547","8605","14152","53937","23753","25038","48791","14695","16811","31506","80297",,,"4374",,,"9561",,,"4762",,,"11382",,,"236",,,"12657",,,"108",,,"4050","11194",,,"108",,,"10645",,,"9806",,,"44130",,,"211",,,"80086"
"Argentina","2009Argentina","2009","176927.40","0","176927","329896","54","3.8","31","23","23256","153672","763","35441","36204",,,"20823",,,"66837","87660","29808","0","29808","0","35","65","0","100","31","1","28","40","100","176927","23256","51393","74649","102278","176927","42","58","74649","34685","0","67593","176927","1984","20589","22573","7251","25978","33228","65415","55711","121127","9.03","6.28","7.44","176927","5437","17136","22573","15962","17267","33228","87936","33191","121127","176927",,,"82197","27137","0","0","109334","14246","15918","37430","0","67593","21.00","79.00","176927","24707","152220","176927",,,"24707","152220","47967","104253","0","104253","1789","25514","27303","1259","3851","5110","32413",,,"7818",,,"24595","32413","62.00","17.00","21.00","1984","20589","22573","1329","3946","5275","27848","1921","6943","8865","1263","3653","4916","13781","1920","4371","6291","1198","3720","4918","11209","1659","5914","7572","1135","3474","12181","1436","8750","10186","1272","2968","4240","14426","5352","32062","37414","5735","7380","13114","50528","24537","23437","47974","13961","15109","29070","77045",,,"10115",,,"17733",,,"242",,,"13539",,,"108",,,"11101",,,"108",,,"4609","12073",,,"108",,,"14318",,,"9700",,,"40828",,,"209",,,"76836"
"Argentina","2010-IArgentina","2010-I","167909.00","0","167909","396235","42","3.93","28","15","22969","144940","1000","39603","40604",,,"23244",,,"69873","93118","11218","0","11218","0","36","64","0","100","39","2","40","19","100","167909","22969","35463","58432","109477","167909","35","65","58432","43806","0","65671","167909","1957","19870","21827","7347","24944","32291","49127","64663","113790","8.76","6.66","7.39","167908","6746","15081","21827","14253","18038","32291","81239","32551","113791","167909",,,"68158","34080","0","0","102238","12033","16042","37595","0","65671","22.00","78.00","167909","29961","137948","167909",,,"29961","137948","49240","88708","0","88708","1015","12099","13115","769","2072","2841","15956",,,"4457",,,"11500","15956","61.00","17.00","22.00","972","11025","11997","733","1869","2601","14599","1927","12781","14708","1489","3509","4998","19706","1988","4935","6922","1422","3469","4891","11813","1744","5863","7607","1353","3223","12183","1532","8557","10089","1553","2895","4448","14537","6429","33728","40157","6920","7812","14732","54889","26638","32231","58869","15426","15732","31158","90027",,,"4678",,,"9921",,,"3306",,,"16400",,,"2",,,"11811",,,"2",,,"4577","12181",,,"2",,,"14535",,,"9541",,,"45348",,,"6771",,,"83256"
"Argentina","2010Argentina","2010","175548.00","0","175548","406991","43","4.11","27","16","23890","151658","1041","44147","45188",,,"27725",,,"67527","95252","11218","0","11218","0","40","60","0","100","37","2","43","18","100","175548","23890","39984","63875","111674","175548","36","64","63875","43925","0","67749","175548","1987","24108","26095","7388","29460","36849","54499","58106","112606","8.85","6.08","7.09","175549","9033","17061","26095","18531","18318","36849","80235","32370","112605","175548",,,"73480","34319","0","0","107799","13174","16519","38057","0","67749","22.00","78.00","175548","33000","142548","175548",,,"33000","142548","52145","90403","0","90403","976","14246","15222","1030","1908","2939","18160",,,"5358",,,"12803","18160","61.00","17.00","22.00","1937","23994","25931","1676","3836","5512","31443","2057","5890","7948","1609","3671","5280","13228","1824","5998","7822","1540","3346","4887","12709","1629","8659","10287","1779","2965","15031","1549","8914","10462","1721","2594","4315","14777","6391","32269","38660","7888","6243","14131","52791","30855","25617","56472","16566","14577","31143","87614",,,"11759",,,"19684",,,"2",,,"13225",,,"2",,,"12707",,,"2",,,"4744","15029",,,"2",,,"14775",,,"16110",,,"36681",,,"197",,,"87417"
"Argentina","2011-IArgentina","2011-I","187767.50","0","187768","503330","37","4.11","24","13","24361","163407","1979","50937","52916",,,"29282",,,"70031","99313","11177","0","11177","0","42","58","0","100","36","3","44","17","100","187768","24361","42438","66799","120968","187768","36","64","66799","53321","0","67648","187768","3011","20032","23043","7344","41830","49174","56444","59107","115550","8.77","5.92","6.93","187767","6219","16824","23043","27342","21833","49174","86559","28992","115550","187768",,,"75834","44285","0","0","120119","12746","16984","37918","0","67648","20.00","80.00","187768","41787","145981","187768",,,"41787","145981","51695","94286","0","94286","1358","12917","14275","857","2098","2955","17230",,,"5029",,,"12201","17230","64.00","16.00","20.00","1925","12013","13938","860","2164","3024","16962","2090","11790","13879","1670","4142","5811","19691","1880","6875","8755","1602","3693","5295","14050","1698","8521","10219","1861","3372","15453","1627","8972","10599","1803","2993","4797","15396","6832","32283","39116","8310","8172","16482","55597","32875","40184","73060","17492","17894","35386","108445",,,"6418",,,"10543",,,"4820",,,"14871",,,"2",,,"14048",,,"2",,,"5234","15451",,,"2",,,"15394",,,"16110",,,"39488",,,"9816",,,"98629"
"Argentina","2011Argentina","2011","190139.90","0","190140","510841","37","4.29","25","13","24863","165277","748","55719","56467",,,"27628",,,"70005","97633","11177","0","11177","0","44","56","0","100","39","1","43","17","100","190140","24863","39553","64416","125724","190140","34","66","64416","54287","0","71436","190140","2136","24789","26925","7171","39915","47086","55109","61020","116129","8.87","5.84","6.87","190140","5793","21132","26925","25101","21985","47086","87810","28319","116129","190140",,,"75594","43109","0","0","118703","17108","17264","37065","0","71437","19.00","81.00","190140","45360","144779","190140",,,"45360","144779","46376","98403","0","98403","1004","16384","17388","843","2262","3105","20493",,,"6284",,,"14210","20494","62.00","18.00","19.00","2136","24789","26925","1647","5021","6668","33593","1939","7520","9459","1581","4416","5997","15456","1773","8372","10145","1821","3943","5764","15909","1713","9072","10786","1761","3492","16038","1671","14951","16622","1705","2467","4172","20795","5666","20726","26393","6331","6561","12892","39285","31911","40119","72030","16621","17732","34353","106383",,,"15599",,,"17993",,,"2",,,"15454",,,"2",,,"15907",,,"2",,,"5253","16036",,,"9532",,,"11262",,,"6577",,,"32708",,,"9808",,,"96576"
"Argentina","2012-IArgentina","2012-I","194223.10","0","194223","596083","33","4.52","22","11","24579","169644","730","60016","60746",,,"27375",,,"70040","97415","11482","0","11482","0","46","54","0","100","38","1","43","18","100","194223","24579","39588","64167","130056","194223","33","67","64167","59028","0","71028","194223","2216","27387","29603","7997","45837","53834","53955","56831","110786","8.75","5.46","6.55","194223","6657","22946","29603","32599","21235","53834","83938","26847","110786","194223",,,"78179","45016","0","0","123195","17699","16854","36476","0","71028","19.00","81.00","194223","49800","144424","194223",,,"49800","144424","46839","97585","0","97585","979","5741","6720","718","2342","3060","9780",,,"2286",,,"7494","9779","63.00","18.00","19.00","1157","16627","17783","818","2501","3319","21103","1972","15203","17174","1576","4459","6035","23209","1818","9022","10840","1816","3925","5741","16581","1761","9190","10951","1755","3470","16176","1725","14944","16669","1700","2587","4287","20956","6768","32162","38930","7903","8392","16294","55225","31188","32739","63926","14910","16523","31433","95359",,,"10455",,,"10648",,,"6220",,,"16989",,,"2",,,"16579",,,"2",,,"5225","16174",,,"9532",,,"11424",,,"16204",,,"39021",,,"2351",,,"93008"
