"pais","ano","fuente_general","fuente_especifica","categoria","nombre_indicador","nivel_educativo","valor"
"BLZ","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1730.9"
"BOL","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","710.8"
"BOL","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","749.8"
"BRA","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BRA","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"CHL","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1939.5"
"CHL","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2163.9"
"COL","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"COL","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"CRI","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1812.4"
"CRI","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2019.2"
"ECU","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"ECU","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"SLV","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","622.1"
"SLV","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","590.4"
"GTM","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","777.4"
"GTM","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","347.7"
"GUY","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"GUY","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"HTI","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"HTI","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"HND","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"HND","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"JAM","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"JAM","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"MEX","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2242.1"
"MEX","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2352.8"
"NIC","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","316.7"
"NIC","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","144.8"
"PAN","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"PAN","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"PRY","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"PRY","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"PER","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","647.7"
"MEX","2015","UNESCO","UIS","Recursos Financieros","Gasto_Pub_Edu_Gas","Todos","19.0"
"PER","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","901.8"
"DOM","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"DOM","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"SUR","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"SUR","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"TTO","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"TTO","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"URY","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1245.7"
"URY","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1479.7"
"VEN","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"VEN","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"_LAC","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1357.4"
"_LAC","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1409.1"
"_OECD","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","7656.2"
"_OECD","2006","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","9185.4"
"ARG","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2454.0"
"ARG","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","3410.4"
"BHS","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BHS","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"BRB","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BRB","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","4062.4"
"BLZ","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BLZ","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"BOL","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BOL","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"BRA","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2432.8"
"BRA","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2534.1"
"CHL","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2157.7"
"CHL","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2432.4"
"COL","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1385.5"
"COL","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1109.2"
"CRI","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1983.2"
"CRI","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2266.5"
"ECU","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"ECU","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"SLV","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","639.2"
"SLV","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","745.1"
"GTM","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","763.0"
"GTM","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","439.6"
"GUY","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","499.1"
"GUY","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","590.7"
"HTI","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"HTI","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"HND","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"HND","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"JAM","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1628.1"
"JAM","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1871.7"
"MEX","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2287.0"
"MEX","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2299.3"
"NIC","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"NIC","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"PAN","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1800.3"
"PAN","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2188.6"
"PRY","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","647.3"
"PRY","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","944.7"
"PER","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","710.4"
"PER","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","951.7"
"DOM","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","933.1"
"DOM","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","420.3"
"SUR","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"SUR","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"TTO","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2872.7"
"TTO","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"URY","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"URY","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"VEN","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"VEN","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"_LAC","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1442.5"
"_LAC","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1509.8"
"_OECD","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","7781.4"
"_OECD","2007","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","9245.8"
"ARG","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2731.0"
"ARG","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","3779.9"
"BHS","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BHS","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"BRB","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","4160.3"
"BRB","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","3724.7"
"BLZ","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1300.1"
"BLZ","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1851.6"
"BOL","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1030.7"
"BOL","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","930.6"
"BRA","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2712.2"
"BRA","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2852.5"
"CHL","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2743.1"
"CHL","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2975.6"
"COL","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1409.3"
"COL","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1683.2"
"CRI","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2228.6"
"CRI","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2453.4"
"ECU","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"ECU","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"SLV","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","714.1"
"SLV","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","763.6"
"GTM","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","780.0"
"GTM","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","463.2"
"GUY","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"GUY","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"HTI","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"HTI","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"HND","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"HND","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"JAM","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1470.9"
"JAM","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2550.2"
"MEX","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2313.8"
"MEX","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2289.8"
"NIC","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"NIC","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"PAN","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"PAN","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"PRY","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"PRY","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"PER","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","867.2"
"PER","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1054.1"
"DOM","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","771.8"
"DOM","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","675.9"
"SUR","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"SUR","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"TTO","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","3573.1"
"TTO","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"URY","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"URY","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"VEN","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"VEN","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"_LAC","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1602.0"
"_LAC","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1653.8"
"_OECD","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","7940.8"
"_OECD","2008","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","9619.6"
"ARG","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2740.7"
"ARG","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","4067.1"
"BHS","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BHS","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"BRB","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"BRB","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","3917.0"
"BLZ","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1359.9"
"BLZ","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1989.4"
"BOL","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1237.2"
"BOL","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1106.2"
"BRA","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2908.2"
"BRA","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2960.7"
"CHL","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","3095.1"
"CHL","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","3160.6"
"COL","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1786.4"
"COL","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","1728.8"
"CRI","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","2848.1"
"CRI","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","2831.9"
"ECU","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","1094.3"
"ECU","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","431.7"
"SLV","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"SLV","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","989.0"
"GTM","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
"GTM","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria",
"GUY","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria","363.9"
"GUY","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Secundaria","583.0"
"HTI","2009","UNESCO","UIS","Recursos Financieros","Gasto_Alumno_Nivel_PPP","Primaria",
