"operation_number","country_name","date","transaction_type","amount","fund_code","fund_code_description","year","month","loan_number"
"AR-L1026","Argentina","2014-10-31T00:00:00.000","DISBURSEMENT","1105648.35","ORC","Ordinary Capital","2014","10","1865/OC-AR"
"AR-L1026","Argentina","2008-11-30T00:00:00.000","INTEREST REPAYMENT","9692.62","ORC","Ordinary Capital","2008","11","1865/OC-AR"
"AR-L1026","Argentina","2010-04-30T00:00:00.000","DISBURSEMENT","314879.44","ORC","Ordinary Capital","2010","4","1865/OC-AR"
"AR-L1026","Argentina","2011-10-31T00:00:00.000","DISBURSEMENT","207049.72","ORC","Ordinary Capital","2011","10","1865/OC-AR"
"AR-L1026","Argentina","2011-08-31T00:00:00.000","DISBURSEMENT","657608.79","ORC","Ordinary Capital","2011","8","1865/OC-AR"
"AR-L1026","Argentina","2010-11-30T00:00:00.000","INTEREST REPAYMENT","12904.59","ORC","Ordinary Capital","2010","11","1865/OC-AR"
"AR-L1026","Argentina","2013-09-30T00:00:00.000","DISBURSEMENT","514453.71","ORC","Ordinary Capital","2013","9","1865/OC-AR"
"AR-L1026","Argentina","2014-05-31T00:00:00.000","DISBURSEMENT","1499169.65","ORC","Ordinary Capital","2014","5","1865/OC-AR"
"AR-L1026","Argentina","2012-09-30T00:00:00.000","DISBURSEMENT","610000","ORC","Ordinary Capital","2012","9","1865/OC-AR"
"AR-L1026","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","591350","ORC","Ordinary Capital","2010","12","1865/OC-AR"
"AR-L1027","Argentina","2009-11-30T00:00:00.000","DISBURSEMENT","2340995.96","ORC","Ordinary Capital","2009","11","1765/OC-AR"
"AR-L1027","Argentina","2008-11-30T00:00:00.000","INTEREST REPAYMENT","2125116.03","ORC","Ordinary Capital","2008","11","1765/OC-AR"
"AR-L1027","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","-9601.86","ORC","Ordinary Capital","2013","12","1765/OC-AR"
"AR-L1027","Argentina","2009-11-30T00:00:00.000","INTEREST REPAYMENT","3380791.64","ORC","Ordinary Capital","2009","11","1765/OC-AR"
"AR-L1027","Argentina","2014-05-31T00:00:00.000","LOAN REPAYMENT","4286482.78","ORC","Ordinary Capital","2014","5","1765/OC-AR"
"AR-L1027","Argentina","2007-04-30T00:00:00.000","DISBURSEMENT","18000000","ORC","Ordinary Capital","2007","4","1765/OC-AR"
"AR-L1027","Argentina","2010-09-30T00:00:00.000","DISBURSEMENT","6013276.56","ORC","Ordinary Capital","2010","9","1765/OC-AR"
"AR-L1027","Argentina","2015-11-30T00:00:00.000","INTEREST REPAYMENT","3216315.5","ORC","Ordinary Capital","2015","11","1765/OC-AR"
"AR-L1027","Argentina","2013-05-31T00:00:00.000","LOAN REPAYMENT","4287782.15","ORC","Ordinary Capital","2013","5","1765/OC-AR"
"AR-L1027","Argentina","2007-09-30T00:00:00.000","DISBURSEMENT","1972472.64","ORC","Ordinary Capital","2007","9","1765/OC-AR"
"AR-L1027","Argentina","2008-05-31T00:00:00.000","DISBURSEMENT","6879628.88","ORC","Ordinary Capital","2008","5","1765/OC-AR"
"AR-L1027","Argentina","2009-02-28T00:00:00.000","DISBURSEMENT","5719000.86","ORC","Ordinary Capital","2009","2","1765/OC-AR"
"AR-L1027","Argentina","2011-05-31T00:00:00.000","INTEREST REPAYMENT","3983783.35","ORC","Ordinary Capital","2011","5","1765/OC-AR"
"AR-L1027","Argentina","2013-11-30T00:00:00.000","LOAN REPAYMENT","4287782.15","ORC","Ordinary Capital","2013","11","1765/OC-AR"
"AR-L1027","Argentina","2007-12-31T00:00:00.000","DISBURSEMENT","14275189.78","ORC","Ordinary Capital","2007","12","1765/OC-AR"
"AR-L1027","Argentina","2008-12-31T00:00:00.000","DISBURSEMENT","13883155.11","ORC","Ordinary Capital","2008","12","1765/OC-AR"
"AR-L1027","Argentina","2014-11-30T00:00:00.000","LOAN REPAYMENT","4286482.78","ORC","Ordinary Capital","2014","11","1765/OC-AR"
"AR-L1027","Argentina","2010-01-31T00:00:00.000","DISBURSEMENT","6000000","ORC","Ordinary Capital","2010","1","1765/OC-AR"
"AR-L1027","Argentina","2015-11-30T00:00:00.000","LOAN REPAYMENT","4286482.78","ORC","Ordinary Capital","2015","11","1765/OC-AR"
"AR-L1027","Argentina","2015-05-31T00:00:00.000","LOAN REPAYMENT","4286482.78","ORC","Ordinary Capital","2015","5","1765/OC-AR"
"AR-L1027","Argentina","2008-11-30T00:00:00.000","DISBURSEMENT","5582969.14","ORC","Ordinary Capital","2008","11","1765/OC-AR"
"AR-L1027","Argentina","2009-08-31T00:00:00.000","DISBURSEMENT","4198684.01","ORC","Ordinary Capital","2009","8","1765/OC-AR"
"AR-L1027","Argentina","2010-11-30T00:00:00.000","INTEREST REPAYMENT","3978255.94","ORC","Ordinary Capital","2010","11","1765/OC-AR"
"AR-L1027","Argentina","2010-05-31T00:00:00.000","DISBURSEMENT","6768146.09","ORC","Ordinary Capital","2010","5","1765/OC-AR"
"AR-L1027","Argentina","2013-11-30T00:00:00.000","INTEREST REPAYMENT","3593186.46","ORC","Ordinary Capital","2013","11","1765/OC-AR"
"AR-L1027","Argentina","2014-02-28T00:00:00.000","COMMITMENT","-46777.3","ORC","Ordinary Capital","2014","2","1765/OC-AR"
"AR-L1027","Argentina","2010-03-31T00:00:00.000","DISBURSEMENT","2328288.16","ORC","Ordinary Capital","2010","3","1765/OC-AR"
"AR-L1027","Argentina","2008-02-29T00:00:00.000","DISBURSEMENT","5899251.92","ORC","Ordinary Capital","2008","2","1765/OC-AR"
"AR-L1027","Argentina","2011-05-31T00:00:00.000","LOAN REPAYMENT","4200931.87","ORC","Ordinary Capital","2011","5","1765/OC-AR"
"AR-L1027","Argentina","2014-05-31T00:00:00.000","INTEREST REPAYMENT","3436409.81","ORC","Ordinary Capital","2014","5","1765/OC-AR"
"AR-L1027","Argentina","2006-08-31T00:00:00.000","COMMITMENT","180000000","ORC","Ordinary Capital","2006","8","1765/OC-AR"
"AR-L1027","Argentina","2008-06-30T00:00:00.000","DISBURSEMENT","5974571.89","ORC","Ordinary Capital","2008","6","1765/OC-AR"
"AR-L1027","Argentina","2012-11-30T00:00:00.000","INTEREST REPAYMENT","3634011.79","ORC","Ordinary Capital","2012","11","1765/OC-AR"
"AR-L1027","Argentina","2011-11-30T00:00:00.000","INTEREST REPAYMENT","3934808.26","ORC","Ordinary Capital","2011","11","1765/OC-AR"
"AR-L1027","Argentina","2007-08-31T00:00:00.000","DISBURSEMENT","13062689.57","ORC","Ordinary Capital","2007","8","1765/OC-AR"
"AR-L1027","Argentina","2009-05-31T00:00:00.000","INTEREST REPAYMENT","2851306.51","ORC","Ordinary Capital","2009","5","1765/OC-AR"
"AR-L1027","Argentina","2009-04-30T00:00:00.000","DISBURSEMENT","5254992.39","ORC","Ordinary Capital","2009","4","1765/OC-AR"
"AR-L1027","Argentina","2010-05-31T00:00:00.000","INTEREST REPAYMENT","3660484.46","ORC","Ordinary Capital","2010","5","1765/OC-AR"
"AR-L1027","Argentina","2015-05-31T00:00:00.000","INTEREST REPAYMENT","3249584.21","ORC","Ordinary Capital","2015","5","1765/OC-AR"
"AR-L1027","Argentina","2010-06-30T00:00:00.000","DISBURSEMENT","5000000","ORC","Ordinary Capital","2010","6","1765/OC-AR"
"AR-L1027","Argentina","2014-11-30T00:00:00.000","INTEREST REPAYMENT","3397154.59","ORC","Ordinary Capital","2014","11","1765/OC-AR"
"AR-L1027","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","7176412.69","ORC","Ordinary Capital","2010","12","1765/OC-AR"
"AR-L1027","Argentina","2007-11-30T00:00:00.000","INTEREST REPAYMENT","600780.83","ORC","Ordinary Capital","2007","11","1765/OC-AR"
"AR-L1027","Argentina","2008-03-31T00:00:00.000","DISBURSEMENT","4242567.49","ORC","Ordinary Capital","2008","3","1765/OC-AR"
"AR-L1027","Argentina","2007-11-30T00:00:00.000","DISBURSEMENT","9249999.85","ORC","Ordinary Capital","2007","11","1765/OC-AR"
"AR-L1027","Argentina","2008-08-31T00:00:00.000","DISBURSEMENT","6471002.54","ORC","Ordinary Capital","2008","8","1765/OC-AR"
"AR-L1027","Argentina","2008-05-31T00:00:00.000","INTEREST REPAYMENT","1731667.85","ORC","Ordinary Capital","2008","5","1765/OC-AR"
"AR-L1027","Argentina","2011-09-30T00:00:00.000","COMMITMENT","-0.01","ORC","Ordinary Capital","2011","9","1765/OC-AR"
"AR-L1027","Argentina","2012-05-31T00:00:00.000","INTEREST REPAYMENT","3762398.81","ORC","Ordinary Capital","2012","5","1765/OC-AR"
"AR-L1027","Argentina","2014-02-28T00:00:00.000","DISBURSEMENT","-37175.44","ORC","Ordinary Capital","2014","2","1765/OC-AR"
"AR-L1027","Argentina","2012-11-30T00:00:00.000","LOAN REPAYMENT","4287782.15","ORC","Ordinary Capital","2012","11","1765/OC-AR"
"AR-L1027","Argentina","2008-10-31T00:00:00.000","DISBURSEMENT","6467032.78","ORC","Ordinary Capital","2008","10","1765/OC-AR"
"AR-L1027","Argentina","2009-12-31T00:00:00.000","DISBURSEMENT","1773000","ORC","Ordinary Capital","2009","12","1765/OC-AR"
"AR-L1027","Argentina","2012-05-31T00:00:00.000","LOAN REPAYMENT","4287782.15","ORC","Ordinary Capital","2012","5","1765/OC-AR"
"AR-L1027","Argentina","2013-05-31T00:00:00.000","INTEREST REPAYMENT","3577422.13","ORC","Ordinary Capital","2013","5","1765/OC-AR"
"AR-L1027","Argentina","2009-06-30T00:00:00.000","DISBURSEMENT","5556553.95","ORC","Ordinary Capital","2009","6","1765/OC-AR"
"AR-L1027","Argentina","2011-11-30T00:00:00.000","LOAN REPAYMENT","4287782.15","ORC","Ordinary Capital","2011","11","1765/OC-AR"
"AR-L1027","Argentina","2011-06-30T00:00:00.000","DISBURSEMENT","3560861.58","ORC","Ordinary Capital","2011","6","1765/OC-AR"
"AR-L1027","Argentina","2010-07-31T00:00:00.000","DISBURSEMENT","6349256.15","ORC","Ordinary Capital","2010","7","1765/OC-AR"
"AR-L1030","Argentina","2012-02-29T00:00:00.000","DISBURSEMENT","5762311.5","ORC","Ordinary Capital","2012","2","1956/OC-AR"
"AR-L1030","Argentina","2011-07-31T00:00:00.000","DISBURSEMENT","8600000","ORC","Ordinary Capital","2011","7","1956/OC-AR"
"AR-L1030","Argentina","2012-07-31T00:00:00.000","DISBURSEMENT","8796958.36","ORC","Ordinary Capital","2012","7","1956/OC-AR"
"AR-L1030","Argentina","2012-10-31T00:00:00.000","INTEREST REPAYMENT","761342.76","ORC","Ordinary Capital","2012","10","1956/OC-AR"
"AR-L1030","Argentina","2010-10-31T00:00:00.000","INTEREST REPAYMENT","246486.31","ORC","Ordinary Capital","2010","10","1956/OC-AR"
"AR-L1030","Argentina","2013-07-31T00:00:00.000","DISBURSEMENT","4350404.39","ORC","Ordinary Capital","2013","7","1956/OC-AR"
"AR-L1030","Argentina","2013-10-31T00:00:00.000","DISBURSEMENT","8373800","ORC","Ordinary Capital","2013","10","1956/OC-AR"
"AR-L1030","Argentina","2015-04-30T00:00:00.000","INTEREST REPAYMENT","2363515.5","ORC","Ordinary Capital","2015","4","1956/OC-AR"
"AR-L1030","Argentina","2012-04-30T00:00:00.000","INTEREST REPAYMENT","709845.03","ORC","Ordinary Capital","2012","4","1956/OC-AR"
"AR-L1030","Argentina","2014-10-31T00:00:00.000","LOAN REPAYMENT","4813687.72","ORC","Ordinary Capital","2014","10","1956/OC-AR"
"AR-L1030","Argentina","2013-05-31T00:00:00.000","DISBURSEMENT","5810169.87","ORC","Ordinary Capital","2013","5","1956/OC-AR"
"AR-L1030","Argentina","2014-03-31T00:00:00.000","DISBURSEMENT","2820508.34","ORC","Ordinary Capital","2014","3","1956/OC-AR"
"AR-L1030","Argentina","2012-08-31T00:00:00.000","DISBURSEMENT","6412006.41","ORC","Ordinary Capital","2012","8","1956/OC-AR"
"AR-L1030","Argentina","2015-04-30T00:00:00.000","LOAN REPAYMENT","4813687.72","ORC","Ordinary Capital","2015","4","1956/OC-AR"
"AR-L1030","Argentina","2013-04-30T00:00:00.000","LOAN REPAYMENT","4187423.48","ORC","Ordinary Capital","2013","4","1956/OC-AR"
"AR-L1030","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","15865492.18","ORC","Ordinary Capital","2010","12","1956/OC-AR"
"AR-L1030","Argentina","2013-10-31T00:00:00.000","INTEREST REPAYMENT","2478075.87","ORC","Ordinary Capital","2013","10","1956/OC-AR"
"AR-L1030","Argentina","2011-04-30T00:00:00.000","DISBURSEMENT","12664186.44","ORC","Ordinary Capital","2011","4","1956/OC-AR"
"AR-L1030","Argentina","2010-04-30T00:00:00.000","INTEREST REPAYMENT","88211.89","ORC","Ordinary Capital","2010","4","1956/OC-AR"
"AR-L1030","Argentina","2008-12-31T00:00:00.000","DISBURSEMENT","20000000","ORC","Ordinary Capital","2008","12","1956/OC-AR"
"AR-L1030","Argentina","2009-10-31T00:00:00.000","INTEREST REPAYMENT","135693.15","ORC","Ordinary Capital","2009","10","1956/OC-AR"
"AR-L1030","Argentina","2009-11-30T00:00:00.000","DISBURSEMENT","-6499980","ORC","Ordinary Capital","2009","11","1956/OC-AR"
"AR-L1035","Argentina","2012-12-31T00:00:00.000","DISBURSEMENT","249037.67","ORC","Ordinary Capital","2012","12","1896/OC-AR"
"AR-L1035","Argentina","2008-11-30T00:00:00.000","INTEREST REPAYMENT","15961.91","ORC","Ordinary Capital","2008","11","1896/OC-AR"
"AR-L1035","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","509876.88","ORC","Ordinary Capital","2010","12","1896/OC-AR"
"AR-L1035","Argentina","2011-10-31T00:00:00.000","DISBURSEMENT","503389.74","ORC","Ordinary Capital","2011","10","1896/OC-AR"
"AR-L1035","Argentina","2012-09-30T00:00:00.000","DISBURSEMENT","1014411.77","ORC","Ordinary Capital","2012","9","1896/OC-AR"
"AR-L1035","Argentina","2012-05-31T00:00:00.000","DISBURSEMENT","795431.73","ORC","Ordinary Capital","2012","5","1896/OC-AR"
"AR-L1035","Argentina","2009-08-31T00:00:00.000","DISBURSEMENT","251033.63","ORC","Ordinary Capital","2009","8","1896/OC-AR"
"AR-L1035","Argentina","2010-11-30T00:00:00.000","INTEREST REPAYMENT","38608.29","ORC","Ordinary Capital","2010","11","1896/OC-AR"
"AR-L1035","Argentina","2010-11-30T00:00:00.000","DISBURSEMENT","440244.65","ORC","Ordinary Capital","2010","11","1896/OC-AR"
"AR-L1035","Argentina","2011-02-28T00:00:00.000","DISBURSEMENT","416438.44","ORC","Ordinary Capital","2011","2","1896/OC-AR"
"AR-L1035","Argentina","2012-05-31T00:00:00.000","INTEREST REPAYMENT","101497.38","ORC","Ordinary Capital","2012","5","1896/OC-AR"
"AR-L1035","Argentina","2011-05-31T00:00:00.000","INTEREST REPAYMENT","41957.75","ORC","Ordinary Capital","2011","5","1896/OC-AR"
"AR-L1035","Argentina","2009-02-28T00:00:00.000","DISBURSEMENT","384695.97","ORC","Ordinary Capital","2009","2","1896/OC-AR"
"AR-L1035","Argentina","2009-05-31T00:00:00.000","INTEREST REPAYMENT","22747.96","ORC","Ordinary Capital","2009","5","1896/OC-AR"
"AR-L1035","Argentina","2008-09-30T00:00:00.000","DISBURSEMENT","433995.16","ORC","Ordinary Capital","2008","9","1896/OC-AR"
"AR-L1035","Argentina","2009-11-30T00:00:00.000","INTEREST REPAYMENT","19391.86","ORC","Ordinary Capital","2009","11","1896/OC-AR"
"AR-L1035","Argentina","2009-06-30T00:00:00.000","DISBURSEMENT","374128.94","ORC","Ordinary Capital","2009","6","1896/OC-AR"
"AR-L1035","Argentina","2013-11-30T00:00:00.000","INTEREST REPAYMENT","264914.63","ORC","Ordinary Capital","2013","11","1896/OC-AR"
"AR-L1035","Argentina","2014-11-30T00:00:00.000","LOAN REPAYMENT","500000","ORC","Ordinary Capital","2014","11","1896/OC-AR"
"AR-L1035","Argentina","2007-09-30T00:00:00.000","COMMITMENT","20000000","ORC","Ordinary Capital","2007","9","1896/OC-AR"
"AR-L1035","Argentina","2010-07-31T00:00:00.000","DISBURSEMENT","290232.09","ORC","Ordinary Capital","2010","7","1896/OC-AR"
"AR-L1035","Argentina","2011-04-30T00:00:00.000","DISBURSEMENT","500000","ORC","Ordinary Capital","2011","4","1896/OC-AR"
"AR-L1035","Argentina","2011-09-30T00:00:00.000","DISBURSEMENT","1274416.57","ORC","Ordinary Capital","2011","9","1896/OC-AR"
"AR-L1035","Argentina","2009-05-31T00:00:00.000","DISBURSEMENT","281240.1","ORC","Ordinary Capital","2009","5","1896/OC-AR"
"AR-L1035","Argentina","2010-09-30T00:00:00.000","DISBURSEMENT","449231.82","ORC","Ordinary Capital","2010","9","1896/OC-AR"
"AR-L1035","Argentina","2011-12-31T00:00:00.000","DISBURSEMENT","603270.8","ORC","Ordinary Capital","2011","12","1896/OC-AR"
"AR-L1035","Argentina","2011-05-31T00:00:00.000","DISBURSEMENT","670321.03","ORC","Ordinary Capital","2011","5","1896/OC-AR"
"AR-L1036","Argentina","2007-11-30T00:00:00.000","COMMITMENT","100000000","ORC","Ordinary Capital","2007","11","1914/OC-AR"
"AR-L1036","Argentina","2013-03-31T00:00:00.000","DISBURSEMENT","3100000","ORC","Ordinary Capital","2013","3","1914/OC-AR"
"AR-L1036","Argentina","2012-10-31T00:00:00.000","DISBURSEMENT","3553720.1","ORC","Ordinary Capital","2012","10","1914/OC-AR"
"AR-L1036","Argentina","2013-05-31T00:00:00.000","DISBURSEMENT","2700000","ORC","Ordinary Capital","2013","5","1914/OC-AR"
"AR-L1036","Argentina","2012-10-31T00:00:00.000","INTEREST REPAYMENT","215052.8","ORC","Ordinary Capital","2012","10","1914/OC-AR"
"AR-L1036","Argentina","2009-03-31T00:00:00.000","DISBURSEMENT","100000","ORC","Ordinary Capital","2009","3","1914/OC-AR"
"AR-L1036","Argentina","2014-10-31T00:00:00.000","LOAN REPAYMENT","1695059.25","ORC","Ordinary Capital","2014","10","1914/OC-AR"
"AR-L1036","Argentina","2009-12-31T00:00:00.000","DISBURSEMENT","2400000","ORC","Ordinary Capital","2009","12","1914/OC-AR"
"AR-L1036","Argentina","2014-06-30T00:00:00.000","DISBURSEMENT","5000000","ORC","Ordinary Capital","2014","6","1914/OC-AR"
"AR-L1036","Argentina","2015-10-31T00:00:00.000","DISBURSEMENT","5000000","ORC","Ordinary Capital","2015","10","1914/OC-AR"
"AR-L1036","Argentina","2013-04-30T00:00:00.000","INTEREST REPAYMENT","278099.6","ORC","Ordinary Capital","2013","4","1914/OC-AR"
"AR-L1036","Argentina","2013-09-30T00:00:00.000","DISBURSEMENT","6000000","ORC","Ordinary Capital","2013","9","1914/OC-AR"
"AR-L1036","Argentina","2012-04-30T00:00:00.000","INTEREST REPAYMENT","186185.88","ORC","Ordinary Capital","2012","4","1914/OC-AR"
"AR-L1036","Argentina","2014-10-31T00:00:00.000","INTEREST REPAYMENT","360888.68","ORC","Ordinary Capital","2014","10","1914/OC-AR"
"AR-L1036","Argentina","2010-06-30T00:00:00.000","DISBURSEMENT","3300000","ORC","Ordinary Capital","2010","6","1914/OC-AR"
"AR-L1036","Argentina","2015-02-28T00:00:00.000","DISBURSEMENT","8000000","ORC","Ordinary Capital","2015","2","1914/OC-AR"
"AR-L1036","Argentina","2009-07-31T00:00:00.000","DISBURSEMENT","2000000","ORC","Ordinary Capital","2009","7","1914/OC-AR"
"AR-L1036","Argentina","2015-04-30T00:00:00.000","LOAN REPAYMENT","2181545.73","ORC","Ordinary Capital","2015","4","1914/OC-AR"
"AR-L1036","Argentina","2014-04-30T00:00:00.000","INTEREST REPAYMENT","354908.17","ORC","Ordinary Capital","2014","4","1914/OC-AR"
"AR-L1036","Argentina","2010-09-30T00:00:00.000","DISBURSEMENT","2000000","ORC","Ordinary Capital","2010","9","1914/OC-AR"
"AR-L1036","Argentina","2012-12-31T00:00:00.000","DISBURSEMENT","4350000","ORC","Ordinary Capital","2012","12","1914/OC-AR"
"AR-L1036","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","3180000","ORC","Ordinary Capital","2010","12","1914/OC-AR"
"AR-L1036","Argentina","2011-04-30T00:00:00.000","INTEREST REPAYMENT","93331.83","ORC","Ordinary Capital","2011","4","1914/OC-AR"
"AR-L1036","Argentina","2011-03-31T00:00:00.000","DISBURSEMENT","3484233.18","ORC","Ordinary Capital","2011","3","1914/OC-AR"
"AR-L1036","Argentina","2012-07-31T00:00:00.000","DISBURSEMENT","8346279.9","ORC","Ordinary Capital","2012","7","1914/OC-AR"
"AR-L1036","Argentina","2010-10-31T00:00:00.000","INTEREST REPAYMENT","77682.86","ORC","Ordinary Capital","2010","10","1914/OC-AR"
"AR-L1036","Argentina","2015-10-31T00:00:00.000","LOAN REPAYMENT","2181545.73","ORC","Ordinary Capital","2015","10","1914/OC-AR"
"AR-L1036","Argentina","2012-04-30T00:00:00.000","DISBURSEMENT","4600000","ORC","Ordinary Capital","2012","4","1914/OC-AR"
"AR-L1036","Argentina","2011-10-31T00:00:00.000","INTEREST REPAYMENT","133704.18","ORC","Ordinary Capital","2011","10","1914/OC-AR"
"AR-L1036","Argentina","2015-10-31T00:00:00.000","INTEREST REPAYMENT","468015.08","ORC","Ordinary Capital","2015","10","1914/OC-AR"
"AR-L1036","Argentina","2013-10-31T00:00:00.000","INTEREST REPAYMENT","329384.7","ORC","Ordinary Capital","2013","10","1914/OC-AR"
"AR-L1036","Argentina","2014-04-30T00:00:00.000","LOAN REPAYMENT","1563480.3","ORC","Ordinary Capital","2014","4","1914/OC-AR"
"AR-L1036","Argentina","2013-10-31T00:00:00.000","LOAN REPAYMENT","1409634.15","ORC","Ordinary Capital","2013","10","1914/OC-AR"
"AR-L1036","Argentina","2010-04-30T00:00:00.000","INTEREST REPAYMENT","29886.15","ORC","Ordinary Capital","2010","4","1914/OC-AR"
"AR-L1036","Argentina","2015-04-30T00:00:00.000","INTEREST REPAYMENT","424567.48","ORC","Ordinary Capital","2015","4","1914/OC-AR"
"AR-L1036","Argentina","2009-10-31T00:00:00.000","INTEREST REPAYMENT","7358.9","ORC","Ordinary Capital","2009","10","1914/OC-AR"
"AR-L1036","Argentina","2010-03-31T00:00:00.000","DISBURSEMENT","2300000","ORC","Ordinary Capital","2010","3","1914/OC-AR"
"AR-L1036","Argentina","2011-07-31T00:00:00.000","DISBURSEMENT","3600000","ORC","Ordinary Capital","2011","7","1914/OC-AR"
"AR-L1036","Argentina","2013-04-30T00:00:00.000","LOAN REPAYMENT","1264634.15","ORC","Ordinary Capital","2013","4","1914/OC-AR"
"AR-L1036","Argentina","2014-10-31T00:00:00.000","DISBURSEMENT","10000000","ORC","Ordinary Capital","2014","10","1914/OC-AR"
"AR-L1036","Argentina","2011-10-31T00:00:00.000","DISBURSEMENT","2000000","ORC","Ordinary Capital","2011","10","1914/OC-AR"
"AR-L1036","Argentina","2009-10-31T00:00:00.000","DISBURSEMENT","1120000","ORC","Ordinary Capital","2009","10","1914/OC-AR"
"AR-L1036","Argentina","2011-12-31T00:00:00.000","DISBURSEMENT","3165766.82","ORC","Ordinary Capital","2011","12","1914/OC-AR"
"AR-L1036","Argentina","2011-05-31T00:00:00.000","DISBURSEMENT","2350000","ORC","Ordinary Capital","2011","5","1914/OC-AR"
"AR-L1038","Argentina","2015-04-30T00:00:00.000","INTEREST REPAYMENT","7624545.83","ORC","Ordinary Capital","2015","4","1966/OC-AR"
"AR-L1038","Argentina","2011-05-31T00:00:00.000","DISBURSEMENT","8900967.48","ORC","Ordinary Capital","2011","5","1966/OC-AR"
"AR-L1038","Argentina","2010-09-30T00:00:00.000","DISBURSEMENT","14689550.18","ORC","Ordinary Capital","2010","9","1966/OC-AR"
"AR-L1038","Argentina","2011-10-31T00:00:00.000","INTEREST REPAYMENT","3186633.28","ORC","Ordinary Capital","2011","10","1966/OC-AR"
"AR-L1038","Argentina","2014-04-30T00:00:00.000","LOAN REPAYMENT","14350529.54","ORC","Ordinary Capital","2014","4","1966/OC-AR"
"AR-L1038","Argentina","2009-12-31T00:00:00.000","DISBURSEMENT","39138089.31","ORC","Ordinary Capital","2009","12","1966/OC-AR"
"AR-L1038","Argentina","2015-10-31T00:00:00.000","INTEREST REPAYMENT","7671039.78","ORC","Ordinary Capital","2015","10","1966/OC-AR"
"AR-L1038","Argentina","2009-02-28T00:00:00.000","DISBURSEMENT","4851611.03","ORC","Ordinary Capital","2009","2","1966/OC-AR"
"AR-L1038","Argentina","2009-04-30T00:00:00.000","DISBURSEMENT","21274747.51","ORC","Ordinary Capital","2009","4","1966/OC-AR"
"AR-L1038","Argentina","2011-06-30T00:00:00.000","DISBURSEMENT","15597389.96","ORC","Ordinary Capital","2011","6","1966/OC-AR"
"AR-L1038","Argentina","2015-10-31T00:00:00.000","LOAN REPAYMENT","14350529.54","ORC","Ordinary Capital","2015","10","1966/OC-AR"
"AR-L1038","Argentina","2011-02-28T00:00:00.000","DISBURSEMENT","7592683.21","ORC","Ordinary Capital","2011","2","1966/OC-AR"
"AR-L1038","Argentina","2011-10-31T00:00:00.000","DISBURSEMENT","3877272.08","ORC","Ordinary Capital","2011","10","1966/OC-AR"
"AR-L1038","Argentina","2014-10-31T00:00:00.000","LOAN REPAYMENT","14350529.54","ORC","Ordinary Capital","2014","10","1966/OC-AR"
"AR-L1038","Argentina","2011-04-30T00:00:00.000","INTEREST REPAYMENT","3094223.9","ORC","Ordinary Capital","2011","4","1966/OC-AR"
"AR-L1038","Argentina","2011-07-31T00:00:00.000","DISBURSEMENT","3189812.22","ORC","Ordinary Capital","2011","7","1966/OC-AR"
"AR-L1038","Argentina","2008-10-31T00:00:00.000","INTEREST REPAYMENT","656440.39","ORC","Ordinary Capital","2008","10","1966/OC-AR"
"AR-L1038","Argentina","2014-10-31T00:00:00.000","INTEREST REPAYMENT","7874220.82","ORC","Ordinary Capital","2014","10","1966/OC-AR"
"AR-L1038","Argentina","2015-04-30T00:00:00.000","LOAN REPAYMENT","14350529.54","ORC","Ordinary Capital","2015","4","1966/OC-AR"
"AR-L1038","Argentina","2008-10-31T00:00:00.000","DISBURSEMENT","15000000","ORC","Ordinary Capital","2008","10","1966/OC-AR"
"AR-L1038","Argentina","2009-08-31T00:00:00.000","DISBURSEMENT","11930496.91","ORC","Ordinary Capital","2009","8","1966/OC-AR"
"AR-L1038","Argentina","2010-04-30T00:00:00.000","INTEREST REPAYMENT","1891274.44","ORC","Ordinary Capital","2010","4","1966/OC-AR"
"AR-L1038","Argentina","2011-08-31T00:00:00.000","DISBURSEMENT","14076165.82","ORC","Ordinary Capital","2011","8","1966/OC-AR"
"AR-L1038","Argentina","2012-04-30T00:00:00.000","INTEREST REPAYMENT","3782035.29","ORC","Ordinary Capital","2012","4","1966/OC-AR"
"AR-L1067","Argentina","2014-05-31T00:00:00.000","INTEREST REPAYMENT","4431.43","ORC","Ordinary Capital","2014","5","2853/OC-AR"
"AR-L1067","Argentina","2015-12-31T00:00:00.000","DISBURSEMENT","4600000","ORC","Ordinary Capital","2015","12","2853/OC-AR"
"AR-L1067","Argentina","2015-11-30T00:00:00.000","INTEREST REPAYMENT","26736.94","ORC","Ordinary Capital","2015","11","2853/OC-AR"
"AR-L1067","Argentina","2015-04-30T00:00:00.000","DISBURSEMENT","2900000","ORC","Ordinary Capital","2015","4","2853/OC-AR"
"AR-L1067","Argentina","2012-11-30T00:00:00.000","COMMITMENT","60000000","ORC","Ordinary Capital","2012","11","2853/OC-AR"
"AR-L1067","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","950000","ORC","Ordinary Capital","2013","12","2853/OC-AR"
