"countryname","ifs","year","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","thresh","dhondt","cl","select","fraud","auton","muni","author","stconst","gwno","location_1"
"Brazil","BRA","1984","1","5","1","4","0","1","1","-999","-999","2","PDS","1","0","0","0","0","2","0","-999","479","PDS","235","43.22","1","0","0","0","0","4","PTB","14","4.4400000000000004","3","0","0","0","0","4","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PMDB","200","42.96","2","0","0","0","0","4","PDT","24","5.82","PT","6","3.54","0","0","0","0","0","0","0","0","-999","-999","0","0","7","3",,"3","0.13","1","1","0","5","0","0",,"0","0",,"1","1","140","
, 2 "
"UAE","ARE","1986","0","15","1","0","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","40","Appointees","40","0","0","0","0","0","0","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Bulgaria","BGR","1988","1","34","0","-999","-999","0","1","-999","-999","42","Bulgarian Comm. Party","3","0","0","0","0","69","1","-999","400","National Fatherland Front","400","100","3","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3.5","3",,"-999","-999",,"-999","-999","-999","-999",,,"0","0",,"0","-999","355","
, 2 "
"Bosnia-Herz","BIH","2013","2","3","1","1","1","0","0","-999","-999","-999","NA","0","0","0","0","0","0","-999","-999","42","SDP","8","17.329999999999998","3","0","0","0","0","14","SNSD","8",,"0","0","0","0","0","17",,,,,,,,,,,,,"SDA","7",,"0","1","0","1","0","23","SDS","4",,"SBB","4",,"7","11",,,,,,,"-999","-999","0","0","7","7","42","-999","-999","0","1","0","0","0","0",,"0","0","2","1","1","346","
, 1 "
"Bahamas","BHS","2005","2","3","1","2","1","0","0","-999","-999","3","PLP","2","0","0","0","0","52","1","-999","40","PLP","29","50.8","2","0","0","0","0","52","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FNM","7","41.1","1","0","0","0","0","33","independent","4","5.2","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.28999999999999998","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Colombia","COL","1996","0","2","1","2","0","0","0","47.1","50.26","10","PL","2","0","0","0","0","181","0","-999","161","PL","89",,"2","0","0","0","0","181","PSC","56",,"1","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","AD-M19","2",,"3","0","0","0","0",,"MSN","2",,"minority","2",,"10","10",,,,,"0","0","-999","-999","0","0","7","7","5","100","0.39","0","1","0","0","0","1",,"0","0","2","1","1","100","
, 2 "
"Austria","AUT","2009","2","1","1","3","1","0","0","-999","-999","3","SPO","3","0","0","0","0","120","0","-999","183","SPO","57","29.26","3","0","0","0","0","120","OVP","51","25.98","1","0","0","0","0","64","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","34","17.54","0","1","0","0","0","53","BZO","21","10.7","GAL","20","10.43","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.25","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Belarus","BLR","1975","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","370","
, -999 "
"Turk Cyprus","0","2015","0","5","1","0","1","0","0","50.35","-999","5","UBP","1","0","0","0","0","40","1","-999","50","CTP","21","38.380000000000003","3","0","0","0","0","45","DP","12","23.16","1","1","0","0","0","23","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UBP","14","27.33","1","0","0","0","0","40","TDP","3","7.41","NA","0","0","0","0","0","0","0","0","0","-999","-999","4","0","1","7","7","13.3","-999","-999","0","1","0","5","0","0",,"0","0","0","0","-999",,"
, 0 "
"Benin","BEN","2007","0","1","1","4","1","0","0","35.64","74.52","-999","independent","0","0","0","0","0","-999","-999","-999","84","UBF","31",,"0","0","0","0","0","5","PRD","11",,"0","0","0","0","0","17","MADEP","9",,"0","0","0","0","0","10","1","1",,"RB","15",,"0","0","0","0","0","15","FC","6",,"Alliance Etoile","3",,"5","8",,"0","0","0","0","-999","3","-999","1","0","7","7","3.46","-999","-999","0","1","0","0","0","1",,"1","0","2","1","-999","434","
, 2 "
"Bulgaria","BGR","1999","1","2","1","2","1","0","0","44.07","59.73","3","SDS","1","0","0","0","0","10","1","-999","240","SDS","137","52.26","1","0","1","0","0","10","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","BSP/Allies","58","22.06","3","0","0","0","0","10","NS","19","7.6","Euro Left","14","5.5","1","12","4.93","0","0","0","0","-999","-999","-999","0","0","7","7","7.7","-999","-999","0","1","0","4","1","1",,"0","0","2","0","-999","355","
, 2 "
"UAE","ARE","1981","0","10","1","0","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","40","Appointees","40","0","0","0","0","0","0","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Bolivia","BOL","1993","0","4","1","0","0","0","0","19.600000000000001","-999","4","MIR","3","0","0","0","0","14","0","-999","147","ADN","38","22.61","1","0","0","0","0","14","MIR","33","19.559999999999999","3","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MNRH","40","22.98","1","1","0","0","0","15","United L.","10","7.18","Condepa","9","10.98","5","17",,"0","0","0","0","0","6","6","1","1","7","7",,"3","0.17","1","1","0",,"0","1",,"0","0","2",,"1","145","
, 0 "
"Afghanistan","AFG","2014","0","13","1","0","1","0","1","49.7","-999","-999","independent","-999","-999","-999","-999","-999","-999","-999","-999","249","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","249","249","100","0","-999","-999","6","0","1","7","7","7.32","888","0.28999999999999998","1","0","1","-999","0","-999","2","1","0","0",,"1","700","
, 0 "
"Syria","SYR","1989","0","18","1","3","1","1","1",,,"17","Baath","0","1","0","0","0","36","1","-999","195","NPF","151",,"0","1","0","0","0","17","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Communist Party","9",,"3","0","0","0","0",,"independent","1",,"independent","1",,"33","33",,"0","0","0","0","-999","-999","-999","0","0","6","3",,"-999","-999","1","0","1","-999",,"0",,"0","0",,,"-999","652","
, 0 "
"Uruguay","URY","1990","0","1","1","4","0","0","0","37","-999","1","PN","1","0","0","0","0","154","0","-999","99","PN","39",,"1","0","0","0","0","154","Colorado","30",,"1","0","0","0","0","154","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Broad Front","21",,"3","0","0","0","0",,"New Space","9",,"NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","5.2","30","0.24","0","1","0","0","1","1",,"0","0",,,"0","165","
, 2 "
"Afghanistan","AFG","1979","0","1","0","-999","-999","0","1","-999","-999","-999","independent","3","0","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0",,"-999","700","
, 0 "
"UAE","ARE","2005","0","1","1","4","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1",,"696","
, 0 "
"Cameroon","CMR","2002","0","20","1","2","1","0","0","92.57","-999","36","CPDM","0","0","0","0","0","36","1","-999","173","CPDM","109",,"0","0","0","0","0","36","MDR","1",,"0","0","0","1","0","10","UPC","1",,"3","-999","-999","-999","-999","54","0","0","0","SDF","43",,"3","0","0","0","0","12","UNDP","13",,"UDC","5",,"0","0","0","1","1",,"0","-999","6","-999","1","0","7","6",,"-999","-999","1","0","1","-999","-999","0",,"1","0",,,,"471","
, 0 "
"Afghanistan","AFG","2005","0","4","1","4","1","0","1","55","-999","-999","independent","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","9","-999","1","0","1","1","7.32","888","0.28999999999999998","1","0","1","-999","-999","-999",,"-999","0","0",,"1","700","
, 0 "
"Bosnia-Herz","BIH","2000",,,,,,,,,,,"NA","0","0","0","0","0","0","-999","-999","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","-999","1","0",,,"42","-999","-999","0","1","0","0","0",,,,"0",,,,"346",
"Bolivia","BOL","1979","0","1","0","0","-999","1","1","-999","-999","-999","independent","3","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","7","7","1","1","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","145",
"Turk Cyprus","0","1994","0","19","1","1","1","0","0","67.5","-999","-999","independent","1","1","0","0","0","-999","0","-999","50","DP","15","29.2","1","1","0","0","0","2","CTP","13","24.2","3","0","0","0","0","24","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UBP","17","29.9","1","1","0","0","0","19","TKP","5","13.3","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7",,"-999","-999",,,"-999","2",,,,"0","0","0","0","0",,"
, 0 "
"Congo (DRC)","ZAR","2007","0","7","1","4","1","1","0","44.81","58.05","-999","independent","0","0","0","0","0","-999","-999","-999","340","PPRD","111",,"0","0","0","0","0","5","PALU","34",,"0","0","0","0","0",,"MSR","27",,"0","0","0","0","0",,,,,"MLC","64",,"0","0","0","0","0","9","FR","26",,"RCD","15",,,,,"63","63",,"0","0","-999","-999","0","0","7","7",,,"0.5","1","1","0","0","0","0",,"0","0","0","-999",,"490",
"Myanmar","MMR","1985","1","4","1","0","1","1","1","-999","-999","23","BSPP","3","0","0","0","0","23","1","-999","489","BSPP","489","100","3","0","0","0","0","23","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","11","-999","1","0","3.5","3",,"-999","-999",,"-999","-999","-999","-999","-999",,"0","0",,,"-999","775",
"Argentina","ARG","1990","0","1","1","5","0","0","0","48.5","-999","1","PJ","1","1","0","0","0","18","1","-999","252","PJ","73","44.6","1","1","0","0","0","18","Frejuli","17",,"3","0","0","0","0","0","Frejudepa","8",,"0","-999","-999","-999","-999","-999","0","30",,"UCR","112","28.9","2","0","0","0","0","19","UdCD","6","9.5","Partido Intrans.","6",,"0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","10.7","888","0.15","0","1","0","3","1","1",,"0","0",,"1","1","160","
, 2 "
"Bahrain","BHR","2002","0","3","0","-999","-999","0","1","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","40","Appointees","40","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","10","-999","1","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","692","
, 0 "
"Argentina","ARG","2014","0","2","1","1","1","0","0","54","-999","13","FPV","3","0","0","0","0","9","0","-999","257","FPV","115",,"3","0","0","0","0","9","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Renewal Front","16",,"0","0","0","0","0","0","Broad Progressive Front","14",,"UCR","13",,"35","99",,"0","0",,"0","0","-999","-999","0","0","7","7","10.7","888","0.22","0","1","0","3","1","1",,"0","0",,"1","1","160","
, 2 "
"Syria","SYR","1991","0","20","1","0","1","1","1",,,"19","Baath","0","1","0","0","0","38","1","-999","250","NPF","166",,"0","1","0","0","0","19","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","independent","1",,"0","0","0","0","0",,"independent","1",,"independent","1",,"81","81",,"0","0","0","0","-999","-999","12","0","1","6","3","16.7","-999","-999","1","0","1","-999",,"0",,"0","0",,,"-999","652","
, 0 "
"Benin","BEN","1991","0","19","1","0","1","1","1","-999","-999","16","PRPB","3","0","0","0","0","16","1","-999","197","PRPB","197","89.6","3","0","0","0","0","16","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","2","3","1","1","3","3","13.8","-999","-999","-999","-999","-999","-999","-999","-999",,"0","0","1","1","-999","434","
, 1 "
"Burkina Faso","BFA","1985","0","2","0","-999","-999","1","1","-999","-999","-999","independent","3","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0",,,"-999","439",
"Congo","COG","2012","0","15","1","4","1","1","1","78.61","-999","15","PCT","3","0","0","0","0","43","0","-999","135","PCT","46",,"3","0","0","0","0","43","MCDDI","11",,"1","0","0","0","0","23","MAR","5",,"0","0","0","0","0",,"10","21",,"UPADS","11",,"0","0","0","0","0","21","RDPS","2",,"UFD","1",,"1","1",,"37","37",,"0","0","6","-999","1","0","7","6","1","888","0.33","1","0","1","-999",,,,"0","0",,"0","1","484","
, 1 "
"Austria","AUT","1994","2","8","1","0","1","0","0","-999","-999","24","SPO","3","0","0","0","0","105","0","-999","183","SPO","81","41.51","3","0","0","0","0","105","OVP","60","31.11","1","0","0","0","0","49","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","33","16.14","1","1","0","0","0","38","VGO/ALO","9","4.6399999999999997","NA","0","0","0","0","0","0","0","0","0","0","10","-999","1","0","7","7","20.3","888","0.26","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Argentina","ARG","1975","0","1","0","-999",,"0",,"62","-999","2","Peronist","3","0","0","0","0",,,"-999","0",,,,"-999","0",,,,,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","0",,,,,"NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","7","7",,"-999","-999",,,"-999","-999",,,,,"0",,,"-999","160",
"Belarus","BLR","2002","0","8","1","4","1","0","1","75.650000000000006","-999","-999","independent","0","0","0","0","0","-999","0","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","0","-999","-999","-999","0","0","1","6","-999","888",,"-999","-999","-999","-999","0","1",,"1","0","0","0","1","370","
, 0 "
"Bolivia","BOL","1987","0","2","1","2","0","0","0",,"-999","2","MNRH","1","0","0","0","0","9","0","-999","149","MNRH","59","32.39","1","0","0","0","0","9","ADN","51","35.020000000000003","3","0","0","0","0","8","MIR","16","10.86","3","0","0","0","0",,"0","0","0","MNRI","8","5.85","3","1","0","0","0",,"MNRV","6","5.12","PS-I","5","2.75","4","4","8.01","0","0","0","0","0","-999","-999","0","0","7","6.5",,"3","0.17","1","1","0",,"0","1",,"1","0","0",,"1","145","
, 0 "
