"operation_number","document_title","iati_document_code","iati_document_code_name","language","document_link","document_type"
"AR-L1020","Informe para Publicación_PMR-#AR-L1020-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874202","Project Monitoring Report ( Public version)"
"AR-L1020","Informe para Publicación_PMR-#AR-L1020-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874202","Project Monitoring Report ( Public version)"
"AR-L1020","Informe para Publicación_PMR-#AR-L1020-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874202","Project Monitoring Report ( Public version)"
"AR-L1180","EER2","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39611342","Loan Proposal"
"AR-L1020","AR-L1020 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175893","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175893","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175893","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175893","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178478","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178478","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178478","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178478","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172678","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172678","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172678","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172678","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 First period Jan-Jun 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181572","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 First period Jan-Jun 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181572","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 First period Jan-Jun 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181572","Project Monitoring Report ( Public version)"
"AR-L1020","AR-L1020 First period Jan-Jun 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181572","Project Monitoring Report ( Public version)"
"AR-L1020","Informe para Publicación_PMR-#AR-L1020-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266417","Project Monitoring Report ( Public version)"
"AR-L1020","Informe para Publicación_PMR-#AR-L1020-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266417","Project Monitoring Report ( Public version)"
"AR-L1020","Informe para Publicación_PMR-#AR-L1020-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266417","Project Monitoring Report ( Public version)"
"AR-L1020","Informe para Publicación_PMR-#AR-L1020-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266417","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624847","Project Monitoring Report ( Public version)"
"AR-L1020","Report for Publication_PMR-#AR-L1020-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267081","Project Monitoring Report ( Public version)"
"AR-L1020","Report for Publication_PMR-#AR-L1020-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267081","Project Monitoring Report ( Public version)"
"AR-L1020","Report for Publication_PMR-#AR-L1020-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267081","Project Monitoring Report ( Public version)"
"AR-L1020","Report for Publication_PMR-#AR-L1020-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267081","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625414","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625414","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625414","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625414","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624847","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624847","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624847","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923701","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923701","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923701","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923701","Project Monitoring Report ( Public version)"
"AR-L1021","COMPONENTE II: OBRAS DE TRANSMISIÓN Y SUBTRANSMISIÓN PROVINCIALES Power","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35435400","Specific Procurement Notices"
"AR-L1021","COMPONENTE II: OBRAS DE TRANSMISIÓN Y SUBTRANSMISIÓN PROVINCIALES - PROVINCIA DE MISIONES Power","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35435447","Specific Procurement Notices"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312995","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312995","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312995","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312995","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312419","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312419","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312419","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312419","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926313","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926313","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926313","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926313","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353104","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353104","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353104","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353104","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353760","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353760","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353760","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353760","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874203","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874203","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874203","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874203","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874931","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874931","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874931","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874931","Project Monitoring Report ( Public version)"
"AR-L1180","EER2","A02","Objectives / Purpose of activity","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39611342","Loan Proposal"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267082","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267082","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267082","Project Monitoring Report ( Public version)"
"AR-L1021","Report for Publication_PMR-#AR-L1021-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267082","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266418","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266418","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266418","Project Monitoring Report ( Public version)"
"AR-L1021","Informe para Publicación_PMR-#AR-L1021-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266418","Project Monitoring Report ( Public version)"
"AR-L1021","EIA NEA-NOA - Final  con Plan de Gestión Ambiental","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=699364","Environmental Impact Assessments"
"AR-L1021","Anexo II Mapas  EIA NEA-NOA (2 de 3)","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=675355","Environmental Impact Assessments"
"AR-L1021","Anexo I Mapas EIA NEA-NOA (1 de 3)","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=675360","Environmental Impact Assessments"
"AR-L1021","Anexo III Mapas EIA NEA-NOA (3 de 3)","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=675366","Environmental Impact Assessments"
"AR-L1021","EIA Interconexión NEA-NOA","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=636728","Environmental Impact Assessments"
"AR-L1021","PA 2010 Programa de Transmisión Electrica + Adicional al Programa de Transmisión Electrica","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=4255646","Procurement Plan"
"AR-L1021","PA 2010 Programa de Transmisión Electrica + Adicional al Programa de Transmisión Electrica","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35255497","Procurement Plan"
"AR-L1022","Informe de Terminación de Proyecto/AR-L1022","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40327750","Project Completion Report"
"AR-L1022","Informe de Terminación de Proyecto/AR-L1022","A02","Objectives / Purpose of activity","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40327750","Project Completion Report"
"AR-L1022","Informe de Terminación de Proyecto/AR-L1022","A03","Intended ultimate beneficiaries","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40327750","Project Completion Report"
"AR-L1022","Informe de Terminación de Proyecto/AR-L1022","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40327750","Project Completion Report"
"AR-L1022","Informe de Terminación de Proyecto/AR-L1022","A06","Summary information about contract","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40327750","Project Completion Report"
"AR-L1022","Informe de Terminación de Proyecto/AR-L1022","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40327750","Project Completion Report"
"AR-L1022","Informe de Terminación de Proyecto/AR-L1022","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40327750","Project Completion Report"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923702","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923702","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923702","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923702","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624848","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624848","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624848","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624848","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625415","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625415","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625415","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625415","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312420","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312420","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312420","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312420","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312996","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312996","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312996","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312996","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353761","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353761","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353761","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353761","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353105","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353105","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353105","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353105","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926314","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926314","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926314","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926314","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874932","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874932","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874932","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874932","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874204","Project Monitoring Report ( Public version)"
